gid	tissue1	sexbias	gid2	tissue2	sexbias2	direction
TRINITY_DN131451_c1_g1_i1	Gonad	female	TRINITY_DN131451_c1_g1_i1	G46	female	no
TRINITY_DN131471_c2_g2_i1	Gonad	female	TRINITY_DN131471_c2_g2_i1	G46	female	no
TRINITY_DN131487_c9_g3_i1	Gonad	female	TRINITY_DN131487_c9_g3_i1	G46	female	no
TRINITY_DN131492_c6_g1_i2	Gonad	female	TRINITY_DN131492_c6_g1_i2	G46	female	no
TRINITY_DN131496_c5_g1_i2	Gonad	female	TRINITY_DN131496_c5_g1_i2	G46	female	no
TRINITY_DN131516_c0_g1_i2	Gonad	female	TRINITY_DN131516_c0_g1_i2	G46	female	no
TRINITY_DN131534_c0_g1_i1	Gonad	female	TRINITY_DN131534_c0_g1_i1	G46	female	no
TRINITY_DN131601_c5_g1_i1	Gonad	female	TRINITY_DN131601_c5_g1_i1	G46	female	no
TRINITY_DN131624_c0_g1_i4	Gonad	female	TRINITY_DN131624_c0_g1_i4	G46	female	no
TRINITY_DN131641_c0_g3_i2	Gonad	female	TRINITY_DN131641_c0_g3_i2	G46	female	no
TRINITY_DN131673_c2_g5_i2	Gonad	female	TRINITY_DN131673_c2_g5_i2	G46	female	no
TRINITY_DN131711_c1_g1_i3	Gonad	female	TRINITY_DN131711_c1_g1_i3	G46	female	no
TRINITY_DN131787_c2_g1_i1	Gonad	female	TRINITY_DN131787_c2_g1_i1	G46	female	no
TRINITY_DN131806_c3_g2_i1	Gonad	female	TRINITY_DN131806_c3_g2_i1	G46	female	no
TRINITY_DN131809_c9_g1_i2	Gonad	female	TRINITY_DN131809_c9_g1_i2	G46	female	no
TRINITY_DN131819_c1_g4_i2	Gonad	female	TRINITY_DN131819_c1_g4_i2	G46	female	no
TRINITY_DN131823_c4_g5_i1	Gonad	female	TRINITY_DN131823_c4_g5_i1	G46	female	no
TRINITY_DN131826_c4_g2_i1	Gonad	female	TRINITY_DN131826_c4_g2_i1	G46	female	no
TRINITY_DN131864_c2_g5_i1	Gonad	female	TRINITY_DN131864_c2_g5_i1	G46	female	no
TRINITY_DN131869_c0_g1_i1	Gonad	female	TRINITY_DN131869_c0_g1_i1	G46	female	no
TRINITY_DN131885_c2_g5_i1	Gonad	female	TRINITY_DN131885_c2_g5_i1	G46	female	no
TRINITY_DN131896_c2_g2_i3	Gonad	female	TRINITY_DN131896_c2_g2_i3	G46	female	no
TRINITY_DN131905_c3_g3_i7	Gonad	female	TRINITY_DN131905_c3_g3_i7	G46	female	no
TRINITY_DN131927_c5_g1_i2	Gonad	female	TRINITY_DN131927_c5_g1_i2	G46	female	no
TRINITY_DN131939_c2_g8_i2	Gonad	female	TRINITY_DN131939_c2_g8_i2	G46	female	no
TRINITY_DN131945_c1_g5_i4	Gonad	female	TRINITY_DN131945_c1_g5_i4	G46	female	no
TRINITY_DN131986_c2_g1_i1	Gonad	female	TRINITY_DN131986_c2_g1_i1	G46	female	no
TRINITY_DN132012_c5_g2_i1	Gonad	female	TRINITY_DN132012_c5_g2_i1	G46	female	no
TRINITY_DN132030_c0_g1_i2	Gonad	female	TRINITY_DN132030_c0_g1_i2	G46	female	no
TRINITY_DN132031_c0_g1_i1	Gonad	female	TRINITY_DN132031_c0_g1_i1	G46	female	no
TRINITY_DN132077_c0_g1_i3	Gonad	female	TRINITY_DN132077_c0_g1_i3	G46	female	no
TRINITY_DN132089_c3_g1_i1	Gonad	female	TRINITY_DN132089_c3_g1_i1	G46	female	no
TRINITY_DN132098_c0_g2_i2	Gonad	female	TRINITY_DN132098_c0_g2_i2	G46	female	no
TRINITY_DN132127_c0_g2_i2	Gonad	female	TRINITY_DN132127_c0_g2_i2	G46	female	no
TRINITY_DN132128_c1_g1_i4	Gonad	female	TRINITY_DN132128_c1_g1_i4	G46	female	no
TRINITY_DN132163_c5_g7_i3	Gonad	female	TRINITY_DN132163_c5_g7_i3	G46	female	no
TRINITY_DN132181_c5_g1_i2	Gonad	female	TRINITY_DN132181_c5_g1_i2	G46	female	no
TRINITY_DN132185_c3_g10_i3	Gonad	female	TRINITY_DN132185_c3_g10_i3	G46	female	no
TRINITY_DN132212_c1_g1_i1	Gonad	female	TRINITY_DN132212_c1_g1_i1	G46	female	no
TRINITY_DN132228_c1_g9_i1	Gonad	female	TRINITY_DN132228_c1_g9_i1	G46	female	no
TRINITY_DN132278_c0_g1_i3	Gonad	female	TRINITY_DN132278_c0_g1_i3	G46	female	no
TRINITY_DN132287_c0_g1_i1	Gonad	female	TRINITY_DN132287_c0_g1_i1	G46	female	no
TRINITY_DN132305_c3_g4_i3	Gonad	female	TRINITY_DN132305_c3_g4_i3	G46	female	no
TRINITY_DN132311_c6_g1_i4	Gonad	female	TRINITY_DN132311_c6_g1_i4	G46	female	no
TRINITY_DN132344_c0_g1_i2	Gonad	female	TRINITY_DN132344_c0_g1_i2	G46	female	no
TRINITY_DN132392_c0_g1_i1	Gonad	female	TRINITY_DN132392_c0_g1_i1	G46	female	no
TRINITY_DN132429_c0_g3_i7	Gonad	female	TRINITY_DN132429_c0_g3_i7	G46	female	no
TRINITY_DN132433_c1_g3_i2	Gonad	female	TRINITY_DN132433_c1_g3_i2	G46	female	no
TRINITY_DN132489_c2_g2_i5	Gonad	female	TRINITY_DN132489_c2_g2_i5	G46	female	no
TRINITY_DN132493_c3_g2_i2	Gonad	female	TRINITY_DN132493_c3_g2_i2	G46	female	no
TRINITY_DN132522_c0_g2_i1	Gonad	female	TRINITY_DN132522_c0_g2_i1	G46	female	no
TRINITY_DN132531_c0_g2_i1	Gonad	female	TRINITY_DN132531_c0_g2_i1	G46	female	no
TRINITY_DN132544_c0_g2_i1	Gonad	female	TRINITY_DN132544_c0_g2_i1	G46	female	no
TRINITY_DN132601_c0_g1_i15	Gonad	female	TRINITY_DN132601_c0_g1_i15	G46	female	no
TRINITY_DN132606_c3_g1_i3	Gonad	female	TRINITY_DN132606_c3_g1_i3	G46	female	no
TRINITY_DN132628_c0_g1_i2	Gonad	female	TRINITY_DN132628_c0_g1_i2	G46	female	no
TRINITY_DN132635_c2_g4_i2	Gonad	female	TRINITY_DN132635_c2_g4_i2	G46	female	no
TRINITY_DN132671_c4_g1_i3	Gonad	female	TRINITY_DN132671_c4_g1_i3	G46	female	no
TRINITY_DN132703_c8_g1_i1	Gonad	female	TRINITY_DN132703_c8_g1_i1	G46	female	no
TRINITY_DN132717_c3_g1_i4	Gonad	female	TRINITY_DN132717_c3_g1_i4	G46	female	no
TRINITY_DN132727_c1_g2_i3	Gonad	female	TRINITY_DN132727_c1_g2_i3	G46	female	no
TRINITY_DN132732_c0_g2_i2	Gonad	female	TRINITY_DN132732_c0_g2_i2	G46	female	no
TRINITY_DN132776_c2_g1_i1	Gonad	female	TRINITY_DN132776_c2_g1_i1	G46	female	no
TRINITY_DN132803_c2_g1_i12	Gonad	female	TRINITY_DN132803_c2_g1_i12	G46	female	no
TRINITY_DN132817_c1_g1_i3	Gonad	female	TRINITY_DN132817_c1_g1_i3	G46	female	no
TRINITY_DN132830_c9_g3_i5	Gonad	female	TRINITY_DN132830_c9_g3_i5	G46	female	no
TRINITY_DN132837_c1_g2_i2	Gonad	female	TRINITY_DN132837_c1_g2_i2	G46	female	no
TRINITY_DN132842_c1_g1_i1	Gonad	female	TRINITY_DN132842_c1_g1_i1	G46	female	no
TRINITY_DN132851_c3_g3_i1	Gonad	female	TRINITY_DN132851_c3_g3_i1	G46	female	no
TRINITY_DN132854_c0_g2_i2	Gonad	female	TRINITY_DN132854_c0_g2_i2	G46	female	no
TRINITY_DN132876_c2_g4_i1	Gonad	female	TRINITY_DN132876_c2_g4_i1	G46	female	no
TRINITY_DN132882_c8_g2_i1	Gonad	female	TRINITY_DN132882_c8_g2_i1	G46	female	no
TRINITY_DN132891_c7_g2_i3	Gonad	female	TRINITY_DN132891_c7_g2_i3	G46	female	no
TRINITY_DN132899_c0_g1_i4	Gonad	female	TRINITY_DN132899_c0_g1_i4	G46	female	no
TRINITY_DN132976_c1_g5_i2	Gonad	female	TRINITY_DN132976_c1_g5_i2	G46	female	no
TRINITY_DN133002_c6_g5_i3	Gonad	female	TRINITY_DN133002_c6_g5_i3	G46	female	no
TRINITY_DN133045_c7_g3_i1	Gonad	female	TRINITY_DN133045_c7_g3_i1	G46	female	no
TRINITY_DN133053_c7_g1_i2	Gonad	female	TRINITY_DN133053_c7_g1_i2	G46	female	no
TRINITY_DN133080_c7_g9_i1	Gonad	female	TRINITY_DN133080_c7_g9_i1	G46	female	no
TRINITY_DN133114_c1_g1_i2	Gonad	female	TRINITY_DN133114_c1_g1_i2	G46	female	no
TRINITY_DN133133_c0_g2_i1	Gonad	female	TRINITY_DN133133_c0_g2_i1	G46	female	no
TRINITY_DN133164_c3_g2_i1	Gonad	female	TRINITY_DN133164_c3_g2_i1	G46	female	no
TRINITY_DN133173_c0_g1_i1	Gonad	female	TRINITY_DN133173_c0_g1_i1	G46	female	no
TRINITY_DN133209_c1_g2_i1	Gonad	female	TRINITY_DN133209_c1_g2_i1	G46	female	no
TRINITY_DN133256_c3_g11_i2	Gonad	female	TRINITY_DN133256_c3_g11_i2	G46	female	no
TRINITY_DN133282_c1_g1_i2	Gonad	female	TRINITY_DN133282_c1_g1_i2	G46	female	no
TRINITY_DN133301_c2_g3_i5	Gonad	female	TRINITY_DN133301_c2_g3_i5	G46	female	no
TRINITY_DN133319_c2_g2_i1	Gonad	female	TRINITY_DN133319_c2_g2_i1	G46	female	no
TRINITY_DN133351_c7_g2_i4	Gonad	female	TRINITY_DN133351_c7_g2_i4	G46	female	no
TRINITY_DN133364_c2_g4_i1	Gonad	female	TRINITY_DN133364_c2_g4_i1	G46	female	no
TRINITY_DN133368_c1_g2_i1	Gonad	female	TRINITY_DN133368_c1_g2_i1	G46	female	no
TRINITY_DN133418_c0_g1_i1	Gonad	female	TRINITY_DN133418_c0_g1_i1	G46	female	no
TRINITY_DN133445_c0_g1_i1	Gonad	female	TRINITY_DN133445_c0_g1_i1	G46	female	no
TRINITY_DN133449_c1_g3_i1	Gonad	female	TRINITY_DN133449_c1_g3_i1	G46	female	no
TRINITY_DN133473_c0_g7_i11	Gonad	female	TRINITY_DN133473_c0_g7_i11	G46	female	no
TRINITY_DN133490_c0_g3_i3	Gonad	female	TRINITY_DN133490_c0_g3_i3	G46	female	no
TRINITY_DN133494_c5_g6_i3	Gonad	female	TRINITY_DN133494_c5_g6_i3	G46	female	no
TRINITY_DN133530_c1_g2_i1	Gonad	female	TRINITY_DN133530_c1_g2_i1	G46	female	no
TRINITY_DN133531_c8_g13_i6	Gonad	female	TRINITY_DN133531_c8_g13_i6	G46	female	no
TRINITY_DN133539_c0_g1_i1	Gonad	female	TRINITY_DN133539_c0_g1_i1	G46	female	no
TRINITY_DN133563_c2_g1_i1	Gonad	female	TRINITY_DN133563_c2_g1_i1	G46	female	no
TRINITY_DN133566_c0_g1_i1	Gonad	female	TRINITY_DN133566_c0_g1_i1	G46	female	no
TRINITY_DN133572_c0_g1_i1	Gonad	female	TRINITY_DN133572_c0_g1_i1	G46	female	no
TRINITY_DN133585_c15_g11_i1	Gonad	female	TRINITY_DN133585_c15_g11_i1	G46	female	no
TRINITY_DN133588_c4_g3_i1	Gonad	female	TRINITY_DN133588_c4_g3_i1	G46	female	no
TRINITY_DN133596_c0_g1_i1	Gonad	female	TRINITY_DN133596_c0_g1_i1	G46	female	no
TRINITY_DN133604_c0_g1_i1	Gonad	female	TRINITY_DN133604_c0_g1_i1	G46	female	no
TRINITY_DN133645_c1_g2_i5	Gonad	female	TRINITY_DN133645_c1_g2_i5	G46	female	no
TRINITY_DN133650_c1_g3_i5	Gonad	female	TRINITY_DN133650_c1_g3_i5	G46	female	no
TRINITY_DN133653_c0_g2_i3	Gonad	female	TRINITY_DN133653_c0_g2_i3	G46	female	no
TRINITY_DN133687_c4_g5_i4	Gonad	female	TRINITY_DN133687_c4_g5_i4	G46	female	no
TRINITY_DN133703_c1_g5_i6	Gonad	female	TRINITY_DN133703_c1_g5_i6	G46	female	no
TRINITY_DN133726_c0_g3_i2	Gonad	female	TRINITY_DN133726_c0_g3_i2	G46	female	no
TRINITY_DN133737_c5_g1_i1	Gonad	female	TRINITY_DN133737_c5_g1_i1	G46	female	no
TRINITY_DN133826_c11_g1_i2	Gonad	female	TRINITY_DN133826_c11_g1_i2	G46	female	no
TRINITY_DN133839_c1_g2_i4	Gonad	female	TRINITY_DN133839_c1_g2_i4	G46	female	no
TRINITY_DN133854_c3_g1_i2	Gonad	female	TRINITY_DN133854_c3_g1_i2	G46	female	no
TRINITY_DN133859_c1_g1_i1	Gonad	female	TRINITY_DN133859_c1_g1_i1	G46	female	no
TRINITY_DN133873_c1_g1_i2	Gonad	female	TRINITY_DN133873_c1_g1_i2	G46	female	no
TRINITY_DN133919_c5_g3_i1	Gonad	female	TRINITY_DN133919_c5_g3_i1	G46	female	no
TRINITY_DN133933_c5_g7_i2	Gonad	female	TRINITY_DN133933_c5_g7_i2	G46	female	no
TRINITY_DN133938_c0_g2_i1	Gonad	female	TRINITY_DN133938_c0_g2_i1	G46	female	no
TRINITY_DN133949_c2_g1_i1	Gonad	female	TRINITY_DN133949_c2_g1_i1	G46	female	no
TRINITY_DN133957_c1_g2_i2	Gonad	female	TRINITY_DN133957_c1_g2_i2	G46	female	no
TRINITY_DN133964_c1_g4_i2	Gonad	female	TRINITY_DN133964_c1_g4_i2	G46	female	no
TRINITY_DN133996_c3_g8_i2	Gonad	female	TRINITY_DN133996_c3_g8_i2	G46	female	no
TRINITY_DN134024_c1_g2_i1	Gonad	female	TRINITY_DN134024_c1_g2_i1	G46	female	no
TRINITY_DN134031_c5_g1_i1	Gonad	female	TRINITY_DN134031_c5_g1_i1	G46	female	no
TRINITY_DN134037_c0_g1_i3	Gonad	female	TRINITY_DN134037_c0_g1_i3	G46	female	no
TRINITY_DN134055_c0_g1_i1	Gonad	female	TRINITY_DN134055_c0_g1_i1	G46	female	no
TRINITY_DN134056_c1_g1_i2	Gonad	female	TRINITY_DN134056_c1_g1_i2	G46	female	no
TRINITY_DN134066_c0_g3_i3	Gonad	female	TRINITY_DN134066_c0_g3_i3	G46	female	no
TRINITY_DN134067_c2_g1_i1	Gonad	female	TRINITY_DN134067_c2_g1_i1	G46	female	no
TRINITY_DN134073_c0_g1_i2	Gonad	female	TRINITY_DN134073_c0_g1_i2	G46	female	no
TRINITY_DN134128_c0_g1_i4	Gonad	female	TRINITY_DN134128_c0_g1_i4	G46	female	no
TRINITY_DN134234_c4_g2_i1	Gonad	female	TRINITY_DN134234_c4_g2_i1	G46	female	no
TRINITY_DN134394_c0_g1_i2	Gonad	female	TRINITY_DN134394_c0_g1_i2	G46	female	no
TRINITY_DN134425_c0_g2_i3	Gonad	female	TRINITY_DN134425_c0_g2_i3	G46	female	no
TRINITY_DN134440_c2_g1_i1	Gonad	female	TRINITY_DN134440_c2_g1_i1	G46	female	no
TRINITY_DN134462_c0_g2_i2	Gonad	female	TRINITY_DN134462_c0_g2_i2	G46	female	no
TRINITY_DN134522_c2_g3_i1	Gonad	female	TRINITY_DN134522_c2_g3_i1	G46	female	no
TRINITY_DN134546_c3_g7_i2	Gonad	female	TRINITY_DN134546_c3_g7_i2	G46	female	no
TRINITY_DN134581_c1_g1_i1	Gonad	female	TRINITY_DN134581_c1_g1_i1	G46	female	no
TRINITY_DN134584_c7_g2_i1	Gonad	female	TRINITY_DN134584_c7_g2_i1	G46	female	no
TRINITY_DN134636_c1_g1_i2	Gonad	female	TRINITY_DN134636_c1_g1_i2	G46	female	no
TRINITY_DN134642_c6_g4_i1	Gonad	female	TRINITY_DN134642_c6_g4_i1	G46	female	no
TRINITY_DN134649_c2_g2_i1	Gonad	female	TRINITY_DN134649_c2_g2_i1	G46	female	no
TRINITY_DN134690_c6_g1_i4	Gonad	female	TRINITY_DN134690_c6_g1_i4	G46	female	no
TRINITY_DN134809_c0_g1_i1	Gonad	female	TRINITY_DN134809_c0_g1_i1	G46	female	no
TRINITY_DN134829_c5_g1_i1	Gonad	female	TRINITY_DN134829_c5_g1_i1	G46	female	no
TRINITY_DN134844_c0_g1_i1	Gonad	female	TRINITY_DN134844_c0_g1_i1	G46	female	no
TRINITY_DN134855_c0_g2_i1	Gonad	female	TRINITY_DN134855_c0_g2_i1	G46	female	no
TRINITY_DN134864_c1_g1_i1	Gonad	female	TRINITY_DN134864_c1_g1_i1	G46	female	no
TRINITY_DN134918_c2_g1_i1	Gonad	female	TRINITY_DN134918_c2_g1_i1	G46	female	no
TRINITY_DN134941_c5_g5_i1	Gonad	female	TRINITY_DN134941_c5_g5_i1	G46	female	no
TRINITY_DN134976_c6_g9_i1	Gonad	female	TRINITY_DN134976_c6_g9_i1	G46	female	no
TRINITY_DN134982_c7_g1_i1	Gonad	female	TRINITY_DN134982_c7_g1_i1	G46	female	no
TRINITY_DN134990_c3_g4_i1	Gonad	female	TRINITY_DN134990_c3_g4_i1	G46	female	no
TRINITY_DN135010_c3_g1_i1	Gonad	female	TRINITY_DN135010_c3_g1_i1	G46	female	no
TRINITY_DN135012_c0_g2_i1	Gonad	female	TRINITY_DN135012_c0_g2_i1	G46	female	no
TRINITY_DN135049_c4_g1_i1	Gonad	female	TRINITY_DN135049_c4_g1_i1	G46	female	no
TRINITY_DN135121_c0_g2_i2	Gonad	female	TRINITY_DN135121_c0_g2_i2	G46	female	no
TRINITY_DN135130_c8_g1_i4	Gonad	female	TRINITY_DN135130_c8_g1_i4	G46	female	no
TRINITY_DN135175_c3_g2_i2	Gonad	female	TRINITY_DN135175_c3_g2_i2	G46	female	no
TRINITY_DN135185_c1_g4_i1	Gonad	female	TRINITY_DN135185_c1_g4_i1	G46	female	no
TRINITY_DN135187_c1_g1_i4	Gonad	female	TRINITY_DN135187_c1_g1_i4	G46	female	no
TRINITY_DN135189_c4_g1_i1	Gonad	female	TRINITY_DN135189_c4_g1_i1	G46	female	no
TRINITY_DN135222_c1_g3_i1	Gonad	female	TRINITY_DN135222_c1_g3_i1	G46	female	no
TRINITY_DN135242_c0_g2_i3	Gonad	female	TRINITY_DN135242_c0_g2_i3	G46	female	no
TRINITY_DN135268_c2_g1_i9	Gonad	female	TRINITY_DN135268_c2_g1_i9	G46	female	no
TRINITY_DN135280_c4_g2_i1	Gonad	female	TRINITY_DN135280_c4_g2_i1	G46	female	no
TRINITY_DN135310_c4_g1_i3	Gonad	female	TRINITY_DN135310_c4_g1_i3	G46	female	no
TRINITY_DN135339_c0_g1_i3	Gonad	female	TRINITY_DN135339_c0_g1_i3	G46	female	no
TRINITY_DN135526_c5_g1_i1	Gonad	female	TRINITY_DN135526_c5_g1_i1	G46	female	no
TRINITY_DN135567_c0_g1_i3	Gonad	female	TRINITY_DN135567_c0_g1_i3	G46	female	no
TRINITY_DN135615_c0_g1_i2	Gonad	female	TRINITY_DN135615_c0_g1_i2	G46	female	no
TRINITY_DN135712_c0_g2_i1	Gonad	female	TRINITY_DN135712_c0_g2_i1	G46	female	no
TRINITY_DN135727_c3_g1_i1	Gonad	female	TRINITY_DN135727_c3_g1_i1	G46	female	no
TRINITY_DN135751_c6_g7_i1	Gonad	female	TRINITY_DN135751_c6_g7_i1	G46	female	no
TRINITY_DN135781_c3_g1_i2	Gonad	female	TRINITY_DN135781_c3_g1_i2	G46	female	no
TRINITY_DN135782_c2_g2_i3	Gonad	female	TRINITY_DN135782_c2_g2_i3	G46	female	no
TRINITY_DN135789_c0_g1_i2	Gonad	female	TRINITY_DN135789_c0_g1_i2	G46	female	no
TRINITY_DN135811_c0_g1_i3	Gonad	female	TRINITY_DN135811_c0_g1_i3	G46	female	no
TRINITY_DN135882_c0_g2_i1	Gonad	female	TRINITY_DN135882_c0_g2_i1	G46	female	no
TRINITY_DN135914_c0_g2_i1	Gonad	female	TRINITY_DN135914_c0_g2_i1	G46	female	no
TRINITY_DN135970_c0_g1_i2	Gonad	female	TRINITY_DN135970_c0_g1_i2	G46	female	no
TRINITY_DN135986_c0_g2_i1	Gonad	female	TRINITY_DN135986_c0_g2_i1	G46	female	no
TRINITY_DN136052_c0_g1_i3	Gonad	female	TRINITY_DN136052_c0_g1_i3	G46	female	no
TRINITY_DN136061_c8_g1_i2	Gonad	female	TRINITY_DN136061_c8_g1_i2	G46	female	no
TRINITY_DN136167_c0_g1_i1	Gonad	female	TRINITY_DN136167_c0_g1_i1	G46	female	no
TRINITY_DN136221_c4_g1_i1	Gonad	female	TRINITY_DN136221_c4_g1_i1	G46	female	no
TRINITY_DN136232_c1_g2_i1	Gonad	female	TRINITY_DN136232_c1_g2_i1	G46	female	no
TRINITY_DN136353_c2_g4_i1	Gonad	female	TRINITY_DN136353_c2_g4_i1	G46	female	no
TRINITY_DN136381_c0_g3_i4	Gonad	female	TRINITY_DN136381_c0_g3_i4	G46	female	no
TRINITY_DN136526_c4_g4_i1	Gonad	female	TRINITY_DN136526_c4_g4_i1	G46	female	no
TRINITY_DN136563_c5_g1_i2	Gonad	female	TRINITY_DN136563_c5_g1_i2	G46	female	no
TRINITY_DN136585_c0_g1_i3	Gonad	female	TRINITY_DN136585_c0_g1_i3	G46	female	no
TRINITY_DN136670_c26_g1_i1	Gonad	female	TRINITY_DN136670_c26_g1_i1	G46	female	no
TRINITY_DN18217_c1_g1_i1	Gonad	female	TRINITY_DN18217_c1_g1_i1	G46	female	no
TRINITY_DN207462_c0_g1_i1	Gonad	female	TRINITY_DN207462_c0_g1_i1	G46	female	no
TRINITY_DN208554_c0_g1_i1	Gonad	female	TRINITY_DN208554_c0_g1_i1	G46	female	no
TRINITY_DN209603_c0_g1_i1	Gonad	female	TRINITY_DN209603_c0_g1_i1	G46	female	no
TRINITY_DN214148_c0_g1_i1	Gonad	female	TRINITY_DN214148_c0_g1_i1	G46	female	no
TRINITY_DN23317_c0_g1_i1	Gonad	female	TRINITY_DN23317_c0_g1_i1	G46	female	no
TRINITY_DN23385_c0_g2_i1	Gonad	female	TRINITY_DN23385_c0_g2_i1	G46	female	no
TRINITY_DN25151_c0_g2_i1	Gonad	female	TRINITY_DN25151_c0_g2_i1	G46	female	no
TRINITY_DN33377_c0_g1_i1	Gonad	female	TRINITY_DN33377_c0_g1_i1	G46	female	no
TRINITY_DN43625_c0_g1_i1	Gonad	female	TRINITY_DN43625_c0_g1_i1	G46	female	no
TRINITY_DN45542_c0_g1_i1	Gonad	female	TRINITY_DN45542_c0_g1_i1	G46	female	no
TRINITY_DN47771_c0_g1_i1	Gonad	female	TRINITY_DN47771_c0_g1_i1	G46	female	no
TRINITY_DN48650_c0_g2_i1	Gonad	female	TRINITY_DN48650_c0_g2_i1	G46	female	no
TRINITY_DN68190_c0_g1_i1	Gonad	female	TRINITY_DN68190_c0_g1_i1	G46	female	no
TRINITY_DN69029_c0_g1_i1	Gonad	female	TRINITY_DN69029_c0_g1_i1	G46	female	no
TRINITY_DN73171_c0_g1_i1	Gonad	female	TRINITY_DN73171_c0_g1_i1	G46	female	no
TRINITY_DN73574_c0_g2_i1	Gonad	female	TRINITY_DN73574_c0_g2_i1	G46	female	no
TRINITY_DN79505_c0_g1_i1	Gonad	female	TRINITY_DN79505_c0_g1_i1	G46	female	no
TRINITY_DN81198_c0_g1_i2	Gonad	female	TRINITY_DN81198_c0_g1_i2	G46	female	no
TRINITY_DN81421_c0_g2_i1	Gonad	female	TRINITY_DN81421_c0_g2_i1	G46	female	no
TRINITY_DN83270_c0_g1_i1	Gonad	female	TRINITY_DN83270_c0_g1_i1	G46	female	no
TRINITY_DN84774_c0_g1_i1	Gonad	female	TRINITY_DN84774_c0_g1_i1	G46	female	no
TRINITY_DN86402_c1_g1_i1	Gonad	female	TRINITY_DN86402_c1_g1_i1	G46	female	no
TRINITY_DN86565_c0_g1_i1	Gonad	female	TRINITY_DN86565_c0_g1_i1	G46	female	no
TRINITY_DN86639_c0_g1_i1	Gonad	female	TRINITY_DN86639_c0_g1_i1	G46	female	no
TRINITY_DN87009_c0_g2_i1	Gonad	female	TRINITY_DN87009_c0_g2_i1	G46	female	no
TRINITY_DN87383_c0_g1_i1	Gonad	female	TRINITY_DN87383_c0_g1_i1	G46	female	no
TRINITY_DN91515_c0_g3_i1	Gonad	female	TRINITY_DN91515_c0_g3_i1	G46	female	no
TRINITY_DN9222_c0_g1_i1	Gonad	female	TRINITY_DN9222_c0_g1_i1	G46	female	no
TRINITY_DN92463_c0_g1_i2	Gonad	female	TRINITY_DN92463_c0_g1_i2	G46	female	no
TRINITY_DN92573_c0_g1_i1	Gonad	female	TRINITY_DN92573_c0_g1_i1	G46	female	no
TRINITY_DN92629_c0_g4_i1	Gonad	female	TRINITY_DN92629_c0_g4_i1	G46	female	no
TRINITY_DN93605_c0_g1_i1	Gonad	female	TRINITY_DN93605_c0_g1_i1	G46	female	no
TRINITY_DN95685_c0_g1_i1	Gonad	female	TRINITY_DN95685_c0_g1_i1	G46	female	no
TRINITY_DN95955_c0_g1_i1	Gonad	female	TRINITY_DN95955_c0_g1_i1	G46	female	no
TRINITY_DN97036_c0_g2_i1	Gonad	female	TRINITY_DN97036_c0_g2_i1	G46	female	no
TRINITY_DN97559_c0_g1_i1	Gonad	female	TRINITY_DN97559_c0_g1_i1	G46	female	no
TRINITY_DN97677_c0_g1_i1	Gonad	female	TRINITY_DN97677_c0_g1_i1	G46	female	no
TRINITY_DN98399_c0_g1_i1	Gonad	female	TRINITY_DN98399_c0_g1_i1	G46	female	no
TRINITY_DN98498_c0_g1_i1	Gonad	female	TRINITY_DN98498_c0_g1_i1	G46	female	no
TRINITY_DN98655_c0_g1_i1	Gonad	female	TRINITY_DN98655_c0_g1_i1	G46	female	no
TRINITY_DN98838_c0_g1_i2	Gonad	female	TRINITY_DN98838_c0_g1_i2	G46	female	no
TRINITY_DN114406_c0_g1_i1	Gonad	female	TRINITY_DN114406_c0_g1_i1	G46	male	yes
TRINITY_DN116728_c0_g1_i2	Gonad	female	TRINITY_DN116728_c0_g1_i2	G46	male	yes
TRINITY_DN117942_c0_g1_i2	Gonad	female	TRINITY_DN117942_c0_g1_i2	G46	male	yes
TRINITY_DN118284_c0_g1_i1	Gonad	female	TRINITY_DN118284_c0_g1_i1	G46	male	yes
TRINITY_DN122807_c0_g1_i1	Gonad	female	TRINITY_DN122807_c0_g1_i1	G46	male	yes
TRINITY_DN129648_c0_g1_i3	Gonad	female	TRINITY_DN129648_c0_g1_i3	G46	male	yes
TRINITY_DN129661_c1_g6_i1	Gonad	female	TRINITY_DN129661_c1_g6_i1	G46	male	yes
TRINITY_DN133247_c2_g3_i5	Gonad	female	TRINITY_DN133247_c2_g3_i5	G46	male	yes
TRINITY_DN136469_c4_g1_i3	Gonad	female	TRINITY_DN136469_c4_g1_i3	G46	male	yes
TRINITY_DN117528_c0_g3_i1	Gonad	male	TRINITY_DN117528_c0_g3_i1	G46	female	yes
TRINITY_DN117814_c0_g1_i3	Gonad	male	TRINITY_DN117814_c0_g1_i3	G46	female	yes
TRINITY_DN120962_c4_g1_i2	Gonad	male	TRINITY_DN120962_c4_g1_i2	G46	female	yes
TRINITY_DN121465_c4_g2_i1	Gonad	male	TRINITY_DN121465_c4_g2_i1	G46	female	yes
TRINITY_DN121680_c0_g1_i1	Gonad	male	TRINITY_DN121680_c0_g1_i1	G46	female	yes
TRINITY_DN122130_c0_g1_i3	Gonad	male	TRINITY_DN122130_c0_g1_i3	G46	female	yes
TRINITY_DN122919_c1_g3_i3	Gonad	male	TRINITY_DN122919_c1_g3_i3	G46	female	yes
TRINITY_DN123296_c1_g1_i2	Gonad	male	TRINITY_DN123296_c1_g1_i2	G46	female	yes
TRINITY_DN123704_c2_g3_i1	Gonad	male	TRINITY_DN123704_c2_g3_i1	G46	female	yes
