gid	tissue1	sexbias	gid2	tissue2	sexbias2	direction
TRINITY_DN120772_c0_g1_i1	Gonad	female	TRINITY_DN120772_c0_g1_i1	G46	female	no
TRINITY_DN120777_c0_g1_i2	Gonad	female	TRINITY_DN120777_c0_g1_i2	G46	female	no
TRINITY_DN120860_c0_g1_i1	Gonad	female	TRINITY_DN120860_c0_g1_i1	G46	female	no
TRINITY_DN120868_c0_g1_i2	Gonad	female	TRINITY_DN120868_c0_g1_i2	G46	female	no
TRINITY_DN120911_c2_g1_i2	Gonad	female	TRINITY_DN120911_c2_g1_i2	G46	female	no
TRINITY_DN120991_c0_g2_i2	Gonad	female	TRINITY_DN120991_c0_g2_i2	G46	female	no
TRINITY_DN120998_c0_g3_i4	Gonad	female	TRINITY_DN120998_c0_g3_i4	G46	female	no
TRINITY_DN121021_c0_g3_i1	Gonad	female	TRINITY_DN121021_c0_g3_i1	G46	female	no
TRINITY_DN121031_c1_g3_i1	Gonad	female	TRINITY_DN121031_c1_g3_i1	G46	female	no
TRINITY_DN121039_c3_g3_i4	Gonad	female	TRINITY_DN121039_c3_g3_i4	G46	female	no
TRINITY_DN121040_c0_g3_i2	Gonad	female	TRINITY_DN121040_c0_g3_i2	G46	female	no
TRINITY_DN121064_c0_g1_i5	Gonad	female	TRINITY_DN121064_c0_g1_i5	G46	female	no
TRINITY_DN121071_c0_g1_i4	Gonad	female	TRINITY_DN121071_c0_g1_i4	G46	female	no
TRINITY_DN121090_c0_g1_i1	Gonad	female	TRINITY_DN121090_c0_g1_i1	G46	female	no
TRINITY_DN121091_c0_g1_i3	Gonad	female	TRINITY_DN121091_c0_g1_i3	G46	female	no
TRINITY_DN121128_c0_g1_i1	Gonad	female	TRINITY_DN121128_c0_g1_i1	G46	female	no
TRINITY_DN121132_c2_g1_i5	Gonad	female	TRINITY_DN121132_c2_g1_i5	G46	female	no
TRINITY_DN121149_c0_g1_i1	Gonad	female	TRINITY_DN121149_c0_g1_i1	G46	female	no
TRINITY_DN121197_c0_g1_i2	Gonad	female	TRINITY_DN121197_c0_g1_i2	G46	female	no
TRINITY_DN121214_c0_g2_i1	Gonad	female	TRINITY_DN121214_c0_g2_i1	G46	female	no
TRINITY_DN121222_c0_g1_i2	Gonad	female	TRINITY_DN121222_c0_g1_i2	G46	female	no
TRINITY_DN121284_c0_g1_i2	Gonad	female	TRINITY_DN121284_c0_g1_i2	G46	female	no
TRINITY_DN121355_c0_g1_i4	Gonad	female	TRINITY_DN121355_c0_g1_i4	G46	female	no
TRINITY_DN121372_c0_g1_i4	Gonad	female	TRINITY_DN121372_c0_g1_i4	G46	female	no
TRINITY_DN121378_c0_g1_i1	Gonad	female	TRINITY_DN121378_c0_g1_i1	G46	female	no
TRINITY_DN121416_c0_g1_i2	Gonad	female	TRINITY_DN121416_c0_g1_i2	G46	female	no
TRINITY_DN121419_c0_g1_i2	Gonad	female	TRINITY_DN121419_c0_g1_i2	G46	female	no
TRINITY_DN121452_c0_g1_i3	Gonad	female	TRINITY_DN121452_c0_g1_i3	G46	female	no
TRINITY_DN121480_c0_g1_i2	Gonad	female	TRINITY_DN121480_c0_g1_i2	G46	female	no
TRINITY_DN121481_c0_g2_i1	Gonad	female	TRINITY_DN121481_c0_g2_i1	G46	female	no
TRINITY_DN121485_c0_g1_i1	Gonad	female	TRINITY_DN121485_c0_g1_i1	G46	female	no
TRINITY_DN121549_c0_g1_i2	Gonad	female	TRINITY_DN121549_c0_g1_i2	G46	female	no
TRINITY_DN121554_c1_g10_i1	Gonad	female	TRINITY_DN121554_c1_g10_i1	G46	female	no
TRINITY_DN121564_c0_g1_i2	Gonad	female	TRINITY_DN121564_c0_g1_i2	G46	female	no
TRINITY_DN121615_c0_g1_i1	Gonad	female	TRINITY_DN121615_c0_g1_i1	G46	female	no
TRINITY_DN121715_c0_g1_i1	Gonad	female	TRINITY_DN121715_c0_g1_i1	G46	female	no
TRINITY_DN121726_c0_g1_i1	Gonad	female	TRINITY_DN121726_c0_g1_i1	G46	female	no
TRINITY_DN121728_c2_g2_i3	Gonad	female	TRINITY_DN121728_c2_g2_i3	G46	female	no
TRINITY_DN121771_c0_g1_i1	Gonad	female	TRINITY_DN121771_c0_g1_i1	G46	female	no
TRINITY_DN121787_c0_g1_i1	Gonad	female	TRINITY_DN121787_c0_g1_i1	G46	female	no
TRINITY_DN121820_c0_g1_i2	Gonad	female	TRINITY_DN121820_c0_g1_i2	G46	female	no
TRINITY_DN121823_c0_g1_i2	Gonad	female	TRINITY_DN121823_c0_g1_i2	G46	female	no
TRINITY_DN121870_c0_g1_i1	Gonad	female	TRINITY_DN121870_c0_g1_i1	G46	female	no
TRINITY_DN121888_c0_g2_i1	Gonad	female	TRINITY_DN121888_c0_g2_i1	G46	female	no
TRINITY_DN121889_c0_g2_i1	Gonad	female	TRINITY_DN121889_c0_g2_i1	G46	female	no
TRINITY_DN121931_c0_g1_i1	Gonad	female	TRINITY_DN121931_c0_g1_i1	G46	female	no
TRINITY_DN121944_c0_g4_i1	Gonad	female	TRINITY_DN121944_c0_g4_i1	G46	female	no
TRINITY_DN121956_c0_g1_i6	Gonad	female	TRINITY_DN121956_c0_g1_i6	G46	female	no
TRINITY_DN121973_c0_g1_i2	Gonad	female	TRINITY_DN121973_c0_g1_i2	G46	female	no
TRINITY_DN121981_c0_g1_i2	Gonad	female	TRINITY_DN121981_c0_g1_i2	G46	female	no
TRINITY_DN122117_c0_g3_i3	Gonad	female	TRINITY_DN122117_c0_g3_i3	G46	female	no
TRINITY_DN122125_c0_g1_i2	Gonad	female	TRINITY_DN122125_c0_g1_i2	G46	female	no
TRINITY_DN122144_c0_g2_i1	Gonad	female	TRINITY_DN122144_c0_g2_i1	G46	female	no
TRINITY_DN122146_c0_g9_i1	Gonad	female	TRINITY_DN122146_c0_g9_i1	G46	female	no
TRINITY_DN122173_c0_g1_i1	Gonad	female	TRINITY_DN122173_c0_g1_i1	G46	female	no
TRINITY_DN122199_c0_g1_i2	Gonad	female	TRINITY_DN122199_c0_g1_i2	G46	female	no
TRINITY_DN122213_c2_g5_i1	Gonad	female	TRINITY_DN122213_c2_g5_i1	G46	female	no
TRINITY_DN122218_c0_g2_i1	Gonad	female	TRINITY_DN122218_c0_g2_i1	G46	female	no
TRINITY_DN122225_c0_g1_i5	Gonad	female	TRINITY_DN122225_c0_g1_i5	G46	female	no
TRINITY_DN122229_c0_g1_i1	Gonad	female	TRINITY_DN122229_c0_g1_i1	G46	female	no
TRINITY_DN122245_c0_g1_i1	Gonad	female	TRINITY_DN122245_c0_g1_i1	G46	female	no
TRINITY_DN122308_c0_g2_i4	Gonad	female	TRINITY_DN122308_c0_g2_i4	G46	female	no
TRINITY_DN122371_c0_g1_i1	Gonad	female	TRINITY_DN122371_c0_g1_i1	G46	female	no
TRINITY_DN122373_c0_g1_i2	Gonad	female	TRINITY_DN122373_c0_g1_i2	G46	female	no
TRINITY_DN122374_c1_g5_i1	Gonad	female	TRINITY_DN122374_c1_g5_i1	G46	female	no
TRINITY_DN122399_c0_g1_i2	Gonad	female	TRINITY_DN122399_c0_g1_i2	G46	female	no
TRINITY_DN122414_c0_g1_i3	Gonad	female	TRINITY_DN122414_c0_g1_i3	G46	female	no
TRINITY_DN122420_c1_g1_i3	Gonad	female	TRINITY_DN122420_c1_g1_i3	G46	female	no
TRINITY_DN122435_c0_g1_i2	Gonad	female	TRINITY_DN122435_c0_g1_i2	G46	female	no
TRINITY_DN122453_c4_g2_i1	Gonad	female	TRINITY_DN122453_c4_g2_i1	G46	female	no
TRINITY_DN122463_c7_g3_i2	Gonad	female	TRINITY_DN122463_c7_g3_i2	G46	female	no
TRINITY_DN122469_c0_g1_i1	Gonad	female	TRINITY_DN122469_c0_g1_i1	G46	female	no
TRINITY_DN122501_c0_g1_i2	Gonad	female	TRINITY_DN122501_c0_g1_i2	G46	female	no
TRINITY_DN122562_c0_g1_i2	Gonad	female	TRINITY_DN122562_c0_g1_i2	G46	female	no
TRINITY_DN122587_c0_g2_i1	Gonad	female	TRINITY_DN122587_c0_g2_i1	G46	female	no
TRINITY_DN122590_c2_g1_i1	Gonad	female	TRINITY_DN122590_c2_g1_i1	G46	female	no
TRINITY_DN122604_c0_g1_i1	Gonad	female	TRINITY_DN122604_c0_g1_i1	G46	female	no
TRINITY_DN122613_c0_g1_i3	Gonad	female	TRINITY_DN122613_c0_g1_i3	G46	female	no
TRINITY_DN122615_c0_g2_i1	Gonad	female	TRINITY_DN122615_c0_g2_i1	G46	female	no
TRINITY_DN122628_c3_g3_i1	Gonad	female	TRINITY_DN122628_c3_g3_i1	G46	female	no
TRINITY_DN122657_c4_g1_i1	Gonad	female	TRINITY_DN122657_c4_g1_i1	G46	female	no
TRINITY_DN122708_c1_g6_i3	Gonad	female	TRINITY_DN122708_c1_g6_i3	G46	female	no
TRINITY_DN122714_c15_g1_i1	Gonad	female	TRINITY_DN122714_c15_g1_i1	G46	female	no
TRINITY_DN122727_c0_g1_i1	Gonad	female	TRINITY_DN122727_c0_g1_i1	G46	female	no
TRINITY_DN122731_c0_g2_i1	Gonad	female	TRINITY_DN122731_c0_g2_i1	G46	female	no
TRINITY_DN122749_c0_g1_i3	Gonad	female	TRINITY_DN122749_c0_g1_i3	G46	female	no
TRINITY_DN122768_c0_g1_i2	Gonad	female	TRINITY_DN122768_c0_g1_i2	G46	female	no
TRINITY_DN122851_c0_g2_i1	Gonad	female	TRINITY_DN122851_c0_g2_i1	G46	female	no
TRINITY_DN122865_c0_g1_i1	Gonad	female	TRINITY_DN122865_c0_g1_i1	G46	female	no
TRINITY_DN122895_c0_g1_i2	Gonad	female	TRINITY_DN122895_c0_g1_i2	G46	female	no
TRINITY_DN122956_c5_g2_i1	Gonad	female	TRINITY_DN122956_c5_g2_i1	G46	female	no
TRINITY_DN122965_c0_g2_i3	Gonad	female	TRINITY_DN122965_c0_g2_i3	G46	female	no
TRINITY_DN122985_c0_g1_i4	Gonad	female	TRINITY_DN122985_c0_g1_i4	G46	female	no
TRINITY_DN122996_c0_g5_i1	Gonad	female	TRINITY_DN122996_c0_g5_i1	G46	female	no
TRINITY_DN123034_c0_g1_i1	Gonad	female	TRINITY_DN123034_c0_g1_i1	G46	female	no
TRINITY_DN123115_c0_g1_i2	Gonad	female	TRINITY_DN123115_c0_g1_i2	G46	female	no
TRINITY_DN123123_c2_g1_i6	Gonad	female	TRINITY_DN123123_c2_g1_i6	G46	female	no
TRINITY_DN123134_c0_g1_i8	Gonad	female	TRINITY_DN123134_c0_g1_i8	G46	female	no
TRINITY_DN123147_c0_g1_i1	Gonad	female	TRINITY_DN123147_c0_g1_i1	G46	female	no
TRINITY_DN123168_c0_g1_i1	Gonad	female	TRINITY_DN123168_c0_g1_i1	G46	female	no
TRINITY_DN123183_c0_g1_i1	Gonad	female	TRINITY_DN123183_c0_g1_i1	G46	female	no
TRINITY_DN123189_c2_g7_i4	Gonad	female	TRINITY_DN123189_c2_g7_i4	G46	female	no
TRINITY_DN123193_c0_g2_i5	Gonad	female	TRINITY_DN123193_c0_g2_i5	G46	female	no
TRINITY_DN123204_c5_g4_i1	Gonad	female	TRINITY_DN123204_c5_g4_i1	G46	female	no
TRINITY_DN123229_c1_g2_i1	Gonad	female	TRINITY_DN123229_c1_g2_i1	G46	female	no
TRINITY_DN123263_c0_g1_i4	Gonad	female	TRINITY_DN123263_c0_g1_i4	G46	female	no
TRINITY_DN123299_c0_g1_i4	Gonad	female	TRINITY_DN123299_c0_g1_i4	G46	female	no
TRINITY_DN123319_c3_g4_i1	Gonad	female	TRINITY_DN123319_c3_g4_i1	G46	female	no
TRINITY_DN123320_c0_g3_i7	Gonad	female	TRINITY_DN123320_c0_g3_i7	G46	female	no
TRINITY_DN123354_c0_g1_i1	Gonad	female	TRINITY_DN123354_c0_g1_i1	G46	female	no
TRINITY_DN123361_c0_g1_i1	Gonad	female	TRINITY_DN123361_c0_g1_i1	G46	female	no
TRINITY_DN123367_c1_g1_i4	Gonad	female	TRINITY_DN123367_c1_g1_i4	G46	female	no
TRINITY_DN123377_c2_g3_i1	Gonad	female	TRINITY_DN123377_c2_g3_i1	G46	female	no
TRINITY_DN123418_c0_g1_i3	Gonad	female	TRINITY_DN123418_c0_g1_i3	G46	female	no
TRINITY_DN123442_c0_g2_i1	Gonad	female	TRINITY_DN123442_c0_g2_i1	G46	female	no
TRINITY_DN123597_c3_g1_i3	Gonad	female	TRINITY_DN123597_c3_g1_i3	G46	female	no
TRINITY_DN123601_c1_g5_i1	Gonad	female	TRINITY_DN123601_c1_g5_i1	G46	female	no
TRINITY_DN123632_c2_g2_i5	Gonad	female	TRINITY_DN123632_c2_g2_i5	G46	female	no
TRINITY_DN123636_c0_g2_i1	Gonad	female	TRINITY_DN123636_c0_g2_i1	G46	female	no
TRINITY_DN123679_c0_g1_i1	Gonad	female	TRINITY_DN123679_c0_g1_i1	G46	female	no
TRINITY_DN123696_c0_g1_i1	Gonad	female	TRINITY_DN123696_c0_g1_i1	G46	female	no
TRINITY_DN123707_c0_g2_i3	Gonad	female	TRINITY_DN123707_c0_g2_i3	G46	female	no
TRINITY_DN123723_c3_g4_i1	Gonad	female	TRINITY_DN123723_c3_g4_i1	G46	female	no
TRINITY_DN123729_c0_g2_i2	Gonad	female	TRINITY_DN123729_c0_g2_i2	G46	female	no
TRINITY_DN123770_c0_g1_i3	Gonad	female	TRINITY_DN123770_c0_g1_i3	G46	female	no
TRINITY_DN123780_c0_g1_i1	Gonad	female	TRINITY_DN123780_c0_g1_i1	G46	female	no
TRINITY_DN123801_c0_g1_i3	Gonad	female	TRINITY_DN123801_c0_g1_i3	G46	female	no
TRINITY_DN123821_c0_g1_i1	Gonad	female	TRINITY_DN123821_c0_g1_i1	G46	female	no
TRINITY_DN123960_c0_g1_i3	Gonad	female	TRINITY_DN123960_c0_g1_i3	G46	female	no
TRINITY_DN124046_c0_g1_i2	Gonad	female	TRINITY_DN124046_c0_g1_i2	G46	female	no
TRINITY_DN124083_c0_g1_i2	Gonad	female	TRINITY_DN124083_c0_g1_i2	G46	female	no
TRINITY_DN124094_c0_g1_i1	Gonad	female	TRINITY_DN124094_c0_g1_i1	G46	female	no
TRINITY_DN124109_c1_g1_i1	Gonad	female	TRINITY_DN124109_c1_g1_i1	G46	female	no
TRINITY_DN124133_c0_g2_i4	Gonad	female	TRINITY_DN124133_c0_g2_i4	G46	female	no
TRINITY_DN124133_c1_g1_i1	Gonad	female	TRINITY_DN124133_c1_g1_i1	G46	female	no
TRINITY_DN124176_c0_g2_i1	Gonad	female	TRINITY_DN124176_c0_g2_i1	G46	female	no
TRINITY_DN124190_c0_g2_i1	Gonad	female	TRINITY_DN124190_c0_g2_i1	G46	female	no
TRINITY_DN124220_c0_g1_i2	Gonad	female	TRINITY_DN124220_c0_g1_i2	G46	female	no
TRINITY_DN124238_c0_g1_i1	Gonad	female	TRINITY_DN124238_c0_g1_i1	G46	female	no
TRINITY_DN124241_c0_g2_i2	Gonad	female	TRINITY_DN124241_c0_g2_i2	G46	female	no
TRINITY_DN124265_c0_g1_i2	Gonad	female	TRINITY_DN124265_c0_g1_i2	G46	female	no
TRINITY_DN124286_c0_g1_i1	Gonad	female	TRINITY_DN124286_c0_g1_i1	G46	female	no
TRINITY_DN124305_c4_g1_i5	Gonad	female	TRINITY_DN124305_c4_g1_i5	G46	female	no
TRINITY_DN124306_c2_g1_i1	Gonad	female	TRINITY_DN124306_c2_g1_i1	G46	female	no
TRINITY_DN124325_c0_g1_i1	Gonad	female	TRINITY_DN124325_c0_g1_i1	G46	female	no
TRINITY_DN124336_c0_g2_i1	Gonad	female	TRINITY_DN124336_c0_g2_i1	G46	female	no
TRINITY_DN124362_c0_g1_i2	Gonad	female	TRINITY_DN124362_c0_g1_i2	G46	female	no
TRINITY_DN124365_c0_g1_i1	Gonad	female	TRINITY_DN124365_c0_g1_i1	G46	female	no
TRINITY_DN124427_c8_g1_i1	Gonad	female	TRINITY_DN124427_c8_g1_i1	G46	female	no
TRINITY_DN124446_c1_g1_i2	Gonad	female	TRINITY_DN124446_c1_g1_i2	G46	female	no
TRINITY_DN124453_c0_g1_i4	Gonad	female	TRINITY_DN124453_c0_g1_i4	G46	female	no
TRINITY_DN124459_c0_g1_i1	Gonad	female	TRINITY_DN124459_c0_g1_i1	G46	female	no
TRINITY_DN124462_c0_g1_i2	Gonad	female	TRINITY_DN124462_c0_g1_i2	G46	female	no
TRINITY_DN124463_c0_g2_i3	Gonad	female	TRINITY_DN124463_c0_g2_i3	G46	female	no
TRINITY_DN124474_c0_g2_i2	Gonad	female	TRINITY_DN124474_c0_g2_i2	G46	female	no
TRINITY_DN124491_c7_g2_i1	Gonad	female	TRINITY_DN124491_c7_g2_i1	G46	female	no
TRINITY_DN124497_c3_g1_i2	Gonad	female	TRINITY_DN124497_c3_g1_i2	G46	female	no
TRINITY_DN124503_c1_g2_i2	Gonad	female	TRINITY_DN124503_c1_g2_i2	G46	female	no
TRINITY_DN124520_c1_g1_i1	Gonad	female	TRINITY_DN124520_c1_g1_i1	G46	female	no
TRINITY_DN124521_c0_g1_i1	Gonad	female	TRINITY_DN124521_c0_g1_i1	G46	female	no
TRINITY_DN124523_c1_g1_i1	Gonad	female	TRINITY_DN124523_c1_g1_i1	G46	female	no
TRINITY_DN124534_c3_g3_i1	Gonad	female	TRINITY_DN124534_c3_g3_i1	G46	female	no
TRINITY_DN124609_c0_g1_i1	Gonad	female	TRINITY_DN124609_c0_g1_i1	G46	female	no
TRINITY_DN124615_c0_g1_i1	Gonad	female	TRINITY_DN124615_c0_g1_i1	G46	female	no
TRINITY_DN124621_c1_g3_i2	Gonad	female	TRINITY_DN124621_c1_g3_i2	G46	female	no
TRINITY_DN124649_c0_g1_i1	Gonad	female	TRINITY_DN124649_c0_g1_i1	G46	female	no
TRINITY_DN124650_c4_g3_i2	Gonad	female	TRINITY_DN124650_c4_g3_i2	G46	female	no
TRINITY_DN124665_c1_g1_i1	Gonad	female	TRINITY_DN124665_c1_g1_i1	G46	female	no
TRINITY_DN124667_c1_g2_i1	Gonad	female	TRINITY_DN124667_c1_g2_i1	G46	female	no
TRINITY_DN124680_c0_g2_i3	Gonad	female	TRINITY_DN124680_c0_g2_i3	G46	female	no
TRINITY_DN124686_c2_g1_i1	Gonad	female	TRINITY_DN124686_c2_g1_i1	G46	female	no
TRINITY_DN124703_c0_g1_i1	Gonad	female	TRINITY_DN124703_c0_g1_i1	G46	female	no
TRINITY_DN124749_c0_g1_i1	Gonad	female	TRINITY_DN124749_c0_g1_i1	G46	female	no
TRINITY_DN124764_c1_g1_i2	Gonad	female	TRINITY_DN124764_c1_g1_i2	G46	female	no
TRINITY_DN124768_c1_g3_i1	Gonad	female	TRINITY_DN124768_c1_g3_i1	G46	female	no
TRINITY_DN124832_c11_g3_i2	Gonad	female	TRINITY_DN124832_c11_g3_i2	G46	female	no
TRINITY_DN124856_c0_g1_i2	Gonad	female	TRINITY_DN124856_c0_g1_i2	G46	female	no
TRINITY_DN124862_c1_g2_i1	Gonad	female	TRINITY_DN124862_c1_g2_i1	G46	female	no
TRINITY_DN124864_c5_g3_i3	Gonad	female	TRINITY_DN124864_c5_g3_i3	G46	female	no
TRINITY_DN124873_c0_g1_i3	Gonad	female	TRINITY_DN124873_c0_g1_i3	G46	female	no
TRINITY_DN124874_c2_g2_i1	Gonad	female	TRINITY_DN124874_c2_g2_i1	G46	female	no
TRINITY_DN124886_c0_g1_i1	Gonad	female	TRINITY_DN124886_c0_g1_i1	G46	female	no
TRINITY_DN124913_c0_g1_i4	Gonad	female	TRINITY_DN124913_c0_g1_i4	G46	female	no
TRINITY_DN124922_c6_g7_i1	Gonad	female	TRINITY_DN124922_c6_g7_i1	G46	female	no
TRINITY_DN124967_c2_g1_i1	Gonad	female	TRINITY_DN124967_c2_g1_i1	G46	female	no
TRINITY_DN124999_c0_g1_i1	Gonad	female	TRINITY_DN124999_c0_g1_i1	G46	female	no
TRINITY_DN125009_c0_g1_i1	Gonad	female	TRINITY_DN125009_c0_g1_i1	G46	female	no
TRINITY_DN125015_c1_g1_i1	Gonad	female	TRINITY_DN125015_c1_g1_i1	G46	female	no
TRINITY_DN125043_c0_g2_i6	Gonad	female	TRINITY_DN125043_c0_g2_i6	G46	female	no
TRINITY_DN125054_c0_g1_i2	Gonad	female	TRINITY_DN125054_c0_g1_i2	G46	female	no
TRINITY_DN125066_c0_g1_i1	Gonad	female	TRINITY_DN125066_c0_g1_i1	G46	female	no
TRINITY_DN125068_c2_g1_i2	Gonad	female	TRINITY_DN125068_c2_g1_i2	G46	female	no
TRINITY_DN125072_c0_g2_i1	Gonad	female	TRINITY_DN125072_c0_g2_i1	G46	female	no
TRINITY_DN125104_c0_g8_i5	Gonad	female	TRINITY_DN125104_c0_g8_i5	G46	female	no
TRINITY_DN125122_c0_g1_i3	Gonad	female	TRINITY_DN125122_c0_g1_i3	G46	female	no
TRINITY_DN125127_c2_g1_i1	Gonad	female	TRINITY_DN125127_c2_g1_i1	G46	female	no
TRINITY_DN125143_c3_g4_i3	Gonad	female	TRINITY_DN125143_c3_g4_i3	G46	female	no
TRINITY_DN125147_c0_g1_i3	Gonad	female	TRINITY_DN125147_c0_g1_i3	G46	female	no
TRINITY_DN125155_c0_g3_i1	Gonad	female	TRINITY_DN125155_c0_g3_i1	G46	female	no
TRINITY_DN125156_c0_g2_i2	Gonad	female	TRINITY_DN125156_c0_g2_i2	G46	female	no
TRINITY_DN125176_c0_g1_i1	Gonad	female	TRINITY_DN125176_c0_g1_i1	G46	female	no
TRINITY_DN125238_c0_g1_i1	Gonad	female	TRINITY_DN125238_c0_g1_i1	G46	female	no
TRINITY_DN125242_c0_g4_i5	Gonad	female	TRINITY_DN125242_c0_g4_i5	G46	female	no
TRINITY_DN125254_c0_g1_i1	Gonad	female	TRINITY_DN125254_c0_g1_i1	G46	female	no
TRINITY_DN125269_c2_g1_i2	Gonad	female	TRINITY_DN125269_c2_g1_i2	G46	female	no
TRINITY_DN125269_c4_g1_i3	Gonad	female	TRINITY_DN125269_c4_g1_i3	G46	female	no
TRINITY_DN125305_c3_g2_i1	Gonad	female	TRINITY_DN125305_c3_g2_i1	G46	female	no
TRINITY_DN125335_c2_g1_i2	Gonad	female	TRINITY_DN125335_c2_g1_i2	G46	female	no
TRINITY_DN125337_c3_g1_i1	Gonad	female	TRINITY_DN125337_c3_g1_i1	G46	female	no
TRINITY_DN125343_c0_g8_i1	Gonad	female	TRINITY_DN125343_c0_g8_i1	G46	female	no
TRINITY_DN125363_c4_g4_i4	Gonad	female	TRINITY_DN125363_c4_g4_i4	G46	female	no
TRINITY_DN125376_c0_g7_i3	Gonad	female	TRINITY_DN125376_c0_g7_i3	G46	female	no
TRINITY_DN125423_c4_g2_i5	Gonad	female	TRINITY_DN125423_c4_g2_i5	G46	female	no
TRINITY_DN125443_c0_g1_i1	Gonad	female	TRINITY_DN125443_c0_g1_i1	G46	female	no
TRINITY_DN125445_c4_g5_i1	Gonad	female	TRINITY_DN125445_c4_g5_i1	G46	female	no
TRINITY_DN125533_c0_g1_i1	Gonad	female	TRINITY_DN125533_c0_g1_i1	G46	female	no
TRINITY_DN125563_c4_g2_i4	Gonad	female	TRINITY_DN125563_c4_g2_i4	G46	female	no
TRINITY_DN125578_c3_g4_i3	Gonad	female	TRINITY_DN125578_c3_g4_i3	G46	female	no
TRINITY_DN125604_c1_g2_i1	Gonad	female	TRINITY_DN125604_c1_g2_i1	G46	female	no
TRINITY_DN125607_c0_g1_i1	Gonad	female	TRINITY_DN125607_c0_g1_i1	G46	female	no
TRINITY_DN125618_c1_g2_i2	Gonad	female	TRINITY_DN125618_c1_g2_i2	G46	female	no
TRINITY_DN125619_c0_g1_i4	Gonad	female	TRINITY_DN125619_c0_g1_i4	G46	female	no
TRINITY_DN125667_c5_g2_i2	Gonad	female	TRINITY_DN125667_c5_g2_i2	G46	female	no
TRINITY_DN125710_c0_g2_i2	Gonad	female	TRINITY_DN125710_c0_g2_i2	G46	female	no
TRINITY_DN125718_c0_g3_i1	Gonad	female	TRINITY_DN125718_c0_g3_i1	G46	female	no
TRINITY_DN125730_c4_g1_i3	Gonad	female	TRINITY_DN125730_c4_g1_i3	G46	female	no
TRINITY_DN125761_c2_g2_i1	Gonad	female	TRINITY_DN125761_c2_g2_i1	G46	female	no
TRINITY_DN125784_c0_g2_i4	Gonad	female	TRINITY_DN125784_c0_g2_i4	G46	female	no
TRINITY_DN125794_c0_g2_i2	Gonad	female	TRINITY_DN125794_c0_g2_i2	G46	female	no
TRINITY_DN125797_c1_g1_i2	Gonad	female	TRINITY_DN125797_c1_g1_i2	G46	female	no
TRINITY_DN125805_c0_g1_i2	Gonad	female	TRINITY_DN125805_c0_g1_i2	G46	female	no
TRINITY_DN125811_c0_g2_i6	Gonad	female	TRINITY_DN125811_c0_g2_i6	G46	female	no
TRINITY_DN125831_c0_g1_i1	Gonad	female	TRINITY_DN125831_c0_g1_i1	G46	female	no
TRINITY_DN125832_c3_g1_i1	Gonad	female	TRINITY_DN125832_c3_g1_i1	G46	female	no
TRINITY_DN125892_c0_g1_i1	Gonad	female	TRINITY_DN125892_c0_g1_i1	G46	female	no
TRINITY_DN125895_c0_g1_i2	Gonad	female	TRINITY_DN125895_c0_g1_i2	G46	female	no
TRINITY_DN125899_c5_g1_i2	Gonad	female	TRINITY_DN125899_c5_g1_i2	G46	female	no
TRINITY_DN125916_c0_g2_i1	Gonad	female	TRINITY_DN125916_c0_g2_i1	G46	female	no
TRINITY_DN125960_c1_g1_i3	Gonad	female	TRINITY_DN125960_c1_g1_i3	G46	female	no
TRINITY_DN125971_c0_g1_i2	Gonad	female	TRINITY_DN125971_c0_g1_i2	G46	female	no
TRINITY_DN125987_c0_g1_i2	Gonad	female	TRINITY_DN125987_c0_g1_i2	G46	female	no
TRINITY_DN125997_c0_g3_i2	Gonad	female	TRINITY_DN125997_c0_g3_i2	G46	female	no
TRINITY_DN126025_c7_g3_i1	Gonad	female	TRINITY_DN126025_c7_g3_i1	G46	female	no
TRINITY_DN126027_c4_g1_i1	Gonad	female	TRINITY_DN126027_c4_g1_i1	G46	female	no
TRINITY_DN126027_c6_g2_i1	Gonad	female	TRINITY_DN126027_c6_g2_i1	G46	female	no
TRINITY_DN126031_c3_g1_i1	Gonad	female	TRINITY_DN126031_c3_g1_i1	G46	female	no
TRINITY_DN126047_c5_g5_i7	Gonad	female	TRINITY_DN126047_c5_g5_i7	G46	female	no
TRINITY_DN126051_c2_g2_i3	Gonad	female	TRINITY_DN126051_c2_g2_i3	G46	female	no
TRINITY_DN126078_c0_g1_i1	Gonad	female	TRINITY_DN126078_c0_g1_i1	G46	female	no
TRINITY_DN126079_c0_g1_i1	Gonad	female	TRINITY_DN126079_c0_g1_i1	G46	female	no
TRINITY_DN126113_c4_g2_i1	Gonad	female	TRINITY_DN126113_c4_g2_i1	G46	female	no
TRINITY_DN126133_c2_g1_i1	Gonad	female	TRINITY_DN126133_c2_g1_i1	G46	female	no
TRINITY_DN126158_c0_g1_i1	Gonad	female	TRINITY_DN126158_c0_g1_i1	G46	female	no
TRINITY_DN126161_c0_g2_i4	Gonad	female	TRINITY_DN126161_c0_g2_i4	G46	female	no
TRINITY_DN126178_c1_g1_i1	Gonad	female	TRINITY_DN126178_c1_g1_i1	G46	female	no
TRINITY_DN126222_c0_g1_i1	Gonad	female	TRINITY_DN126222_c0_g1_i1	G46	female	no
TRINITY_DN126256_c6_g2_i1	Gonad	female	TRINITY_DN126256_c6_g2_i1	G46	female	no
TRINITY_DN126284_c5_g1_i3	Gonad	female	TRINITY_DN126284_c5_g1_i3	G46	female	no
