"gid"	"log2RPKM"	"sex"	"bias"
"TRINITY_DN103838_c0_g1_i1"	1.795966407	"meanmale"	"female"
"TRINITY_DN121709_c1_g3_i3"	0.144855775	"meanmale"	"female"
"TRINITY_DN111767_c0_g2_i1"	-4.741422181	"meanmale"	"female"
"TRINITY_DN112593_c0_g1_i1"	-6.018595895	"meanmale"	"female"
"TRINITY_DN119755_c1_g4_i1"	-1.840380219	"meanmale"	"female"
"TRINITY_DN129881_c4_g2_i1"	-3.244226094	"meanmale"	"female"
"TRINITY_DN127485_c0_g1_i3"	0.024367988	"meanmale"	"female"
"TRINITY_DN117838_c2_g1_i2"	-1.256692444	"meanmale"	"female"
"TRINITY_DN90886_c0_g1_i1"	-6.663206756	"meanmale"	"female"
"TRINITY_DN131718_c2_g6_i3"	-3.683810462	"meanmale"	"female"
"TRINITY_DN134800_c12_g7_i1"	-3.186698321	"meanmale"	"female"
"TRINITY_DN121223_c0_g2_i5"	-3.629351125	"meanmale"	"female"
"TRINITY_DN129824_c0_g6_i1"	-4.280943262	"meanmale"	"female"
"TRINITY_DN105525_c0_g1_i1"	-1.875959919	"meanmale"	"female"
"TRINITY_DN131690_c0_g1_i2"	-1.425994918	"meanmale"	"female"
"TRINITY_DN125519_c4_g4_i2"	0.035376395	"meanmale"	"female"
"TRINITY_DN121123_c0_g1_i2"	-3.950435856	"meanmale"	"female"
"TRINITY_DN42221_c0_g1_i1"	-4.243451661	"meanmale"	"female"
"TRINITY_DN128638_c0_g1_i2"	2.635741201	"meanmale"	"female"
"TRINITY_DN110915_c0_g2_i1"	-1.275497432	"meanmale"	"female"
"TRINITY_DN129105_c2_g4_i1"	-2.465675139	"meanmale"	"female"
"TRINITY_DN119717_c0_g1_i2"	-3.21781287	"meanmale"	"female"
"TRINITY_DN125054_c0_g1_i2"	-1.00123224	"meanmale"	"female"
"TRINITY_DN131147_c0_g2_i1"	1.326797234	"meanmale"	"female"
"TRINITY_DN126060_c0_g1_i1"	-5.005715228	"meanmale"	"female"
"TRINITY_DN49077_c0_g1_i1"	-4.238384977	"meanmale"	"female"
"TRINITY_DN123349_c1_g4_i2"	-0.302497089	"meanmale"	"female"
"TRINITY_DN111232_c0_g2_i1"	0.287677096	"meanmale"	"female"
"TRINITY_DN111588_c1_g2_i1"	-1.872090363	"meanmale"	"female"
"TRINITY_DN126495_c0_g1_i1"	-2.521844002	"meanmale"	"female"
"TRINITY_DN97108_c0_g1_i1"	-2.176905718	"meanmale"	"female"
"TRINITY_DN131183_c0_g2_i1"	-0.775722453	"meanmale"	"female"
"TRINITY_DN131967_c0_g1_i17"	-5.000932047	"meanmale"	"female"
"TRINITY_DN125963_c8_g3_i1"	-1.766507224	"meanmale"	"female"
"TRINITY_DN129860_c0_g3_i1"	0.196763868	"meanmale"	"female"
"TRINITY_DN133881_c0_g2_i1"	-1.730209489	"meanmale"	"female"
"TRINITY_DN97228_c0_g1_i1"	-2.729919063	"meanmale"	"female"
"TRINITY_DN136563_c5_g1_i2"	-3.057641324	"meanmale"	"female"
"TRINITY_DN130800_c1_g1_i1"	-1.046041514	"meanmale"	"female"
"TRINITY_DN130084_c0_g1_i1"	-3.670083202	"meanmale"	"female"
"TRINITY_DN22683_c0_g1_i1"	-1.679382533	"meanmale"	"female"
"TRINITY_DN70925_c0_g2_i1"	-2.341060803	"meanmale"	"female"
"TRINITY_DN101116_c0_g3_i1"	-4.564690533	"meanmale"	"female"
"TRINITY_DN100323_c0_g3_i1"	-5.272863733	"meanmale"	"female"
"TRINITY_DN124628_c0_g1_i1"	-3.033223757	"meanmale"	"female"
"TRINITY_DN115204_c0_g3_i1"	-3.59776402	"meanmale"	"female"
"TRINITY_DN193723_c0_g1_i1"	-4.574338389	"meanmale"	"female"
"TRINITY_DN120525_c1_g1_i6"	-2.612734426	"meanmale"	"female"
"TRINITY_DN115540_c0_g1_i5"	-1.522359002	"meanmale"	"female"
"TRINITY_DN120801_c0_g1_i2"	-3.813578686	"meanmale"	"female"
"TRINITY_DN126907_c4_g9_i1"	-3.467919201	"meanmale"	"female"
"TRINITY_DN124649_c0_g1_i1"	2.021632419	"meanmale"	"female"
"TRINITY_DN122072_c1_g1_i1"	-0.569298171	"meanmale"	"female"
"TRINITY_DN121347_c0_g1_i2"	-0.938966073	"meanmale"	"female"
"TRINITY_DN113614_c0_g1_i2"	-0.370319252	"meanmale"	"female"
"TRINITY_DN106674_c0_g1_i1"	-2.353512534	"meanmale"	"female"
"TRINITY_DN126214_c1_g1_i4"	-3.862933964	"meanmale"	"female"
"TRINITY_DN130941_c3_g2_i1"	0.831917186	"meanmale"	"female"
"TRINITY_DN124791_c0_g1_i1"	-4.517458155	"meanmale"	"female"
"TRINITY_DN122658_c0_g1_i4"	-0.560725989	"meanmale"	"female"
"TRINITY_DN97494_c0_g1_i1"	-3.359088177	"meanmale"	"female"
"TRINITY_DN111203_c1_g1_i1"	-3.605168658	"meanmale"	"female"
"TRINITY_DN112287_c0_g1_i1"	-0.800940625	"meanmale"	"female"
"TRINITY_DN131905_c3_g2_i1"	-1.517156091	"meanmale"	"female"
"TRINITY_DN109883_c0_g1_i1"	-2.14757655	"meanmale"	"female"
"TRINITY_DN89169_c0_g1_i1"	-3.224388375	"meanmale"	"female"
"TRINITY_DN111232_c1_g1_i1"	0.044732994	"meanmale"	"female"
"TRINITY_DN92166_c0_g1_i1"	-4.571936542	"meanmale"	"female"
"TRINITY_DN98982_c0_g2_i1"	-2.235385653	"meanmale"	"female"
"TRINITY_DN116607_c0_g1_i1"	-0.243277136	"meanmale"	"female"
"TRINITY_DN134769_c2_g2_i3"	-0.593303663	"meanmale"	"female"
"TRINITY_DN115294_c0_g1_i4"	-2.208009581	"meanmale"	"female"
"TRINITY_DN121862_c1_g1_i1"	-1.025924674	"meanmale"	"female"
"TRINITY_DN131905_c3_g3_i7"	-1.975246144	"meanmale"	"female"
"TRINITY_DN123835_c0_g1_i1"	-1.894143984	"meanmale"	"female"
"TRINITY_DN125009_c0_g1_i1"	-0.870020701	"meanmale"	"female"
"TRINITY_DN96859_c0_g2_i1"	-3.909824653	"meanmale"	"female"
"TRINITY_DN124826_c0_g1_i1"	-4.919014596	"meanmale"	"female"
"TRINITY_DN111512_c0_g1_i1"	-5.235724914	"meanmale"	"female"
"TRINITY_DN29096_c0_g1_i1"	-4.492041103	"meanmale"	"female"
"TRINITY_DN108052_c0_g1_i1"	-3.288501848	"meanmale"	"female"
"TRINITY_DN97494_c0_g3_i1"	-3.061692292	"meanmale"	"female"
"TRINITY_DN119122_c0_g1_i3"	2.434201378	"meanmale"	"female"
"TRINITY_DN101072_c0_g2_i2"	4.470342894	"meanmale"	"female"
"TRINITY_DN132754_c0_g1_i1"	-0.455006174	"meanmale"	"female"
"TRINITY_DN132237_c1_g3_i2"	-2.551829848	"meanmale"	"female"
"TRINITY_DN126410_c3_g2_i1"	-4.178043196	"meanmale"	"female"
"TRINITY_DN124685_c0_g2_i1"	-1.533719035	"meanmale"	"female"
"TRINITY_DN127176_c3_g2_i1"	-2.379489211	"meanmale"	"female"
"TRINITY_DN138660_c0_g1_i1"	-3.416646369	"meanmale"	"female"
"TRINITY_DN113308_c0_g1_i2"	1.7726263	"meanmale"	"female"
"TRINITY_DN122708_c1_g6_i3"	0.841567281	"meanmale"	"female"
"TRINITY_DN130090_c6_g1_i1"	-2.183238489	"meanmale"	"female"
"TRINITY_DN125956_c4_g4_i3"	-2.259364165	"meanmale"	"female"
"TRINITY_DN127481_c0_g2_i1"	-1.792105254	"meanmale"	"female"
"TRINITY_DN121284_c0_g1_i2"	-0.959757006	"meanmale"	"female"
"TRINITY_DN109253_c0_g1_i1"	-2.087290687	"meanmale"	"female"
"TRINITY_DN133747_c0_g4_i1"	-4.875361229	"meanmale"	"female"
"TRINITY_DN109050_c0_g1_i1"	-1.916329147	"meanmale"	"female"
"TRINITY_DN133585_c11_g1_i1"	-2.344486695	"meanmale"	"female"
"TRINITY_DN136529_c1_g2_i1"	3.459627684	"meanmale"	"female"
"TRINITY_DN208554_c0_g1_i1"	2.742362479	"meanmale"	"female"
"TRINITY_DN128175_c8_g1_i1"	-6.714730545	"meanmale"	"female"
"TRINITY_DN125497_c0_g2_i1"	-3.52532551	"meanmale"	"female"
"TRINITY_DN95688_c0_g1_i1"	-2.170835264	"meanmale"	"female"
"TRINITY_DN132359_c3_g3_i1"	-3.474372589	"meanmale"	"female"
"TRINITY_DN128946_c0_g2_i6"	-3.079088444	"meanmale"	"female"
"TRINITY_DN124453_c0_g1_i4"	-1.503944266	"meanmale"	"female"
"TRINITY_DN116961_c0_g1_i1"	3.148457979	"meanmale"	"female"
"TRINITY_DN159629_c0_g1_i1"	-2.64465541	"meanmale"	"female"
"TRINITY_DN113319_c0_g1_i2"	-6.795069832	"meanmale"	"female"
"TRINITY_DN128175_c8_g5_i1"	-4.464254026	"meanmale"	"female"
"TRINITY_DN128077_c1_g1_i8"	-1.975946832	"meanmale"	"female"
"TRINITY_DN131810_c3_g8_i1"	-4.958578609	"meanmale"	"female"
"TRINITY_DN133387_c1_g5_i6"	-0.459584006	"meanmale"	"female"
"TRINITY_DN164909_c0_g1_i1"	2.614283575	"meanmale"	"female"
"TRINITY_DN171470_c0_g1_i1"	-1.242946772	"meanmale"	"female"
"TRINITY_DN107134_c0_g1_i2"	-2.214481562	"meanmale"	"female"
"TRINITY_DN132876_c2_g4_i1"	3.581828913	"meanmale"	"female"
"TRINITY_DN128960_c2_g2_i7"	-3.067961394	"meanmale"	"female"
"TRINITY_DN127929_c1_g1_i2"	3.238005805	"meanmale"	"female"
"TRINITY_DN132429_c0_g3_i7"	-2.099320648	"meanmale"	"female"
"TRINITY_DN106366_c0_g4_i1"	-0.18237907	"meanmale"	"female"
"TRINITY_DN121134_c1_g1_i6"	2.237175845	"meanmale"	"female"
"TRINITY_DN115534_c0_g1_i1"	-4.68906579	"meanmale"	"female"
"TRINITY_DN118644_c0_g1_i1"	-3.3735736	"meanmale"	"female"
"TRINITY_DN118639_c1_g2_i1"	-3.712653628	"meanmale"	"female"
"TRINITY_DN96625_c0_g1_i1"	-6.221731288	"meanmale"	"female"
"TRINITY_DN133440_c0_g2_i2"	0.626554528	"meanmale"	"female"
"TRINITY_DN128906_c5_g1_i2"	-2.658631138	"meanmale"	"female"
"TRINITY_DN120535_c1_g1_i5"	1.609952086	"meanmale"	"female"
"TRINITY_DN122021_c2_g12_i1"	-5.356393245	"meanmale"	"female"
"TRINITY_DN124131_c8_g4_i2"	-5.142557925	"meanmale"	"female"
"TRINITY_DN113538_c0_g1_i1"	1.517442946	"meanmale"	"female"
"TRINITY_DN129466_c1_g3_i1"	0.56558089	"meanmale"	"female"
"TRINITY_DN129287_c3_g2_i2"	-2.125899767	"meanmale"	"female"
"TRINITY_DN131777_c4_g6_i1"	-3.049065854	"meanmale"	"female"
"TRINITY_DN114688_c0_g1_i1"	-2.059760555	"meanmale"	"female"
"TRINITY_DN122021_c0_g2_i1"	-2.365814616	"meanmale"	"female"
"TRINITY_DN121234_c1_g1_i3"	-0.072846504	"meanmale"	"female"
"TRINITY_DN132624_c0_g5_i1"	-2.984902305	"meanmale"	"female"
"TRINITY_DN119475_c1_g2_i1"	2.656801163	"meanmale"	"female"
"TRINITY_DN130060_c4_g2_i1"	-2.978608439	"meanmale"	"female"
"TRINITY_DN111471_c0_g1_i2"	-3.535524915	"meanmale"	"female"
"TRINITY_DN116828_c0_g1_i1"	-0.444776644	"meanmale"	"female"
"TRINITY_DN133256_c3_g11_i2"	3.192606947	"meanmale"	"female"
"TRINITY_DN132153_c4_g2_i1"	-2.898587082	"meanmale"	"female"
"TRINITY_DN130378_c8_g3_i1"	-0.617207231	"meanmale"	"female"
"TRINITY_DN110734_c0_g1_i1"	-2.422167984	"meanmale"	"female"
"TRINITY_DN92629_c0_g3_i1"	-3.729452947	"meanmale"	"female"
"TRINITY_DN126281_c5_g1_i4"	0.156626434	"meanmale"	"female"
"TRINITY_DN87391_c0_g2_i1"	-3.02908182	"meanmale"	"female"
"TRINITY_DN113738_c0_g2_i6"	-0.520980662	"meanmale"	"female"
"TRINITY_DN118729_c0_g1_i1"	-3.384158816	"meanmale"	"female"
"TRINITY_DN57905_c0_g2_i1"	-3.849718217	"meanmale"	"female"
"TRINITY_DN113183_c0_g1_i2"	5.954414514	"meanmale"	"female"
"TRINITY_DN112272_c0_g1_i1"	-0.11952363	"meanmale"	"female"
"TRINITY_DN127805_c5_g1_i2"	-2.215977558	"meanmale"	"female"
"TRINITY_DN132624_c0_g1_i1"	-1.434163997	"meanmale"	"female"
"TRINITY_DN119995_c0_g1_i3"	-7.201952116	"meanmale"	"female"
"TRINITY_DN130591_c1_g6_i2"	-2.103779634	"meanmale"	"female"
"TRINITY_DN23385_c0_g2_i1"	0.713857997	"meanmale"	"female"
"TRINITY_DN124385_c0_g1_i1"	-3.102320471	"meanmale"	"female"
"TRINITY_DN43625_c0_g2_i1"	-1.450388744	"meanmale"	"female"
"TRINITY_DN134498_c1_g3_i1"	-4.097338609	"meanmale"	"female"
"TRINITY_DN132580_c2_g1_i1"	-1.235906373	"meanmale"	"female"
"TRINITY_DN123809_c0_g1_i2"	-0.820904386	"meanmale"	"female"
"TRINITY_DN128331_c2_g1_i1"	1.158523263	"meanmale"	"female"
"TRINITY_DN126932_c0_g1_i10"	-1.302332883	"meanmale"	"female"
"TRINITY_DN115297_c0_g1_i2"	-0.632361377	"meanmale"	"female"
"TRINITY_DN97717_c0_g2_i1"	-0.52753667	"meanmale"	"female"
"TRINITY_DN116845_c0_g1_i1"	0.521966033	"meanmale"	"female"
"TRINITY_DN107748_c0_g3_i1"	-3.907885499	"meanmale"	"female"
"TRINITY_DN130037_c1_g4_i6"	-1.296236805	"meanmale"	"female"
"TRINITY_DN214148_c0_g1_i1"	-0.297947628	"meanmale"	"female"
"TRINITY_DN127458_c0_g3_i2"	0.094661929	"meanmale"	"female"
"TRINITY_DN127350_c2_g1_i1"	-3.232568748	"meanmale"	"female"
"TRINITY_DN102868_c0_g1_i4"	-1.646041879	"meanmale"	"female"
"TRINITY_DN129950_c0_g1_i1"	-2.288276982	"meanmale"	"female"
"TRINITY_DN13889_c0_g1_i1"	-0.044221868	"meanmale"	"female"
"TRINITY_DN118445_c0_g1_i3"	0.373298137	"meanmale"	"female"
"TRINITY_DN120074_c1_g2_i1"	-4.066163136	"meanmale"	"female"
"TRINITY_DN118204_c0_g2_i3"	-1.42060466	"meanmale"	"female"
"TRINITY_DN82026_c0_g1_i1"	-3.427195429	"meanmale"	"female"
"TRINITY_DN132360_c0_g3_i2"	-3.384569202	"meanmale"	"female"
"TRINITY_DN96806_c0_g2_i1"	-1.676728743	"meanmale"	"female"
"TRINITY_DN119447_c0_g1_i2"	-3.393097235	"meanmale"	"female"
"TRINITY_DN123405_c0_g1_i1"	-6.740300771	"meanmale"	"female"
"TRINITY_DN127961_c1_g13_i1"	-6.16227097	"meanmale"	"female"
"TRINITY_DN98655_c0_g1_i1"	1.073288483	"meanmale"	"female"
"TRINITY_DN121732_c0_g1_i1"	-1.060880746	"meanmale"	"female"
"TRINITY_DN130083_c0_g1_i1"	-3.610485343	"meanmale"	"female"
"TRINITY_DN115228_c0_g1_i1"	-2.466374455	"meanmale"	"female"
"TRINITY_DN118179_c0_g1_i1"	-1.37358421	"meanmale"	"female"
"TRINITY_DN98355_c0_g1_i1"	-4.83474982	"meanmale"	"female"
"TRINITY_DN130482_c0_g1_i4"	-0.261996292	"meanmale"	"female"
"TRINITY_DN43625_c0_g1_i1"	2.927706412	"meanmale"	"female"
"TRINITY_DN125443_c0_g2_i1"	-3.443553886	"meanmale"	"female"
"TRINITY_DN126408_c2_g1_i1"	-3.534316797	"meanmale"	"female"
"TRINITY_DN120000_c0_g1_i1"	-0.247020359	"meanmale"	"female"
"TRINITY_DN79303_c0_g1_i1"	-1.830698191	"meanmale"	"female"
"TRINITY_DN135842_c7_g1_i1"	-2.635556715	"meanmale"	"female"
"TRINITY_DN115649_c0_g1_i2"	-4.892606905	"meanmale"	"female"
"TRINITY_DN152314_c0_g1_i1"	-4.070872878	"meanmale"	"female"
"TRINITY_DN136556_c12_g2_i1"	-3.132217775	"meanmale"	"female"
"TRINITY_DN120550_c0_g2_i1"	-2.1663457	"meanmale"	"female"
"TRINITY_DN128968_c0_g1_i3"	-1.693455882	"meanmale"	"female"
"TRINITY_DN79145_c1_g1_i1"	-1.682874564	"meanmale"	"female"
"TRINITY_DN116783_c0_g3_i4"	-0.83667257	"meanmale"	"female"
"TRINITY_DN120412_c0_g1_i2"	1.271160544	"meanmale"	"female"
"TRINITY_DN198609_c0_g2_i1"	-3.715693797	"meanmale"	"female"
"TRINITY_DN98838_c0_g1_i2"	1.981564675	"meanmale"	"female"
"TRINITY_DN104496_c0_g2_i1"	-3.431507608	"meanmale"	"female"
"TRINITY_DN123633_c0_g1_i1"	-3.464440083	"meanmale"	"female"
"TRINITY_DN120473_c0_g1_i2"	1.535435713	"meanmale"	"female"
"TRINITY_DN125333_c0_g1_i1"	2.402074778	"meanmale"	"female"
"TRINITY_DN120453_c0_g1_i1"	-2.501518019	"meanmale"	"female"
"TRINITY_DN85329_c0_g1_i1"	-3.331105996	"meanmale"	"female"
"TRINITY_DN122073_c0_g2_i6"	0.676292186	"meanmale"	"female"
"TRINITY_DN121083_c0_g1_i2"	-5.246659189	"meanmale"	"female"
"TRINITY_DN124055_c0_g1_i1"	-4.784173969	"meanmale"	"female"
"TRINITY_DN120812_c0_g1_i2"	-4.795135625	"meanmale"	"female"
"TRINITY_DN128427_c0_g2_i2"	0.441118717	"meanmale"	"female"
"TRINITY_DN130368_c5_g2_i1"	-0.110082771	"meanmale"	"female"
"TRINITY_DN123537_c0_g3_i1"	-1.049932161	"meanmale"	"female"
"TRINITY_DN106366_c0_g5_i1"	1.374973576	"meanmale"	"female"
"TRINITY_DN131591_c3_g2_i1"	1.727749235	"meanmale"	"female"
"TRINITY_DN101592_c0_g2_i1"	-4.992789183	"meanmale"	"female"
"TRINITY_DN120873_c2_g2_i1"	-0.434633554	"meanmale"	"female"
"TRINITY_DN119683_c0_g1_i1"	-3.315693352	"meanmale"	"female"
"TRINITY_DN122167_c0_g1_i8"	3.78805586	"meanmale"	"female"
"TRINITY_DN123123_c2_g1_i6"	-0.05971993	"meanmale"	"female"
"TRINITY_DN131183_c0_g1_i4"	0.332732271	"meanmale"	"female"
"TRINITY_DN136034_c0_g2_i1"	0.044472163	"meanmale"	"female"
"TRINITY_DN111820_c0_g1_i5"	0.208335136	"meanmale"	"female"
"TRINITY_DN115323_c1_g1_i1"	0.585849485	"meanmale"	"female"
"TRINITY_DN127907_c0_g1_i4"	-0.777749553	"meanmale"	"female"
"TRINITY_DN127481_c0_g1_i3"	-2.097963882	"meanmale"	"female"
"TRINITY_DN125104_c0_g8_i5"	1.417379521	"meanmale"	"female"
"TRINITY_DN112598_c0_g2_i1"	3.251660721	"meanmale"	"female"
"TRINITY_DN71765_c0_g1_i2"	-2.579780856	"meanmale"	"female"
"TRINITY_DN135986_c0_g2_i1"	0.247780613	"meanmale"	"female"
"TRINITY_DN114443_c0_g1_i1"	-0.632104351	"meanmale"	"female"
"TRINITY_DN129954_c3_g1_i1"	-2.558439457	"meanmale"	"female"
"TRINITY_DN129609_c0_g2_i1"	-1.501118074	"meanmale"	"female"
"TRINITY_DN124703_c0_g1_i1"	-2.295672471	"meanmale"	"female"
"TRINITY_DN129121_c4_g14_i1"	-3.885545038	"meanmale"	"female"
"TRINITY_DN130965_c1_g1_i1"	-2.670883645	"meanmale"	"female"
"TRINITY_DN103900_c0_g2_i1"	-1.778146617	"meanmale"	"female"
"TRINITY_DN116220_c0_g1_i1"	-3.221856518	"meanmale"	"female"
"TRINITY_DN118251_c0_g1_i4"	-1.869824175	"meanmale"	"female"
"TRINITY_DN131645_c7_g1_i3"	-3.080404985	"meanmale"	"female"
"TRINITY_DN124854_c0_g1_i5"	0.570101085	"meanmale"	"female"
"TRINITY_DN129378_c1_g1_i1"	-6.079526081	"meanmale"	"female"
"TRINITY_DN127328_c1_g4_i6"	2.90304831	"meanmale"	"female"
"TRINITY_DN132592_c1_g1_i3"	-1.532304822	"meanmale"	"female"
"TRINITY_DN109929_c0_g1_i1"	3.375948534	"meanmale"	"female"
"TRINITY_DN132005_c0_g3_i2"	-2.153598206	"meanmale"	"female"
"TRINITY_DN44990_c0_g1_i1"	-3.022932139	"meanmale"	"female"
"TRINITY_DN123922_c0_g1_i1"	-2.987233543	"meanmale"	"female"
"TRINITY_DN128560_c0_g1_i1"	0.366763961	"meanmale"	"female"
"TRINITY_DN89374_c0_g2_i1"	1.558019572	"meanmale"	"female"
"TRINITY_DN127319_c1_g1_i1"	-1.934066212	"meanmale"	"female"
"TRINITY_DN134591_c2_g1_i2"	-0.767034489	"meanmale"	"female"
"TRINITY_DN122021_c0_g1_i1"	-3.470480999	"meanmale"	"female"
"TRINITY_DN129291_c3_g4_i1"	-2.524386406	"meanmale"	"female"
"TRINITY_DN129650_c4_g1_i1"	0.089702275	"meanmale"	"female"
"TRINITY_DN123951_c0_g1_i1"	-0.71013885	"meanmale"	"female"
"TRINITY_DN183312_c0_g1_i1"	-3.280961744	"meanmale"	"female"
"TRINITY_DN96472_c0_g1_i1"	-2.641834172	"meanmale"	"female"
"TRINITY_DN119921_c0_g1_i3"	-2.661464641	"meanmale"	"female"
"TRINITY_DN134881_c1_g2_i1"	-3.47246292	"meanmale"	"female"
"TRINITY_DN134297_c1_g1_i1"	1.393853654	"meanmale"	"female"
"TRINITY_DN121785_c0_g2_i1"	0.113478528	"meanmale"	"female"
"TRINITY_DN111316_c0_g1_i1"	1.198538366	"meanmale"	"female"
"TRINITY_DN127365_c2_g2_i1"	-1.095501363	"meanmale"	"female"
"TRINITY_DN123809_c0_g2_i2"	-0.392304274	"meanmale"	"female"
"TRINITY_DN112321_c0_g1_i1"	-3.843498263	"meanmale"	"female"
"TRINITY_DN119480_c0_g1_i1"	-2.125146956	"meanmale"	"female"
"TRINITY_DN140343_c0_g1_i1"	-1.765647965	"meanmale"	"female"
"TRINITY_DN115622_c0_g2_i1"	-3.596982431	"meanmale"	"female"
"TRINITY_DN44943_c0_g2_i1"	-3.898945746	"meanmale"	"female"
"TRINITY_DN122053_c1_g2_i1"	-2.655063145	"meanmale"	"female"
"TRINITY_DN116302_c0_g1_i3"	-1.616583064	"meanmale"	"female"
"TRINITY_DN120749_c0_g1_i3"	0.688290881	"meanmale"	"female"
"TRINITY_DN119962_c0_g1_i5"	-1.303438791	"meanmale"	"female"
"TRINITY_DN129243_c2_g1_i1"	0.3546066	"meanmale"	"female"
"TRINITY_DN122000_c1_g3_i2"	-2.1449963	"meanmale"	"female"
"TRINITY_DN117624_c0_g1_i1"	-1.456479951	"meanmale"	"female"
"TRINITY_DN136486_c0_g2_i1"	0.726122811	"meanmale"	"female"
"TRINITY_DN124978_c1_g1_i1"	-1.768014557	"meanmale"	"female"
"TRINITY_DN118387_c0_g3_i2"	1.814687364	"meanmale"	"female"
"TRINITY_DN129561_c4_g1_i11"	-4.144796338	"meanmale"	"female"
"TRINITY_DN165533_c0_g1_i1"	-2.725179785	"meanmale"	"female"
"TRINITY_DN119389_c0_g2_i4"	1.805077492	"meanmale"	"female"
"TRINITY_DN129730_c0_g1_i2"	0.080329302	"meanmale"	"female"
"TRINITY_DN121481_c0_g2_i1"	-3.47280619	"meanmale"	"female"
"TRINITY_DN133267_c3_g1_i2"	-4.07645754	"meanmale"	"female"
"TRINITY_DN96740_c0_g3_i1"	-2.418064868	"meanmale"	"female"
"TRINITY_DN136034_c0_g1_i4"	1.54532375	"meanmale"	"female"
"TRINITY_DN43691_c0_g1_i1"	-2.718539381	"meanmale"	"female"
"TRINITY_DN124155_c0_g1_i1"	-1.051820875	"meanmale"	"female"
"TRINITY_DN90684_c0_g2_i1"	-3.49174369	"meanmale"	"female"
"TRINITY_DN120569_c0_g1_i1"	1.366034599	"meanmale"	"female"
"TRINITY_DN118473_c0_g2_i1"	-3.665439706	"meanmale"	"female"
"TRINITY_DN114835_c0_g1_i1"	-2.102242421	"meanmale"	"female"
"TRINITY_DN96802_c0_g1_i1"	0.913372768	"meanmale"	"female"
"TRINITY_DN135966_c1_g1_i10"	2.137397558	"meanmale"	"female"
"TRINITY_DN135743_c0_g2_i1"	-0.899850994	"meanmale"	"female"
"TRINITY_DN122149_c0_g1_i1"	-0.09965629	"meanmale"	"female"
"TRINITY_DN125277_c0_g1_i1"	-1.174530977	"meanmale"	"female"
"TRINITY_DN129119_c0_g2_i2"	-0.430163592	"meanmale"	"female"
"TRINITY_DN131258_c0_g1_i1"	1.025866701	"meanmale"	"female"
"TRINITY_DN123046_c0_g1_i1"	1.569279852	"meanmale"	"female"
"TRINITY_DN124226_c0_g1_i1"	-0.519339969	"meanmale"	"female"
"TRINITY_DN127706_c0_g1_i2"	-0.267678316	"meanmale"	"female"
"TRINITY_DN62962_c0_g2_i1"	0.979382283	"meanmale"	"female"
"TRINITY_DN136580_c0_g1_i1"	-3.778597841	"meanmale"	"female"
"TRINITY_DN133251_c3_g4_i1"	-2.342511643	"meanmale"	"female"
"TRINITY_DN133326_c4_g1_i2"	0.581182272	"meanmale"	"female"
"TRINITY_DN118155_c0_g1_i1"	-2.760195334	"meanmale"	"female"
"TRINITY_DN119475_c1_g1_i1"	-3.259358731	"meanmale"	"female"
"TRINITY_DN91592_c1_g1_i1"	-1.851927113	"meanmale"	"female"
"TRINITY_DN116538_c1_g3_i1"	-2.871955986	"meanmale"	"female"
"TRINITY_DN125468_c0_g2_i7"	0.59332632	"meanmale"	"female"
"TRINITY_DN127250_c1_g3_i2"	2.508666212	"meanmale"	"female"
"TRINITY_DN132030_c0_g1_i2"	-0.847499287	"meanmale"	"female"
"TRINITY_DN114909_c0_g1_i4"	-2.391333857	"meanmale"	"female"
"TRINITY_DN124938_c5_g4_i5"	0.491687424	"meanmale"	"female"
"TRINITY_DN123695_c0_g4_i2"	-2.138774117	"meanmale"	"female"
"TRINITY_DN127175_c5_g3_i2"	1.841858206	"meanmale"	"female"
"TRINITY_DN127532_c0_g1_i2"	-2.355604827	"meanmale"	"female"
"TRINITY_DN116951_c0_g1_i1"	1.672946561	"meanmale"	"female"
"TRINITY_DN130331_c2_g1_i1"	-1.111593658	"meanmale"	"female"
"TRINITY_DN174417_c0_g1_i1"	-0.260931373	"meanmale"	"female"
"TRINITY_DN129649_c3_g1_i3"	2.378052182	"meanmale"	"female"
"TRINITY_DN119290_c0_g1_i1"	1.15032865	"meanmale"	"female"
"TRINITY_DN108717_c0_g1_i5"	0.033050104	"meanmale"	"female"
"TRINITY_DN122715_c2_g2_i1"	-0.744955381	"meanmale"	"female"
"TRINITY_DN133287_c0_g2_i1"	-5.5238287	"meanmale"	"female"
"TRINITY_DN122694_c0_g1_i1"	-3.327880687	"meanmale"	"female"
"TRINITY_DN105601_c0_g1_i1"	2.718611007	"meanmale"	"female"
"TRINITY_DN128335_c3_g2_i1"	3.340929688	"meanmale"	"female"
"TRINITY_DN123962_c3_g1_i1"	-2.945073748	"meanmale"	"female"
"TRINITY_DN130192_c1_g2_i1"	0.288596179	"meanmale"	"female"
"TRINITY_DN121089_c2_g1_i1"	1.766430457	"meanmale"	"female"
"TRINITY_DN134442_c2_g1_i1"	-1.943067075	"meanmale"	"female"
"TRINITY_DN128177_c0_g2_i1"	-4.832944647	"meanmale"	"female"
"TRINITY_DN114817_c0_g1_i3"	1.344987553	"meanmale"	"female"
"TRINITY_DN135854_c3_g3_i3"	-0.00084376	"meanmale"	"female"
"TRINITY_DN180723_c0_g1_i1"	-0.05179218	"meanmale"	"female"
