gid	cutoff	bias	log2RPKM	sex
TRINITY_DN116023_c0_g1_i8	FC1	male	3.069623095	meanmale
TRINITY_DN116035_c0_g1_i2	FC1	male	1.253223	meanmale
TRINITY_DN116042_c0_g1_i1	FC1	male	1.05293029	meanmale
TRINITY_DN116118_c0_g3_i2	FC1	male	2.020326792	meanmale
TRINITY_DN116124_c0_g1_i2	FC1	male	3.709933296	meanmale
TRINITY_DN116137_c0_g2_i2	FC1	male	6.800302295	meanmale
TRINITY_DN116139_c0_g1_i1	FC1	male	2.563931104	meanmale
TRINITY_DN116139_c0_g2_i1	FC1	male	2.74054713	meanmale
TRINITY_DN116144_c0_g1_i1	FC1	male	4.255460706	meanmale
TRINITY_DN116149_c0_g1_i2	FC1	male	4.022522833	meanmale
TRINITY_DN116149_c0_g2_i1	FC1	male	5.093487517	meanmale
TRINITY_DN116149_c0_g3_i1	FC1	male	3.677922032	meanmale
TRINITY_DN116154_c0_g1_i1	FC1	male	1.228477708	meanmale
TRINITY_DN116156_c0_g2_i1	FC1	male	5.143375017	meanmale
TRINITY_DN116177_c0_g1_i2	FC1	male	2.316929337	meanmale
TRINITY_DN116200_c1_g3_i1	FC1	male	1.49503319	meanmale
TRINITY_DN116201_c0_g2_i1	FC1	male	1.577664644	meanmale
TRINITY_DN116249_c2_g1_i1	FC1	male	0.217608551	meanmale
TRINITY_DN116275_c1_g2_i1	FC1	male	2.664733508	meanmale
TRINITY_DN116280_c0_g1_i1	FC1	male	4.35393344	meanmale
TRINITY_DN116304_c0_g1_i1	FC1	male	0.206960166	meanmale
TRINITY_DN116354_c0_g1_i1	FC1	male	3.649238772	meanmale
TRINITY_DN116371_c1_g1_i1	FC1	male	1.813397257	meanmale
TRINITY_DN116374_c0_g1_i2	FC1	male	5.01328189	meanmale
TRINITY_DN116381_c0_g1_i2	FC1	male	2.494059399	meanmale
TRINITY_DN116393_c0_g1_i2	FC1	male	3.153374927	meanmale
TRINITY_DN116421_c0_g2_i1	FC1	male	4.37762755	meanmale
TRINITY_DN116422_c1_g3_i2	FC1	male	1.828478967	meanmale
TRINITY_DN116442_c0_g3_i1	FC1	male	0.301084015	meanmale
TRINITY_DN116447_c1_g3_i2	FC1	male	5.152934778	meanmale
TRINITY_DN116468_c0_g1_i1	FC1	male	1.998475826	meanmale
TRINITY_DN116469_c0_g1_i2	FC1	male	3.094114589	meanmale
TRINITY_DN116497_c0_g1_i1	FC1	male	5.276790735	meanmale
TRINITY_DN116517_c0_g1_i3	FC1	male	4.048625998	meanmale
TRINITY_DN116534_c0_g1_i1	FC1	male	4.668896435	meanmale
TRINITY_DN116548_c0_g1_i2	FC1	male	1.792614483	meanmale
TRINITY_DN116599_c0_g2_i1	FC1	male	0.813695451	meanmale
TRINITY_DN116605_c0_g1_i1	FC1	male	1.205605828	meanmale
TRINITY_DN116615_c0_g1_i1	FC1	male	3.711705934	meanmale
TRINITY_DN116636_c0_g2_i1	FC1	male	1.914228887	meanmale
TRINITY_DN116659_c1_g2_i3	FC1	male	4.804827212	meanmale
TRINITY_DN116687_c0_g1_i3	FC1	male	-0.908074081	meanmale
TRINITY_DN116738_c0_g1_i1	FC1	male	2.927313353	meanmale
TRINITY_DN116740_c0_g1_i2	FC1	male	4.963592777	meanmale
TRINITY_DN116761_c0_g1_i4	FC1	male	3.058188285	meanmale
TRINITY_DN116795_c0_g1_i3	FC1	male	5.945412852	meanmale
TRINITY_DN116806_c1_g1_i1	FC1	male	0.701397553	meanmale
TRINITY_DN116835_c0_g1_i1	FC1	male	7.75765951	meanmale
TRINITY_DN116837_c0_g1_i1	FC1	male	1.766245779	meanmale
TRINITY_DN116848_c0_g1_i1	FC1	male	2.045490766	meanmale
TRINITY_DN116884_c0_g1_i2	FC1	male	2.252427099	meanmale
TRINITY_DN116916_c0_g4_i1	FC1	male	1.607841184	meanmale
TRINITY_DN116924_c0_g1_i2	FC1	male	0.740617779	meanmale
TRINITY_DN116930_c0_g1_i1	FC1	male	3.594158174	meanmale
TRINITY_DN116950_c0_g1_i1	FC1	male	2.530191137	meanmale
TRINITY_DN116973_c0_g2_i5	FC1	male	4.794979696	meanmale
TRINITY_DN116973_c0_g3_i1	FC1	male	5.281630959	meanmale
TRINITY_DN116991_c0_g1_i1	FC1	male	3.295329179	meanmale
TRINITY_DN117016_c0_g3_i3	FC1	male	3.196149133	meanmale
TRINITY_DN117036_c0_g1_i1	FC1	male	4.240749134	meanmale
TRINITY_DN117046_c0_g1_i3	FC1	male	0.227633282	meanmale
TRINITY_DN117052_c0_g2_i1	FC1	male	-0.345027985	meanmale
TRINITY_DN117061_c0_g1_i1	FC1	male	2.369208508	meanmale
TRINITY_DN117066_c0_g1_i2	FC1	male	4.199987969	meanmale
TRINITY_DN117073_c0_g1_i1	FC1	male	4.078181146	meanmale
TRINITY_DN117085_c0_g2_i1	FC1	male	3.908502162	meanmale
TRINITY_DN117090_c1_g1_i4	FC1	male	-0.233794439	meanmale
TRINITY_DN117095_c0_g3_i1	FC1	male	1.122542191	meanmale
TRINITY_DN117130_c0_g1_i1	FC1	male	-0.208689204	meanmale
TRINITY_DN117134_c0_g1_i2	FC1	male	3.792658916	meanmale
TRINITY_DN117148_c0_g1_i2	FC1	male	2.111045438	meanmale
TRINITY_DN117149_c0_g2_i1	FC1	male	0.986732737	meanmale
TRINITY_DN117153_c0_g1_i1	FC1	male	1.558071487	meanmale
TRINITY_DN117156_c0_g1_i1	FC1	male	0.352795511	meanmale
TRINITY_DN117163_c0_g1_i5	FC1	male	6.684717704	meanmale
TRINITY_DN117232_c0_g1_i1	FC1	male	0.375170483	meanmale
TRINITY_DN117265_c0_g1_i7	FC1	male	8.836984717	meanmale
TRINITY_DN117279_c0_g1_i4	FC1	male	4.28416106	meanmale
TRINITY_DN117282_c0_g1_i1	FC1	male	1.873872662	meanmale
TRINITY_DN117287_c0_g1_i2	FC1	male	2.356555031	meanmale
TRINITY_DN117288_c0_g1_i1	FC1	male	2.567139881	meanmale
TRINITY_DN117297_c0_g1_i1	FC1	male	1.423169853	meanmale
TRINITY_DN117326_c0_g1_i4	FC1	male	5.011057995	meanmale
TRINITY_DN117334_c0_g1_i4	FC1	male	1.652853257	meanmale
TRINITY_DN117335_c0_g1_i1	FC1	male	0.326710142	meanmale
TRINITY_DN117342_c0_g1_i2	FC1	male	1.690382675	meanmale
TRINITY_DN117357_c0_g2_i3	FC1	male	0.147383342	meanmale
TRINITY_DN117375_c0_g1_i1	FC1	male	1.271131537	meanmale
TRINITY_DN117380_c0_g1_i3	FC1	male	2.659774091	meanmale
TRINITY_DN117389_c1_g1_i1	FC1	male	2.277209518	meanmale
TRINITY_DN117397_c0_g1_i1	FC1	male	1.649302907	meanmale
TRINITY_DN117408_c0_g1_i1	FC1	male	2.209540915	meanmale
TRINITY_DN117408_c1_g1_i5	FC1	male	2.595754188	meanmale
TRINITY_DN117422_c0_g1_i2	FC1	male	1.074279384	meanmale
TRINITY_DN117446_c0_g1_i2	FC1	male	8.558939085	meanmale
TRINITY_DN117453_c0_g2_i4	FC1	male	1.093062629	meanmale
TRINITY_DN117470_c0_g1_i2	FC1	male	9.07707998	meanmale
TRINITY_DN117473_c0_g2_i1	FC1	male	4.473017019	meanmale
TRINITY_DN117482_c0_g1_i1	FC1	male	1.021208305	meanmale
TRINITY_DN117488_c0_g1_i2	FC1	male	2.144764039	meanmale
TRINITY_DN117514_c0_g1_i1	FC1	male	2.945448427	meanmale
TRINITY_DN117519_c0_g1_i1	FC1	male	3.046868582	meanmale
TRINITY_DN117528_c0_g3_i1	FC1	male	3.56305425	meanmale
TRINITY_DN117534_c0_g1_i1	FC1	male	2.468589371	meanmale
TRINITY_DN117542_c0_g1_i2	FC1	male	5.44178228	meanmale
TRINITY_DN117542_c0_g3_i3	FC1	male	4.439750708	meanmale
TRINITY_DN117558_c0_g1_i1	FC1	male	1.417012846	meanmale
TRINITY_DN117570_c1_g1_i1	FC1	male	4.564442606	meanmale
TRINITY_DN117570_c1_g2_i1	FC1	male	3.725218123	meanmale
TRINITY_DN117574_c0_g3_i1	FC1	male	3.982028691	meanmale
TRINITY_DN117606_c0_g2_i2	FC1	male	3.05680037	meanmale
TRINITY_DN117611_c0_g1_i17	FC1	male	4.623103214	meanmale
TRINITY_DN117635_c0_g1_i2	FC1	male	5.325065664	meanmale
TRINITY_DN117679_c1_g1_i1	FC1	male	1.101796279	meanmale
TRINITY_DN117681_c0_g1_i1	FC1	male	2.63195777	meanmale
TRINITY_DN117685_c0_g1_i1	FC1	male	2.386492327	meanmale
TRINITY_DN117689_c0_g1_i4	FC1	male	1.842719298	meanmale
TRINITY_DN117721_c0_g2_i1	FC1	male	3.066671061	meanmale
TRINITY_DN117748_c0_g2_i1	FC1	male	1.198055168	meanmale
TRINITY_DN117755_c0_g1_i1	FC1	male	5.93656665	meanmale
TRINITY_DN117777_c1_g1_i1	FC1	male	2.296635599	meanmale
TRINITY_DN117781_c0_g1_i2	FC1	male	1.97700649	meanmale
TRINITY_DN117790_c0_g1_i1	FC1	male	0.662255944	meanmale
TRINITY_DN117800_c0_g1_i1	FC1	male	5.280305927	meanmale
TRINITY_DN117809_c0_g1_i2	FC1	male	4.04530514	meanmale
TRINITY_DN117813_c0_g1_i1	FC1	male	7.465860307	meanmale
TRINITY_DN117814_c0_g1_i3	FC1	male	1.855794325	meanmale
TRINITY_DN117827_c0_g1_i4	FC1	male	2.736057532	meanmale
TRINITY_DN117839_c0_g1_i1	FC1	male	2.257321213	meanmale
TRINITY_DN117854_c1_g1_i1	FC1	male	1.24149237	meanmale
TRINITY_DN117870_c0_g4_i1	FC1	male	7.017178547	meanmale
TRINITY_DN117870_c0_g5_i2	FC1	male	1.697703324	meanmale
TRINITY_DN117892_c0_g1_i1	FC1	male	3.348796157	meanmale
TRINITY_DN117903_c0_g1_i2	FC1	male	5.449113142	meanmale
TRINITY_DN117910_c0_g1_i1	FC1	male	0.775318042	meanmale
TRINITY_DN117913_c0_g1_i1	FC1	male	2.487192813	meanmale
TRINITY_DN117916_c0_g1_i3	FC1	male	1.433450974	meanmale
TRINITY_DN117938_c0_g1_i1	FC1	male	5.093083499	meanmale
TRINITY_DN117941_c0_g1_i1	FC1	male	1.718561075	meanmale
TRINITY_DN117996_c0_g1_i1	FC1	male	7.846060403	meanmale
TRINITY_DN118001_c0_g1_i1	FC1	male	1.425175957	meanmale
TRINITY_DN118025_c0_g1_i3	FC1	male	0.344426364	meanmale
TRINITY_DN118038_c0_g1_i1	FC1	male	0.745361438	meanmale
TRINITY_DN118065_c0_g1_i1	FC1	male	3.657952353	meanmale
TRINITY_DN118073_c0_g1_i1	FC1	male	3.392911867	meanmale
TRINITY_DN118078_c0_g2_i1	FC1	male	1.100572269	meanmale
TRINITY_DN118131_c0_g2_i4	FC1	male	1.074583468	meanmale
TRINITY_DN118134_c0_g6_i7	FC1	male	2.151515213	meanmale
TRINITY_DN118185_c0_g1_i2	FC1	male	5.618788773	meanmale
TRINITY_DN118199_c1_g1_i1	FC1	male	2.250491117	meanmale
TRINITY_DN118199_c2_g1_i2	FC1	male	1.661863969	meanmale
TRINITY_DN118205_c1_g2_i1	FC1	male	2.353096267	meanmale
TRINITY_DN118205_c2_g1_i6	FC1	male	2.234340045	meanmale
TRINITY_DN118206_c0_g1_i1	FC1	male	7.09805453	meanmale
TRINITY_DN118231_c0_g3_i1	FC1	male	-0.210917268	meanmale
TRINITY_DN118241_c0_g3_i1	FC1	male	4.017675338	meanmale
TRINITY_DN118256_c0_g1_i1	FC1	male	3.732533093	meanmale
TRINITY_DN118260_c1_g2_i1	FC1	male	2.453448384	meanmale
TRINITY_DN118260_c1_g3_i2	FC1	male	3.387719401	meanmale
TRINITY_DN118262_c0_g1_i1	FC1	male	2.84340759	meanmale
TRINITY_DN118265_c0_g1_i1	FC1	male	3.70575758	meanmale
TRINITY_DN118287_c1_g1_i8	FC1	male	1.783658053	meanmale
TRINITY_DN118289_c0_g1_i2	FC1	male	0.020311858	meanmale
TRINITY_DN118296_c0_g2_i2	FC1	male	9.363443287	meanmale
TRINITY_DN118308_c1_g1_i2	FC1	male	2.444259141	meanmale
TRINITY_DN118312_c2_g1_i1	FC1	male	3.256981919	meanmale
TRINITY_DN118315_c0_g2_i1	FC1	male	2.52744153	meanmale
TRINITY_DN118323_c0_g1_i3	FC1	male	-0.483047565	meanmale
TRINITY_DN118333_c0_g1_i2	FC1	male	0.199677478	meanmale
TRINITY_DN118376_c0_g1_i1	FC1	male	1.943585618	meanmale
TRINITY_DN118404_c1_g1_i1	FC1	male	2.070916174	meanmale
TRINITY_DN118438_c0_g1_i1	FC1	male	-0.982196125	meanmale
TRINITY_DN118452_c0_g1_i2	FC1	male	9.635657862	meanmale
TRINITY_DN118456_c0_g3_i1	FC1	male	3.512439103	meanmale
TRINITY_DN118472_c0_g1_i1	FC1	male	6.252582849	meanmale
TRINITY_DN118476_c0_g1_i2	FC1	male	1.805939456	meanmale
TRINITY_DN118477_c1_g1_i1	FC1	male	3.63119962	meanmale
TRINITY_DN118493_c0_g1_i1	FC1	male	2.615134438	meanmale
TRINITY_DN118533_c0_g1_i1	FC1	male	2.195571225	meanmale
TRINITY_DN118544_c1_g1_i1	FC1	male	1.310645712	meanmale
TRINITY_DN118545_c0_g2_i1	FC1	male	1.31969305	meanmale
TRINITY_DN118550_c2_g1_i2	FC1	male	2.624079825	meanmale
TRINITY_DN118595_c0_g2_i1	FC1	male	-0.905030364	meanmale
TRINITY_DN118597_c0_g2_i1	FC1	male	2.070990628	meanmale
TRINITY_DN118597_c0_g3_i1	FC1	male	2.130634595	meanmale
TRINITY_DN118603_c0_g1_i1	FC1	male	1.322290223	meanmale
TRINITY_DN118683_c0_g1_i1	FC1	male	7.119476513	meanmale
TRINITY_DN118692_c0_g1_i1	FC1	male	2.839520025	meanmale
TRINITY_DN118699_c0_g1_i6	FC1	male	0.299633668	meanmale
TRINITY_DN118716_c0_g1_i1	FC1	male	0.345591066	meanmale
TRINITY_DN118728_c0_g1_i4	FC1	male	2.72270291	meanmale
TRINITY_DN118806_c0_g2_i1	FC1	male	5.046308268	meanmale
TRINITY_DN118816_c0_g1_i1	FC1	male	7.474495164	meanmale
TRINITY_DN118850_c0_g1_i1	FC1	male	5.429196664	meanmale
TRINITY_DN118858_c0_g1_i2	FC1	male	1.281300624	meanmale
TRINITY_DN118887_c0_g1_i1	FC1	male	1.467985223	meanmale
TRINITY_DN118894_c0_g2_i1	FC1	male	2.504467117	meanmale
TRINITY_DN118899_c0_g1_i1	FC1	male	2.304262451	meanmale
TRINITY_DN118921_c0_g2_i1	FC1	male	1.36154126	meanmale
TRINITY_DN118923_c1_g2_i2	FC1	male	7.75604976	meanmale
TRINITY_DN118932_c0_g1_i1	FC1	male	4.92107793	meanmale
TRINITY_DN118940_c0_g1_i1	FC1	male	-1.703699226	meanmale
TRINITY_DN118973_c0_g1_i1	FC1	male	4.407702695	meanmale
TRINITY_DN118973_c1_g1_i1	FC1	male	2.276247285	meanmale
TRINITY_DN118973_c1_g2_i1	FC1	male	2.866223898	meanmale
TRINITY_DN118976_c0_g1_i1	FC1	male	2.530875693	meanmale
TRINITY_DN118994_c0_g1_i1	FC1	male	3.635597158	meanmale
TRINITY_DN119029_c0_g1_i1	FC1	male	0.276868293	meanmale
TRINITY_DN119050_c1_g1_i1	FC1	male	2.401433888	meanmale
TRINITY_DN119101_c0_g1_i1	FC1	male	8.586593062	meanmale
TRINITY_DN119107_c1_g1_i4	FC1	male	4.517973352	meanmale
TRINITY_DN119114_c0_g1_i1	FC1	male	2.285187541	meanmale
TRINITY_DN119115_c0_g2_i1	FC1	male	1.34706849	meanmale
TRINITY_DN119127_c1_g1_i1	FC1	male	-0.456345646	meanmale
TRINITY_DN119136_c0_g1_i2	FC1	male	6.240182948	meanmale
TRINITY_DN119152_c0_g1_i4	FC1	male	3.758467284	meanmale
TRINITY_DN119155_c0_g1_i2	FC1	male	2.975083551	meanmale
TRINITY_DN119160_c0_g1_i3	FC1	male	0.885617098	meanmale
TRINITY_DN119176_c0_g1_i2	FC1	male	0.16545165	meanmale
TRINITY_DN119177_c0_g1_i4	FC1	male	0.327269921	meanmale
TRINITY_DN119181_c1_g1_i7	FC1	male	-0.988707307	meanmale
TRINITY_DN119189_c1_g1_i5	FC1	male	1.463547829	meanmale
TRINITY_DN119206_c2_g1_i3	FC1	male	3.653377715	meanmale
TRINITY_DN119216_c0_g1_i2	FC1	male	4.547319255	meanmale
TRINITY_DN119217_c1_g2_i1	FC1	male	0.509099074	meanmale
TRINITY_DN119224_c0_g1_i1	FC1	male	4.66655709	meanmale
TRINITY_DN119227_c0_g1_i4	FC1	male	0.424585373	meanmale
TRINITY_DN119254_c0_g5_i1	FC1	male	2.671559693	meanmale
TRINITY_DN119255_c0_g1_i1	FC1	male	1.887803169	meanmale
TRINITY_DN119264_c0_g1_i1	FC1	male	0.148301105	meanmale
TRINITY_DN119283_c0_g1_i2	FC1	male	0.244443598	meanmale
TRINITY_DN119304_c0_g1_i2	FC1	male	3.781812106	meanmale
TRINITY_DN119306_c0_g1_i2	FC1	male	1.728846177	meanmale
TRINITY_DN119308_c0_g2_i1	FC1	male	-0.162679579	meanmale
TRINITY_DN119319_c0_g1_i2	FC1	male	1.268833389	meanmale
TRINITY_DN119352_c0_g2_i1	FC1	male	0.078135787	meanmale
TRINITY_DN119379_c0_g1_i1	FC1	male	5.273993825	meanmale
TRINITY_DN119399_c0_g1_i1	FC1	male	6.198185143	meanmale
TRINITY_DN119407_c0_g2_i1	FC1	male	4.853936582	meanmale
TRINITY_DN119408_c2_g1_i1	FC1	male	3.940432324	meanmale
TRINITY_DN119432_c0_g1_i1	FC1	male	2.872434026	meanmale
TRINITY_DN119441_c0_g1_i1	FC1	male	1.275654483	meanmale
TRINITY_DN119446_c0_g1_i3	FC1	male	5.795635156	meanmale
TRINITY_DN119453_c0_g1_i1	FC1	male	7.864499766	meanmale
TRINITY_DN119463_c0_g1_i1	FC1	male	0.945485827	meanmale
TRINITY_DN119470_c0_g1_i1	FC1	male	1.448952641	meanmale
TRINITY_DN119481_c0_g1_i4	FC1	male	3.411828033	meanmale
TRINITY_DN119518_c0_g1_i1	FC1	male	5.503393028	meanmale
TRINITY_DN119529_c1_g1_i1	FC1	male	7.219239952	meanmale
TRINITY_DN119535_c0_g1_i1	FC1	male	4.85040975	meanmale
TRINITY_DN119547_c0_g1_i1	FC1	male	2.887312749	meanmale
TRINITY_DN119561_c0_g1_i1	FC1	male	5.951375014	meanmale
TRINITY_DN119563_c0_g1_i2	FC1	male	2.631795502	meanmale
TRINITY_DN119578_c0_g1_i1	FC1	male	6.102989935	meanmale
TRINITY_DN119578_c1_g1_i1	FC1	male	4.708310513	meanmale
TRINITY_DN119586_c0_g3_i1	FC1	male	2.389219396	meanmale
TRINITY_DN119588_c0_g1_i1	FC1	male	2.583912046	meanmale
TRINITY_DN119594_c0_g1_i1	FC1	male	7.302575573	meanmale
TRINITY_DN119634_c0_g1_i1	FC1	male	0.444998935	meanmale
TRINITY_DN119635_c0_g1_i3	FC1	male	9.413081663	meanmale
TRINITY_DN119653_c0_g2_i1	FC1	male	1.610302529	meanmale
TRINITY_DN119656_c0_g1_i2	FC1	male	2.74202284	meanmale
TRINITY_DN119663_c0_g1_i1	FC1	male	4.706174748	meanmale
TRINITY_DN119665_c0_g1_i1	FC1	male	1.82096747	meanmale
TRINITY_DN119668_c0_g1_i3	FC1	male	11.18667159	meanmale
TRINITY_DN119675_c0_g1_i1	FC1	male	2.396422695	meanmale
TRINITY_DN119688_c0_g1_i1	FC1	male	0.861713592	meanmale
TRINITY_DN119692_c0_g1_i1	FC1	male	1.729623116	meanmale
TRINITY_DN119706_c0_g1_i2	FC1	male	3.006614528	meanmale
TRINITY_DN119708_c0_g2_i4	FC1	male	4.671870979	meanmale
TRINITY_DN119712_c0_g1_i2	FC1	male	1.03798242	meanmale
TRINITY_DN119721_c1_g1_i2	FC1	male	4.506556403	meanmale
TRINITY_DN119726_c0_g1_i1	FC1	male	5.247886143	meanmale
TRINITY_DN119744_c0_g1_i1	FC1	male	2.910655203	meanmale
TRINITY_DN119755_c0_g1_i2	FC1	male	3.135134835	meanmale
TRINITY_DN119772_c0_g1_i4	FC1	male	0.992291089	meanmale
TRINITY_DN119773_c0_g1_i1	FC1	male	4.429700901	meanmale
TRINITY_DN119773_c0_g2_i1	FC1	male	1.437843507	meanmale
TRINITY_DN119782_c1_g1_i1	FC1	male	5.829277112	meanmale
TRINITY_DN119790_c0_g1_i1	FC1	male	0.55110888	meanmale
TRINITY_DN119797_c1_g1_i1	FC1	male	2.777205104	meanmale
TRINITY_DN119800_c0_g2_i2	FC1	male	1.027967247	meanmale
TRINITY_DN119801_c0_g1_i1	FC1	male	6.928955207	meanmale
TRINITY_DN119802_c0_g1_i1	FC1	male	0.151333086	meanmale
TRINITY_DN119819_c1_g1_i1	FC1	male	0.657842438	meanmale
TRINITY_DN119822_c0_g1_i1	FC1	male	5.329282738	meanmale
TRINITY_DN119833_c0_g1_i1	FC1	male	2.114951614	meanmale
TRINITY_DN119848_c2_g1_i1	FC1	male	1.370660102	meanmale
TRINITY_DN119869_c0_g1_i1	FC1	male	6.157529468	meanmale
TRINITY_DN119887_c0_g1_i2	FC1	male	4.504454831	meanmale
TRINITY_DN119888_c0_g1_i1	FC1	male	1.592681913	meanmale
TRINITY_DN119895_c1_g1_i1	FC1	male	4.375139357	meanmale
TRINITY_DN119898_c1_g1_i2	FC1	male	4.785850797	meanmale
TRINITY_DN119911_c3_g1_i1	FC1	male	-1.184890765	meanmale
TRINITY_DN119913_c1_g1_i3	FC1	male	2.087345125	meanmale
TRINITY_DN119920_c0_g1_i1	FC1	male	0.967467167	meanmale
TRINITY_DN119925_c1_g1_i1	FC1	male	0.505948122	meanmale
TRINITY_DN119938_c1_g2_i1	FC1	male	-0.237016453	meanmale
TRINITY_DN119940_c2_g4_i3	FC1	male	2.176570915	meanmale
TRINITY_DN119965_c0_g1_i1	FC1	male	0.890469661	meanmale
TRINITY_DN119972_c0_g1_i1	FC1	male	3.579118161	meanmale
TRINITY_DN119976_c0_g1_i4	FC1	male	2.365564358	meanmale
TRINITY_DN119986_c0_g1_i1	FC1	male	5.870555065	meanmale
TRINITY_DN120003_c1_g1_i1	FC1	male	3.332656005	meanmale
TRINITY_DN120003_c1_g5_i1	FC1	male	3.927971719	meanmale
TRINITY_DN120003_c1_g7_i2	FC1	male	3.149744554	meanmale
TRINITY_DN120010_c0_g1_i1	FC1	male	1.485505847	meanmale
TRINITY_DN120032_c0_g4_i1	FC1	male	1.82548781	meanmale
TRINITY_DN120037_c5_g1_i2	FC1	male	3.012546173	meanmale
TRINITY_DN120043_c0_g1_i1	FC1	male	1.931837551	meanmale
TRINITY_DN120044_c0_g2_i2	FC1	male	3.545661096	meanmale
TRINITY_DN120048_c0_g1_i1	FC1	male	4.309372483	meanmale
TRINITY_DN120056_c0_g1_i2	FC1	male	4.968036352	meanmale
TRINITY_DN120058_c3_g1_i3	FC1	male	2.453399196	meanmale
TRINITY_DN120080_c0_g1_i1	FC1	male	3.671911061	meanmale
TRINITY_DN120088_c0_g1_i1	FC1	male	-0.353985043	meanmale
TRINITY_DN120090_c0_g1_i1	FC1	male	4.363096666	meanmale
TRINITY_DN120101_c0_g1_i1	FC1	male	7.830425152	meanmale
TRINITY_DN120103_c0_g1_i1	FC1	male	6.682669443	meanmale
TRINITY_DN120110_c0_g1_i1	FC1	male	0.62482102	meanmale
TRINITY_DN120126_c0_g1_i8	FC1	male	4.224090401	meanmale
TRINITY_DN120135_c0_g1_i1	FC1	male	0.503526688	meanmale
TRINITY_DN120145_c0_g6_i1	FC1	male	4.603290187	meanmale
TRINITY_DN120154_c9_g2_i1	FC1	male	1.566598043	meanmale
TRINITY_DN120182_c0_g1_i4	FC1	male	6.208673554	meanmale
TRINITY_DN120194_c1_g1_i1	FC1	male	2.911570109	meanmale
TRINITY_DN120194_c1_g3_i2	FC1	male	2.465073025	meanmale
TRINITY_DN120197_c1_g2_i1	FC1	male	2.802240367	meanmale
TRINITY_DN120217_c1_g1_i1	FC1	male	3.642961904	meanmale
TRINITY_DN120250_c2_g5_i1	FC1	male	3.213856942	meanmale
TRINITY_DN120275_c2_g1_i1	FC1	male	1.203673791	meanmale
TRINITY_DN120281_c0_g2_i2	FC1	male	1.551554217	meanmale
TRINITY_DN120312_c0_g1_i1	FC1	male	0.60768082	meanmale
TRINITY_DN120319_c0_g3_i1	FC1	male	4.631558757	meanmale
TRINITY_DN120319_c0_g4_i2	FC1	male	4.312647612	meanmale
TRINITY_DN120338_c0_g1_i2	FC1	male	1.542705829	meanmale
TRINITY_DN120338_c0_g3_i1	FC1	male	1.981622179	meanmale
TRINITY_DN120342_c3_g4_i1	FC1	male	1.268692553	meanmale
TRINITY_DN120343_c0_g1_i1	FC1	male	0.412460347	meanmale
TRINITY_DN120344_c0_g2_i2	FC1	male	4.81380903	meanmale
TRINITY_DN120356_c0_g1_i2	FC1	male	3.443145573	meanmale
TRINITY_DN120363_c0_g2_i2	FC1	male	3.325328727	meanmale
TRINITY_DN120383_c0_g2_i1	FC1	male	6.981642977	meanmale
TRINITY_DN120387_c2_g5_i2	FC1	male	4.331099912	meanmale
TRINITY_DN120399_c4_g1_i1	FC1	male	0.970055206	meanmale
TRINITY_DN120406_c0_g2_i1	FC1	male	2.240911648	meanmale
TRINITY_DN120421_c0_g1_i1	FC1	male	3.687519559	meanmale
TRINITY_DN120426_c3_g1_i3	FC1	male	1.352584789	meanmale
TRINITY_DN120426_c3_g2_i2	FC1	male	1.107168499	meanmale
TRINITY_DN120431_c0_g2_i2	FC1	male	5.952424359	meanmale
TRINITY_DN120433_c0_g1_i3	FC1	male	2.38535234	meanmale
TRINITY_DN120435_c1_g1_i1	FC1	male	4.672417452	meanmale
TRINITY_DN120439_c0_g2_i2	FC1	male	4.077487621	meanmale
TRINITY_DN120439_c0_g3_i1	FC1	male	3.524416908	meanmale
TRINITY_DN120444_c2_g2_i3	FC1	male	0.217835201	meanmale
TRINITY_DN120472_c0_g2_i1	FC1	male	-0.253195527	meanmale
TRINITY_DN120484_c0_g1_i1	FC1	male	1.562999298	meanmale
TRINITY_DN120512_c3_g3_i1	FC1	male	3.553423737	meanmale
TRINITY_DN120527_c0_g1_i1	FC1	male	2.491357388	meanmale
TRINITY_DN120528_c0_g1_i2	FC1	male	-0.299669937	meanmale
TRINITY_DN120533_c0_g4_i1	FC1	male	1.374019951	meanmale
TRINITY_DN120539_c0_g1_i1	FC1	male	1.295281436	meanmale
TRINITY_DN120559_c0_g2_i1	FC1	male	0.139736731	meanmale
TRINITY_DN120578_c0_g1_i1	FC1	male	0.447078069	meanmale
TRINITY_DN120579_c0_g2_i2	FC1	male	6.703752644	meanmale
TRINITY_DN120582_c1_g2_i1	FC1	male	11.84586784	meanmale
TRINITY_DN120592_c0_g2_i3	FC1	male	2.113568084	meanmale
TRINITY_DN120602_c1_g2_i1	FC1	male	3.00964528	meanmale
TRINITY_DN120608_c2_g7_i1	FC1	male	2.146810547	meanmale
TRINITY_DN120624_c0_g3_i6	FC1	male	-0.791651051	meanmale
TRINITY_DN120629_c2_g4_i6	FC1	male	4.714009352	meanmale
TRINITY_DN120631_c0_g2_i2	FC1	male	4.445237936	meanmale
TRINITY_DN120634_c0_g2_i1	FC1	male	3.446020658	meanmale
TRINITY_DN120657_c0_g1_i5	FC1	male	3.560642348	meanmale
TRINITY_DN120661_c1_g1_i2	FC1	male	4.046193755	meanmale
TRINITY_DN120661_c1_g2_i4	FC1	male	3.692155735	meanmale
TRINITY_DN120684_c0_g1_i4	FC1	male	4.339189438	meanmale
