gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY
TRINITY_DN100323_c0_g3_i1	-6.197179162	5	female	NA
TRINITY_DN124628_c0_g1_i1	-6.195202234	5	female	-3.135489505
TRINITY_DN115204_c0_g3_i1	-6.193757449	5	female	NA
TRINITY_DN193723_c0_g1_i1	-6.182939495	5	female	NA
TRINITY_DN120525_c1_g1_i6	-6.167491567	5	female	-2.888549366
TRINITY_DN115540_c0_g1_i5	-6.165325083	5	female	NA
TRINITY_DN120801_c0_g1_i2	-6.150124279	5	female	NA
TRINITY_DN126907_c4_g9_i1	-6.145602069	5	female	NA
TRINITY_DN124649_c0_g1_i1	-6.145498071	5	female	1.969825897
TRINITY_DN122072_c1_g1_i1	-6.142842141	5	female	-0.846283932
TRINITY_DN121347_c0_g1_i2	-6.107795805	5	female	-1.569272515
TRINITY_DN113614_c0_g1_i2	-6.091391934	5	female	-0.495670934
TRINITY_DN106674_c0_g1_i1	-6.082526631	5	female	NA
TRINITY_DN126214_c1_g1_i4	-6.078993193	5	female	NA
TRINITY_DN130941_c3_g2_i1	-6.078339475	5	female	0.574359427
TRINITY_DN124791_c0_g1_i1	-6.074725948	5	female	NA
TRINITY_DN122658_c0_g1_i4	-6.069932576	5	female	-0.737367041
TRINITY_DN97494_c0_g1_i1	-6.065537775	5	female	NA
TRINITY_DN111203_c1_g1_i1	-6.045224072	5	female	-3.615497295
TRINITY_DN112287_c0_g1_i1	-6.04410602	5	female	-0.855893373
TRINITY_DN131905_c3_g2_i1	-6.030788884	5	female	-1.604772798
TRINITY_DN109883_c0_g1_i1	-6.02006484	5	female	NA
TRINITY_DN89169_c0_g1_i1	-6.017455675	5	female	NA
TRINITY_DN111232_c1_g1_i1	-6.010008288	5	female	-0.02864252
TRINITY_DN92166_c0_g1_i1	-5.993116498	5	female	NA
TRINITY_DN98982_c0_g2_i1	-5.968312574	5	female	NA
TRINITY_DN116607_c0_g1_i1	-5.958436903	5	female	-1.113567338
TRINITY_DN134769_c2_g2_i3	-5.948539595	5	female	-0.68468224
TRINITY_DN115294_c0_g1_i4	-5.943056905	5	female	-2.5955342
TRINITY_DN121862_c1_g1_i1	-5.9419966	5	female	-1.268820672
TRINITY_DN131905_c3_g3_i7	-5.926942467	5	female	-2.077701993
TRINITY_DN123835_c0_g1_i1	-5.926443355	5	female	-2.076122015
TRINITY_DN125009_c0_g1_i1	-5.923560969	5	female	-0.95242791
TRINITY_DN96859_c0_g2_i1	-5.91090381	5	female	NA
TRINITY_DN124826_c0_g1_i1	-5.910186399	5	female	NA
TRINITY_DN111512_c0_g1_i1	-5.905871698	5	female	NA
TRINITY_DN29096_c0_g1_i1	-5.904520223	5	female	NA
TRINITY_DN108052_c0_g1_i1	-5.903093829	5	female	NA
TRINITY_DN97494_c0_g3_i1	-5.893986999	5	female	NA
TRINITY_DN119122_c0_g1_i3	-5.892164338	5	female	2.385275751
TRINITY_DN101072_c0_g2_i2	-5.891858286	5	female	4.414977818
TRINITY_DN132754_c0_g1_i1	-5.882915756	5	female	NA
TRINITY_DN132237_c1_g3_i2	-5.860722233	5	female	NA
TRINITY_DN126410_c3_g2_i1	-5.85947108	5	female	NA
TRINITY_DN124685_c0_g2_i1	-5.857290032	5	female	-1.66229817
TRINITY_DN127176_c3_g2_i1	-5.852474434	5	female	-2.716906628
TRINITY_DN138660_c0_g1_i1	-5.851839403	5	female	NA
TRINITY_DN113308_c0_g1_i2	-5.85097642	5	female	1.500510194
TRINITY_DN122708_c1_g6_i3	-5.846140201	5	female	0.766332413
TRINITY_DN130090_c6_g1_i1	-5.844741356	5	female	-3.021381611
TRINITY_DN125956_c4_g4_i3	-5.843149567	5	female	NA
TRINITY_DN127481_c0_g2_i1	-5.842898251	5	female	-2.224836995
TRINITY_DN121284_c0_g1_i2	-5.839172648	5	female	-1.064581851
TRINITY_DN109253_c0_g1_i1	-5.838673841	5	female	NA
TRINITY_DN133747_c0_g4_i1	-5.835852782	5	female	NA
TRINITY_DN109050_c0_g1_i1	-5.823206272	5	female	NA
TRINITY_DN133585_c11_g1_i1	-5.822750159	5	female	NA
TRINITY_DN136529_c1_g2_i1	-5.818891986	5	female	3.042396394
TRINITY_DN208554_c0_g1_i1	-5.807088244	5	female	2.654860978
TRINITY_DN128175_c8_g1_i1	-5.788209734	5	female	NA
TRINITY_DN125497_c0_g2_i1	-5.785693644	5	female	NA
TRINITY_DN95688_c0_g1_i1	-5.777852292	5	female	NA
TRINITY_DN132359_c3_g3_i1	-5.764861165	5	female	NA
TRINITY_DN128946_c0_g2_i6	-5.761713091	5	female	NA
TRINITY_DN124453_c0_g1_i4	-5.757478775	5	female	-1.639531374
TRINITY_DN116961_c0_g1_i1	-5.745151836	5	female	2.834229663
TRINITY_DN159629_c0_g1_i1	-5.739737599	5	female	NA
TRINITY_DN113319_c0_g1_i2	-5.738132371	5	female	NA
TRINITY_DN128175_c8_g5_i1	-5.735914108	5	female	NA
TRINITY_DN128077_c1_g1_i8	-5.728719345	5	female	NA
TRINITY_DN131810_c3_g8_i1	-5.715119699	5	female	NA
TRINITY_DN133387_c1_g5_i6	-5.705860354	5	female	-1.675620365
TRINITY_DN164909_c0_g1_i1	-5.701192841	5	female	2.405252747
TRINITY_DN171470_c0_g1_i1	-5.698821231	5	female	NA
TRINITY_DN107134_c0_g1_i2	-5.696890383	5	female	NA
TRINITY_DN132876_c2_g4_i1	-5.696249734	5	female	3.413808974
TRINITY_DN128960_c2_g2_i7	-5.695604477	5	female	-3.401903657
TRINITY_DN127929_c1_g1_i2	-5.694857004	5	female	3.205365772
TRINITY_DN132429_c0_g3_i7	-5.687278852	5	female	-2.204805532
TRINITY_DN106366_c0_g4_i1	-5.68569209	5	female	-0.646440015
TRINITY_DN121134_c1_g1_i6	-5.679850992	5	female	2.068943444
TRINITY_DN115534_c0_g1_i1	-5.677396463	5	female	NA
TRINITY_DN118644_c0_g1_i1	-5.655909433	5	female	NA
TRINITY_DN118639_c1_g2_i1	-5.640573819	5	female	NA
TRINITY_DN96625_c0_g1_i1	-5.63386167	5	female	NA
TRINITY_DN133440_c0_g2_i2	-5.604975425	5	female	0.583772886
TRINITY_DN128906_c5_g1_i2	-5.599581324	5	female	NA
TRINITY_DN120535_c1_g1_i5	-5.585462415	5	female	1.53765473
TRINITY_DN122021_c2_g12_i1	-5.576007738	5	female	NA
TRINITY_DN124131_c8_g4_i2	-5.568611655	5	female	NA
TRINITY_DN113538_c0_g1_i1	-5.567182238	5	female	1.158577097
TRINITY_DN129466_c1_g3_i1	-5.565714144	5	female	0.437980899
TRINITY_DN129287_c3_g2_i2	-5.55832131	5	female	NA
TRINITY_DN131777_c4_g6_i1	-5.551153969	5	female	NA
TRINITY_DN114688_c0_g1_i1	-5.54777705	5	female	NA
TRINITY_DN122021_c0_g2_i1	-5.546018606	5	female	-2.642429308
TRINITY_DN121234_c1_g1_i3	-5.542962674	5	female	-0.180070625
TRINITY_DN132624_c0_g5_i1	-5.542321547	5	female	NA
TRINITY_DN119475_c1_g2_i1	-5.541137955	5	female	2.518043046
TRINITY_DN130060_c4_g2_i1	-5.53865148	5	female	NA
TRINITY_DN111471_c0_g1_i2	-5.53509095	5	female	NA
TRINITY_DN116828_c0_g1_i1	-5.526270559	5	female	-0.658908023
TRINITY_DN133256_c3_g11_i2	-5.526089045	5	female	3.04827156
TRINITY_DN132153_c4_g2_i1	-5.508421102	5	female	NA
TRINITY_DN130378_c8_g3_i1	-5.505652761	5	female	NA
TRINITY_DN110734_c0_g1_i1	-5.499796348	5	female	-2.681165024
TRINITY_DN92629_c0_g3_i1	-5.49411567	5	female	NA
TRINITY_DN126281_c5_g1_i4	-5.490391535	5	female	0.063920007
TRINITY_DN87391_c0_g2_i1	-5.486841652	5	female	NA
TRINITY_DN113738_c0_g2_i6	-5.47813068	5	female	-1.047642742
TRINITY_DN118729_c0_g1_i1	-5.471594785	5	female	NA
TRINITY_DN57905_c0_g2_i1	-5.47117383	5	female	NA
TRINITY_DN113183_c0_g1_i2	-5.47020021	5	female	5.432175708
TRINITY_DN112272_c0_g1_i1	-5.469405574	5	female	-0.171866565
TRINITY_DN127805_c5_g1_i2	-5.467269258	5	female	-2.337847176
TRINITY_DN132624_c0_g1_i1	-5.46545864	5	female	NA
TRINITY_DN119995_c0_g1_i3	-5.463643406	5	female	NA
TRINITY_DN130591_c1_g6_i2	-5.462859361	5	female	-2.744839043
TRINITY_DN23385_c0_g2_i1	-5.460156389	5	female	0.585497549
TRINITY_DN124385_c0_g1_i1	-5.447323031	5	female	NA
TRINITY_DN43625_c0_g2_i1	-5.44581887	5	female	NA
TRINITY_DN134498_c1_g3_i1	-5.444964033	5	female	NA
TRINITY_DN132580_c2_g1_i1	-5.414129191	5	female	NA
TRINITY_DN123809_c0_g1_i2	-5.40736047	5	female	NA
TRINITY_DN128331_c2_g1_i1	-5.402303809	5	female	1.032510692
TRINITY_DN126932_c0_g1_i10	-5.397640127	5	female	-1.402077803
TRINITY_DN115297_c0_g1_i2	-5.39754008	5	female	-1.189532452
TRINITY_DN97717_c0_g2_i1	-5.376225115	5	female	NA
TRINITY_DN116845_c0_g1_i1	-5.370634217	5	female	0.471741006
TRINITY_DN107748_c0_g3_i1	-5.369390281	5	female	NA
TRINITY_DN130037_c1_g4_i6	-5.368751069	5	female	-1.628203939
TRINITY_DN214148_c0_g1_i1	-5.364914438	5	female	-0.593230939
TRINITY_DN127458_c0_g3_i2	-5.359163824	5	female	-0.097231967
TRINITY_DN127350_c2_g1_i1	-5.346034136	5	female	NA
TRINITY_DN102868_c0_g1_i4	-5.344742018	5	female	NA
TRINITY_DN129950_c0_g1_i1	-5.334288405	5	female	-2.842392923
TRINITY_DN13889_c0_g1_i1	-5.332823745	5	female	-0.247351386
TRINITY_DN118445_c0_g1_i3	-5.331358224	5	female	0.004002145
TRINITY_DN120074_c1_g2_i1	-5.323831026	5	female	NA
TRINITY_DN118204_c0_g2_i3	-5.323372646	5	female	NA
TRINITY_DN82026_c0_g1_i1	-5.323131632	5	female	NA
TRINITY_DN132360_c0_g3_i2	-5.313860387	5	female	NA
TRINITY_DN96806_c0_g2_i1	-5.311768984	5	female	-2.404986452
TRINITY_DN119447_c0_g1_i2	-5.302101076	5	female	NA
TRINITY_DN123405_c0_g1_i1	-5.300404829	5	female	NA
TRINITY_DN127961_c1_g13_i1	-5.299304134	5	female	NA
TRINITY_DN98655_c0_g1_i1	-5.293066236	5	female	1.007493316
TRINITY_DN121732_c0_g1_i1	-5.280747056	5	female	-1.427625923
TRINITY_DN130083_c0_g1_i1	-5.277199913	5	female	NA
TRINITY_DN115228_c0_g1_i1	-5.270541746	5	female	-2.629498813
TRINITY_DN118179_c0_g1_i1	-5.26447468	5	female	-1.424350565
TRINITY_DN98355_c0_g1_i1	-5.264241075	5	female	NA
TRINITY_DN130482_c0_g1_i4	-5.254062585	5	female	-0.270976074
TRINITY_DN43625_c0_g1_i1	-5.246164398	5	female	2.757877551
TRINITY_DN125443_c0_g2_i1	-5.243271127	5	female	NA
TRINITY_DN126408_c2_g1_i1	-5.233661636	5	female	-4.051014153
TRINITY_DN120000_c0_g1_i1	-5.214895559	5	female	-0.433392379
TRINITY_DN79303_c0_g1_i1	-5.213792191	5	female	NA
TRINITY_DN135842_c7_g1_i1	-5.213730222	5	female	NA
TRINITY_DN115649_c0_g1_i2	-5.199981597	5	female	NA
TRINITY_DN152314_c0_g1_i1	-5.196412349	5	female	NA
TRINITY_DN136556_c12_g2_i1	-5.189938206	5	female	NA
TRINITY_DN120550_c0_g2_i1	-5.183545425	5	female	-2.224613461
TRINITY_DN128968_c0_g1_i3	-5.183295823	5	female	-2.089263691
TRINITY_DN79145_c1_g1_i1	-5.178592651	5	female	NA
TRINITY_DN116783_c0_g3_i4	-5.177783211	5	female	-0.892438508
TRINITY_DN120412_c0_g1_i2	-5.169917312	5	female	1.228849251
TRINITY_DN198609_c0_g2_i1	-5.16129264	5	female	NA
TRINITY_DN98838_c0_g1_i2	-5.158754438	5	female	-0.094785716
TRINITY_DN104496_c0_g2_i1	-5.154043702	5	female	-3.631799319
TRINITY_DN123633_c0_g1_i1	-5.1499522	5	female	-3.675396348
TRINITY_DN120473_c0_g1_i2	-5.146783824	5	female	1.301301001
TRINITY_DN125333_c0_g1_i1	-5.140661183	5	female	1.766311711
TRINITY_DN120453_c0_g1_i1	-5.136439258	5	female	-2.666706298
TRINITY_DN85329_c0_g1_i1	-5.126283591	5	female	NA
TRINITY_DN122073_c0_g2_i6	-5.124719253	5	female	0.41972404
TRINITY_DN121083_c0_g1_i2	-5.099260603	5	female	NA
TRINITY_DN124055_c0_g1_i1	-5.099019693	5	female	NA
TRINITY_DN120812_c0_g1_i2	-5.096299527	5	female	NA
TRINITY_DN128427_c0_g2_i2	-5.085309784	5	female	0.375097368
TRINITY_DN130368_c5_g2_i1	-5.078155383	5	female	-0.217855385
TRINITY_DN123537_c0_g3_i1	-5.071666604	5	female	NA
TRINITY_DN106366_c0_g5_i1	-5.069764019	5	female	1.332270028
TRINITY_DN131591_c3_g2_i1	-5.065318644	5	female	1.639593753
TRINITY_DN101592_c0_g2_i1	-5.063148526	5	female	NA
TRINITY_DN120873_c2_g2_i1	-5.052631016	5	female	-0.537147059
TRINITY_DN119683_c0_g1_i1	-5.048997418	5	female	NA
TRINITY_DN122167_c0_g1_i8	-5.04264359	5	female	3.757081321
TRINITY_DN123123_c2_g1_i6	-5.038608137	5	female	-0.085649952
TRINITY_DN131183_c0_g1_i4	-5.037275364	5	female	0.226185746
TRINITY_DN136034_c0_g2_i1	-5.034518091	5	female	0.018626555
TRINITY_DN111820_c0_g1_i5	-5.029044963	5	female	0.153518327
TRINITY_DN115323_c1_g1_i1	-5.024281697	5	female	0.263839321
TRINITY_DN127907_c0_g1_i4	-5.019475161	5	female	-0.839886888
TRINITY_DN127481_c0_g1_i3	-5.008295645	5	female	-2.373139791
TRINITY_DN125104_c0_g8_i5	-4.996571793	3	female	1.133579215
TRINITY_DN112598_c0_g2_i1	-4.988382004	3	female	3.199961323
TRINITY_DN71765_c0_g1_i2	-4.973350987	3	female	NA
TRINITY_DN135986_c0_g2_i1	-4.972265292	3	female	0.112331604
TRINITY_DN114443_c0_g1_i1	-4.959791819	3	female	-0.713689426
TRINITY_DN129954_c3_g1_i1	-4.955043699	3	female	NA
TRINITY_DN129609_c0_g2_i1	-4.9523674	3	female	-1.666669123
TRINITY_DN124703_c0_g1_i1	-4.948236391	3	female	-2.356635125
TRINITY_DN129121_c4_g14_i1	-4.947940971	3	female	NA
TRINITY_DN130965_c1_g1_i1	-4.942360867	3	female	NA
TRINITY_DN103900_c0_g2_i1	-4.939653176	3	female	NA
TRINITY_DN116220_c0_g1_i1	-4.939349896	3	female	NA
TRINITY_DN118251_c0_g1_i4	-4.938773813	3	female	-1.965864811
TRINITY_DN131645_c7_g1_i3	-4.936138633	3	female	-3.543991766
TRINITY_DN124854_c0_g1_i5	-4.932028774	3	female	0.460186233
TRINITY_DN129378_c1_g1_i1	-4.931108758	3	female	NA
TRINITY_DN127328_c1_g4_i6	-4.930580162	3	female	2.847167506
TRINITY_DN132592_c1_g1_i3	-4.929494615	3	female	NA
TRINITY_DN109929_c0_g1_i1	-4.927081209	3	female	2.979320216
TRINITY_DN132005_c0_g3_i2	-4.911407947	3	female	-2.390255093
TRINITY_DN44990_c0_g1_i1	-4.906310054	3	female	NA
TRINITY_DN123922_c0_g1_i1	-4.904289757	3	female	-3.070403916
TRINITY_DN128560_c0_g1_i1	-4.896992053	3	female	0.318357951
TRINITY_DN89374_c0_g2_i1	-4.873154942	3	female	1.454903116
TRINITY_DN127319_c1_g1_i1	-4.872302848	3	female	-2.047621241
TRINITY_DN134591_c2_g1_i2	-4.848702752	3	female	-0.786000306
TRINITY_DN122021_c0_g1_i1	-4.832291706	3	female	NA
TRINITY_DN129291_c3_g4_i1	-4.832175749	3	female	NA
TRINITY_DN129650_c4_g1_i1	-4.832002362	3	female	-0.676233388
TRINITY_DN123951_c0_g1_i1	-4.828193171	3	female	-0.851297274
TRINITY_DN183312_c0_g1_i1	-4.824856461	3	female	NA
TRINITY_DN96472_c0_g1_i1	-4.811346276	3	female	NA
TRINITY_DN119921_c0_g1_i3	-4.794057872	3	female	-2.9041699
TRINITY_DN134881_c1_g2_i1	-4.790735799	3	female	NA
TRINITY_DN134297_c1_g1_i1	-4.785092188	3	female	1.235668854
TRINITY_DN121785_c0_g2_i1	-4.779792902	3	female	-0.04361509
TRINITY_DN111316_c0_g1_i1	-4.779709903	3	female	0.811663212
TRINITY_DN127365_c2_g2_i1	-4.777849925	3	female	NA
TRINITY_DN123809_c0_g2_i2	-4.777204863	3	female	NA
TRINITY_DN112321_c0_g1_i1	-4.775321474	3	female	NA
TRINITY_DN119480_c0_g1_i1	-4.764570451	3	female	-2.775265478
TRINITY_DN140343_c0_g1_i1	-4.759838799	3	female	-2.067003653
TRINITY_DN115622_c0_g2_i1	-4.74757064	3	female	NA
TRINITY_DN44943_c0_g2_i1	-4.746593316	3	female	NA
TRINITY_DN122053_c1_g2_i1	-4.744499022	3	female	-2.773091575
TRINITY_DN116302_c0_g1_i3	-4.742485301	3	female	-1.674836761
TRINITY_DN120749_c0_g1_i3	-4.742335648	3	female	0.46222439
TRINITY_DN119962_c0_g1_i5	-4.735153718	3	female	-1.523909035
TRINITY_DN129243_c2_g1_i1	-4.732830363	3	female	0.278190293
TRINITY_DN122000_c1_g3_i2	-4.722445029	3	female	-2.1804851
TRINITY_DN117624_c0_g1_i1	-4.722304696	3	female	-1.541858962
TRINITY_DN136486_c0_g2_i1	-4.71980093	3	female	0.563037587
TRINITY_DN124978_c1_g1_i1	-4.719334048	3	female	-2.199300657
TRINITY_DN118387_c0_g3_i2	-4.71365948	3	female	1.774096007
TRINITY_DN129561_c4_g1_i11	-4.698058632	3	female	NA
TRINITY_DN165533_c0_g1_i1	-4.688211056	3	female	NA
TRINITY_DN119389_c0_g2_i4	-4.684380166	3	female	1.537749478
TRINITY_DN129730_c0_g1_i2	-4.68350617	3	female	0.026748818
TRINITY_DN121481_c0_g2_i1	-4.677812917	3	female	-3.793440558
TRINITY_DN133267_c3_g1_i2	-4.672845688	3	female	NA
TRINITY_DN96740_c0_g3_i1	-4.672617382	3	female	NA
TRINITY_DN136034_c0_g1_i4	-4.66968761	3	female	1.463906314
TRINITY_DN43691_c0_g1_i1	-4.658146576	3	female	NA
TRINITY_DN124155_c0_g1_i1	-4.654247723	3	female	-1.400989088
TRINITY_DN90684_c0_g2_i1	-4.651840447	3	female	NA
TRINITY_DN120569_c0_g1_i1	-4.64850231	3	female	0.005497234
TRINITY_DN118473_c0_g2_i1	-4.647357096	3	female	-3.935420119
TRINITY_DN114835_c0_g1_i1	-4.645834136	3	female	-2.263863023
TRINITY_DN96802_c0_g1_i1	-4.641968545	3	female	0.800696551
TRINITY_DN135966_c1_g1_i10	-4.636822027	3	female	1.860638642
TRINITY_DN135743_c0_g2_i1	-4.630544	3	female	-1.103470601
TRINITY_DN122149_c0_g1_i1	-4.628506024	3	female	-0.24190199
TRINITY_DN125277_c0_g1_i1	-4.62513311	3	female	-1.256483939
TRINITY_DN129119_c0_g2_i2	-4.620030914	3	female	-0.572434695
TRINITY_DN131258_c0_g1_i1	-4.608751176	3	female	0.980658701
TRINITY_DN123046_c0_g1_i1	-4.608226152	3	female	1.536187925
TRINITY_DN124226_c0_g1_i1	-4.606138781	3	female	-1.074176162
TRINITY_DN127706_c0_g1_i2	-4.604573483	3	female	-0.394569051
TRINITY_DN62962_c0_g2_i1	-4.603499372	3	female	0.930394452
TRINITY_DN136580_c0_g1_i1	-4.587964723	3	female	-3.992494185
TRINITY_DN133251_c3_g4_i1	-4.586538142	3	female	NA
TRINITY_DN133326_c4_g1_i2	-4.582934255	3	female	0.528194618
TRINITY_DN118155_c0_g1_i1	-4.578633612	3	female	NA
TRINITY_DN119475_c1_g1_i1	-4.578359216	3	female	NA
TRINITY_DN91592_c1_g1_i1	-4.578149302	3	female	-2.331065691
TRINITY_DN116538_c1_g3_i1	-4.577827549	3	female	NA
TRINITY_DN125468_c0_g2_i7	-4.574558442	3	female	0.212951672
TRINITY_DN127250_c1_g3_i2	-4.574423161	3	female	2.36292156
TRINITY_DN132030_c0_g1_i2	-4.572618062	3	female	-1.156904779
TRINITY_DN114909_c0_g1_i4	-4.570229736	3	female	-2.863856237
TRINITY_DN124938_c5_g4_i5	-4.568506139	3	female	-0.182804561
TRINITY_DN123695_c0_g4_i2	-4.56782734	3	female	-2.266093672
TRINITY_DN127175_c5_g3_i2	-4.565878123	3	female	1.749073072
TRINITY_DN127532_c0_g1_i2	-4.564746729	3	female	-2.594115252
TRINITY_DN116951_c0_g1_i1	-4.564503661	3	female	1.620017528
TRINITY_DN130331_c2_g1_i1	-4.56051679	3	female	-1.284858017
TRINITY_DN174417_c0_g1_i1	-4.559464408	3	female	-0.450275578
TRINITY_DN129649_c3_g1_i3	-4.55943791	3	female	0.440484921
TRINITY_DN119290_c0_g1_i1	-4.558068499	3	female	1.100339056
TRINITY_DN108717_c0_g1_i5	-4.55535968	3	female	0.003270736
TRINITY_DN122715_c2_g2_i1	-4.552412822	3	female	NA
TRINITY_DN133287_c0_g2_i1	-4.551946242	3	female	NA
TRINITY_DN122694_c0_g1_i1	-4.54926712	3	female	NA
TRINITY_DN105601_c0_g1_i1	-4.548541026	3	female	2.697711981
TRINITY_DN128335_c3_g2_i1	-4.547719154	3	female	3.318885764
TRINITY_DN123962_c3_g1_i1	-4.544458348	3	female	NA
TRINITY_DN130192_c1_g2_i1	-4.542364877	3	female	0.122091395
TRINITY_DN121089_c2_g1_i1	-4.541473105	3	female	1.315903603
TRINITY_DN134442_c2_g1_i1	-4.539073334	3	female	NA
TRINITY_DN128177_c0_g2_i1	-4.537346471	3	female	-5.197201284
TRINITY_DN114817_c0_g1_i3	-4.534760338	3	female	1.213894628
TRINITY_DN135854_c3_g3_i3	-4.534119334	3	female	-0.203345965
TRINITY_DN180723_c0_g1_i1	-4.531293216	3	female	-0.291319794
TRINITY_DN81206_c0_g1_i1	-4.528140009	3	female	NA
TRINITY_DN114768_c0_g1_i1	-4.524181651	3	female	0.273792213
TRINITY_DN202968_c0_g1_i1	-4.519457839	3	female	NA
TRINITY_DN126597_c0_g1_i2	-4.519027382	3	female	NA
TRINITY_DN116561_c0_g1_i1	-4.510325135	3	female	NA
TRINITY_DN121505_c1_g3_i1	-4.503700865	3	female	1.41734004
TRINITY_DN116451_c0_g2_i3	-4.502241591	3	female	1.689420805
TRINITY_DN116397_c0_g1_i1	-4.496514839	3	female	NA
TRINITY_DN119209_c1_g2_i1	-4.494376069	3	female	3.223883791
TRINITY_DN127328_c1_g5_i1	-4.494182631	3	female	0.344880603
TRINITY_DN129127_c10_g1_i1	-4.489403369	3	female	-2.225039015
TRINITY_DN88281_c0_g1_i1	-4.485880591	3	female	-4.322871333
TRINITY_DN102628_c0_g1_i1	-4.485673367	3	female	-1.096731738
TRINITY_DN130983_c0_g5_i1	-4.482779805	3	female	1.815324578
TRINITY_DN136330_c1_g1_i2	-4.476488571	3	female	3.578625079
TRINITY_DN123935_c0_g2_i1	-4.474573343	3	female	-0.908839479
TRINITY_DN103100_c0_g1_i1	-4.464369502	3	female	NA
TRINITY_DN111594_c0_g1_i2	-4.461614353	3	female	2.433563057
TRINITY_DN106873_c0_g1_i2	-4.461288864	3	female	2.75764968
TRINITY_DN117099_c0_g2_i1	-4.458151363	3	female	-0.492823393
TRINITY_DN117861_c0_g2_i2	-4.456614838	3	female	-0.56281063
TRINITY_DN120485_c1_g3_i1	-4.455225459	3	female	-1.327595128
TRINITY_DN110052_c0_g1_i1	-4.45423739	3	female	-1.963829312
TRINITY_DN119494_c0_g1_i1	-4.448778827	3	female	2.799729556
TRINITY_DN123236_c2_g8_i2	-4.444935311	3	female	1.330450629
TRINITY_DN125252_c4_g6_i1	-4.442244792	3	female	0.959382329
TRINITY_DN126256_c6_g2_i1	-4.430637147	3	female	-0.27950238
TRINITY_DN120896_c0_g2_i1	-4.424903278	3	female	NA
TRINITY_DN125613_c5_g1_i1	-4.421641018	3	female	NA
TRINITY_DN134164_c0_g1_i1	-4.420065356	3	female	NA
TRINITY_DN125586_c2_g1_i4	-4.419684842	3	female	2.49947482
TRINITY_DN131492_c6_g1_i2	-4.419468136	3	female	5.552603727
TRINITY_DN112306_c0_g1_i1	-4.419113087	3	female	0.811111415
TRINITY_DN18661_c0_g1_i1	-4.418128045	3	female	NA
TRINITY_DN118691_c0_g1_i1	-4.417051057	3	female	-0.83475351
TRINITY_DN125389_c0_g3_i1	-4.413872059	3	female	NA
TRINITY_DN135969_c1_g1_i1	-4.409891985	3	female	-1.018182047
TRINITY_DN103653_c0_g1_i1	-4.404281168	3	female	NA
TRINITY_DN61677_c0_g1_i1	-4.402232057	3	female	NA
TRINITY_DN116915_c0_g1_i3	-4.396829548	3	female	0.154747437
TRINITY_DN136321_c2_g3_i3	-4.396779801	3	female	0.306482991
TRINITY_DN132538_c0_g2_i4	-4.393877931	3	female	-2.619218252
TRINITY_DN128272_c3_g2_i1	-4.389450368	3	female	NA
TRINITY_DN130781_c3_g1_i1	-4.386682731	3	female	-2.177781763
TRINITY_DN119419_c0_g2_i1	-4.385242368	3	female	-1.480692132
TRINITY_DN125712_c6_g6_i2	-4.382398178	3	female	-0.896596695
TRINITY_DN133996_c3_g8_i2	-4.379724962	3	female	0.600997202
TRINITY_DN122558_c2_g3_i1	-4.374912297	3	female	NA
TRINITY_DN133622_c0_g1_i6	-4.368927025	3	female	-0.14838843
TRINITY_DN129784_c1_g7_i1	-4.366857997	3	female	0.219174586
TRINITY_DN125604_c3_g3_i3	-4.36387962	3	female	-0.320551621
TRINITY_DN96740_c0_g1_i2	-4.359537333	3	female	NA
TRINITY_DN127513_c0_g1_i1	-4.356809445	3	female	0.896141108
TRINITY_DN130830_c0_g2_i1	-4.35438632	3	female	NA
TRINITY_DN122315_c2_g2_i3	-4.353998984	3	female	-0.012773044
TRINITY_DN126029_c0_g1_i2	-4.351469832	3	female	-1.481201743
TRINITY_DN119608_c0_g2_i1	-4.346174159	3	female	-2.806437989
TRINITY_DN127135_c1_g1_i2	-4.345447445	3	female	0.122188911
TRINITY_DN92997_c0_g2_i1	-4.339451246	3	female	NA
TRINITY_DN127474_c0_g1_i3	-4.334279559	3	female	1.998597457
TRINITY_DN118083_c0_g1_i1	-4.332340899	3	female	NA
TRINITY_DN99366_c0_g2_i1	-4.330905712	3	female	NA
TRINITY_DN126439_c0_g1_i1	-4.330855428	3	female	1.249989561
TRINITY_DN125710_c0_g2_i2	-4.330777227	3	female	1.178285314
TRINITY_DN123999_c6_g2_i3	-4.325268881	3	female	-1.048855199
TRINITY_DN129848_c0_g1_i1	-4.324745472	3	female	-3.522742994
TRINITY_DN132497_c3_g1_i1	-4.324594569	3	female	NA
TRINITY_DN93006_c0_g2_i1	-4.324087761	3	female	NA
TRINITY_DN126066_c2_g1_i1	-4.322848337	3	female	-3.407369513
TRINITY_DN96956_c0_g1_i1	-4.321897652	3	female	NA
TRINITY_DN130848_c0_g1_i4	-4.321580399	3	female	1.675865158
TRINITY_DN117075_c0_g1_i1	-4.316265418	3	female	1.357916404
TRINITY_DN127202_c3_g6_i1	-4.315671466	3	female	-1.268364128
TRINITY_DN132228_c1_g8_i1	-4.311571151	3	female	NA
TRINITY_DN115374_c0_g3_i1	-4.309782162	3	female	NA
TRINITY_DN158987_c0_g1_i1	-4.308603752	3	female	NA
TRINITY_DN111971_c0_g1_i1	-4.305774389	3	female	NA
TRINITY_DN132489_c2_g3_i3	-4.304927967	3	female	NA
