gid	log2RPKM	sex	cutoff
TRINITY_DN128313_c5_g2_i1	8.407539084	meanmale	FC1
TRINITY_DN129004_c0_g3_i2	3.805861663	meanmale	FC1
TRINITY_DN129671_c1_g5_i2	4.086997505	meanmale	FC1
TRINITY_DN136373_c4_g8_i1	5.978451066	meanmale	FC1
TRINITY_DN127528_c0_g1_i2	6.202166814	meanmale	FC1
TRINITY_DN131972_c3_g4_i3	4.338775487	meanmale	FC1
TRINITY_DN130034_c2_g2_i1	5.663993062	meanmale	FC1
TRINITY_DN134026_c0_g2_i6	6.956257728	meanmale	FC1
TRINITY_DN134836_c4_g1_i1	0.949935624	meanmale	FC1
TRINITY_DN132814_c0_g1_i5	2.946542758	meanmale	FC1
TRINITY_DN136339_c3_g3_i1	6.090928375	meanmale	FC1
TRINITY_DN133949_c2_g3_i2	4.33251716	meanmale	FC1
TRINITY_DN126419_c5_g1_i1	5.736913467	meanmale	FC1
TRINITY_DN125398_c5_g2_i1	3.555728851	meanmale	FC1
TRINITY_DN129034_c7_g7_i3	2.269789152	meanmale	FC1
TRINITY_DN124099_c3_g1_i1	2.195497086	meanmale	FC1
TRINITY_DN122177_c1_g1_i1	0.299111126	meanmale	FC1
TRINITY_DN131510_c9_g1_i1	7.697340935	meanmale	FC1
TRINITY_DN135719_c0_g2_i1	1.927582596	meanmale	FC1
TRINITY_DN125867_c6_g4_i1	3.516676608	meanmale	FC1
TRINITY_DN134409_c0_g6_i1	6.324947333	meanmale	FC1
TRINITY_DN76422_c0_g1_i1	4.309840258	meanmale	FC1
TRINITY_DN119634_c0_g1_i1	0.680498385	meanmale	FC1
TRINITY_DN119592_c2_g1_i2	2.201112881	meanmale	FC1
TRINITY_DN121093_c3_g5_i3	3.126322393	meanmale	FC1
TRINITY_DN129329_c6_g2_i1	5.234595117	meanmale	FC1
TRINITY_DN135396_c1_g2_i2	3.982149355	meanmale	FC1
TRINITY_DN61744_c0_g2_i1	2.625719531	meanmale	FC1
TRINITY_DN101728_c0_g2_i1	6.20294464	meanmale	FC1
TRINITY_DN118227_c0_g1_i2	1.412452621	meanmale	FC1
TRINITY_DN108376_c0_g1_i4	1.756175577	meanmale	FC1
TRINITY_DN125138_c7_g3_i10	3.126526842	meanmale	FC1
TRINITY_DN128644_c0_g2_i5	3.274903466	meanmale	FC1
TRINITY_DN125260_c4_g1_i9	3.252231807	meanmale	FC1
TRINITY_DN131314_c0_g2_i2	2.867696954	meanmale	FC1
TRINITY_DN126986_c0_g1_i1	3.382805411	meanmale	FC1
TRINITY_DN132993_c1_g1_i1	4.179216455	meanmale	FC1
TRINITY_DN126900_c0_g6_i1	3.261435278	meanmale	FC1
TRINITY_DN95761_c0_g1_i1	2.381596234	meanmale	FC1
TRINITY_DN128194_c3_g1_i3	2.238358867	meanmale	FC1
TRINITY_DN127372_c3_g2_i2	3.460332913	meanmale	FC1
TRINITY_DN119733_c1_g1_i9	4.777041547	meanmale	FC1
TRINITY_DN133143_c0_g1_i1	1.182497586	meanmale	FC1
TRINITY_DN125745_c5_g1_i4	7.212086917	meanmale	FC1
TRINITY_DN131220_c7_g1_i1	1.458754974	meanmale	FC1
TRINITY_DN125124_c5_g1_i1	4.065358508	meanmale	FC1
TRINITY_DN130898_c0_g1_i1	3.071037135	meanmale	FC1
TRINITY_DN105307_c0_g1_i1	6.878263658	meanmale	FC1
TRINITY_DN100684_c0_g3_i1	7.506579346	meanmale	FC1
TRINITY_DN134530_c9_g1_i1	7.048791996	meanmale	FC1
TRINITY_DN126268_c0_g1_i2	3.549417074	meanmale	FC1
TRINITY_DN128174_c4_g1_i1	3.177410824	meanmale	FC1
TRINITY_DN136741_c9_g1_i1	2.88010949	meanmale	FC1
TRINITY_DN122038_c0_g1_i2	3.700962544	meanmale	FC1
TRINITY_DN134495_c3_g5_i1	2.174268103	meanmale	FC1
TRINITY_DN128286_c2_g1_i2	6.230373873	meanmale	FC1
TRINITY_DN128513_c1_g2_i6	6.054205048	meanmale	FC1
TRINITY_DN122657_c3_g1_i1	7.245841534	meanmale	FC1
TRINITY_DN115612_c0_g2_i2	0.86525439	meanmale	FC1
TRINITY_DN128854_c0_g1_i2	1.267731183	meanmale	FC1
TRINITY_DN123534_c0_g1_i2	3.409264892	meanmale	FC1
TRINITY_DN127632_c0_g1_i2	0.641710709	meanmale	FC1
TRINITY_DN128813_c2_g3_i1	5.773423397	meanmale	FC1
TRINITY_DN134219_c1_g1_i3	2.756562164	meanmale	FC1
TRINITY_DN134053_c4_g1_i1	2.712438674	meanmale	FC1
TRINITY_DN125884_c1_g1_i5	4.017325905	meanmale	FC1
TRINITY_DN134074_c0_g5_i2	2.438117463	meanmale	FC1
TRINITY_DN115114_c1_g1_i1	3.037103648	meanmale	FC1
TRINITY_DN128205_c1_g3_i4	3.156676199	meanmale	FC1
TRINITY_DN132602_c3_g2_i2	2.487381787	meanmale	FC1
TRINITY_DN131978_c0_g1_i1	2.564796929	meanmale	FC1
TRINITY_DN131925_c1_g2_i3	4.136010516	meanmale	FC1
TRINITY_DN136079_c1_g2_i5	2.850750894	meanmale	FC1
TRINITY_DN134342_c3_g2_i1	1.459500191	meanmale	FC1
TRINITY_DN129661_c1_g6_i1	2.440011869	meanmale	FC1
TRINITY_DN131503_c1_g3_i4	4.89990217	meanmale	FC1
TRINITY_DN130068_c0_g10_i1	4.367072819	meanmale	FC1
TRINITY_DN134068_c1_g9_i6	5.385262118	meanmale	FC1
TRINITY_DN207170_c0_g1_i1	4.767321848	meanmale	FC1
TRINITY_DN128660_c0_g1_i3	5.24270678	meanmale	FC1
TRINITY_DN135623_c1_g2_i3	2.95995637	meanmale	FC1
TRINITY_DN112641_c0_g1_i2	5.907721649	meanmale	FC1
TRINITY_DN125938_c4_g5_i1	2.56692126	meanmale	FC1
TRINITY_DN120135_c0_g1_i1	2.208316492	meanmale	FC1
TRINITY_DN136441_c1_g1_i2	1.277603311	meanmale	FC1
TRINITY_DN131321_c3_g2_i1	5.584237724	meanmale	FC1
TRINITY_DN124536_c0_g2_i2	2.962749054	meanmale	FC1
TRINITY_DN124948_c0_g1_i6	3.38951197	meanmale	FC1
TRINITY_DN133268_c0_g1_i3	4.826363423	meanmale	FC1
TRINITY_DN122876_c3_g1_i10	6.609074002	meanmale	FC1
TRINITY_DN111757_c0_g1_i1	2.175144693	meanmale	FC1
TRINITY_DN135787_c3_g1_i2	2.013223151	meanmale	FC1
TRINITY_DN136000_c1_g1_i2	5.410112685	meanmale	FC1
TRINITY_DN104546_c0_g1_i1	3.370734627	meanmale	FC1
TRINITY_DN128659_c2_g1_i2	2.377158992	meanmale	FC1
TRINITY_DN110181_c0_g1_i1	2.254143653	meanmale	FC1
TRINITY_DN120010_c0_g1_i1	2.680441044	meanmale	FC1
TRINITY_DN128941_c3_g5_i2	5.619859457	meanmale	FC1
TRINITY_DN126424_c0_g2_i6	1.2727956	meanmale	FC1
TRINITY_DN136124_c0_g1_i1	2.367150595	meanmale	FC1
TRINITY_DN129648_c0_g1_i3	3.62971732	meanmale	FC1
TRINITY_DN131848_c0_g1_i3	2.704366305	meanmale	FC1
TRINITY_DN132634_c5_g2_i2	6.588191811	meanmale	FC1
TRINITY_DN130770_c0_g2_i2	3.457030672	meanmale	FC1
TRINITY_DN106189_c0_g2_i1	3.241717622	meanmale	FC1
TRINITY_DN135861_c3_g9_i3	2.828349065	meanmale	FC1
TRINITY_DN131236_c0_g1_i1	0.784672233	meanmale	FC1
TRINITY_DN126295_c0_g1_i7	2.149934011	meanmale	FC1
TRINITY_DN124181_c0_g1_i1	2.911686797	meanmale	FC1
TRINITY_DN128381_c1_g3_i2	4.150340238	meanmale	FC1
TRINITY_DN124049_c5_g2_i1	5.554407464	meanmale	FC1
TRINITY_DN133577_c1_g4_i3	4.347612845	meanmale	FC1
TRINITY_DN130646_c1_g1_i2	6.395464959	meanmale	FC1
TRINITY_DN133247_c2_g3_i5	3.225878676	meanmale	FC1
TRINITY_DN135178_c0_g12_i1	3.461661581	meanmale	FC1
TRINITY_DN120340_c2_g4_i4	2.573569205	meanmale	FC1
TRINITY_DN134451_c0_g1_i4	3.456192196	meanmale	FC1
TRINITY_DN130792_c5_g2_i3	5.355564647	meanmale	FC1
TRINITY_DN134330_c0_g1_i3	0.389939884	meanmale	FC1
TRINITY_DN119670_c0_g1_i4	5.73377632	meanmale	FC1
TRINITY_DN134283_c1_g2_i1	2.592472812	meanmale	FC1
TRINITY_DN133896_c0_g1_i3	2.374887337	meanmale	FC1
TRINITY_DN181775_c0_g1_i1	1.95557173	meanmale	FC1
TRINITY_DN122908_c0_g1_i1	2.976520283	meanmale	FC1
TRINITY_DN125174_c0_g8_i1	4.591532802	meanmale	FC1
TRINITY_DN135223_c2_g3_i2	4.155714841	meanmale	FC1
TRINITY_DN135264_c5_g1_i1	3.146402419	meanmale	FC1
TRINITY_DN132456_c6_g1_i1	4.896975489	meanmale	FC1
TRINITY_DN130408_c2_g3_i12	4.210989221	meanmale	FC1
TRINITY_DN136227_c3_g1_i1	2.147273986	meanmale	FC1
TRINITY_DN136035_c9_g7_i3	3.691701568	meanmale	FC1
TRINITY_DN130898_c0_g2_i1	2.488737692	meanmale	FC1
TRINITY_DN126598_c0_g1_i2	3.489519237	meanmale	FC1
TRINITY_DN136352_c4_g1_i1	7.422679887	meanmale	FC1
TRINITY_DN132528_c3_g3_i1	2.924738583	meanmale	FC1
TRINITY_DN133677_c1_g1_i1	1.694205643	meanmale	FC1
TRINITY_DN121418_c2_g1_i1	6.718466972	meanmale	FC1
TRINITY_DN130932_c0_g4_i5	6.817523862	meanmale	FC1
TRINITY_DN2947_c0_g2_i1	5.193909216	meanmale	FC1
TRINITY_DN130250_c2_g1_i1	5.426028229	meanmale	FC1
TRINITY_DN134247_c0_g1_i1	1.121751142	meanmale	FC1
TRINITY_DN102579_c0_g1_i1	1.847162748	meanmale	FC1
TRINITY_DN129043_c1_g6_i3	4.560502636	meanmale	FC1
TRINITY_DN125466_c11_g2_i1	2.182275346	meanmale	FC1
TRINITY_DN127647_c0_g1_i3	7.04292178	meanmale	FC1
TRINITY_DN132134_c7_g3_i2	4.121257279	meanmale	FC1
TRINITY_DN123549_c0_g1_i2	0.678217865	meanmale	FC1
TRINITY_DN124731_c3_g1_i2	3.460479446	meanmale	FC1
TRINITY_DN136488_c1_g26_i1	3.124747974	meanmale	FC1
TRINITY_DN97438_c0_g1_i1	0.570742134	meanmale	FC1
TRINITY_DN114792_c0_g1_i1	2.887392008	meanmale	FC1
TRINITY_DN132647_c1_g1_i3	1.835575603	meanmale	FC1
TRINITY_DN122351_c0_g1_i2	1.063177188	meanmale	FC1
TRINITY_DN124180_c0_g7_i1	3.567633094	meanmale	FC1
TRINITY_DN121243_c0_g1_i4	5.937561559	meanmale	FC1
TRINITY_DN136561_c3_g4_i2	2.981817066	meanmale	FC1
TRINITY_DN119901_c0_g2_i2	4.085155267	meanmale	FC1
TRINITY_DN130880_c4_g2_i7	6.329056528	meanmale	FC1
TRINITY_DN126384_c1_g6_i1	2.437075251	meanmale	FC1
TRINITY_DN133496_c0_g1_i3	4.278999357	meanmale	FC1
TRINITY_DN134068_c1_g10_i4	4.666580485	meanmale	FC1
TRINITY_DN133721_c0_g1_i1	1.05325159	meanmale	FC1
TRINITY_DN135164_c2_g1_i3	3.127911069	meanmale	FC1
TRINITY_DN116643_c1_g1_i1	4.860816999	meanmale	FC1
TRINITY_DN120395_c0_g1_i1	3.043699951	meanmale	FC1
TRINITY_DN210686_c0_g1_i1	6.64713175	meanmale	FC1
TRINITY_DN132304_c3_g1_i6	9.203485039	meanmale	FC1
TRINITY_DN133357_c2_g3_i2	7.440971827	meanmale	FC1
TRINITY_DN118874_c0_g1_i1	4.920057717	meanmale	FC1
TRINITY_DN129108_c0_g5_i7	9.398245312	meanmale	FC1
TRINITY_DN197948_c0_g1_i1	4.136275799	meanmale	FC1
TRINITY_DN133616_c0_g1_i1	0.265237519	meanmale	FC1
TRINITY_DN135306_c0_g2_i5	5.187874914	meanmale	FC1
TRINITY_DN125552_c1_g2_i2	3.455055784	meanmale	FC1
TRINITY_DN123637_c0_g1_i2	0.139898259	meanmale	FC1
TRINITY_DN132547_c1_g4_i1	6.656720613	meanmale	FC1
TRINITY_DN118899_c0_g1_i1	2.881956072	meanmale	FC1
TRINITY_DN133735_c0_g1_i9	3.525723278	meanmale	FC1
TRINITY_DN128955_c5_g1_i1	2.417176309	meanmale	FC1
TRINITY_DN125609_c0_g1_i2	3.261626603	meanmale	FC1
TRINITY_DN128911_c0_g1_i2	1.297081132	meanmale	FC1
TRINITY_DN211734_c0_g1_i1	4.559373685	meanmale	FC1
TRINITY_DN131091_c6_g3_i1	4.377113632	meanmale	FC1
TRINITY_DN134349_c1_g2_i1	4.298219767	meanmale	FC1
TRINITY_DN111167_c0_g1_i1	-0.278467819	meanmale	FC1
TRINITY_DN126878_c0_g1_i1	1.44498771	meanmale	FC1
TRINITY_DN131133_c0_g1_i1	2.666207658	meanmale	FC1
TRINITY_DN135877_c0_g2_i3	2.516480944	meanmale	FC1
TRINITY_DN131259_c12_g3_i1	2.468016792	meanmale	FC1
TRINITY_DN131760_c0_g1_i4	3.0914732	meanmale	FC1
TRINITY_DN126267_c3_g1_i1	1.918544706	meanmale	FC1
TRINITY_DN136279_c3_g2_i1	7.430494623	meanmale	FC1
TRINITY_DN124076_c2_g2_i3	9.000699548	meanmale	FC1
TRINITY_DN98218_c0_g1_i2	4.293176976	meanmale	FC1
TRINITY_DN127994_c1_g1_i1	1.62698096	meanmale	FC1
TRINITY_DN124623_c3_g3_i1	6.575203344	meanmale	FC1
TRINITY_DN146124_c0_g1_i1	4.541190923	meanmale	FC1
TRINITY_DN116347_c0_g1_i1	4.316646166	meanmale	FC1
TRINITY_DN127548_c0_g6_i3	3.835637858	meanmale	FC1
TRINITY_DN124346_c9_g1_i1	1.15095534	meanmale	FC1
TRINITY_DN124217_c2_g4_i3	3.663729961	meanmale	FC1
TRINITY_DN135536_c0_g3_i7	3.676721239	meanmale	FC1
TRINITY_DN100754_c0_g1_i1	5.227586962	meanmale	FC1
TRINITY_DN115715_c2_g3_i1	7.427025244	meanmale	FC1
TRINITY_DN121257_c0_g1_i1	2.626166212	meanmale	FC1
TRINITY_DN131144_c0_g2_i3	5.068761641	meanmale	FC1
TRINITY_DN129435_c2_g1_i1	1.770435836	meanmale	FC1
TRINITY_DN132370_c0_g1_i1	2.076567084	meanmale	FC1
TRINITY_DN134385_c4_g1_i9	1.482510251	meanmale	FC1
TRINITY_DN124538_c2_g3_i2	1.239086858	meanmale	FC1
TRINITY_DN131369_c1_g1_i1	1.537618116	meanmale	FC1
TRINITY_DN132850_c1_g1_i2	2.500348279	meanmale	FC1
TRINITY_DN92846_c0_g1_i2	3.577939792	meanmale	FC1
TRINITY_DN125503_c0_g1_i1	1.472603381	meanmale	FC1
TRINITY_DN117884_c1_g1_i1	0.352363163	meanmale	FC1
TRINITY_DN121797_c0_g1_i2	4.628055966	meanmale	FC1
TRINITY_DN130164_c2_g10_i1	1.714101004	meanmale	FC1
TRINITY_DN125272_c0_g1_i3	4.300412205	meanmale	FC1
TRINITY_DN80005_c0_g2_i1	2.013397913	meanmale	FC1
TRINITY_DN127966_c0_g1_i3	7.334588006	meanmale	FC1
TRINITY_DN116288_c1_g1_i1	1.646980701	meanmale	FC1
TRINITY_DN135065_c0_g1_i7	3.030911755	meanmale	FC1
TRINITY_DN136050_c1_g2_i1	2.773000321	meanmale	FC1
TRINITY_DN135505_c7_g1_i1	1.276456783	meanmale	FC1
TRINITY_DN121322_c0_g1_i2	4.177236019	meanmale	FC1
TRINITY_DN106256_c0_g3_i3	3.021940733	meanmale	FC1
TRINITY_DN120528_c0_g1_i2	3.584239384	meanmale	FC1
TRINITY_DN129653_c1_g3_i2	2.098136945	meanmale	FC1
TRINITY_DN124983_c3_g1_i1	2.022483126	meanmale	FC1
TRINITY_DN128260_c1_g5_i6	6.611800931	meanmale	FC1
TRINITY_DN126469_c1_g1_i1	2.233535364	meanmale	FC1
TRINITY_DN114406_c0_g1_i1	4.087813714	meanmale	FC1
TRINITY_DN135981_c3_g3_i2	0.215475628	meanmale	FC1
TRINITY_DN131472_c0_g1_i1	3.186117666	meanmale	FC1
TRINITY_DN113131_c0_g1_i5	4.046853167	meanmale	FC1
TRINITY_DN202533_c0_g1_i1	2.90888916	meanmale	FC1
TRINITY_DN130043_c0_g2_i4	0.764076315	meanmale	FC1
TRINITY_DN124990_c0_g3_i2	3.764394339	meanmale	FC1
TRINITY_DN126259_c0_g2_i4	4.003646281	meanmale	FC1
TRINITY_DN131269_c13_g15_i1	4.21081646	meanmale	FC1
TRINITY_DN51310_c0_g2_i1	1.732347532	meanmale	FC1
TRINITY_DN133409_c1_g3_i1	4.06228695	meanmale	FC1
TRINITY_DN131856_c3_g2_i2	4.067058312	meanmale	FC1
TRINITY_DN127303_c2_g3_i3	5.26152892	meanmale	FC1
TRINITY_DN126877_c0_g1_i1	0.413829212	meanmale	FC1
TRINITY_DN135765_c6_g2_i2	5.894053362	meanmale	FC1
TRINITY_DN136417_c0_g1_i2	5.178203267	meanmale	FC1
TRINITY_DN132465_c3_g1_i1	0.99890195	meanmale	FC1
TRINITY_DN126527_c2_g1_i1	4.093795765	meanmale	FC1
TRINITY_DN124623_c3_g1_i1	6.130737398	meanmale	FC1
TRINITY_DN113584_c0_g1_i1	0.849330132	meanmale	FC1
TRINITY_DN136190_c9_g1_i4	3.617524849	meanmale	FC1
TRINITY_DN134483_c0_g1_i1	1.735480112	meanmale	FC1
TRINITY_DN116233_c0_g1_i1	3.009810662	meanmale	FC1
TRINITY_DN69581_c0_g1_i1	1.839180882	meanmale	FC1
TRINITY_DN118565_c0_g1_i1	1.422849865	meanmale	FC1
TRINITY_DN133534_c2_g6_i1	3.846564291	meanmale	FC1
TRINITY_DN127361_c15_g1_i3	1.049934907	meanmale	FC1
TRINITY_DN123854_c0_g4_i5	5.601407531	meanmale	FC1
TRINITY_DN126398_c0_g1_i1	2.012683457	meanmale	FC1
TRINITY_DN131299_c0_g2_i2	2.936344565	meanmale	FC1
TRINITY_DN129910_c0_g1_i2	0.645198652	meanmale	FC1
TRINITY_DN126460_c0_g5_i1	6.864560936	meanmale	FC1
TRINITY_DN131104_c0_g1_i2	2.501061748	meanmale	FC1
TRINITY_DN132741_c0_g1_i1	1.080345233	meanmale	FC1
TRINITY_DN128883_c0_g1_i2	2.254822431	meanmale	FC1
TRINITY_DN116593_c2_g1_i4	4.789168359	meanmale	FC1
TRINITY_DN112708_c0_g1_i1	2.22991777	meanmale	FC1
TRINITY_DN116728_c0_g1_i2	4.628218247	meanmale	FC1
TRINITY_DN126091_c1_g2_i1	5.504438967	meanmale	FC1
TRINITY_DN125793_c1_g7_i4	1.018990286	meanmale	FC1
TRINITY_DN130527_c4_g4_i1	2.211085909	meanmale	FC1
TRINITY_DN135314_c1_g4_i4	2.098087101	meanmale	FC1
TRINITY_DN207176_c0_g1_i1	3.557921197	meanmale	FC1
TRINITY_DN132075_c0_g1_i5	0.887048169	meanmale	FC1
TRINITY_DN127268_c1_g2_i1	6.494667654	meanmale	FC1
TRINITY_DN126149_c3_g1_i1	3.487686664	meanmale	FC1
TRINITY_DN127303_c2_g2_i1	5.11245961	meanmale	FC1
TRINITY_DN126836_c2_g1_i2	7.410534449	meanmale	FC1
TRINITY_DN133322_c1_g2_i1	1.416123152	meanmale	FC1
TRINITY_DN112721_c0_g1_i1	3.195442885	meanmale	FC1
TRINITY_DN124284_c0_g1_i4	3.037486892	meanmale	FC1
TRINITY_DN95094_c0_g1_i1	3.175156058	meanmale	FC1
TRINITY_DN132475_c1_g1_i2	3.144674808	meanmale	FC1
TRINITY_DN128353_c0_g4_i3	5.021269811	meanmale	FC1
TRINITY_DN121497_c2_g2_i2	4.706080246	meanmale	FC1
TRINITY_DN129039_c0_g1_i1	1.028616951	meanmale	FC1
TRINITY_DN134738_c1_g2_i2	-0.307866631	meanmale	FC1
TRINITY_DN116614_c0_g1_i2	4.687311184	meanmale	FC1
TRINITY_DN136721_c2_g4_i2	3.333872386	meanmale	FC1
TRINITY_DN129084_c8_g2_i1	4.548005588	meanmale	FC1
TRINITY_DN127623_c0_g1_i8	4.350254369	meanmale	FC1
TRINITY_DN134725_c1_g2_i7	5.907304064	meanmale	FC1
TRINITY_DN133096_c6_g5_i1	2.815911273	meanmale	FC1
TRINITY_DN104018_c1_g1_i1	2.163252035	meanmale	FC1
TRINITY_DN131868_c0_g11_i1	0.434520659	meanmale	FC1
TRINITY_DN125353_c3_g2_i2	1.998987293	meanmale	FC1
TRINITY_DN131144_c0_g3_i1	3.400909485	meanmale	FC1
TRINITY_DN118284_c0_g1_i1	1.164245465	meanmale	FC1
TRINITY_DN129017_c1_g1_i1	5.104710659	meanmale	FC1
TRINITY_DN125900_c0_g1_i1	-0.194381936	meanmale	FC1
TRINITY_DN130828_c1_g5_i3	1.466922518	meanmale	FC1
TRINITY_DN135018_c2_g2_i1	1.492217794	meanmale	FC1
TRINITY_DN131589_c8_g3_i1	2.181969336	meanmale	FC1
TRINITY_DN132087_c0_g1_i2	0.962205982	meanmale	FC1
TRINITY_DN118457_c0_g3_i1	2.506461484	meanmale	FC1
TRINITY_DN138946_c0_g1_i1	1.938552416	meanmale	FC1
TRINITY_DN108517_c0_g1_i1	2.753741922	meanmale	FC1
TRINITY_DN132444_c9_g1_i3	1.378695919	meanmale	FC1
TRINITY_DN122600_c2_g2_i1	4.1970001	meanmale	FC1
TRINITY_DN136070_c9_g2_i1	0.080112383	meanmale	FC1
TRINITY_DN92427_c0_g1_i2	3.807100786	meanmale	FC1
TRINITY_DN126808_c0_g1_i1	3.204176984	meanmale	FC1
TRINITY_DN121846_c0_g2_i2	2.117713954	meanmale	FC1
TRINITY_DN127236_c4_g3_i2	7.60410834	meanmale	FC1
TRINITY_DN135666_c0_g3_i1	-0.262954023	meanmale	FC1
TRINITY_DN115056_c0_g1_i4	2.617054613	meanmale	FC1
TRINITY_DN126614_c0_g1_i1	1.339098905	meanmale	FC1
TRINITY_DN131030_c6_g1_i1	5.105289865	meanmale	FC1
TRINITY_DN124561_c0_g1_i1	1.04504879	meanmale	FC1
TRINITY_DN121909_c0_g4_i1	2.21475	meanmale	FC1
TRINITY_DN126593_c2_g1_i4	3.456470915	meanmale	FC1
TRINITY_DN128511_c3_g1_i1	3.736829037	meanmale	FC1
TRINITY_DN131292_c2_g2_i1	0.736932694	meanmale	FC1
TRINITY_DN105870_c0_g1_i1	2.849389237	meanmale	FC1
TRINITY_DN128988_c1_g1_i4	3.356172254	meanmale	FC1
TRINITY_DN98180_c0_g1_i1	3.264731809	meanmale	FC1
TRINITY_DN96905_c0_g4_i1	6.503852074	meanmale	FC1
TRINITY_DN113011_c0_g3_i1	2.158315881	meanmale	FC1
TRINITY_DN124205_c0_g1_i1	3.26897189	meanmale	FC1
TRINITY_DN130777_c4_g10_i1	0.846994943	meanmale	FC1
TRINITY_DN135828_c4_g4_i1	3.61237758	meanmale	FC1
TRINITY_DN131607_c2_g2_i8	5.208151824	meanmale	FC1
TRINITY_DN128639_c3_g3_i1	4.720850792	meanmale	FC1
TRINITY_DN131507_c3_g2_i1	4.361530697	meanmale	FC1
TRINITY_DN131264_c0_g1_i4	3.283381193	meanmale	FC1
TRINITY_DN107711_c0_g1_i1	2.606167508	meanmale	FC1
TRINITY_DN133219_c0_g2_i1	4.909996401	meanmale	FC1
TRINITY_DN128811_c0_g2_i1	2.294822594	meanmale	FC1
TRINITY_DN114644_c0_g2_i1	0.105494392	meanmale	FC1
TRINITY_DN116685_c1_g1_i2	0.379642126	meanmale	FC1
TRINITY_DN129653_c1_g2_i1	1.893769375	meanmale	FC1
TRINITY_DN120448_c1_g1_i3	4.50873105	meanmale	FC1
TRINITY_DN117885_c0_g1_i3	6.466747482	meanmale	FC1
TRINITY_DN98787_c0_g1_i1	4.60968562	meanmale	FC1
TRINITY_DN125213_c1_g1_i3	2.464080816	meanmale	FC1
TRINITY_DN132602_c3_g1_i2	3.979352567	meanmale	FC1
TRINITY_DN123298_c0_g2_i2	0.777758604	meanmale	FC1
TRINITY_DN93111_c0_g1_i3	1.847885096	meanmale	FC1
TRINITY_DN114875_c0_g1_i1	0.995242029	meanmale	FC1
TRINITY_DN126460_c0_g2_i1	4.797604145	meanmale	FC1
TRINITY_DN129836_c0_g2_i1	2.913977777	meanmale	FC1
TRINITY_DN131697_c5_g2_i1	2.437193506	meanmale	FC1
TRINITY_DN106277_c0_g1_i2	6.29496997	meanmale	FC1
TRINITY_DN135226_c0_g2_i1	1.668480792	meanmale	FC1
TRINITY_DN117156_c0_g1_i1	1.566212908	meanmale	FC1
TRINITY_DN125906_c5_g3_i1	1.439092508	meanmale	FC1
TRINITY_DN135507_c0_g1_i1	1.279826983	meanmale	FC1
TRINITY_DN129794_c4_g1_i1	1.630802458	meanmale	FC1
TRINITY_DN80615_c0_g1_i1	3.015975072	meanmale	FC1
TRINITY_DN136085_c1_g2_i1	3.289365998	meanmale	FC1
TRINITY_DN134296_c1_g1_i2	2.791573032	meanmale	FC1
TRINITY_DN127236_c4_g6_i1	4.45057277	meanmale	FC1
TRINITY_DN132915_c0_g1_i6	-0.246858519	meanmale	FC1
TRINITY_DN130851_c2_g3_i1	-0.133425236	meanmale	FC1
TRINITY_DN123784_c7_g8_i1	2.688292038	meanmale	FC1
TRINITY_DN120044_c0_g2_i2	1.744372343	meanmale	FC1
TRINITY_DN135336_c6_g3_i3	3.28079247	meanmale	FC1
TRINITY_DN126783_c1_g10_i1	3.869134627	meanmale	FC1
TRINITY_DN132741_c0_g3_i1	2.901723563	meanmale	FC1
TRINITY_DN208125_c0_g1_i1	2.029394853	meanmale	FC1
TRINITY_DN130777_c3_g1_i1	0.054343083	meanmale	FC1
TRINITY_DN133210_c0_g1_i4	2.436130698	meanmale	FC1
TRINITY_DN121490_c3_g1_i3	0.286310151	meanmale	FC1
TRINITY_DN109948_c0_g1_i1	-1.138101663	meanmale	FC1
TRINITY_DN121675_c2_g1_i3	1.510788587	meanmale	FC1
TRINITY_DN117755_c0_g1_i1	5.722954417	meanmale	FC1
TRINITY_DN136334_c3_g3_i1	5.659737821	meanmale	FC1
TRINITY_DN124233_c1_g1_i3	2.328593328	meanmale	FC1
TRINITY_DN74689_c0_g1_i1	1.622892445	meanmale	FC1
TRINITY_DN124744_c0_g1_i1	3.244279069	meanmale	FC1
TRINITY_DN134805_c7_g1_i8	4.009783639	meanmale	FC1
TRINITY_DN124423_c0_g1_i3	-0.978426498	meanmale	FC1
TRINITY_DN122162_c1_g1_i2	1.133179117	meanmale	FC1
TRINITY_DN134060_c0_g1_i1	3.313062479	meanmale	FC1
TRINITY_DN118540_c0_g2_i1	-0.676700158	meanmale	FC1
TRINITY_DN127236_c4_g7_i4	2.117242133	meanmale	FC1
TRINITY_DN130851_c1_g5_i1	1.523716719	meanmale	FC1
TRINITY_DN127516_c1_g1_i2	0.633223369	meanmale	FC1
TRINITY_DN119358_c1_g2_i4	3.180459041	meanmale	FC1
TRINITY_DN132623_c1_g1_i1	2.049304931	meanmale	FC1
TRINITY_DN133818_c1_g1_i2	0.96981052	meanmale	FC1
TRINITY_DN125266_c2_g2_i2	4.157920793	meanmale	FC1
TRINITY_DN131379_c2_g1_i2	3.701189703	meanmale	FC1
TRINITY_DN116614_c0_g2_i1	2.357869586	meanmale	FC1
TRINITY_DN129065_c3_g2_i2	3.234304643	meanmale	FC1
TRINITY_DN118266_c0_g1_i1	1.032688364	meanmale	FC1
TRINITY_DN127901_c0_g4_i1	1.349627662	meanmale	FC1
TRINITY_DN112592_c0_g1_i1	1.278753972	meanmale	FC1
