gid	log2RPKM	sex	cutoff
TRINITY_DN124205_c0_g1_i1	1.779879274	meanfemale	FC1
TRINITY_DN130777_c4_g10_i1	-0.629077717	meanfemale	FC1
TRINITY_DN135828_c4_g4_i1	2.103717822	meanfemale	FC1
TRINITY_DN131607_c2_g2_i8	3.722341006	meanfemale	FC1
TRINITY_DN128639_c3_g3_i1	3.22932073	meanfemale	FC1
TRINITY_DN131507_c3_g2_i1	2.849974653	meanfemale	FC1
TRINITY_DN131264_c0_g1_i4	1.787287245	meanfemale	FC1
TRINITY_DN107711_c0_g1_i1	1.118601002	meanfemale	FC1
TRINITY_DN133219_c0_g2_i1	3.402598996	meanfemale	FC1
TRINITY_DN128811_c0_g2_i1	0.777039398	meanfemale	FC1
TRINITY_DN114644_c0_g2_i1	-1.378019084	meanfemale	FC1
TRINITY_DN116685_c1_g1_i2	-1.130508236	meanfemale	FC1
TRINITY_DN129653_c1_g2_i1	0.366700678	meanfemale	FC1
TRINITY_DN120448_c1_g1_i3	2.992186461	meanfemale	FC1
TRINITY_DN117885_c0_g1_i3	4.960821676	meanfemale	FC1
TRINITY_DN98787_c0_g1_i1	3.096732525	meanfemale	FC1
TRINITY_DN125213_c1_g1_i3	0.945816723	meanfemale	FC1
TRINITY_DN132602_c3_g1_i2	2.454069169	meanfemale	FC1
TRINITY_DN123298_c0_g2_i2	-0.733943922	meanfemale	FC1
TRINITY_DN93111_c0_g1_i3	0.291896408	meanfemale	FC1
TRINITY_DN114875_c0_g1_i1	-0.494367944	meanfemale	FC1
TRINITY_DN126460_c0_g2_i1	3.283195957	meanfemale	FC1
TRINITY_DN129836_c0_g2_i1	1.389195416	meanfemale	FC1
TRINITY_DN131697_c5_g2_i1	0.906358418	meanfemale	FC1
TRINITY_DN106277_c0_g1_i2	4.775480532	meanfemale	FC1
TRINITY_DN135226_c0_g2_i1	0.136164846	meanfemale	FC1
TRINITY_DN117156_c0_g1_i1	0.029862053	meanfemale	FC1
TRINITY_DN125906_c5_g3_i1	-0.117482001	meanfemale	FC1
TRINITY_DN135507_c0_g1_i1	-0.246986846	meanfemale	FC1
TRINITY_DN129794_c4_g1_i1	0.099256839	meanfemale	FC1
TRINITY_DN80615_c0_g1_i1	1.468896684	meanfemale	FC1
TRINITY_DN136085_c1_g2_i1	1.747114879	meanfemale	FC1
TRINITY_DN134296_c1_g1_i2	1.249766726	meanfemale	FC1
TRINITY_DN127236_c4_g6_i1	2.895316692	meanfemale	FC1
TRINITY_DN132915_c0_g1_i6	-1.811282783	meanfemale	FC1
TRINITY_DN130851_c2_g3_i1	-1.694008767	meanfemale	FC1
TRINITY_DN123784_c7_g8_i1	1.083750167	meanfemale	FC1
TRINITY_DN120044_c0_g2_i2	0.152976051	meanfemale	FC1
TRINITY_DN135336_c6_g3_i3	1.726998969	meanfemale	FC1
TRINITY_DN126783_c1_g10_i1	2.28026954	meanfemale	FC1
TRINITY_DN132741_c0_g3_i1	1.320822317	meanfemale	FC1
TRINITY_DN208125_c0_g1_i1	0.466674977	meanfemale	FC1
TRINITY_DN130777_c3_g1_i1	-1.491138452	meanfemale	FC1
TRINITY_DN133210_c0_g1_i4	0.855429495	meanfemale	FC1
TRINITY_DN121490_c3_g1_i3	-1.276517655	meanfemale	FC1
TRINITY_DN109948_c0_g1_i1	-2.759649999	meanfemale	FC1
TRINITY_DN121675_c2_g1_i3	-0.075013617	meanfemale	FC1
TRINITY_DN117755_c0_g1_i1	4.132910936	meanfemale	FC1
TRINITY_DN136334_c3_g3_i1	4.074031344	meanfemale	FC1
TRINITY_DN124233_c1_g1_i3	0.710257936	meanfemale	FC1
TRINITY_DN74689_c0_g1_i1	0.015488186	meanfemale	FC1
TRINITY_DN124744_c0_g1_i1	1.645882544	meanfemale	FC1
TRINITY_DN134805_c7_g1_i8	2.430756387	meanfemale	FC1
TRINITY_DN124423_c0_g1_i3	-2.591172458	meanfemale	FC1
TRINITY_DN122162_c1_g1_i2	-0.478958418	meanfemale	FC1
TRINITY_DN134060_c0_g1_i1	1.704596218	meanfemale	FC1
TRINITY_DN118540_c0_g2_i1	-2.291721014	meanfemale	FC1
TRINITY_DN127236_c4_g7_i4	0.487746294	meanfemale	FC1
TRINITY_DN130851_c1_g5_i1	-0.116391842	meanfemale	FC1
TRINITY_DN127516_c1_g1_i2	-0.987178972	meanfemale	FC1
TRINITY_DN119358_c1_g2_i4	1.552586959	meanfemale	FC1
TRINITY_DN132623_c1_g1_i1	0.38795177	meanfemale	FC1
TRINITY_DN133818_c1_g1_i2	-0.637946656	meanfemale	FC1
TRINITY_DN125266_c2_g2_i2	2.526749254	meanfemale	FC1
TRINITY_DN131379_c2_g1_i2	2.069374209	meanfemale	FC1
TRINITY_DN116614_c0_g2_i1	0.732239487	meanfemale	FC1
TRINITY_DN129065_c3_g2_i2	1.595969037	meanfemale	FC1
TRINITY_DN118266_c0_g1_i1	-0.635692484	meanfemale	FC1
TRINITY_DN127901_c0_g4_i1	-0.29270396	meanfemale	FC1
TRINITY_DN112592_c0_g1_i1	-0.392129718	meanfemale	FC1
TRINITY_DN113404_c0_g2_i1	-0.119623843	meanfemale	FC1
TRINITY_DN131764_c8_g2_i2	2.096250765	meanfemale	FC1
TRINITY_DN201779_c0_g1_i1	2.614746422	meanfemale	FC1
TRINITY_DN128633_c6_g7_i2	0.910093793	meanfemale	FC1
TRINITY_DN123513_c0_g1_i2	0.600261874	meanfemale	FC1
TRINITY_DN133059_c0_g2_i2	-0.093659011	meanfemale	FC1
TRINITY_DN131187_c2_g1_i1	3.015617368	meanfemale	FC1
TRINITY_DN133001_c0_g1_i1	0.043870695	meanfemale	FC1
TRINITY_DN130449_c0_g1_i2	1.418091852	meanfemale	FC1
TRINITY_DN123748_c0_g1_i1	-1.703792431	meanfemale	FC1
TRINITY_DN127695_c4_g1_i1	-1.198454467	meanfemale	FC1
TRINITY_DN120002_c1_g1_i1	-0.038791083	meanfemale	FC1
TRINITY_DN134049_c0_g5_i1	0.569762147	meanfemale	FC1
TRINITY_DN134409_c0_g5_i4	4.437746788	meanfemale	FC1
TRINITY_DN124151_c5_g6_i3	-1.566244379	meanfemale	FC1
TRINITY_DN116299_c0_g1_i2	1.340482661	meanfemale	FC1
TRINITY_DN120714_c0_g1_i1	1.075120395	meanfemale	FC1
TRINITY_DN117640_c0_g1_i2	0.74944597	meanfemale	FC1
TRINITY_DN135247_c0_g5_i4	-0.277548398	meanfemale	FC1
TRINITY_DN44160_c0_g1_i1	-0.527614306	meanfemale	FC1
TRINITY_DN135018_c1_g1_i1	-1.501380101	meanfemale	FC1
TRINITY_DN133151_c2_g1_i1	1.490409417	meanfemale	FC1
TRINITY_DN2177_c0_g1_i1	0.099652359	meanfemale	FC1
TRINITY_DN121524_c0_g1_i2	1.854496832	meanfemale	FC1
TRINITY_DN124136_c0_g3_i1	-1.620964995	meanfemale	FC1
TRINITY_DN114195_c0_g1_i1	-1.017554305	meanfemale	FC1
TRINITY_DN121660_c4_g4_i1	-0.374388585	meanfemale	FC1
TRINITY_DN124412_c0_g5_i9	1.064655137	meanfemale	FC1
TRINITY_DN125325_c9_g1_i1	0.962554193	meanfemale	FC1
TRINITY_DN101983_c0_g1_i1	-1.545983646	meanfemale	FC1
TRINITY_DN131465_c3_g1_i3	-1.942072819	meanfemale	FC1
TRINITY_DN114884_c0_g2_i1	2.524198824	meanfemale	FC1
TRINITY_DN120481_c0_g1_i2	2.538817482	meanfemale	FC1
TRINITY_DN131174_c1_g4_i1	0.207138618	meanfemale	FC1
TRINITY_DN130326_c1_g3_i1	-1.15664375	meanfemale	FC1
TRINITY_DN129309_c1_g1_i4	5.365321745	meanfemale	FC1
TRINITY_DN133738_c1_g7_i2	1.230792286	meanfemale	FC1
TRINITY_DN134134_c0_g1_i2	-1.095178726	meanfemale	FC1
TRINITY_DN79339_c0_g2_i1	0.575777802	meanfemale	FC1
TRINITY_DN133575_c2_g1_i3	-1.618554993	meanfemale	FC1
TRINITY_DN104073_c1_g1_i1	1.056002756	meanfemale	FC1
TRINITY_DN67847_c0_g1_i1	0.453464377	meanfemale	FC1
TRINITY_DN134920_c8_g1_i1	-0.826487714	meanfemale	FC1
TRINITY_DN133789_c3_g3_i1	5.613893016	meanfemale	FC1
TRINITY_DN96202_c0_g1_i1	-0.242481083	meanfemale	FC1
TRINITY_DN127648_c1_g6_i1	-0.2852331	meanfemale	FC1
TRINITY_DN131670_c2_g3_i1	1.155114912	meanfemale	FC1
TRINITY_DN110378_c0_g4_i1	-0.72147153	meanfemale	FC1
TRINITY_DN134948_c4_g6_i1	-0.909719593	meanfemale	FC1
TRINITY_DN134430_c2_g3_i2	-1.7074987	meanfemale	FC1
TRINITY_DN117942_c0_g1_i2	-2.459875607	meanfemale	FC1
TRINITY_DN142384_c0_g1_i1	0.905062974	meanfemale	FC1
TRINITY_DN118393_c0_g1_i3	3.92508904	meanfemale	FC1
TRINITY_DN116209_c0_g1_i1	-0.677566192	meanfemale	FC1
TRINITY_DN135522_c0_g2_i1	0.301922831	meanfemale	FC1
TRINITY_DN130543_c0_g1_i1	-1.837635081	meanfemale	FC1
TRINITY_DN121909_c0_g2_i1	0.590943311	meanfemale	FC1
TRINITY_DN120731_c0_g1_i5	1.446487323	meanfemale	FC1
TRINITY_DN123790_c0_g1_i2	-1.603675654	meanfemale	FC1
TRINITY_DN121065_c0_g1_i2	0.208580942	meanfemale	FC1
TRINITY_DN116707_c0_g1_i1	-0.728518407	meanfemale	FC1
TRINITY_DN122630_c10_g2_i2	0.91334842	meanfemale	FC1
TRINITY_DN129671_c1_g9_i1	2.72716553	meanfemale	FC1
TRINITY_DN134257_c1_g7_i1	-1.528460884	meanfemale	FC1
TRINITY_DN132578_c3_g4_i2	-0.853905874	meanfemale	FC1
TRINITY_DN132309_c1_g3_i6	2.521758413	meanfemale	FC1
TRINITY_DN108203_c0_g2_i1	-0.735206774	meanfemale	FC1
TRINITY_DN111082_c0_g1_i1	-0.779691657	meanfemale	FC1
TRINITY_DN129289_c0_g1_i19	1.481033287	meanfemale	FC1
TRINITY_DN135436_c3_g1_i1	-1.563595326	meanfemale	FC1
TRINITY_DN131299_c0_g1_i4	-1.630328416	meanfemale	FC1
TRINITY_DN177482_c0_g1_i1	-0.520308978	meanfemale	FC1
TRINITY_DN127421_c2_g1_i1	0.091728032	meanfemale	FC1
TRINITY_DN131756_c6_g1_i1	-1.451770331	meanfemale	FC1
TRINITY_DN133219_c0_g7_i1	3.114268464	meanfemale	FC1
TRINITY_DN126442_c0_g1_i1	0.053770384	meanfemale	FC1
TRINITY_DN151454_c0_g1_i1	-0.924915145	meanfemale	FC1
TRINITY_DN76458_c0_g3_i1	1.506552355	meanfemale	FC1
TRINITY_DN136592_c3_g1_i2	-0.293991619	meanfemale	FC1
TRINITY_DN119358_c1_g1_i1	4.054955456	meanfemale	FC1
TRINITY_DN68322_c0_g2_i1	0.454130196	meanfemale	FC1
TRINITY_DN128587_c0_g1_i3	0.970963031	meanfemale	FC1
TRINITY_DN135488_c0_g3_i1	0.22648944	meanfemale	FC1
TRINITY_DN136373_c3_g1_i3	1.277607638	meanfemale	FC1
TRINITY_DN112596_c0_g1_i1	-2.200384161	meanfemale	FC1
TRINITY_DN112201_c0_g1_i1	1.392792412	meanfemale	FC1
TRINITY_DN134143_c0_g1_i1	-0.222982606	meanfemale	FC1
TRINITY_DN130923_c0_g2_i2	-1.480193012	meanfemale	FC1
TRINITY_DN16306_c0_g2_i1	0.467953245	meanfemale	FC1
TRINITY_DN127998_c1_g5_i6	0.239636167	meanfemale	FC1
TRINITY_DN113982_c0_g1_i1	0.395140823	meanfemale	FC1
TRINITY_DN122807_c0_g1_i1	-1.326486923	meanfemale	FC1
TRINITY_DN103086_c1_g1_i1	-1.365336694	meanfemale	FC1
TRINITY_DN118731_c3_g2_i1	1.547695502	meanfemale	FC1
TRINITY_DN122160_c0_g4_i1	-1.481077481	meanfemale	FC1
TRINITY_DN116761_c0_g1_i4	0.470725977	meanfemale	FC1
TRINITY_DN135178_c0_g3_i1	1.543772297	meanfemale	FC1
TRINITY_DN126349_c0_g1_i2	1.457186129	meanfemale	FC1
TRINITY_DN123208_c0_g1_i1	-2.220110317	meanfemale	FC1
TRINITY_DN108081_c0_g2_i1	-1.052782276	meanfemale	FC1
TRINITY_DN124820_c0_g1_i1	-0.177075649	meanfemale	FC1
TRINITY_DN126598_c0_g2_i1	0.451985592	meanfemale	FC1
TRINITY_DN103284_c0_g1_i2	-0.126254009	meanfemale	FC1
TRINITY_DN131994_c0_g3_i1	0.16630852	meanfemale	FC1
TRINITY_DN136100_c0_g1_i2	0.506394801	meanfemale	FC1
TRINITY_DN133085_c1_g1_i3	-1.46052437	meanfemale	FC1
TRINITY_DN98269_c1_g4_i2	0.51200443	meanfemale	FC1
TRINITY_DN152850_c0_g1_i1	0.643340276	meanfemale	FC1
TRINITY_DN116797_c0_g2_i1	1.57330437	meanfemale	FC1
TRINITY_DN127146_c0_g1_i1	2.499273308	meanfemale	FC1
TRINITY_DN125647_c0_g1_i9	-1.156333536	meanfemale	FC1
TRINITY_DN124081_c0_g8_i1	-0.646961659	meanfemale	FC1
TRINITY_DN132335_c6_g7_i1	1.866917075	meanfemale	FC1
TRINITY_DN114220_c0_g1_i1	1.793240731	meanfemale	FC1
TRINITY_DN114543_c0_g2_i1	1.991215075	meanfemale	FC1
TRINITY_DN132778_c1_g2_i1	-1.554730748	meanfemale	FC1
TRINITY_DN95094_c0_g3_i1	2.518282223	meanfemale	FC1
TRINITY_DN79991_c0_g1_i1	0.171956988	meanfemale	FC1
TRINITY_DN90841_c0_g2_i1	3.103167266	meanfemale	FC1
TRINITY_DN132634_c3_g2_i1	1.319130523	meanfemale	FC1
TRINITY_DN128607_c0_g2_i1	3.315653963	meanfemale	FC1
TRINITY_DN122909_c5_g5_i1	0.689021468	meanfemale	FC1
TRINITY_DN115474_c0_g1_i1	2.426089146	meanfemale	FC1
TRINITY_DN111011_c1_g2_i1	2.773035232	meanfemale	FC1
TRINITY_DN130627_c3_g1_i1	4.666970602	meanfemale	FC1
TRINITY_DN132014_c1_g3_i2	-0.781067301	meanfemale	FC1
TRINITY_DN495_c0_g1_i1	-0.43284078	meanfemale	FC1
TRINITY_DN205013_c0_g1_i1	4.378562525	meanfemale	FC1
TRINITY_DN134565_c0_g1_i4	-3.158558934	meanfemale	FC1
TRINITY_DN108683_c0_g1_i2	-0.120740767	meanfemale	FC1
TRINITY_DN110260_c0_g2_i1	-1.956726353	meanfemale	FC1
TRINITY_DN105987_c0_g2_i2	-0.842108003	meanfemale	FC1
TRINITY_DN113797_c0_g1_i1	1.359272203	meanfemale	FC1
TRINITY_DN64977_c0_g2_i1	-0.298236921	meanfemale	FC1
TRINITY_DN118431_c0_g1_i1	2.968469028	meanfemale	FC1
TRINITY_DN124093_c3_g9_i1	2.234886086	meanfemale	FC1
TRINITY_DN135005_c2_g1_i2	-1.97291992	meanfemale	FC1
TRINITY_DN120758_c3_g1_i1	0.060081456	meanfemale	FC1
TRINITY_DN127211_c0_g1_i1	-2.172228905	meanfemale	FC1
TRINITY_DN141092_c0_g1_i1	0.5197863	meanfemale	FC1
TRINITY_DN135621_c9_g7_i1	0.809159621	meanfemale	FC1
TRINITY_DN108998_c0_g2_i1	0.46848106	meanfemale	FC1
TRINITY_DN127870_c2_g2_i1	-0.422484208	meanfemale	FC1
TRINITY_DN134537_c0_g2_i1	-1.222611146	meanfemale	FC1
TRINITY_DN173927_c0_g1_i1	0.717171912	meanfemale	FC1
TRINITY_DN136162_c10_g7_i1	-0.419067973	meanfemale	FC1
TRINITY_DN122416_c0_g1_i4	-0.685629297	meanfemale	FC1
TRINITY_DN130791_c0_g2_i1	0.20687987	meanfemale	FC1
TRINITY_DN127874_c4_g1_i1	-0.114273167	meanfemale	FC1
TRINITY_DN130578_c0_g3_i1	0.022231113	meanfemale	FC1
TRINITY_DN131592_c2_g2_i2	-0.328155337	meanfemale	FC1
TRINITY_DN109528_c0_g2_i1	0.009507887	meanfemale	FC1
TRINITY_DN130136_c6_g1_i1	-1.113444615	meanfemale	FC1
TRINITY_DN45789_c0_g2_i1	-0.305638494	meanfemale	FC1
TRINITY_DN112760_c0_g1_i2	0.453058421	meanfemale	FC1
TRINITY_DN128607_c0_g1_i1	2.700941314	meanfemale	FC1
TRINITY_DN132809_c9_g3_i1	-0.583410666	meanfemale	FC1
TRINITY_DN108162_c0_g1_i1	1.148854334	meanfemale	FC1
TRINITY_DN126418_c2_g4_i16	0.732663231	meanfemale	FC1
TRINITY_DN136384_c2_g2_i1	-1.287502522	meanfemale	FC1
TRINITY_DN116738_c0_g1_i1	1.755367444	meanfemale	FC1
TRINITY_DN125462_c0_g1_i2	1.768002288	meanfemale	FC1
TRINITY_DN135651_c3_g4_i1	-1.86797055	meanfemale	FC1
TRINITY_DN135352_c3_g3_i2	0.976864444	meanfemale	FC1
TRINITY_DN132472_c0_g2_i4	-1.510667349	meanfemale	FC1
TRINITY_DN128912_c6_g1_i1	2.662461099	meanfemale	FC1
TRINITY_DN119416_c2_g1_i1	0.02212864	meanfemale	FC1
TRINITY_DN112522_c0_g1_i1	-0.049569995	meanfemale	FC1
TRINITY_DN136375_c6_g1_i1	-0.144029442	meanfemale	FC1
TRINITY_DN131535_c2_g1_i1	0.346612497	meanfemale	FC1
TRINITY_DN114610_c0_g2_i1	-1.492027394	meanfemale	FC1
TRINITY_DN101945_c0_g2_i1	-0.962745982	meanfemale	FC1
TRINITY_DN114818_c0_g1_i1	-2.277160675	meanfemale	FC1
TRINITY_DN103698_c0_g1_i1	-2.097505063	meanfemale	FC1
TRINITY_DN82961_c0_g2_i1	-0.69988114	meanfemale	FC1
TRINITY_DN131588_c1_g1_i6	0.222571875	meanfemale	FC1
TRINITY_DN123456_c0_g6_i3	5.543539351	meanfemale	FC1
TRINITY_DN131144_c0_g1_i1	-0.272460316	meanfemale	FC1
TRINITY_DN133900_c1_g3_i3	2.549822446	meanfemale	FC1
TRINITY_DN126720_c3_g2_i5	5.840566925	meanfemale	FC1
TRINITY_DN124874_c1_g1_i1	2.314834587	meanfemale	FC1
TRINITY_DN46695_c0_g1_i1	-2.118046545	meanfemale	FC1
TRINITY_DN120629_c2_g4_i6	3.027595581	meanfemale	FC1
TRINITY_DN43685_c0_g1_i1	1.196290463	meanfemale	FC1
TRINITY_DN115900_c0_g1_i2	0.558412513	meanfemale	FC1
TRINITY_DN127277_c0_g2_i2	0.282232646	meanfemale	FC1
TRINITY_DN130045_c0_g3_i2	0.159945102	meanfemale	FC1
TRINITY_DN74683_c0_g1_i1	-0.989582297	meanfemale	FC1
TRINITY_DN132208_c6_g4_i1	3.526155815	meanfemale	FC1
TRINITY_DN127832_c2_g1_i1	0.28480479	meanfemale	FC1
TRINITY_DN135232_c0_g3_i5	4.057038637	meanfemale	FC1
TRINITY_DN135982_c2_g1_i3	4.729431337	meanfemale	FC1
TRINITY_DN129053_c3_g4_i1	-1.788694843	meanfemale	FC1
TRINITY_DN6466_c0_g1_i1	-1.281811966	meanfemale	FC1
TRINITY_DN131013_c0_g1_i2	-1.581402827	meanfemale	FC1
TRINITY_DN134157_c4_g3_i1	-1.638400986	meanfemale	FC1
TRINITY_DN127333_c1_g1_i5	2.540432849	meanfemale	FC1
TRINITY_DN79346_c0_g2_i1	-3.222111056	meanfemale	FC1
TRINITY_DN132758_c1_g2_i4	3.885353185	meanfemale	FC1
TRINITY_DN132313_c0_g2_i1	4.272637362	meanfemale	FC1
TRINITY_DN134215_c3_g1_i1	-2.838630798	meanfemale	FC1
TRINITY_DN125075_c1_g1_i1	-1.156006087	meanfemale	FC1
TRINITY_DN121601_c6_g1_i1	-1.788510167	meanfemale	FC1
TRINITY_DN128743_c0_g1_i5	-0.462323011	meanfemale	FC1
TRINITY_DN130656_c3_g2_i12	0.458308257	meanfemale	FC1
TRINITY_DN131744_c0_g4_i2	-1.602674533	meanfemale	FC3
TRINITY_DN117241_c3_g1_i2	-0.29390792	meanfemale	FC3
TRINITY_DN126888_c6_g2_i3	3.535104768	meanfemale	FC3
TRINITY_DN131783_c3_g1_i1	-1.227336755	meanfemale	FC3
TRINITY_DN130291_c2_g1_i1	-1.829556376	meanfemale	FC3
TRINITY_DN40257_c0_g1_i1	-2.993306787	meanfemale	FC3
TRINITY_DN194375_c0_g2_i1	-2.821482467	meanfemale	FC3
TRINITY_DN133099_c0_g3_i1	-2.527169774	meanfemale	FC3
TRINITY_DN179981_c0_g1_i1	0.417571052	meanfemale	FC3
TRINITY_DN109035_c0_g1_i1	-1.009429969	meanfemale	FC3
TRINITY_DN125925_c5_g1_i1	-0.468599737	meanfemale	FC3
TRINITY_DN134898_c1_g7_i3	-1.052719235	meanfemale	FC3
TRINITY_DN117820_c0_g3_i1	-3.014881996	meanfemale	FC3
TRINITY_DN125075_c1_g2_i3	-2.69798741	meanfemale	FC3
TRINITY_DN99070_c0_g2_i1	-1.316658762	meanfemale	FC3
TRINITY_DN119556_c0_g19_i1	-2.96993088	meanfemale	FC3
TRINITY_DN117870_c0_g5_i2	-2.83448494	meanfemale	FC3
TRINITY_DN127208_c2_g6_i1	-3.616062394	meanfemale	FC3
TRINITY_DN121580_c0_g1_i1	-2.758429392	meanfemale	FC3
TRINITY_DN107294_c0_g1_i2	-1.944504349	meanfemale	FC3
TRINITY_DN129733_c3_g5_i1	-1.637772027	meanfemale	FC3
TRINITY_DN107052_c0_g1_i1	-0.572819248	meanfemale	FC3
TRINITY_DN37972_c0_g1_i1	-0.292788669	meanfemale	FC3
TRINITY_DN209985_c0_g1_i1	-2.474679604	meanfemale	FC3
TRINITY_DN131895_c1_g9_i1	-2.16504209	meanfemale	FC3
TRINITY_DN117170_c0_g1_i1	-2.287394331	meanfemale	FC3
TRINITY_DN128683_c0_g1_i2	-0.140126048	meanfemale	FC3
TRINITY_DN113348_c0_g3_i1	-2.757480844	meanfemale	FC3
TRINITY_DN126888_c6_g1_i1	-0.650798629	meanfemale	FC3
TRINITY_DN133220_c3_g3_i1	-0.758467808	meanfemale	FC3
TRINITY_DN114581_c0_g1_i2	-1.621691827	meanfemale	FC5
TRINITY_DN121580_c0_g2_i1	-4.416222011	meanfemale	FC5
TRINITY_DN124034_c2_g15_i1	-3.818653445	meanfemale	FC5
TRINITY_DN95726_c0_g1_i1	-2.618871213	meanfemale	FC7
TRINITY_DN119556_c0_g16_i1	-13.28771238	meanfemale	FC7
TRINITY_DN124728_c6_g7_i1	-13.28771238	meanfemale	FC7
TRINITY_DN4687_c0_g1_i1	-1.793653137	meanfemale	FC7
TRINITY_DN134306_c3_g1_i1	-13.28771238	meanfemale	FC7
TRINITY_DN105833_c0_g2_i1	-13.28771238	meanfemale	FC7
TRINITY_DN132950_c0_g4_i1	-13.28771238	meanfemale	FC7
TRINITY_DN52336_c0_g1_i1	-13.28771238	meanfemale	FC7
TRINITY_DN133064_c1_g5_i1	-13.28771238	meanfemale	FC7
TRINITY_DN127055_c1_g5_i1	-13.28771238	meanfemale	FC7
TRINITY_DN124908_c0_g1_i1	-13.28771238	meanfemale	FC7
TRINITY_DN93756_c0_g1_i1	-13.28771238	meanfemale	FC7
TRINITY_DN67991_c0_g1_i1	-3.360876646	meanfemale	FC7
TRINITY_DN121465_c5_g2_i1	-13.28771238	meanfemale	FC7
TRINITY_DN127464_c0_g7_i1	-13.28771238	meanfemale	FC7
TRINITY_DN50226_c0_g1_i1	-13.28771238	meanfemale	FC7
TRINITY_DN129279_c4_g4_i1	-13.28771238	meanfemale	FC7
TRINITY_DN127464_c0_g2_i1	-13.28771238	meanfemale	FC7
TRINITY_DN120758_c3_g3_i1	-13.28771238	meanfemale	FC7
TRINITY_DN135864_c0_g11_i1	-13.28771238	meanfemale	FC7
TRINITY_DN96776_c0_g2_i1	-13.28771238	meanfemale	FC7
TRINITY_DN123374_c0_g1_i4	5.937898459	meanmale	FC1
TRINITY_DN130048_c0_g1_i3	2.653820539	meanmale	FC1
TRINITY_DN130854_c0_g3_i2	3.33173836	meanmale	FC1
TRINITY_DN135877_c0_g1_i10	3.685828943	meanmale	FC1
TRINITY_DN127347_c4_g6_i1	5.988832563	meanmale	FC1
TRINITY_DN129158_c1_g1_i4	3.66288299	meanmale	FC1
TRINITY_DN134885_c1_g1_i1	2.037658565	meanmale	FC1
TRINITY_DN118623_c0_g1_i1	5.786189457	meanmale	FC1
TRINITY_DN120324_c0_g1_i2	3.538406677	meanmale	FC1
TRINITY_DN127245_c0_g1_i2	3.88532916	meanmale	FC1
TRINITY_DN133182_c5_g1_i2	2.140870598	meanmale	FC1
TRINITY_DN108890_c1_g2_i1	6.236409499	meanmale	FC1
TRINITY_DN95938_c0_g1_i1	7.164476877	meanmale	FC1
TRINITY_DN116432_c0_g1_i1	4.24470577	meanmale	FC1
TRINITY_DN136469_c4_g1_i3	4.621074381	meanmale	FC1
TRINITY_DN121583_c1_g3_i5	2.155676715	meanmale	FC1
TRINITY_DN130339_c2_g2_i1	6.807257376	meanmale	FC1
TRINITY_DN109892_c0_g1_i1	4.687419339	meanmale	FC1
TRINITY_DN130513_c3_g3_i2	3.631830681	meanmale	FC1
TRINITY_DN113380_c0_g1_i1	5.038226299	meanmale	FC1
TRINITY_DN128490_c0_g1_i4	3.125075295	meanmale	FC1
TRINITY_DN121941_c0_g10_i1	4.480564043	meanmale	FC1
TRINITY_DN131755_c8_g12_i2	4.570531868	meanmale	FC1
TRINITY_DN134776_c2_g1_i1	1.36398119	meanmale	FC1
TRINITY_DN132349_c0_g3_i1	1.832614116	meanmale	FC1
TRINITY_DN128448_c2_g1_i2	4.682886877	meanmale	FC1
TRINITY_DN134301_c2_g2_i2	4.034183866	meanmale	FC1
TRINITY_DN105039_c0_g1_i1	4.046205311	meanmale	FC1
TRINITY_DN114439_c1_g1_i1	3.260207271	meanmale	FC1
TRINITY_DN133061_c1_g1_i3	2.154917012	meanmale	FC1
TRINITY_DN79738_c0_g2_i1	7.105472786	meanmale	FC1
TRINITY_DN132022_c5_g3_i1	6.707924259	meanmale	FC1
TRINITY_DN135092_c0_g1_i1	4.624791077	meanmale	FC1
TRINITY_DN123733_c4_g1_i2	3.415537604	meanmale	FC1
TRINITY_DN132533_c4_g2_i1	4.996457714	meanmale	FC1
TRINITY_DN135017_c0_g2_i3	5.611180428	meanmale	FC1
TRINITY_DN126900_c0_g7_i1	5.080055044	meanmale	FC1
TRINITY_DN130413_c0_g1_i1	1.526076744	meanmale	FC1
TRINITY_DN115650_c0_g1_i2	5.808209049	meanmale	FC1
TRINITY_DN125335_c7_g1_i2	4.996222378	meanmale	FC1
TRINITY_DN126981_c2_g1_i2	2.523044459	meanmale	FC1
TRINITY_DN131584_c0_g2_i3	2.699919231	meanmale	FC1
TRINITY_DN122991_c3_g1_i1	4.201416788	meanmale	FC1
TRINITY_DN136357_c0_g1_i1	3.078170125	meanmale	FC1
TRINITY_DN136247_c3_g2_i9	3.7325905	meanmale	FC1
TRINITY_DN134777_c1_g3_i3	2.778992251	meanmale	FC1
TRINITY_DN130380_c0_g1_i1	2.175567251	meanmale	FC1
TRINITY_DN131091_c8_g1_i2	2.858781305	meanmale	FC1
TRINITY_DN135728_c6_g1_i1	4.536423989	meanmale	FC1
TRINITY_DN128071_c0_g1_i3	2.639820806	meanmale	FC1
TRINITY_DN106183_c0_g1_i1	4.045546989	meanmale	FC1
TRINITY_DN134995_c0_g1_i1	2.467483964	meanmale	FC1
TRINITY_DN125283_c5_g3_i3	5.698940998	meanmale	FC1
TRINITY_DN130408_c2_g6_i1	5.786355156	meanmale	FC1
TRINITY_DN129128_c4_g1_i5	3.457239243	meanmale	FC1
TRINITY_DN128540_c3_g8_i1	3.949735179	meanmale	FC1
