gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	sex
TRINITY_DN134627_c4_g1_i6	2.321583769	FC1	male	0.421071473	female
TRINITY_DN126438_c0_g3_i1	2.321845478	FC1	male	0.968538815	female
TRINITY_DN127865_c0_g1_i3	2.322027252	FC1	male	8.411728698	female
TRINITY_DN122959_c0_g1_i3	2.322107714	FC1	male	-3.839359009	female
TRINITY_DN131773_c3_g1_i3	2.322429611	FC1	male	-1.463764201	female
TRINITY_DN112713_c0_g1_i3	2.322484359	FC1	male	-1.638436495	female
TRINITY_DN126865_c1_g8_i1	2.322543959	FC1	male	-2.000232956	female
TRINITY_DN127444_c1_g1_i2	2.323765661	FC1	male	-0.980392255	female
TRINITY_DN127885_c0_g1_i1	2.324670742	FC1	male	-0.343306688	female
TRINITY_DN132763_c3_g1_i2	2.324816249	FC1	male	-0.265107499	female
TRINITY_DN124538_c2_g9_i1	2.32493539	FC1	male	-1.408608719	female
TRINITY_DN131635_c0_g1_i2	2.325473543	FC1	male	-0.680956479	female
TRINITY_DN113336_c0_g1_i1	2.326942733	FC1	male	-1.343787084	female
TRINITY_DN119940_c2_g4_i3	2.327344634	FC1	male	-0.28206676	female
TRINITY_DN106741_c0_g1_i2	2.327349139	FC1	male	NA	female
TRINITY_DN131587_c0_g3_i5	2.327657412	FC1	male	NA	female
TRINITY_DN134068_c1_g4_i1	2.328103522	FC1	male	0.992228496	female
TRINITY_DN125974_c13_g1_i1	2.328723209	FC1	male	-0.583109418	female
TRINITY_DN128209_c1_g2_i5	2.328850719	FC1	male	2.629364199	female
TRINITY_DN130529_c2_g1_i2	2.329820996	FC1	male	0.88375621	female
TRINITY_DN129576_c6_g13_i1	2.330021979	FC1	male	3.198605165	female
TRINITY_DN131082_c0_g3_i1	2.330125588	FC1	male	-2.540288941	female
TRINITY_DN117446_c0_g1_i2	2.331549086	FC1	male	6.219693052	female
TRINITY_DN122829_c0_g2_i1	2.331651532	FC1	male	-0.188490521	female
TRINITY_DN122475_c1_g1_i1	2.33185914	FC1	male	NA	female
TRINITY_DN136729_c1_g1_i1	2.331883237	FC1	male	0.422943253	female
TRINITY_DN121175_c4_g9_i1	2.333014328	FC1	male	-1.449131006	female
TRINITY_DN131500_c2_g4_i1	2.33305781	FC1	male	-4.172391314	female
TRINITY_DN117611_c0_g1_i17	2.335099683	FC1	male	1.081091264	female
TRINITY_DN127243_c5_g8_i1	2.33631683	FC1	male	-0.495419611	female
TRINITY_DN120126_c0_g1_i8	2.337200641	FC1	male	1.815048004	female
TRINITY_DN125938_c4_g2_i1	2.337902488	FC1	male	4.150262234	female
TRINITY_DN35723_c0_g2_i1	2.338084725	FC1	male	0.168987969	female
TRINITY_DN134644_c0_g1_i1	2.3380883	FC1	male	1.165327577	female
TRINITY_DN135672_c3_g4_i3	2.33826921	FC1	male	0.226680056	female
TRINITY_DN145554_c0_g1_i1	2.338835902	FC1	male	-0.303131878	female
TRINITY_DN122227_c2_g3_i2	2.339026336	FC1	male	1.558243883	female
TRINITY_DN119888_c0_g1_i1	2.339420827	FC1	male	-0.804345307	female
TRINITY_DN126857_c2_g1_i1	2.341717139	FC1	male	-1.380814419	female
TRINITY_DN124133_c1_g7_i1	2.343259444	FC1	male	0.999669767	female
TRINITY_DN134142_c5_g1_i2	2.344021792	FC1	male	-0.845953381	female
TRINITY_DN132361_c0_g1_i24	2.344263035	FC1	male	0.404200053	female
TRINITY_DN110181_c0_g1_i1	2.344774956	FC1	male	-2.351814814	female
TRINITY_DN133577_c1_g2_i1	2.345009598	FC1	male	0.927552297	female
TRINITY_DN120512_c3_g3_i1	2.345475221	FC1	male	1.201954232	female
TRINITY_DN136126_c0_g1_i1	2.345546104	FC1	male	-1.112953322	female
TRINITY_DN135745_c0_g2_i2	2.345632693	FC1	male	-1.026198638	female
TRINITY_DN121790_c0_g1_i3	2.346337974	FC1	male	0.433978501	female
TRINITY_DN132100_c0_g1_i1	2.346629161	FC1	male	-1.129464306	female
TRINITY_DN130321_c2_g2_i4	2.347399959	FC1	male	-2.135903445	female
TRINITY_DN120250_c2_g5_i1	2.347759099	FC1	male	NA	female
TRINITY_DN128312_c6_g1_i1	2.348166528	FC1	male	1.216302364	female
TRINITY_DN113178_c0_g1_i2	2.348337317	FC1	male	-1.190110298	female
TRINITY_DN101809_c0_g1_i2	2.349384489	FC1	male	1.099588533	female
TRINITY_DN130987_c1_g1_i1	2.349608758	FC1	male	0.348431069	female
TRINITY_DN111419_c0_g1_i1	2.349651638	FC1	male	NA	female
TRINITY_DN118073_c0_g1_i1	2.350866802	FC1	male	1.003732009	female
TRINITY_DN133840_c2_g2_i2	2.351815151	FC1	male	9.473191746	female
TRINITY_DN122739_c0_g2_i7	2.352490525	FC1	male	0.193941553	female
TRINITY_DN135293_c3_g1_i9	2.354369508	FC1	male	2.808279347	female
TRINITY_DN131033_c4_g4_i2	2.354966164	FC1	male	-3.479006705	female
TRINITY_DN124181_c0_g1_i1	2.355586542	FC1	male	-2.093405921	female
TRINITY_DN125938_c4_g1_i6	2.355904838	FC1	male	1.481518304	female
TRINITY_DN131685_c0_g1_i2	2.356424932	FC1	male	-1.33765014	female
TRINITY_DN111591_c0_g2_i2	2.356523822	FC1	male	-1.25826222	female
TRINITY_DN123998_c4_g1_i4	2.356729184	FC1	male	1.792695399	female
TRINITY_DN129675_c0_g1_i1	2.357106023	FC1	male	-1.455445556	female
TRINITY_DN123954_c0_g1_i1	2.357574577	FC1	male	NA	female
TRINITY_DN131623_c3_g2_i3	2.35829479	FC1	male	0.030068281	female
TRINITY_DN133905_c3_g1_i1	2.358777645	FC1	male	-1.554557672	female
TRINITY_DN117408_c1_g1_i5	2.358877151	FC1	male	0.076674513	female
TRINITY_DN118850_c0_g1_i1	2.359562123	FC1	male	3.024340453	female
TRINITY_DN136039_c0_g4_i3	2.360100432	FC1	male	-0.121562314	female
TRINITY_DN110440_c0_g1_i1	2.360129266	FC1	male	3.839228851	female
TRINITY_DN128584_c0_g2_i3	2.361174625	FC1	male	-2.870542299	female
TRINITY_DN123877_c0_g1_i4	2.361690032	FC1	male	-3.362176136	female
TRINITY_DN117606_c0_g2_i2	2.361852167	FC1	male	0.622758352	female
TRINITY_DN136618_c14_g2_i1	2.361925458	FC1	male	-0.015935234	female
TRINITY_DN116177_c0_g1_i2	2.362219457	FC1	male	-0.184006378	female
TRINITY_DN134767_c1_g1_i3	2.362931198	FC1	male	0.518157959	female
TRINITY_DN132764_c3_g4_i5	2.363153362	FC1	male	0.861014823	female
TRINITY_DN115817_c2_g3_i1	2.365271729	FC1	male	NA	female
TRINITY_DN131970_c0_g3_i1	2.366108039	FC1	male	-0.444818004	female
TRINITY_DN119453_c0_g1_i1	2.366955406	FC1	male	5.412026078	female
TRINITY_DN134220_c0_g1_i1	2.367925718	FC1	male	-2.651545227	female
TRINITY_DN126227_c1_g1_i1	2.370657018	FC1	male	-1.835609385	female
TRINITY_DN115590_c0_g1_i2	2.370763893	FC1	male	-1.925741182	female
TRINITY_DN135706_c2_g5_i3	2.371223823	FC1	male	1.476964924	female
TRINITY_DN112859_c0_g2_i1	2.371871099	FC1	male	NA	female
TRINITY_DN133132_c2_g1_i1	2.372290941	FC1	male	-4.009903778	female
TRINITY_DN132776_c4_g1_i1	2.373448725	FC1	male	-2.244805328	female
TRINITY_DN119653_c0_g2_i1	2.374274849	FC1	male	-0.823780117	female
TRINITY_DN122883_c0_g1_i1	2.374294753	FC1	male	NA	female
TRINITY_DN135877_c0_g1_i10	2.374451478	FC1	male	0.837448187	female
TRINITY_DN126295_c0_g1_i7	2.375075641	FC1	male	-0.392077153	female
TRINITY_DN119352_c0_g2_i1	2.375355609	FC1	male	-2.873223639	female
TRINITY_DN121898_c1_g1_i1	2.375614676	FC1	male	NA	female
TRINITY_DN135164_c2_g1_i3	2.375695662	FC1	male	0.687723773	female
TRINITY_DN123844_c0_g1_i1	2.375848379	FC1	male	-3.700961363	female
TRINITY_DN128540_c2_g1_i1	2.375917728	FC1	male	-1.287399394	female
TRINITY_DN136267_c1_g3_i1	2.376052915	FC1	male	3.207907062	female
TRINITY_DN119319_c0_g1_i2	2.376569214	FC1	male	-1.377410964	female
TRINITY_DN111428_c0_g1_i1	2.376859563	FC1	male	0.900040513	female
TRINITY_DN119675_c0_g1_i1	2.377122091	FC1	male	NA	female
TRINITY_DN217538_c0_g1_i1	2.377348403	FC1	male	0.573711378	female
TRINITY_DN129083_c0_g1_i3	2.378439691	FC1	male	-0.268067826	female
TRINITY_DN133838_c0_g2_i2	2.379411743	FC1	male	-1.180319744	female
TRINITY_DN130672_c2_g3_i5	2.379750394	FC1	male	-0.211484203	female
TRINITY_DN122525_c0_g1_i4	2.379752651	FC1	male	-1.515827384	female
TRINITY_DN125494_c4_g1_i1	2.380505568	FC1	male	0.891929828	female
TRINITY_DN128658_c1_g1_i2	2.38167596	FC1	male	-0.319135018	female
TRINITY_DN132451_c3_g1_i1	2.381746674	FC1	male	-3.737103376	female
TRINITY_DN136745_c32_g2_i1	2.382596088	FC1	male	NA	female
TRINITY_DN129562_c1_g1_i2	2.382605197	FC1	male	3.347053061	female
TRINITY_DN119800_c0_g2_i2	2.383265291	FC1	male	-1.614111651	female
TRINITY_DN127861_c1_g3_i1	2.38466513	FC1	male	5.994161826	female
TRINITY_DN128336_c3_g4_i2	2.385019351	FC1	male	1.053924624	female
TRINITY_DN214771_c0_g1_i1	2.386336042	FC1	male	0.019068595	female
TRINITY_DN136406_c4_g1_i1	2.386576931	FC1	male	3.451965172	female
TRINITY_DN128886_c5_g1_i1	2.38671761	FC1	male	0.043533011	female
TRINITY_DN127344_c0_g1_i3	2.387773007	FC1	male	1.292400262	female
TRINITY_DN118262_c0_g1_i1	2.389850101	FC1	male	0.395909212	female
TRINITY_DN133735_c0_g2_i5	2.392777594	FC1	male	-1.283748235	female
TRINITY_DN128566_c0_g1_i3	2.394185305	FC1	male	0.564159206	female
TRINITY_DN113262_c0_g5_i1	2.394264424	FC1	male	NA	female
TRINITY_DN124375_c0_g2_i1	2.394380868	FC1	male	-0.972596097	female
TRINITY_DN120435_c1_g1_i1	2.395326312	FC1	male	2.170911094	female
TRINITY_DN125298_c6_g6_i1	2.395358364	FC1	male	-0.521100235	female
TRINITY_DN124045_c0_g2_i1	2.395527382	FC1	male	1.40280152	female
TRINITY_DN117335_c0_g1_i1	2.396038898	FC1	male	NA	female
TRINITY_DN109245_c0_g1_i1	2.396529123	FC1	male	0.087304172	female
TRINITY_DN96380_c0_g3_i1	2.396561092	FC1	male	-1.088910827	female
TRINITY_DN136206_c3_g1_i3	2.396599602	FC1	male	1.194443034	female
TRINITY_DN123584_c2_g1_i1	2.396663371	FC1	male	-1.428243717	female
TRINITY_DN107472_c0_g1_i1	2.396687766	FC1	male	0.434356993	female
TRINITY_DN133241_c4_g5_i1	2.396843274	FC1	male	0.403934607	female
TRINITY_DN132097_c3_g3_i3	2.396921416	FC1	male	NA	female
TRINITY_DN108095_c0_g1_i1	2.397007441	FC1	male	-1.053011616	female
TRINITY_DN66959_c0_g2_i1	2.397517244	FC1	male	-0.720628442	female
TRINITY_DN130341_c0_g1_i3	2.39786005	FC1	male	-0.190666318	female
TRINITY_DN135530_c3_g1_i2	2.398568617	FC1	male	-0.147448376	female
TRINITY_DN82994_c0_g1_i1	2.39986153	FC1	male	-0.803343815	female
TRINITY_DN129021_c0_g1_i2	2.400201344	FC1	male	-1.176705188	female
TRINITY_DN131344_c3_g9_i7	2.400502146	FC1	male	0.236105557	female
TRINITY_DN131906_c2_g1_i1	2.400689356	FC1	male	8.199392876	female
TRINITY_DN124284_c0_g1_i4	2.401206067	FC1	male	0.190739062	female
TRINITY_DN123158_c1_g3_i1	2.401869684	FC1	male	-0.636869871	female
TRINITY_DN128671_c3_g3_i1	2.402234567	FC1	male	2.874327598	female
TRINITY_DN124744_c0_g1_i1	2.402369886	FC1	male	0.42533547	female
TRINITY_DN130664_c0_g9_i3	2.402405978	FC1	male	3.751486337	female
TRINITY_DN134114_c11_g1_i2	2.402489354	FC1	male	2.576411146	female
TRINITY_DN133714_c0_g7_i2	2.402672892	FC1	male	1.970653246	female
TRINITY_DN123555_c2_g1_i1	2.4034189	FC1	male	-1.310903262	female
TRINITY_DN131073_c5_g2_i1	2.403924014	FC1	male	-1.061534503	female
TRINITY_DN133901_c1_g3_i8	2.404561836	FC1	male	0.211705074	female
TRINITY_DN135869_c1_g3_i2	2.405515192	FC1	male	-0.116354078	female
TRINITY_DN133240_c2_g1_i2	2.406583734	FC1	male	2.142129413	female
TRINITY_DN129179_c0_g1_i1	2.406660944	FC1	male	-0.388882051	female
TRINITY_DN132256_c1_g1_i6	2.408091435	FC1	male	-0.485705869	female
TRINITY_DN119668_c0_g1_i3	2.408241385	FC1	male	8.742231911	female
TRINITY_DN135099_c2_g1_i1	2.408258426	FC1	male	NA	female
TRINITY_DN136127_c0_g1_i1	2.408283706	FC1	male	-0.01317857	female
TRINITY_DN132600_c0_g8_i1	2.40941118	FC1	male	10.28203823	female
TRINITY_DN127591_c1_g1_i1	2.411592456	FC1	male	3.802763777	female
TRINITY_DN136127_c0_g2_i8	2.413867701	FC1	male	0.55202398	female
TRINITY_DN133240_c2_g4_i1	2.414307615	FC1	male	1.460228995	female
TRINITY_DN129616_c8_g1_i1	2.414465513	FC1	male	2.556119624	female
TRINITY_DN133073_c1_g4_i1	2.416197193	FC1	male	-3.872185584	female
TRINITY_DN127308_c2_g11_i1	2.417787027	FC1	male	1.394637685	female
TRINITY_DN135174_c1_g2_i8	2.417931597	FC1	male	1.930549467	female
TRINITY_DN124912_c0_g3_i1	2.4181798	FC1	male	NA	female
TRINITY_DN104783_c1_g1_i1	2.418416624	FC1	male	0.559289474	female
TRINITY_DN136232_c2_g1_i2	2.418645634	FC1	male	-1.257016963	female
TRINITY_DN129471_c4_g1_i1	2.41913755	FC1	male	-0.953546102	female
TRINITY_DN127121_c0_g1_i2	2.419948573	FC1	male	2.963095388	female
TRINITY_DN117389_c1_g1_i1	2.421894483	FC1	male	-0.429539223	female
TRINITY_DN135126_c4_g1_i1	2.421958958	FC1	male	11.75344026	female
TRINITY_DN124080_c4_g2_i2	2.422102403	FC1	male	-0.999102118	female
TRINITY_DN121609_c1_g1_i1	2.42258999	FC1	male	0.343923158	female
TRINITY_DN125938_c4_g5_i1	2.422710413	FC1	male	NA	female
TRINITY_DN132294_c6_g1_i5	2.423611748	FC1	male	-0.809732486	female
TRINITY_DN130435_c1_g1_i1	2.423719497	FC1	male	NA	female
TRINITY_DN125188_c1_g5_i1	2.425652953	FC1	male	-1.414444472	female
TRINITY_DN103830_c0_g1_i1	2.425991692	FC1	male	-1.07966258	female
TRINITY_DN27640_c0_g3_i1	2.426357892	FC1	male	-1.148568096	female
TRINITY_DN110395_c0_g2_i1	2.426837292	FC1	male	1.10971366	female
TRINITY_DN124907_c0_g1_i1	2.427122273	FC1	male	2.210828512	female
TRINITY_DN134911_c5_g1_i2	2.428063783	FC1	male	-1.7115315	female
TRINITY_DN96376_c0_g7_i1	2.428931557	FC1	male	NA	female
TRINITY_DN133972_c0_g1_i2	2.429497369	FC1	male	-0.628815177	female
TRINITY_DN126091_c1_g2_i1	2.429810187	FC1	male	0.45269056	female
TRINITY_DN128587_c0_g1_i3	2.429888083	FC1	male	1.587684513	female
TRINITY_DN129796_c6_g2_i2	2.430039958	FC1	male	-0.232923134	female
TRINITY_DN122829_c0_g4_i1	2.432510189	FC1	male	-0.004468767	female
TRINITY_DN115530_c0_g1_i1	2.43319005	FC1	male	0.126161056	female
TRINITY_DN136220_c5_g6_i1	2.434334059	FC1	male	-0.793976534	female
TRINITY_DN121654_c1_g7_i2	2.434517368	FC1	male	-1.52688049	female
TRINITY_DN133447_c1_g6_i3	2.435927961	FC1	male	9.446959043	female
TRINITY_DN122360_c1_g2_i1	2.436523813	FC1	male	-3.533605139	female
TRINITY_DN123256_c1_g1_i2	2.436805742	FC1	male	-1.652141762	female
TRINITY_DN136618_c14_g1_i1	2.436877516	FC1	male	2.653305866	female
TRINITY_DN128199_c1_g1_i1	2.438251047	FC1	male	4.98434913	female
TRINITY_DN119160_c0_g1_i3	2.438930362	FC1	male	NA	female
TRINITY_DN119563_c0_g1_i2	2.438973457	FC1	male	-0.084984053	female
TRINITY_DN128061_c1_g1_i1	2.439076982	FC1	male	1.24124913	female
TRINITY_DN124204_c1_g1_i1	2.439881758	FC1	male	1.016297577	female
TRINITY_DN128130_c4_g8_i1	2.44023599	FC1	male	0.654974571	female
TRINITY_DN122038_c0_g1_i2	2.441084532	FC1	male	-0.723998052	female
TRINITY_DN126281_c6_g1_i1	2.44139697	FC1	male	NA	female
TRINITY_DN181156_c0_g1_i1	2.441492435	FC1	male	NA	female
TRINITY_DN122585_c0_g2_i16	2.441976004	FC1	male	4.048142149	female
TRINITY_DN103990_c0_g1_i2	2.443748585	FC1	male	NA	female
TRINITY_DN134355_c0_g2_i1	2.444484311	FC1	male	0.25300754	female
TRINITY_DN117839_c0_g1_i1	2.445045981	FC1	male	-0.839803503	female
TRINITY_DN127336_c4_g2_i1	2.445645887	FC1	male	NA	female
TRINITY_DN133838_c0_g3_i1	2.446262131	FC1	male	-1.336656238	female
TRINITY_DN123581_c0_g1_i2	2.446565844	FC1	male	4.327675539	female
TRINITY_DN129289_c0_g1_i19	2.446677617	FC1	male	-0.262551944	female
TRINITY_DN127202_c3_g3_i2	2.447919432	FC1	male	-2.73487602	female
TRINITY_DN135096_c3_g2_i1	2.448624465	FC1	male	4.211363277	female
TRINITY_DN134391_c1_g4_i4	2.448910594	FC1	male	-0.205925536	female
TRINITY_DN131171_c3_g1_i1	2.449601602	FC1	male	-1.894590872	female
TRINITY_DN123031_c0_g1_i1	2.450207581	FC1	male	-1.558007475	female
TRINITY_DN122754_c2_g4_i4	2.450416545	FC1	male	-0.408858118	female
TRINITY_DN126504_c5_g3_i1	2.451337215	FC1	male	NA	female
TRINITY_DN114715_c1_g1_i2	2.452895215	FC1	male	0.635164526	female
TRINITY_DN123247_c0_g2_i5	2.453143586	FC1	male	-1.699708406	female
TRINITY_DN127973_c5_g1_i1	2.453341228	FC1	male	-0.438734738	female
TRINITY_DN132077_c1_g6_i1	2.453729462	FC1	male	0.294288217	female
TRINITY_DN128980_c0_g1_i1	2.453808141	FC1	male	1.074824447	female
TRINITY_DN103537_c0_g2_i1	2.454311237	FC1	male	0.633954678	female
TRINITY_DN128829_c4_g3_i3	2.4560028	FC1	male	8.787169364	female
TRINITY_DN99593_c0_g2_i1	2.456032801	FC1	male	NA	female
TRINITY_DN133300_c5_g2_i3	2.456241559	FC1	male	-1.095650553	female
TRINITY_DN132793_c0_g1_i2	2.458261264	FC1	male	1.208601087	female
TRINITY_DN127534_c3_g1_i3	2.458707782	FC1	male	-0.941798081	female
TRINITY_DN126823_c3_g2_i1	2.458714906	FC1	male	NA	female
TRINITY_DN126956_c1_g3_i1	2.459035624	FC1	male	-1.240462609	female
TRINITY_DN122195_c3_g4_i1	2.459502997	FC1	male	-1.679173666	female
TRINITY_DN97978_c0_g1_i1	2.459513403	FC1	male	-0.469054271	female
TRINITY_DN130752_c0_g4_i2	2.461567245	FC1	male	-0.694884389	female
TRINITY_DN123626_c0_g1_i1	2.462266247	FC1	male	3.569693906	female
TRINITY_DN126902_c0_g4_i4	2.462359035	FC1	male	-0.750768788	female
TRINITY_DN133001_c0_g1_i1	2.463219432	FC1	male	-1.744377352	female
TRINITY_DN4063_c0_g1_i1	2.463291809	FC1	male	-1.447680847	female
TRINITY_DN131751_c4_g3_i1	2.463979211	FC1	male	-0.541948421	female
TRINITY_DN133061_c1_g1_i3	2.465001959	FC1	male	-0.907871564	female
TRINITY_DN134464_c3_g5_i7	2.466892443	FC1	male	1.290154812	female
TRINITY_DN119986_c0_g1_i1	2.468503603	FC1	male	3.27216086	female
TRINITY_DN130950_c1_g2_i1	2.468714078	FC1	male	0.717220155	female
TRINITY_DN135271_c0_g2_i2	2.468958329	FC1	male	-1.513425083	female
TRINITY_DN131299_c0_g1_i4	2.469495159	FC1	male	-2.02977643	female
TRINITY_DN98275_c0_g1_i1	2.469623258	FC1	male	-0.822867149	female
TRINITY_DN119773_c0_g2_i1	2.469816796	FC1	male	-1.147296556	female
TRINITY_DN134133_c0_g1_i2	2.469976866	FC1	male	-0.742930277	female
TRINITY_DN133998_c0_g1_i4	2.470353513	FC1	male	0.970721116	female
TRINITY_DN129870_c1_g2_i3	2.470526997	FC1	male	-1.128994896	female
TRINITY_DN133758_c1_g6_i4	2.470715916	FC1	male	1.720431263	female
TRINITY_DN126873_c0_g1_i2	2.471138471	FC1	male	-3.703128946	female
TRINITY_DN130886_c1_g1_i1	2.471515887	FC1	male	-3.206949628	female
TRINITY_DN126086_c0_g1_i8	2.471521055	FC1	male	-0.093255835	female
TRINITY_DN136424_c0_g2_i3	2.473260903	FC1	male	-2.774370667	female
TRINITY_DN114548_c0_g1_i2	2.473937911	FC1	male	-2.156790672	female
TRINITY_DN129703_c3_g3_i1	2.474777319	FC1	male	0.875018518	female
TRINITY_DN128342_c0_g1_i2	2.476519299	FC1	male	-0.389519403	female
TRINITY_DN119470_c0_g1_i1	2.478602651	FC1	male	NA	female
TRINITY_DN89856_c0_g6_i1	2.480711232	FC1	male	0.723376276	female
TRINITY_DN133198_c1_g4_i1	2.481273122	FC1	male	0.491052087	female
TRINITY_DN136653_c14_g2_i1	2.481459664	FC1	male	2.138870316	female
TRINITY_DN126314_c4_g1_i1	2.481940082	FC1	male	0.236950804	female
TRINITY_DN121410_c0_g1_i3	2.48201613	FC1	male	-0.344548398	female
TRINITY_DN123710_c0_g1_i1	2.483090362	FC1	male	2.707393422	female
TRINITY_DN111579_c0_g1_i1	2.484019424	FC1	male	-2.24242301	female
TRINITY_DN130374_c0_g2_i3	2.484471784	FC1	male	0.784713102	female
TRINITY_DN132001_c1_g3_i4	2.484662218	FC1	male	0.598893936	female
TRINITY_DN128312_c1_g1_i2	2.485288192	FC1	male	-0.537587017	female
TRINITY_DN123962_c1_g1_i1	2.485575388	FC1	male	-0.543398213	female
TRINITY_DN117814_c0_g1_i3	2.485700275	FC1	male	-1.670808111	female
TRINITY_DN115882_c0_g2_i2	2.485835388	FC1	male	2.424895891	female
TRINITY_DN116916_c0_g4_i1	2.486475734	FC1	male	-1.050350271	female
TRINITY_DN123064_c2_g7_i1	2.487173766	FC1	male	-1.332404464	female
TRINITY_DN135869_c0_g2_i2	2.487805161	FC1	male	0.449506111	female
TRINITY_DN136338_c5_g1_i1	2.488102752	FC1	male	1.759050672	female
TRINITY_DN134012_c5_g2_i1	2.488705525	FC1	male	NA	female
TRINITY_DN115925_c0_g1_i3	2.489896724	FC1	male	-0.690963993	female
TRINITY_DN126797_c0_g2_i1	2.489979492	FC1	male	0.192815356	female
TRINITY_DN124062_c1_g1_i1	2.490009958	FC1	male	-1.617603741	female
TRINITY_DN126432_c0_g3_i1	2.490852777	FC1	male	NA	female
TRINITY_DN75938_c0_g1_i1	2.491364071	FC1	male	-0.033171285	female
TRINITY_DN125503_c0_g1_i1	2.491431382	FC1	male	NA	female
TRINITY_DN123998_c3_g2_i3	2.491468079	FC1	male	-1.165607621	female
TRINITY_DN131589_c2_g1_i1	2.491801138	FC1	male	0.009323132	female
TRINITY_DN133451_c6_g3_i2	2.493457679	FC1	male	-0.052305568	female
TRINITY_DN129095_c5_g3_i1	2.49400852	FC1	male	0.101667305	female
TRINITY_DN134517_c0_g2_i5	2.494291801	FC1	male	-2.371368648	female
TRINITY_DN129473_c0_g1_i4	2.494847864	FC1	male	8.076284514	female
TRINITY_DN126527_c2_g1_i1	2.496375424	FC1	male	-0.182118291	female
TRINITY_DN127129_c5_g1_i1	2.496571647	FC1	male	NA	female
TRINITY_DN120592_c0_g2_i3	2.497226955	FC1	male	-0.584661763	female
TRINITY_DN134522_c5_g1_i1	2.498372131	FC1	male	-0.958484353	female
TRINITY_DN124215_c0_g2_i2	2.498611979	FC1	male	0.159443813	female
TRINITY_DN134433_c3_g1_i1	2.498981733	FC1	male	0.447293108	female
TRINITY_DN136005_c1_g1_i1	2.499765661	FC1	male	0.676214864	female
TRINITY_DN126854_c0_g2_i6	2.4997761	FC1	male	NA	female
TRINITY_DN114355_c0_g1_i1	2.500578284	FC1	male	3.577451659	female
TRINITY_DN115771_c0_g1_i1	2.501271286	FC1	male	-1.013898061	female
TRINITY_DN130474_c1_g1_i4	2.503485245	FC1	male	-1.511314611	female
TRINITY_DN124067_c1_g2_i3	2.503839353	FC1	male	-0.593301113	female
TRINITY_DN129120_c0_g4_i1	2.504207007	FC1	male	2.876257701	female
TRINITY_DN129484_c5_g1_i1	2.506453056	FC1	male	NA	female
TRINITY_DN105039_c0_g1_i1	2.507650904	FC1	male	-0.427549134	female
TRINITY_DN122408_c1_g2_i10	2.5081271	FC1	male	-2.543581519	female
TRINITY_DN129311_c0_g3_i1	2.508130396	FC1	male	NA	female
TRINITY_DN125086_c0_g1_i4	2.508165099	FC1	male	NA	female
TRINITY_DN129319_c1_g1_i1	2.50957711	FC1	male	-0.903402255	female
TRINITY_DN131660_c1_g2_i3	2.510677436	FC1	male	-1.09375857	female
TRINITY_DN216190_c0_g1_i1	2.512713273	FC1	male	1.38584462	female
TRINITY_DN131358_c1_g4_i1	2.513132677	FC1	male	0.160325181	female
TRINITY_DN123158_c0_g1_i7	2.513432958	FC1	male	0.383661023	female
TRINITY_DN126871_c1_g2_i4	2.513433954	FC1	male	-0.891149456	female
TRINITY_DN127743_c1_g2_i1	2.514216468	FC1	male	3.64282668	female
TRINITY_DN120342_c3_g4_i1	2.515813459	FC1	male	-1.321144296	female
TRINITY_DN128607_c2_g3_i3	2.5163265	FC1	male	1.356472883	female
TRINITY_DN118205_c1_g2_i1	2.516732448	FC1	male	NA	female
TRINITY_DN115332_c0_g1_i1	2.516976744	FC1	male	NA	female
TRINITY_DN110706_c0_g1_i2	2.518226701	FC1	male	-0.509834461	female
TRINITY_DN131202_c3_g1_i1	2.518748483	FC1	male	1.984617808	female
TRINITY_DN117570_c1_g1_i1	2.519112769	FC1	male	1.92743392	female
TRINITY_DN115612_c0_g1_i1	2.521190133	FC1	male	-0.58857049	female
TRINITY_DN133779_c1_g4_i2	2.522276034	FC1	male	-0.373205953	female
TRINITY_DN134240_c0_g1_i2	2.52305049	FC1	male	NA	female
TRINITY_DN124154_c6_g1_i1	2.523208109	FC1	male	0.020236648	female
TRINITY_DN183259_c0_g1_i1	2.523449384	FC1	male	-1.086253475	female
TRINITY_DN134544_c0_g1_i1	2.523664891	FC1	male	0.023923154	female
TRINITY_DN111111_c0_g1_i1	2.52377846	FC1	male	1.677550424	female
TRINITY_DN119712_c0_g1_i2	2.524852852	FC1	male	-1.814583924	female
TRINITY_DN136372_c3_g2_i1	2.525091205	FC1	male	9.535835143	female
TRINITY_DN93648_c0_g1_i1	2.525169048	FC1	male	-0.741611044	female
TRINITY_DN131927_c4_g1_i1	2.525361523	FC1	male	1.110557615	female
TRINITY_DN109025_c0_g1_i1	2.526345303	FC1	male	-0.052932148	female
TRINITY_DN121035_c0_g3_i3	2.526665813	FC1	male	0.491035741	female
TRINITY_DN121684_c0_g2_i1	2.528996151	FC1	male	1.067922857	female
TRINITY_DN69916_c0_g1_i1	2.529769523	FC1	male	0.368465251	female
TRINITY_DN131869_c0_g5_i1	2.530656819	FC1	male	2.048519266	female
TRINITY_DN128886_c5_g2_i3	2.53166498	FC1	male	-0.459078101	female
TRINITY_DN135005_c2_g1_i2	2.531788367	FC1	male	-1.071956499	female
TRINITY_DN132648_c0_g6_i1	2.532858986	FC1	male	-0.64437139	female
TRINITY_DN127469_c6_g2_i1	2.53288035	FC1	male	-0.699598738	female
