gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	sex
TRINITY_DN128390_c4_g2_i1	1.423672533	FC1	male	4.487747877	male
TRINITY_DN115715_c2_g3_i1	1.424450998	FC1	male	0.797292476	male
TRINITY_DN132589_c1_g1_i6	1.42478472	FC1	male	1.467355978	male
TRINITY_DN122624_c2_g1_i1	1.424884835	FC1	male	3.27646691	male
TRINITY_DN170774_c0_g1_i1	1.426478981	FC1	male	1.436513731	male
TRINITY_DN120962_c4_g1_i2	1.427333077	FC1	male	1.611949365	male
TRINITY_DN133599_c1_g4_i3	1.427519641	FC1	male	3.764882121	male
TRINITY_DN126697_c0_g1_i1	1.428021582	FC1	male	0.0057177	male
TRINITY_DN134159_c0_g4_i2	1.428314771	FC1	male	-0.090144578	male
TRINITY_DN134259_c8_g1_i1	1.428767819	FC1	male	3.039732318	male
TRINITY_DN123189_c2_g4_i1	1.428967153	FC1	male	1.139934045	male
TRINITY_DN116249_c2_g1_i1	1.429324579	FC1	male	0.166373835	male
TRINITY_DN134162_c0_g2_i1	1.42950764	FC1	male	1.456594364	male
TRINITY_DN119407_c0_g2_i1	1.429964927	FC1	male	4.822281663	male
TRINITY_DN9141_c0_g1_i1	1.430080444	FC1	male	3.893663042	male
TRINITY_DN132221_c1_g3_i1	1.430305488	FC1	male	3.226045752	male
TRINITY_DN134711_c7_g13_i1	1.431036016	FC1	male	3.511355738	male
TRINITY_DN115114_c1_g1_i1	1.431042088	FC1	male	1.68719706	male
TRINITY_DN125800_c1_g1_i2	1.431327972	FC1	male	7.094289125	male
TRINITY_DN134623_c0_g1_i4	1.432047849	FC1	male	1.899931214	male
TRINITY_DN129202_c2_g8_i1	1.432113022	FC1	male	3.10425022	male
TRINITY_DN126272_c2_g1_i1	1.432211711	FC1	male	5.344786443	male
TRINITY_DN119408_c2_g1_i1	1.432279759	FC1	male	3.893281904	male
TRINITY_DN126880_c2_g1_i1	1.432296476	FC1	male	4.248585613	male
TRINITY_DN69428_c0_g1_i1	1.432914028	FC1	male	0.644753345	male
TRINITY_DN123229_c0_g1_i4	1.433080104	FC1	male	2.649520394	male
TRINITY_DN127561_c5_g1_i1	1.433143933	FC1	male	4.178851683	male
TRINITY_DN122720_c0_g1_i1	1.433478375	FC1	male	2.57232847	male
TRINITY_DN129152_c5_g2_i1	1.433596493	FC1	male	-2.439509336	male
TRINITY_DN135249_c0_g2_i1	1.433852734	FC1	male	5.173771695	male
TRINITY_DN136080_c10_g6_i1	1.433978756	FC1	male	4.810257582	male
TRINITY_DN132204_c4_g1_i1	1.434039542	FC1	male	2.92028005	male
TRINITY_DN133766_c0_g1_i3	1.434203114	FC1	male	2.170305763	male
TRINITY_DN118476_c0_g1_i2	1.434351873	FC1	male	1.689349856	male
TRINITY_DN117163_c0_g1_i5	1.434365824	FC1	male	6.535244979	male
TRINITY_DN115675_c0_g1_i3	1.434374882	FC1	male	2.805694216	male
TRINITY_DN118595_c0_g2_i1	1.434494711	FC1	male	-1.116538178	male
TRINITY_DN131504_c1_g1_i2	1.434661543	FC1	male	-1.496337676	male
TRINITY_DN124465_c2_g1_i8	1.436020527	FC1	male	4.426772	male
TRINITY_DN128775_c0_g1_i1	1.436150949	FC1	male	-0.568904439	male
TRINITY_DN135280_c3_g3_i1	1.436166423	FC1	male	3.466222117	male
TRINITY_DN117574_c0_g3_i1	1.43647313	FC1	male	3.965207848	male
TRINITY_DN132158_c1_g2_i9	1.436604957	FC1	male	3.511857173	male
TRINITY_DN135090_c2_g7_i2	1.43716282	FC1	male	2.515906947	male
TRINITY_DN131201_c3_g2_i2	1.43756909	FC1	male	1.788023933	male
TRINITY_DN128610_c1_g6_i1	1.437748587	FC1	male	0.762354813	male
TRINITY_DN131321_c3_g2_i1	1.438021766	FC1	male	4.22946007	male
TRINITY_DN115252_c0_g2_i1	1.438180234	FC1	male	2.487394265	male
TRINITY_DN135788_c4_g2_i2	1.438331094	FC1	male	3.571464611	male
TRINITY_DN112910_c0_g1_i2	1.439133554	FC1	male	0.05877356	male
TRINITY_DN124257_c2_g6_i1	1.439482591	FC1	male	-0.047744633	male
TRINITY_DN126561_c1_g1_i6	1.43957136	FC1	male	4.465622975	male
TRINITY_DN135139_c3_g1_i2	1.439809656	FC1	male	-0.151661311	male
TRINITY_DN136342_c1_g1_i3	1.440110511	FC1	male	3.915002876	male
TRINITY_DN92993_c0_g1_i1	1.440130142	FC1	male	1.930703808	male
TRINITY_DN135476_c0_g1_i2	1.440198791	FC1	male	-1.343234348	male
TRINITY_DN113379_c0_g1_i1	1.440600327	FC1	male	2.675565069	male
TRINITY_DN128122_c0_g1_i3	1.440821468	FC1	male	3.717177471	male
TRINITY_DN129047_c7_g1_i1	1.44094334	FC1	male	-0.945776848	male
TRINITY_DN132520_c9_g3_i2	1.441054389	FC1	male	4.645401908	male
TRINITY_DN123324_c1_g5_i3	1.441080373	FC1	male	1.860980532	male
TRINITY_DN121063_c0_g1_i2	1.442870536	FC1	male	5.373726935	male
TRINITY_DN124713_c2_g3_i1	1.442977127	FC1	male	3.125460866	male
TRINITY_DN110867_c0_g1_i1	1.443391236	FC1	male	2.236346225	male
TRINITY_DN119692_c0_g1_i1	1.44375979	FC1	male	1.584299394	male
TRINITY_DN131726_c2_g2_i9	1.444010325	FC1	male	1.885602504	male
TRINITY_DN128285_c5_g1_i1	1.44407109	FC1	male	3.003100975	male
TRINITY_DN130292_c0_g2_i5	1.444142246	FC1	male	11.07510772	male
TRINITY_DN101247_c0_g2_i1	1.444710524	FC1	male	NA	male
TRINITY_DN121499_c0_g2_i1	1.445086156	FC1	male	-0.672899615	male
TRINITY_DN136014_c1_g1_i1	1.445455635	FC1	male	3.242364609	male
TRINITY_DN131490_c2_g3_i1	1.446395744	FC1	male	4.370589916	male
TRINITY_DN134962_c1_g1_i5	1.447198564	FC1	male	0.522724888	male
TRINITY_DN135549_c1_g1_i4	1.447466337	FC1	male	4.735492592	male
TRINITY_DN126981_c2_g1_i2	1.447605836	FC1	male	0.462817087	male
TRINITY_DN133829_c2_g2_i4	1.447622471	FC1	male	1.971334742	male
TRINITY_DN130713_c0_g3_i3	1.447711504	FC1	male	0.96183494	male
TRINITY_DN135340_c5_g4_i2	1.44803619	FC1	male	0.961437689	male
TRINITY_DN128029_c0_g1_i1	1.448164603	FC1	male	1.938627089	male
TRINITY_DN127676_c1_g2_i1	1.448328442	FC1	male	1.009101598	male
TRINITY_DN130644_c1_g1_i1	1.448420197	FC1	male	0.368651868	male
TRINITY_DN129376_c0_g1_i1	1.448432851	FC1	male	4.098959853	male
TRINITY_DN136675_c8_g1_i3	1.449052337	FC1	male	1.713541085	male
TRINITY_DN132375_c3_g1_i3	1.449198309	FC1	male	2.502121421	male
TRINITY_DN133857_c0_g1_i4	1.449282859	FC1	male	2.662192076	male
TRINITY_DN130755_c0_g1_i1	1.449384178	FC1	male	NA	male
TRINITY_DN129264_c1_g1_i1	1.450542342	FC1	male	11.56743508	male
TRINITY_DN116950_c0_g1_i1	1.450678267	FC1	male	2.516018239	male
TRINITY_DN117910_c0_g1_i1	1.451691312	FC1	male	0.734407059	male
TRINITY_DN127615_c0_g3_i1	1.452124545	FC1	male	2.321803862	male
TRINITY_DN129153_c9_g4_i2	1.453092294	FC1	male	3.000875987	male
TRINITY_DN128804_c0_g2_i1	1.453231506	FC1	male	1.480239206	male
TRINITY_DN134026_c0_g2_i6	1.453415753	FC1	male	2.436078356	male
TRINITY_DN134583_c2_g2_i1	1.453781278	FC1	male	1.536716775	male
TRINITY_DN127225_c3_g2_i2	1.454252903	FC1	male	2.339050839	male
TRINITY_DN134739_c6_g2_i2	1.454306581	FC1	male	3.852400589	male
TRINITY_DN131425_c1_g3_i3	1.45490016	FC1	male	9.415436752	male
TRINITY_DN117892_c0_g1_i1	1.455386026	FC1	male	3.289482918	male
TRINITY_DN126346_c1_g2_i3	1.45581123	FC1	male	0.84404416	male
TRINITY_DN127978_c6_g1_i2	1.455886601	FC1	male	3.726676473	male
TRINITY_DN123447_c3_g1_i4	1.455936627	FC1	male	1.484041548	male
TRINITY_DN135357_c2_g1_i1	1.456589953	FC1	male	0.633784835	male
TRINITY_DN119254_c0_g5_i1	1.456824419	FC1	male	2.535330383	male
TRINITY_DN123262_c0_g1_i2	1.456977439	FC1	male	1.296907871	male
TRINITY_DN127512_c7_g3_i1	1.457042324	FC1	male	1.534720326	male
TRINITY_DN123916_c1_g2_i2	1.457425069	FC1	male	2.095662716	male
TRINITY_DN135538_c0_g1_i1	1.45763691	FC1	male	2.437441907	male
TRINITY_DN121689_c0_g1_i2	1.457721835	FC1	male	1.140953861	male
TRINITY_DN128421_c1_g1_i1	1.458634471	FC1	male	4.993403267	male
TRINITY_DN134188_c0_g1_i1	1.458703527	FC1	male	0.648619174	male
TRINITY_DN128219_c3_g5_i1	1.458741777	FC1	male	4.159290285	male
TRINITY_DN135556_c3_g2_i2	1.459291892	FC1	male	2.631729321	male
TRINITY_DN128658_c1_g2_i1	1.460107246	FC1	male	2.762102521	male
TRINITY_DN128572_c0_g3_i8	1.46023059	FC1	male	3.237523272	male
TRINITY_DN135815_c9_g1_i1	1.460347633	FC1	male	5.25774205	male
TRINITY_DN124617_c2_g1_i1	1.460366116	FC1	male	1.207642475	male
TRINITY_DN128054_c7_g2_i1	1.460463052	FC1	male	3.388671756	male
TRINITY_DN124448_c6_g1_i2	1.460577152	FC1	male	1.422299654	male
TRINITY_DN136686_c3_g1_i2	1.460938621	FC1	male	1.693824299	male
TRINITY_DN122423_c0_g1_i6	1.461004145	FC1	male	1.910794342	male
TRINITY_DN131245_c0_g1_i1	1.461584124	FC1	male	1.244590392	male
TRINITY_DN133971_c0_g2_i1	1.4617635	FC1	male	8.817423829	male
TRINITY_DN120686_c1_g1_i2	1.462249701	FC1	male	1.175296662	male
TRINITY_DN123197_c0_g1_i1	1.462358097	FC1	male	-0.886157575	male
TRINITY_DN123520_c0_g1_i1	1.462858576	FC1	male	4.244455766	male
TRINITY_DN135370_c2_g7_i1	1.463550215	FC1	male	2.765574725	male
TRINITY_DN132963_c0_g5_i1	1.465200221	FC1	male	1.007820041	male
TRINITY_DN131312_c2_g1_i4	1.465515118	FC1	male	0.22751092	male
TRINITY_DN116275_c1_g2_i1	1.465561919	FC1	male	2.623051134	male
TRINITY_DN120101_c0_g1_i1	1.466289725	FC1	male	7.767162698	male
TRINITY_DN129311_c0_g4_i1	1.466377333	FC1	male	NA	male
TRINITY_DN124957_c0_g1_i1	1.466586136	FC1	male	1.978905645	male
TRINITY_DN136164_c1_g3_i1	1.467337895	FC1	male	1.060083266	male
TRINITY_DN107303_c0_g1_i1	1.46804462	FC1	male	3.805582076	male
TRINITY_DN122838_c0_g1_i3	1.468364535	FC1	male	2.905923236	male
TRINITY_DN131637_c0_g1_i4	1.468368078	FC1	male	3.088686508	male
TRINITY_DN127303_c3_g3_i5	1.468949723	FC1	male	7.989019382	male
TRINITY_DN127610_c1_g1_i3	1.469276977	FC1	male	4.838325289	male
TRINITY_DN122057_c0_g2_i1	1.469396567	FC1	male	1.199343889	male
TRINITY_DN103706_c0_g3_i1	1.46942227	FC1	male	0.363368602	male
TRINITY_DN130180_c1_g6_i1	1.46955998	FC1	male	5.20396698	male
TRINITY_DN128011_c1_g2_i2	1.469594699	FC1	male	2.53617724	male
TRINITY_DN132188_c2_g1_i2	1.469751168	FC1	male	2.55476868	male
TRINITY_DN127223_c0_g1_i1	1.469822132	FC1	male	3.428872905	male
TRINITY_DN129993_c3_g1_i1	1.470067636	FC1	male	3.627942772	male
TRINITY_DN126968_c0_g1_i1	1.470290433	FC1	male	2.975250058	male
TRINITY_DN129608_c0_g1_i2	1.470975699	FC1	male	3.916418389	male
TRINITY_DN118388_c0_g1_i5	1.471012257	FC1	male	0.372176813	male
TRINITY_DN123296_c1_g1_i2	1.472937695	FC1	male	5.244748641	male
TRINITY_DN129889_c3_g1_i5	1.473771888	FC1	male	3.976154119	male
TRINITY_DN38205_c0_g1_i1	1.473930417	FC1	male	3.461968228	male
TRINITY_DN119920_c0_g1_i1	1.474353096	FC1	male	0.829547362	male
TRINITY_DN123764_c1_g2_i1	1.474497025	FC1	male	2.255016852	male
TRINITY_DN131884_c2_g1_i2	1.474786785	FC1	male	0.767046229	male
TRINITY_DN130677_c5_g1_i3	1.47520883	FC1	male	2.862638175	male
TRINITY_DN119797_c1_g1_i1	1.47570135	FC1	male	2.252390828	male
TRINITY_DN127487_c0_g1_i1	1.47705142	FC1	male	2.396817909	male
TRINITY_DN136480_c0_g2_i1	1.477218036	FC1	male	3.731728978	male
TRINITY_DN127818_c1_g3_i4	1.478161195	FC1	male	1.823414573	male
TRINITY_DN120878_c0_g1_i3	1.478190207	FC1	male	-0.39675105	male
TRINITY_DN130141_c2_g2_i1	1.478333134	FC1	male	3.623354085	male
TRINITY_DN116657_c1_g1_i1	1.47855046	FC1	male	-0.157795049	male
TRINITY_DN131800_c3_g3_i2	1.478719482	FC1	male	4.102235448	male
TRINITY_DN133927_c1_g2_i3	1.478904326	FC1	male	3.430188093	male
TRINITY_DN124104_c0_g1_i2	1.479398045	FC1	male	7.071283853	male
TRINITY_DN133981_c1_g3_i3	1.479663089	FC1	male	0.519384902	male
TRINITY_DN140755_c0_g1_i1	1.480152681	FC1	male	2.909166071	male
TRINITY_DN126203_c2_g1_i1	1.480172139	FC1	male	3.700405491	male
TRINITY_DN133567_c0_g2_i4	1.480929586	FC1	male	3.930687945	male
TRINITY_DN135667_c2_g1_i1	1.481105269	FC1	male	1.105451665	male
TRINITY_DN129955_c4_g3_i2	1.481295808	FC1	male	1.414566264	male
TRINITY_DN130962_c1_g3_i2	1.481862955	FC1	male	0.655049968	male
TRINITY_DN136024_c4_g1_i2	1.481997446	FC1	male	1.226937715	male
TRINITY_DN134302_c0_g4_i2	1.482113451	FC1	male	1.696394828	male
TRINITY_DN129401_c5_g1_i1	1.482297787	FC1	male	2.638724144	male
TRINITY_DN125650_c3_g1_i1	1.483461015	FC1	male	1.101136341	male
TRINITY_DN134453_c1_g1_i1	1.483722028	FC1	male	2.449557476	male
TRINITY_DN6721_c0_g2_i1	1.484354061	FC1	male	3.299251781	male
TRINITY_DN114496_c0_g1_i1	1.484363545	FC1	male	2.251799525	male
TRINITY_DN103284_c0_g1_i2	1.484571873	FC1	male	1.647492234	male
TRINITY_DN125089_c4_g2_i1	1.484746715	FC1	male	3.469564231	male
TRINITY_DN128705_c10_g2_i1	1.485325694	FC1	male	0.496849508	male
TRINITY_DN130164_c2_g10_i1	1.485645473	FC1	male	0.61298964	male
TRINITY_DN109745_c0_g1_i1	1.486126714	FC1	male	0.848238482	male
TRINITY_DN121216_c0_g1_i3	1.486282263	FC1	male	0.263780678	male
TRINITY_DN135030_c0_g1_i3	1.486574444	FC1	male	0.772175847	male
TRINITY_DN132439_c5_g9_i1	1.486972982	FC1	male	1.459165267	male
TRINITY_DN136628_c4_g1_i1	1.487685498	FC1	male	0.413977939	male
TRINITY_DN124619_c2_g2_i2	1.487714727	FC1	male	3.96414638	male
TRINITY_DN136220_c5_g7_i1	1.487751263	FC1	male	NA	male
TRINITY_DN133322_c0_g2_i1	1.488059887	FC1	male	0.898620783	male
TRINITY_DN127525_c3_g1_i1	1.48829853	FC1	male	5.685708422	male
TRINITY_DN134004_c0_g2_i2	1.488407502	FC1	male	2.505295349	male
TRINITY_DN129479_c5_g1_i1	1.488733444	FC1	male	2.903790101	male
TRINITY_DN129808_c6_g1_i1	1.489053284	FC1	male	2.919777671	male
TRINITY_DN120929_c0_g1_i1	1.4890976	FC1	male	5.098108985	male
TRINITY_DN122213_c2_g2_i1	1.48919589	FC1	male	1.878441849	male
TRINITY_DN125813_c0_g1_i1	1.489814497	FC1	male	-1.198087077	male
TRINITY_DN131741_c3_g3_i2	1.490073589	FC1	male	3.301404719	male
TRINITY_DN133803_c0_g2_i3	1.490119957	FC1	male	1.292409206	male
TRINITY_DN118806_c0_g2_i1	1.490155625	FC1	male	4.948517104	male
TRINITY_DN120344_c0_g2_i2	1.490193348	FC1	male	4.787900198	male
TRINITY_DN135177_c0_g2_i3	1.490511313	FC1	male	1.487442468	male
TRINITY_DN135665_c1_g1_i1	1.491072252	FC1	male	4.195026154	male
TRINITY_DN133655_c14_g1_i2	1.491354021	FC1	male	2.710253128	male
TRINITY_DN117941_c0_g1_i1	1.491470144	FC1	male	1.621403548	male
TRINITY_DN122919_c1_g3_i3	1.492021814	FC1	male	4.269370097	male
TRINITY_DN126969_c0_g1_i4	1.492741424	FC1	male	4.243592352	male
TRINITY_DN127602_c1_g1_i1	1.49287108	FC1	male	3.426083155	male
TRINITY_DN135596_c1_g1_i1	1.49309706	FC1	male	2.746118483	male
TRINITY_DN132954_c5_g2_i3	1.493435359	FC1	male	2.751887717	male
TRINITY_DN130437_c2_g1_i1	1.4939092	FC1	male	1.679712561	male
TRINITY_DN111247_c0_g1_i1	1.493949186	FC1	male	4.035428831	male
TRINITY_DN129631_c6_g13_i1	1.494189506	FC1	male	3.209635262	male
TRINITY_DN123639_c0_g1_i1	1.494205281	FC1	male	4.944226872	male
TRINITY_DN107445_c0_g1_i2	1.494474997	FC1	male	2.019785821	male
TRINITY_DN133356_c6_g2_i2	1.49491119	FC1	male	0.085295441	male
TRINITY_DN129273_c5_g3_i1	1.495164203	FC1	male	6.672786491	male
TRINITY_DN132772_c0_g1_i4	1.495765755	FC1	male	-0.684270173	male
TRINITY_DN127724_c1_g4_i5	1.496392323	FC1	male	4.867949681	male
TRINITY_DN107707_c0_g1_i1	1.49644099	FC1	male	5.387291962	male
TRINITY_DN125645_c0_g1_i6	1.497077089	FC1	male	3.005793463	male
TRINITY_DN126582_c1_g1_i4	1.497731182	FC1	male	9.030697752	male
TRINITY_DN134554_c4_g1_i4	1.49795838	FC1	male	0.472293205	male
TRINITY_DN131507_c3_g2_i1	1.498216844	FC1	male	3.43399575	male
TRINITY_DN130375_c0_g3_i1	1.499522389	FC1	male	1.310999435	male
TRINITY_DN112438_c0_g1_i1	1.499795781	FC1	male	6.235037249	male
TRINITY_DN123323_c0_g1_i1	1.500171802	FC1	male	-0.109573784	male
TRINITY_DN133052_c1_g4_i1	1.500174374	FC1	male	1.715880117	male
TRINITY_DN113344_c0_g1_i1	1.500301579	FC1	male	1.075445579	male
TRINITY_DN123167_c6_g2_i4	1.500577238	FC1	male	4.37034854	male
TRINITY_DN129642_c1_g2_i1	1.501123051	FC1	male	2.176645663	male
TRINITY_DN119578_c1_g1_i1	1.501170217	FC1	male	4.666293999	male
TRINITY_DN124063_c2_g1_i2	1.501425303	FC1	male	4.773406393	male
TRINITY_DN126371_c0_g1_i7	1.501677293	FC1	male	3.091364237	male
TRINITY_DN116374_c0_g1_i2	1.501685324	FC1	male	5.002709982	male
TRINITY_DN131703_c0_g1_i1	1.501748424	FC1	male	3.759672673	male
TRINITY_DN125876_c0_g1_i1	1.502134111	FC1	male	1.427133217	male
TRINITY_DN133369_c0_g1_i1	1.502246039	FC1	male	0.750079865	male
TRINITY_DN127182_c0_g1_i1	1.502255871	FC1	male	1.710686055	male
TRINITY_DN128193_c0_g1_i1	1.50242712	FC1	male	1.189461504	male
TRINITY_DN122497_c0_g1_i3	1.502988675	FC1	male	1.053611776	male
TRINITY_DN135116_c3_g2_i1	1.503000289	FC1	male	8.843838933	male
TRINITY_DN130469_c2_g6_i2	1.503162858	FC1	male	3.894461436	male
TRINITY_DN110896_c0_g2_i2	1.503456748	FC1	male	-0.398242375	male
TRINITY_DN116118_c0_g3_i2	1.504281076	FC1	male	1.946123441	male
TRINITY_DN136565_c2_g3_i4	1.504483029	FC1	male	4.330625637	male
TRINITY_DN127151_c1_g2_i1	1.504540824	FC1	male	10.37358028	male
TRINITY_DN132412_c0_g6_i1	1.504649319	FC1	male	2.072652095	male
TRINITY_DN104436_c0_g1_i1	1.505036188	FC1	male	0.826800197	male
TRINITY_DN121428_c1_g2_i2	1.505461899	FC1	male	3.088425444	male
TRINITY_DN114238_c0_g1_i2	1.505839174	FC1	male	5.063556637	male
TRINITY_DN134810_c1_g7_i2	1.505924433	FC1	male	3.234458395	male
TRINITY_DN116599_c0_g2_i1	1.506235003	FC1	male	0.735747416	male
TRINITY_DN134146_c2_g1_i2	1.506305253	FC1	male	2.049698259	male
TRINITY_DN125280_c2_g2_i2	1.506799796	FC1	male	3.738845456	male
TRINITY_DN134081_c1_g3_i1	1.507635724	FC1	male	-0.546636406	male
TRINITY_DN101361_c0_g1_i2	1.508402493	FC1	male	2.067178717	male
TRINITY_DN127397_c3_g4_i1	1.508477053	FC1	male	2.119024316	male
TRINITY_DN127347_c4_g6_i1	1.508765393	FC1	male	1.694744331	male
TRINITY_DN121224_c0_g1_i3	1.509161845	FC1	male	3.677441754	male
TRINITY_DN123541_c0_g1_i1	1.509179611	FC1	male	-0.215616002	male
TRINITY_DN135777_c0_g1_i2	1.509316163	FC1	male	6.977735566	male
TRINITY_DN130418_c1_g2_i1	1.509597649	FC1	male	3.927858314	male
TRINITY_DN135432_c0_g2_i13	1.510738166	FC1	male	2.134327904	male
TRINITY_DN133220_c5_g4_i2	1.510782812	FC1	male	3.024432492	male
TRINITY_DN126275_c0_g1_i5	1.510967173	FC1	male	8.970636741	male
TRINITY_DN132564_c3_g10_i1	1.511005285	FC1	male	1.706607584	male
TRINITY_DN135152_c5_g1_i2	1.511243162	FC1	male	0.823395626	male
TRINITY_DN127919_c0_g2_i9	1.511975593	FC1	male	-1.521165883	male
TRINITY_DN135469_c0_g1_i2	1.512897795	FC1	male	1.860280965	male
TRINITY_DN132181_c6_g2_i1	1.513905527	FC1	male	1.889901399	male
TRINITY_DN129479_c10_g1_i1	1.514003323	FC1	male	5.115733811	male
TRINITY_DN134386_c0_g3_i1	1.514375517	FC1	male	0.443145711	male
TRINITY_DN114231_c0_g1_i1	1.514377893	FC1	male	2.51705398	male
TRINITY_DN130858_c0_g2_i1	1.514941409	FC1	male	1.88381606	male
TRINITY_DN136056_c8_g2_i1	1.515046048	FC1	male	2.286201683	male
TRINITY_DN124306_c8_g1_i1	1.515235437	FC1	male	2.406557185	male
TRINITY_DN131584_c0_g2_i3	1.516555913	FC1	male	-0.487285486	male
TRINITY_DN121680_c0_g1_i1	1.517064572	FC1	male	1.596223826	male
TRINITY_DN117297_c0_g1_i1	1.517163033	FC1	male	1.175897058	male
TRINITY_DN123967_c0_g2_i2	1.517376542	FC1	male	0.109418336	male
TRINITY_DN132133_c0_g2_i1	1.517462589	FC1	male	0.586536157	male
TRINITY_DN134800_c12_g2_i2	1.517700086	FC1	male	7.341244494	male
TRINITY_DN133840_c1_g1_i1	1.518041626	FC1	male	3.170934169	male
TRINITY_DN128829_c3_g1_i1	1.518326382	FC1	male	0.05256973	male
TRINITY_DN101897_c0_g1_i1	1.518446502	FC1	male	1.425750479	male
TRINITY_DN123929_c3_g1_i1	1.518555539	FC1	male	4.952856722	male
TRINITY_DN123612_c1_g1_i5	1.518737067	FC1	male	6.37948745	male
TRINITY_DN133652_c0_g25_i1	1.518878244	FC1	male	4.08586936	male
TRINITY_DN120197_c1_g2_i1	1.519477311	FC1	male	2.794897136	male
TRINITY_DN128516_c1_g3_i2	1.519753134	FC1	male	2.698697838	male
TRINITY_DN129752_c4_g12_i2	1.520231442	FC1	male	7.431451022	male
TRINITY_DN130263_c6_g1_i9	1.52062692	FC1	male	0.274547001	male
TRINITY_DN127870_c2_g3_i1	1.520940864	FC1	male	3.598767911	male
TRINITY_DN123766_c5_g1_i3	1.521061663	FC1	male	2.011675144	male
TRINITY_DN125303_c0_g2_i1	1.521333953	FC1	male	-0.17587682	male
TRINITY_DN134350_c0_g1_i2	1.521901554	FC1	male	1.439982729	male
TRINITY_DN134869_c4_g1_i4	1.5224821	FC1	male	2.338381073	male
TRINITY_DN136419_c2_g3_i3	1.522530502	FC1	male	2.965872474	male
TRINITY_DN131301_c2_g4_i3	1.522642893	FC1	male	3.310404695	male
TRINITY_DN129167_c5_g9_i1	1.523060357	FC1	male	2.785953495	male
TRINITY_DN110061_c0_g1_i1	1.523347466	FC1	male	0.423082594	male
TRINITY_DN136301_c4_g26_i1	1.523860033	FC1	male	2.89519365	male
TRINITY_DN131643_c0_g1_i2	1.524463164	FC1	male	3.955190734	male
TRINITY_DN130721_c1_g2_i1	1.524785456	FC1	male	10.45936555	male
TRINITY_DN133851_c2_g2_i2	1.524897285	FC1	male	4.649497887	male
TRINITY_DN122369_c4_g1_i6	1.5255921	FC1	male	NA	male
TRINITY_DN133772_c1_g1_i4	1.525895532	FC1	male	8.687066187	male
TRINITY_DN132139_c6_g2_i3	1.526733434	FC1	male	-1.495371802	male
TRINITY_DN127150_c6_g2_i1	1.526955487	FC1	male	1.663408521	male
TRINITY_DN92456_c0_g1_i1	1.526993115	FC1	male	3.60983087	male
TRINITY_DN128589_c3_g1_i1	1.527242626	FC1	male	1.65748146	male
TRINITY_DN132505_c2_g1_i1	1.527243924	FC1	male	0.449814211	male
TRINITY_DN133874_c8_g2_i1	1.527832083	FC1	male	3.801858826	male
TRINITY_DN127216_c4_g1_i2	1.527990707	FC1	male	2.033054714	male
TRINITY_DN133651_c2_g4_i1	1.52800275	FC1	male	2.30989027	male
TRINITY_DN127993_c2_g2_i2	1.528303171	FC1	male	5.57737341	male
TRINITY_DN132968_c1_g1_i1	1.528653798	FC1	male	-0.022494029	male
TRINITY_DN126458_c0_g1_i1	1.529158166	FC1	male	5.463274781	male
TRINITY_DN129589_c0_g3_i1	1.529433113	FC1	male	1.045538973	male
TRINITY_DN129533_c0_g3_i1	1.529447358	FC1	male	1.819130922	male
TRINITY_DN133797_c1_g2_i2	1.530386114	FC1	male	3.755647196	male
TRINITY_DN132535_c6_g1_i4	1.530850974	FC1	male	1.43572494	male
TRINITY_DN119634_c0_g1_i1	1.531569007	FC1	male	0.404509251	male
TRINITY_DN129149_c1_g5_i1	1.532474547	FC1	male	2.189978261	male
TRINITY_DN119726_c0_g1_i1	1.532754477	FC1	male	5.196423274	male
TRINITY_DN118296_c0_g2_i2	1.533340153	FC1	male	9.301741027	male
TRINITY_DN125920_c1_g6_i1	1.533882174	FC1	male	0.514960323	male
TRINITY_DN44493_c0_g1_i1	1.533978006	FC1	male	0.74223632	male
TRINITY_DN135409_c1_g2_i1	1.535037555	FC1	male	3.417833683	male
TRINITY_DN111361_c0_g1_i1	1.535480605	FC1	male	2.511435803	male
TRINITY_DN115692_c0_g1_i1	1.53611941	FC1	male	1.246776779	male
TRINITY_DN102142_c0_g1_i1	1.536435552	FC1	male	-1.64706603	male
TRINITY_DN127646_c0_g3_i3	1.537740587	FC1	male	4.337293065	male
TRINITY_DN130037_c1_g9_i1	1.538161266	FC1	male	2.041573975	male
TRINITY_DN124931_c0_g2_i2	1.538792914	FC1	male	5.12858077	male
TRINITY_DN114398_c0_g1_i2	1.539058421	FC1	male	4.207055875	male
TRINITY_DN131180_c1_g2_i3	1.539139517	FC1	male	3.972644291	male
TRINITY_DN127503_c6_g1_i1	1.54002125	FC1	male	2.362461624	male
TRINITY_DN130296_c2_g1_i3	1.540079841	FC1	male	3.807360446	male
TRINITY_DN112530_c0_g1_i2	1.540259302	FC1	male	2.669901998	male
TRINITY_DN129856_c1_g1_i6	1.540862855	FC1	male	2.481622352	male
TRINITY_DN132247_c1_g1_i2	1.541206657	FC1	male	3.750232959	male
TRINITY_DN128615_c5_g2_i6	1.54126478	FC1	male	3.474283332	male
TRINITY_DN136234_c11_g1_i1	1.541758892	FC1	male	2.518923726	male
TRINITY_DN120899_c0_g1_i1	1.542019246	FC1	male	-0.056678106	male
TRINITY_DN129325_c2_g2_i1	1.542062963	FC1	male	1.209908462	male
