gid	logFC.XYtestis.XXovary	cutoff	co_sb	log2RPKM	sex
TRINITY_DN122212_c0_g1_i2	-1.445076328	FC1	female	4.636715088	female
TRINITY_DN116899_c0_g1_i3	-1.444915533	FC1	female	6.349282724	female
TRINITY_DN124855_c0_g11_i1	-1.444780993	FC1	female	3.664773419	female
TRINITY_DN127156_c7_g3_i1	-1.444424015	FC1	female	2.848815678	female
TRINITY_DN120384_c0_g1_i7	-1.444087897	FC1	female	8.212761913	female
TRINITY_DN85619_c0_g1_i1	-1.444059516	FC1	female	6.302278622	female
TRINITY_DN129966_c0_g1_i1	-1.443595673	FC1	female	3.407692109	female
TRINITY_DN134487_c0_g1_i4	-1.443003334	FC1	female	0.797444483	female
TRINITY_DN127636_c7_g1_i1	-1.44298723	FC1	female	6.3029387	female
TRINITY_DN125466_c2_g2_i1	-1.442900175	FC1	female	2.996210487	female
TRINITY_DN130492_c1_g4_i2	-1.442746928	FC1	female	4.179889196	female
TRINITY_DN133976_c1_g2_i6	-1.44165336	FC1	female	5.657644819	female
TRINITY_DN116278_c0_g1_i1	-1.44146547	FC1	female	3.992040147	female
TRINITY_DN133183_c0_g1_i1	-1.440756151	FC1	female	3.752458176	female
TRINITY_DN131743_c2_g1_i1	-1.440624633	FC1	female	1.515493709	female
TRINITY_DN106459_c0_g1_i1	-1.440455412	FC1	female	3.90261051	female
TRINITY_DN125846_c1_g1_i1	-1.439310413	FC1	female	3.620183669	female
TRINITY_DN132045_c1_g2_i2	-1.437928668	FC1	female	2.618603197	female
TRINITY_DN116819_c1_g1_i1	-1.437066062	FC1	female	6.611252832	female
TRINITY_DN119467_c0_g1_i2	-1.436942754	FC1	female	7.404067646	female
TRINITY_DN128167_c5_g2_i2	-1.436469026	FC1	female	0.574938518	female
TRINITY_DN130536_c4_g3_i2	-1.436437452	FC1	female	4.428156404	female
TRINITY_DN126047_c5_g6_i1	-1.436140936	FC1	female	3.56340732	female
TRINITY_DN123838_c1_g3_i1	-1.435911139	FC1	female	0.692559204	female
TRINITY_DN115498_c0_g1_i1	-1.435894289	FC1	female	2.518233256	female
TRINITY_DN128172_c3_g1_i1	-1.435704557	FC1	female	5.756613212	female
TRINITY_DN120954_c2_g4_i1	-1.435538063	FC1	female	3.066435342	female
TRINITY_DN124356_c7_g6_i1	-1.434518328	FC1	female	0.628244205	female
TRINITY_DN127945_c1_g1_i1	-1.434278022	FC1	female	1.533486352	female
TRINITY_DN128684_c2_g1_i1	-1.434208798	FC1	female	2.117567179	female
TRINITY_DN112907_c0_g2_i1	-1.433911919	FC1	female	6.324431918	female
TRINITY_DN129176_c3_g5_i1	-1.433775241	FC1	female	1.044050769	female
TRINITY_DN121956_c0_g1_i6	-1.433705546	FC1	female	2.554958025	female
TRINITY_DN115432_c0_g1_i1	-1.433638476	FC1	female	3.397538016	female
TRINITY_DN136398_c3_g2_i4	-1.433612647	FC1	female	4.517438462	female
TRINITY_DN131939_c2_g8_i2	-1.433302228	FC1	female	5.806131556	female
TRINITY_DN121743_c2_g1_i1	-1.432971348	FC1	female	6.946585572	female
TRINITY_DN126251_c3_g1_i1	-1.432862471	FC1	female	2.231075495	female
TRINITY_DN116692_c0_g1_i5	-1.432622336	FC1	female	4.717198989	female
TRINITY_DN120379_c0_g1_i2	-1.432407823	FC1	female	0.644316977	female
TRINITY_DN129441_c7_g1_i3	-1.431564058	FC1	female	5.05230755	female
TRINITY_DN125004_c1_g1_i5	-1.431394345	FC1	female	2.909930577	female
TRINITY_DN120309_c0_g1_i2	-1.430844748	FC1	female	4.658010391	female
TRINITY_DN134844_c0_g1_i1	-1.430715427	FC1	female	4.280979262	female
TRINITY_DN124342_c3_g1_i3	-1.430094785	FC1	female	5.476230972	female
TRINITY_DN128038_c3_g1_i6	-1.429922902	FC1	female	6.959450203	female
TRINITY_DN125487_c0_g2_i2	-1.42982988	FC1	female	4.562274977	female
TRINITY_DN123649_c5_g1_i1	-1.429628117	FC1	female	4.34006321	female
TRINITY_DN110272_c0_g1_i1	-1.429014722	FC1	female	0.654082194	female
TRINITY_DN120998_c0_g3_i4	-1.428925622	FC1	female	5.442499517	female
TRINITY_DN116722_c0_g1_i1	-1.428429801	FC1	female	5.365934393	female
TRINITY_DN129379_c8_g11_i1	-1.428326034	FC1	female	1.05950343	female
TRINITY_DN126650_c1_g1_i2	-1.428153837	FC1	female	4.301483613	female
TRINITY_DN123189_c3_g1_i1	-1.42805164	FC1	female	2.716367993	female
TRINITY_DN131679_c0_g2_i2	-1.42794323	FC1	female	2.373412982	female
TRINITY_DN132129_c1_g2_i2	-1.427852764	FC1	female	6.375009365	female
TRINITY_DN129208_c2_g5_i5	-1.427298172	FC1	female	5.710174201	female
TRINITY_DN133981_c0_g1_i18	-1.426874977	FC1	female	1.108223374	female
TRINITY_DN122305_c6_g7_i1	-1.426395608	FC1	female	1.927375278	female
TRINITY_DN119944_c0_g1_i1	-1.426187032	FC1	female	3.921264641	female
TRINITY_DN131831_c0_g3_i2	-1.426159659	FC1	female	5.914196422	female
TRINITY_DN129106_c0_g7_i1	-1.426079888	FC1	female	5.902391437	female
TRINITY_DN132197_c3_g1_i1	-1.42589626	FC1	female	6.814786641	female
TRINITY_DN114298_c0_g1_i1	-1.425818745	FC1	female	5.176120633	female
TRINITY_DN132431_c3_g1_i3	-1.425750499	FC1	female	1.980179339	female
TRINITY_DN131953_c1_g3_i5	-1.425114674	FC1	female	4.862669332	female
TRINITY_DN128211_c2_g3_i1	-1.425106604	FC1	female	4.054792048	female
TRINITY_DN135443_c0_g3_i1	-1.423562865	FC1	female	2.643728495	female
TRINITY_DN128376_c2_g5_i2	-1.423200662	FC1	female	NA	female
TRINITY_DN123670_c2_g1_i1	-1.423047582	FC1	female	1.059567105	female
TRINITY_DN131657_c0_g1_i4	-1.422832561	FC1	female	1.910642447	female
TRINITY_DN99592_c0_g1_i1	-1.422616831	FC1	female	1.022084905	female
TRINITY_DN123361_c0_g1_i1	-1.422209684	FC1	female	5.249803916	female
TRINITY_DN133553_c1_g2_i1	-1.421892937	FC1	female	2.23848126	female
TRINITY_DN123632_c2_g2_i5	-1.421702995	FC1	female	5.375335889	female
TRINITY_DN119141_c0_g1_i1	-1.421386572	FC1	female	1.788771452	female
TRINITY_DN126533_c4_g2_i1	-1.421096465	FC1	female	4.51067378	female
TRINITY_DN128105_c2_g6_i1	-1.420969261	FC1	female	2.838352759	female
TRINITY_DN122624_c0_g1_i1	-1.420309214	FC1	female	2.589566011	female
TRINITY_DN123601_c3_g9_i1	-1.420244045	FC1	female	6.258440005	female
TRINITY_DN133324_c7_g1_i2	-1.420126409	FC1	female	5.235729016	female
TRINITY_DN132606_c3_g1_i3	-1.420123742	FC1	female	3.141284461	female
TRINITY_DN127010_c3_g1_i4	-1.420037995	FC1	female	5.289475248	female
TRINITY_DN129149_c1_g4_i4	-1.420031082	FC1	female	0.067842081	female
TRINITY_DN123752_c0_g1_i1	-1.419981912	FC1	female	NA	female
TRINITY_DN126039_c4_g2_i1	-1.41977911	FC1	female	5.211129086	female
TRINITY_DN116433_c0_g3_i3	-1.419347933	FC1	female	3.69159688	female
TRINITY_DN133037_c0_g1_i2	-1.419278302	FC1	female	5.207114872	female
TRINITY_DN126307_c1_g2_i2	-1.419126588	FC1	female	4.274541068	female
TRINITY_DN115067_c0_g1_i2	-1.418950835	FC1	female	0.642524498	female
TRINITY_DN133820_c2_g1_i2	-1.418875272	FC1	female	5.018621547	female
TRINITY_DN126942_c1_g1_i6	-1.418553093	FC1	female	1.861071367	female
TRINITY_DN121685_c0_g1_i1	-1.418405603	FC1	female	-1.238886857	female
TRINITY_DN127246_c0_g5_i3	-1.417971201	FC1	female	3.1285361	female
TRINITY_DN120545_c4_g1_i4	-1.417934034	FC1	female	6.419273629	female
TRINITY_DN112396_c1_g1_i1	-1.41749375	FC1	female	3.906433357	female
TRINITY_DN126571_c0_g1_i2	-1.417424117	FC1	female	-0.768594677	female
TRINITY_DN128408_c3_g7_i3	-1.417342539	FC1	female	6.525903351	female
TRINITY_DN119617_c0_g1_i1	-1.417317327	FC1	female	2.444806815	female
TRINITY_DN125036_c2_g2_i3	-1.416995768	FC1	female	5.938322743	female
TRINITY_DN133109_c3_g5_i1	-1.416988929	FC1	female	1.991543271	female
TRINITY_DN120352_c0_g1_i4	-1.416675252	FC1	female	7.633117704	female
TRINITY_DN118014_c0_g1_i2	-1.41629422	FC1	female	1.143756465	female
TRINITY_DN130252_c1_g4_i2	-1.416267532	FC1	female	5.427003075	female
TRINITY_DN131119_c3_g6_i1	-1.416148005	FC1	female	4.0771347	female
TRINITY_DN123677_c7_g1_i2	-1.414879838	FC1	female	1.99435615	female
TRINITY_DN130346_c1_g1_i2	-1.414794015	FC1	female	6.599962889	female
TRINITY_DN132659_c0_g1_i2	-1.414773094	FC1	female	6.490518943	female
TRINITY_DN122877_c1_g1_i1	-1.414672121	FC1	female	4.079010257	female
TRINITY_DN129091_c2_g1_i4	-1.414584015	FC1	female	5.170602351	female
TRINITY_DN120650_c0_g1_i1	-1.414376479	FC1	female	5.55513522	female
TRINITY_DN135372_c1_g1_i1	-1.414256911	FC1	female	3.778177255	female
TRINITY_DN132672_c1_g1_i1	-1.413746593	FC1	female	1.906249957	female
TRINITY_DN112343_c0_g1_i1	-1.413540055	FC1	female	1.600962769	female
TRINITY_DN128652_c2_g1_i3	-1.413534523	FC1	female	6.36137179	female
TRINITY_DN126290_c0_g1_i1	-1.413421681	FC1	female	NA	female
TRINITY_DN123892_c0_g2_i1	-1.413182315	FC1	female	2.814748678	female
TRINITY_DN127063_c3_g1_i3	-1.411917552	FC1	female	3.696723073	female
TRINITY_DN14210_c0_g1_i1	-1.411789771	FC1	female	0.40536512	female
TRINITY_DN131063_c5_g3_i1	-1.411405445	FC1	female	3.419812618	female
TRINITY_DN117803_c0_g1_i2	-1.411234121	FC1	female	7.182971224	female
TRINITY_DN122312_c0_g1_i2	-1.41104844	FC1	female	-0.229214171	female
TRINITY_DN125043_c0_g2_i6	-1.410834902	FC1	female	6.852988627	female
TRINITY_DN125376_c0_g7_i3	-1.410641372	FC1	female	4.110256482	female
TRINITY_DN124173_c0_g2_i1	-1.40996149	FC1	female	4.245965173	female
TRINITY_DN128861_c3_g1_i1	-1.409916483	FC1	female	3.663552569	female
TRINITY_DN122413_c4_g5_i2	-1.409736064	FC1	female	5.193462102	female
TRINITY_DN130451_c1_g10_i4	-1.409427968	FC1	female	5.721313817	female
TRINITY_DN17632_c0_g1_i1	-1.409355915	FC1	female	4.527941677	female
TRINITY_DN129826_c3_g1_i3	-1.40924737	FC1	female	4.548600472	female
TRINITY_DN122644_c2_g4_i1	-1.40838004	FC1	female	4.656171711	female
TRINITY_DN128151_c3_g3_i2	-1.408357996	FC1	female	3.306265823	female
TRINITY_DN127559_c6_g1_i1	-1.408016472	FC1	female	2.498459727	female
TRINITY_DN122701_c2_g2_i4	-1.407574142	FC1	female	-0.974656696	female
TRINITY_DN124016_c0_g1_i1	-1.40751554	FC1	female	4.710312684	female
TRINITY_DN122890_c2_g1_i1	-1.407472074	FC1	female	3.894254261	female
TRINITY_DN128248_c0_g1_i6	-1.406839779	FC1	female	5.15721191	female
TRINITY_DN132395_c1_g1_i1	-1.406692608	FC1	female	5.240380794	female
TRINITY_DN120685_c0_g1_i3	-1.406684069	FC1	female	-0.824683825	female
TRINITY_DN130479_c4_g2_i1	-1.406000931	FC1	female	2.547912529	female
TRINITY_DN130596_c3_g3_i1	-1.404498603	FC1	female	5.432648456	female
TRINITY_DN121815_c5_g2_i6	-1.403964565	FC1	female	7.040383442	female
TRINITY_DN133052_c1_g1_i6	-1.403580439	FC1	female	5.522096785	female
TRINITY_DN107308_c0_g1_i1	-1.403345428	FC1	female	4.743239292	female
TRINITY_DN129512_c5_g1_i2	-1.403297206	FC1	female	0.831415847	female
TRINITY_DN115242_c0_g1_i2	-1.402231738	FC1	female	5.452407993	female
TRINITY_DN124968_c0_g1_i2	-1.401359235	FC1	female	3.272262748	female
TRINITY_DN125231_c0_g6_i1	-1.40132375	FC1	female	6.20875048	female
TRINITY_DN121912_c1_g2_i1	-1.400892824	FC1	female	5.609590528	female
TRINITY_DN134498_c1_g2_i3	-1.40077457	FC1	female	4.850633615	female
TRINITY_DN134439_c1_g1_i5	-1.400384747	FC1	female	5.0997053	female
TRINITY_DN207866_c0_g1_i1	-1.398630433	FC1	female	3.222704417	female
TRINITY_DN126862_c0_g1_i6	-1.398629764	FC1	female	2.12242823	female
TRINITY_DN48675_c0_g1_i1	-1.396671509	FC1	female	3.62876583	female
TRINITY_DN131513_c2_g3_i1	-1.396657933	FC1	female	4.322683393	female
TRINITY_DN130225_c8_g1_i1	-1.396367708	FC1	female	3.514637073	female
TRINITY_DN131519_c3_g2_i3	-1.39611779	FC1	female	1.655260194	female
TRINITY_DN133177_c1_g6_i5	-1.396086752	FC1	female	3.28407945	female
TRINITY_DN133567_c0_g4_i2	-1.3954763	FC1	female	7.529397742	female
TRINITY_DN130134_c0_g1_i1	-1.395311143	FC1	female	1.429181933	female
TRINITY_DN127566_c5_g1_i1	-1.395215532	FC1	female	4.622548354	female
TRINITY_DN132278_c0_g1_i3	-1.395177462	FC1	female	8.88778684	female
TRINITY_DN133560_c0_g2_i1	-1.394617597	FC1	female	4.315605818	female
TRINITY_DN134403_c2_g1_i1	-1.394198787	FC1	female	3.29020624	female
TRINITY_DN136497_c6_g1_i1	-1.393981919	FC1	female	2.030783961	female
TRINITY_DN116963_c0_g1_i1	-1.393922806	FC1	female	5.81781959	female
TRINITY_DN126761_c0_g1_i1	-1.393861012	FC1	female	6.879917719	female
TRINITY_DN22652_c0_g2_i1	-1.393775496	FC1	female	3.494885314	female
TRINITY_DN134535_c4_g1_i4	-1.393707306	FC1	female	3.904689184	female
TRINITY_DN114023_c0_g1_i1	-1.393651605	FC1	female	6.041370325	female
TRINITY_DN133539_c0_g1_i1	-1.393437578	FC1	female	6.014630604	female
TRINITY_DN127619_c2_g2_i2	-1.393129632	FC1	female	1.965641954	female
TRINITY_DN124317_c0_g1_i6	-1.392691581	FC1	female	6.040751702	female
TRINITY_DN134085_c3_g3_i5	-1.392396829	FC1	female	10.83419883	female
TRINITY_DN126911_c6_g1_i1	-1.391885008	FC1	female	5.825675539	female
TRINITY_DN134109_c1_g2_i2	-1.390803794	FC1	female	-0.029408045	female
TRINITY_DN132657_c3_g15_i1	-1.390600783	FC1	female	1.596957479	female
TRINITY_DN117658_c0_g1_i1	-1.390526597	FC1	female	2.078810874	female
TRINITY_DN119973_c0_g1_i2	-1.390468847	FC1	female	4.83236503	female
TRINITY_DN82405_c0_g1_i1	-1.390367382	FC1	female	5.150188137	female
TRINITY_DN135261_c0_g1_i1	-1.390204284	FC1	female	4.837808562	female
TRINITY_DN128174_c5_g1_i3	-1.390123097	FC1	female	3.800663371	female
TRINITY_DN134568_c1_g1_i1	-1.39002822	FC1	female	4.014194551	female
TRINITY_DN116732_c0_g1_i1	-1.389409791	FC1	female	5.755969277	female
TRINITY_DN134393_c11_g3_i1	-1.389395806	FC1	female	3.962671995	female
TRINITY_DN134394_c0_g1_i2	-1.388678329	FC1	female	4.056341324	female
TRINITY_DN128161_c4_g1_i1	-1.388607573	FC1	female	6.49629722	female
TRINITY_DN129322_c1_g2_i2	-1.38825518	FC1	female	2.845974492	female
TRINITY_DN115473_c0_g3_i2	-1.388052409	FC1	female	5.446669216	female
TRINITY_DN132667_c0_g8_i1	-1.38774245	FC1	female	2.995007027	female
TRINITY_DN125909_c2_g1_i2	-1.387732405	FC1	female	4.052059413	female
TRINITY_DN131393_c0_g2_i4	-1.387503187	FC1	female	1.455547847	female
TRINITY_DN130677_c4_g1_i1	-1.387335197	FC1	female	5.41085415	female
TRINITY_DN125725_c0_g1_i2	-1.387182253	FC1	female	7.162236096	female
TRINITY_DN130680_c2_g1_i1	-1.385878303	FC1	female	-0.526590634	female
TRINITY_DN121595_c1_g1_i1	-1.385454031	FC1	female	4.202446365	female
TRINITY_DN195573_c0_g1_i1	-1.384837217	FC1	female	5.283978639	female
TRINITY_DN135291_c0_g1_i6	-1.38468971	FC1	female	4.161449573	female
TRINITY_DN107787_c0_g1_i1	-1.38345678	FC1	female	6.590900184	female
TRINITY_DN127856_c7_g1_i1	-1.382609739	FC1	female	4.153553783	female
TRINITY_DN136737_c44_g1_i1	-1.382414525	FC1	female	2.784920713	female
TRINITY_DN130765_c6_g10_i1	-1.382201894	FC1	female	3.765584219	female
TRINITY_DN134870_c6_g2_i2	-1.382166368	FC1	female	4.051170199	female
TRINITY_DN111411_c0_g1_i1	-1.381569346	FC1	female	5.706270536	female
TRINITY_DN124449_c1_g2_i3	-1.381488795	FC1	female	1.823712543	female
TRINITY_DN118599_c0_g2_i1	-1.380933179	FC1	female	1.231354338	female
TRINITY_DN130099_c8_g2_i2	-1.380863667	FC1	female	3.700438003	female
TRINITY_DN126302_c1_g8_i2	-1.380420817	FC1	female	4.621206443	female
TRINITY_DN127935_c3_g3_i3	-1.379851046	FC1	female	3.603375317	female
TRINITY_DN60182_c0_g1_i1	-1.379566618	FC1	female	NA	female
TRINITY_DN128181_c1_g2_i2	-1.379526475	FC1	female	2.248242664	female
TRINITY_DN114581_c0_g1_i2	-1.379472663	FC1	female	5.318855238	female
TRINITY_DN125851_c4_g1_i3	-1.379015104	FC1	female	-0.262005768	female
TRINITY_DN115618_c0_g1_i1	-1.379000727	FC1	female	7.379233543	female
TRINITY_DN131166_c2_g1_i3	-1.37893907	FC1	female	3.98533178	female
TRINITY_DN128227_c3_g2_i4	-1.378737842	FC1	female	0.067912006	female
TRINITY_DN130523_c0_g1_i1	-1.377246285	FC1	female	2.512858735	female
TRINITY_DN130835_c4_g6_i2	-1.376888736	FC1	female	3.685090665	female
TRINITY_DN105215_c0_g1_i1	-1.376540282	FC1	female	5.726073495	female
TRINITY_DN116844_c0_g1_i1	-1.37648636	FC1	female	2.38039647	female
TRINITY_DN105941_c0_g1_i1	-1.376295706	FC1	female	4.759663367	female
TRINITY_DN125343_c0_g8_i1	-1.375989103	FC1	female	6.06070166	female
TRINITY_DN127936_c5_g1_i2	-1.375384729	FC1	female	3.553256849	female
TRINITY_DN128597_c0_g1_i1	-1.375284263	FC1	female	5.715180451	female
TRINITY_DN126792_c6_g3_i1	-1.374601476	FC1	female	3.771884928	female
TRINITY_DN133690_c2_g1_i1	-1.374429967	FC1	female	3.588710226	female
TRINITY_DN117376_c0_g1_i1	-1.374258221	FC1	female	6.721674379	female
TRINITY_DN129176_c3_g4_i1	-1.374105878	FC1	female	7.874638315	female
TRINITY_DN134877_c2_g1_i1	-1.37400655	FC1	female	3.119180319	female
TRINITY_DN127244_c6_g2_i4	-1.373312873	FC1	female	4.531504204	female
TRINITY_DN97999_c0_g1_i1	-1.373235973	FC1	female	2.463079417	female
TRINITY_DN122337_c0_g1_i2	-1.373035325	FC1	female	3.055648894	female
TRINITY_DN128534_c0_g1_i3	-1.372056743	FC1	female	5.125600591	female
TRINITY_DN118885_c0_g1_i1	-1.372004463	FC1	female	5.372745277	female
TRINITY_DN135393_c3_g7_i1	-1.371535963	FC1	female	4.266797871	female
TRINITY_DN128868_c0_g1_i1	-1.371376333	FC1	female	NA	female
TRINITY_DN130585_c2_g3_i6	-1.371243822	FC1	female	0.290123174	female
TRINITY_DN123315_c1_g2_i1	-1.370733403	FC1	female	8.750301261	female
TRINITY_DN112409_c0_g1_i1	-1.370633595	FC1	female	6.806702148	female
TRINITY_DN117736_c0_g1_i2	-1.369733465	FC1	female	5.296782971	female
TRINITY_DN125925_c5_g5_i1	-1.369647052	FC1	female	2.989875322	female
TRINITY_DN124518_c0_g1_i1	-1.369519844	FC1	female	2.73217026	female
TRINITY_DN127948_c1_g4_i1	-1.369009504	FC1	female	1.815405908	female
TRINITY_DN104356_c0_g1_i3	-1.368874674	FC1	female	4.289186511	female
TRINITY_DN105413_c0_g1_i1	-1.368777417	FC1	female	7.30853985	female
TRINITY_DN136425_c0_g4_i2	-1.368761394	FC1	female	6.085917269	female
TRINITY_DN124866_c0_g1_i3	-1.368755321	FC1	female	2.681224335	female
TRINITY_DN130966_c6_g4_i1	-1.368152458	FC1	female	7.477219389	female
TRINITY_DN127185_c2_g2_i3	-1.368093771	FC1	female	6.001181779	female
TRINITY_DN117943_c0_g1_i3	-1.368017919	FC1	female	5.931475892	female
TRINITY_DN135264_c6_g4_i1	-1.367917896	FC1	female	5.404211695	female
TRINITY_DN80828_c0_g1_i1	-1.367809321	FC1	female	5.92922467	female
TRINITY_DN131448_c2_g4_i2	-1.367472779	FC1	female	3.969769959	female
TRINITY_DN129315_c1_g1_i7	-1.367316261	FC1	female	5.609059598	female
TRINITY_DN118933_c2_g2_i1	-1.367170632	FC1	female	6.658464928	female
TRINITY_DN134033_c6_g7_i1	-1.366896861	FC1	female	4.098740681	female
TRINITY_DN72469_c0_g1_i1	-1.36618999	FC1	female	5.258151193	female
TRINITY_DN131688_c2_g1_i2	-1.366000623	FC1	female	2.682519466	female
TRINITY_DN121888_c0_g2_i1	-1.365790587	FC1	female	5.454986936	female
TRINITY_DN133347_c4_g2_i1	-1.365683432	FC1	female	7.369060578	female
TRINITY_DN97773_c0_g1_i1	-1.365563301	FC1	female	5.387532714	female
TRINITY_DN131116_c0_g8_i1	-1.365325534	FC1	female	1.419677749	female
TRINITY_DN115365_c0_g1_i1	-1.365133473	FC1	female	5.201895447	female
TRINITY_DN152816_c0_g1_i1	-1.365123127	FC1	female	NA	female
TRINITY_DN125809_c0_g1_i1	-1.364755201	FC1	female	1.946188219	female
TRINITY_DN49737_c0_g1_i1	-1.364566934	FC1	female	1.441962975	female
TRINITY_DN132197_c4_g12_i2	-1.364483167	FC1	female	2.950415611	female
TRINITY_DN127372_c5_g1_i6	-1.364235517	FC1	female	5.674346555	female
TRINITY_DN114889_c0_g1_i2	-1.364089331	FC1	female	1.051153946	female
TRINITY_DN130032_c2_g2_i1	-1.363502165	FC1	female	1.823421114	female
TRINITY_DN127311_c0_g1_i1	-1.363471444	FC1	female	6.212536825	female
TRINITY_DN133029_c0_g2_i7	-1.363172025	FC1	female	0.838375878	female
TRINITY_DN135989_c2_g3_i1	-1.363170302	FC1	female	NA	female
TRINITY_DN129571_c1_g1_i4	-1.362890678	FC1	female	3.909568267	female
TRINITY_DN124936_c2_g1_i2	-1.362017212	FC1	female	NA	female
TRINITY_DN128522_c2_g2_i1	-1.361866103	FC1	female	3.119060789	female
TRINITY_DN122805_c0_g1_i2	-1.361651311	FC1	female	7.178265131	female
TRINITY_DN111084_c0_g3_i8	-1.361618483	FC1	female	4.0463233	female
TRINITY_DN131065_c1_g1_i1	-1.361554635	FC1	female	3.972837195	female
TRINITY_DN129267_c3_g2_i1	-1.360851421	FC1	female	0.731629357	female
TRINITY_DN132634_c3_g4_i2	-1.360839263	FC1	female	1.641503277	female
TRINITY_DN132960_c2_g1_i3	-1.360412164	FC1	female	5.674085711	female
TRINITY_DN123238_c0_g1_i1	-1.36027401	FC1	female	-2.039301209	female
TRINITY_DN116377_c0_g1_i1	-1.3602374	FC1	female	7.097932495	female
TRINITY_DN134164_c0_g3_i1	-1.360197951	FC1	female	5.359483312	female
TRINITY_DN111129_c0_g1_i1	-1.359971272	FC1	female	6.873618295	female
TRINITY_DN86032_c0_g1_i1	-1.359304782	FC1	female	5.507341734	female
TRINITY_DN116594_c0_g5_i1	-1.359136992	FC1	female	2.110707946	female
TRINITY_DN128268_c2_g2_i1	-1.358979829	FC1	female	3.364107832	female
TRINITY_DN129166_c0_g1_i2	-1.358863256	FC1	female	2.566754462	female
TRINITY_DN123189_c2_g7_i4	-1.358369733	FC1	female	4.227066649	female
TRINITY_DN118194_c0_g1_i3	-1.358054821	FC1	female	5.717727543	female
TRINITY_DN111084_c0_g5_i1	-1.357651753	FC1	female	3.874818541	female
TRINITY_DN120594_c0_g1_i5	-1.35765175	FC1	female	6.258831584	female
TRINITY_DN133004_c0_g4_i1	-1.357591952	FC1	female	1.522014909	female
TRINITY_DN130271_c0_g1_i2	-1.35721471	FC1	female	-0.130546918	female
TRINITY_DN98972_c0_g1_i1	-1.356761947	FC1	female	5.62217956	female
TRINITY_DN133960_c2_g1_i1	-1.356756629	FC1	female	-0.065954791	female
TRINITY_DN113809_c0_g1_i2	-1.356618408	FC1	female	7.014671138	female
TRINITY_DN125995_c6_g3_i1	-1.35655327	FC1	female	1.140725886	female
TRINITY_DN126082_c2_g1_i1	-1.356492476	FC1	female	3.693481058	female
TRINITY_DN116229_c1_g1_i3	-1.356400592	FC1	female	7.171123549	female
TRINITY_DN129703_c2_g1_i1	-1.356138833	FC1	female	6.501284447	female
TRINITY_DN117901_c0_g1_i1	-1.355933864	FC1	female	2.778341002	female
TRINITY_DN123320_c0_g3_i7	-1.355571954	FC1	female	3.30408531	female
TRINITY_DN136425_c0_g6_i1	-1.354966783	FC1	female	6.267940728	female
TRINITY_DN106090_c0_g2_i1	-1.354660205	FC1	female	7.473912696	female
TRINITY_DN126569_c2_g3_i1	-1.354636352	FC1	female	-0.071645948	female
TRINITY_DN122989_c0_g1_i1	-1.354574958	FC1	female	0.855339221	female
TRINITY_DN114799_c0_g1_i1	-1.354134585	FC1	female	7.126605716	female
TRINITY_DN121362_c0_g1_i1	-1.354024466	FC1	female	3.429277085	female
TRINITY_DN119032_c0_g1_i2	-1.353684725	FC1	female	5.638919553	female
TRINITY_DN129353_c3_g5_i2	-1.353666198	FC1	female	1.187013573	female
TRINITY_DN116871_c0_g3_i1	-1.353461391	FC1	female	0.910119734	female
TRINITY_DN129108_c0_g7_i2	-1.352964146	FC1	female	2.673162715	female
TRINITY_DN133268_c0_g3_i1	-1.352957785	FC1	female	5.084074284	female
TRINITY_DN121870_c0_g1_i1	-1.352166695	FC1	female	6.07273222	female
TRINITY_DN654_c0_g1_i1	-1.351949395	FC1	female	3.946715157	female
TRINITY_DN132776_c2_g1_i1	-1.351666204	FC1	female	5.864825185	female
TRINITY_DN132089_c2_g3_i1	-1.351293067	FC1	female	0.453865332	female
TRINITY_DN120007_c0_g1_i4	-1.351189858	FC1	female	6.424949341	female
TRINITY_DN110827_c0_g3_i1	-1.35108953	FC1	female	0.389021754	female
TRINITY_DN133949_c2_g4_i4	-1.35095331	FC1	female	3.490593501	female
TRINITY_DN109352_c0_g2_i1	-1.350853957	FC1	female	1.391041861	female
TRINITY_DN130592_c2_g2_i4	-1.350609403	FC1	female	6.292322933	female
TRINITY_DN130140_c4_g1_i3	-1.350228277	FC1	female	1.685373697	female
TRINITY_DN122996_c0_g5_i1	-1.350136356	FC1	female	5.64784143	female
TRINITY_DN127231_c1_g1_i1	-1.349962406	FC1	female	4.365179688	female
TRINITY_DN129641_c0_g1_i2	-1.349799339	FC1	female	3.03615994	female
TRINITY_DN131272_c0_g3_i1	-1.349597453	FC1	female	5.335854636	female
TRINITY_DN134066_c0_g3_i3	-1.349488076	FC1	female	5.573321967	female
TRINITY_DN129325_c1_g1_i1	-1.348576408	FC1	female	1.891435525	female
TRINITY_DN129432_c5_g2_i2	-1.348134108	FC1	female	3.182853895	female
TRINITY_DN126664_c0_g2_i1	-1.348009343	FC1	female	3.495266804	female
TRINITY_DN118793_c0_g1_i1	-1.347573173	FC1	female	0.890054572	female
TRINITY_DN131286_c1_g2_i1	-1.34706496	FC1	female	6.51588806	female
TRINITY_DN130799_c0_g1_i2	-1.346756681	FC1	female	2.393126827	female
TRINITY_DN129891_c1_g1_i2	-1.346749641	FC1	female	3.272602172	female
TRINITY_DN134024_c1_g2_i1	-1.346492187	FC1	female	3.651121615	female
TRINITY_DN131438_c2_g10_i3	-1.346290881	FC1	female	4.045152971	female
