gid	cutoff	co_sb	log2meanXY	group1
TRINITY_DN114143_c0_g1_i3	1	male	2.591904666	meanmale
TRINITY_DN114164_c0_g1_i1	1	male	4.099236326	meanmale
TRINITY_DN114220_c0_g1_i1	5	male	1.567496724	meanmale
TRINITY_DN114222_c0_g1_i1	1	male	2.183470883	meanmale
TRINITY_DN114223_c0_g2_i3	3	male	7.878009909	meanmale
TRINITY_DN114231_c0_g1_i1	1	male	2.630397087	meanmale
TRINITY_DN114238_c0_g1_i2	1	male	5.167906647	meanmale
TRINITY_DN114241_c0_g1_i1	1	male	2.977084286	meanmale
TRINITY_DN114242_c0_g1_i3	1	male	11.86906553	meanmale
TRINITY_DN114258_c0_g1_i1	1	male	1.976465827	meanmale
TRINITY_DN114267_c0_g1_i2	1	male	3.476509842	meanmale
TRINITY_DN114283_c0_g2_i2	1	male	2.358468974	meanmale
TRINITY_DN114311_c0_g4_i2	1	male	0.052211458	meanmale
TRINITY_DN114317_c0_g2_i1	3	male	-0.1170688	meanmale
TRINITY_DN114327_c0_g1_i1	1	male	2.17572188	meanmale
TRINITY_DN114355_c0_g1_i1	1	male	6.349327482	meanmale
TRINITY_DN114357_c0_g1_i1	1	male	6.233089227	meanmale
TRINITY_DN114373_c0_g1_i1	1	male	-0.14217382	meanmale
TRINITY_DN114379_c0_g1_i1	5	male	2.341258499	meanmale
TRINITY_DN114379_c0_g2_i1	5	male	6.502043933	meanmale
TRINITY_DN114391_c0_g1_i1	3	male	2.396292886	meanmale
TRINITY_DN114398_c0_g1_i2	1	male	4.397392281	meanmale
TRINITY_DN114413_c0_g1_i1	5	male	3.294370185	meanmale
TRINITY_DN114439_c1_g1_i1	1	male	3.76412247	meanmale
TRINITY_DN114440_c1_g2_i1	1	male	3.523206266	meanmale
TRINITY_DN114454_c0_g1_i2	5	male	4.644540164	meanmale
TRINITY_DN114454_c0_g2_i1	5	male	3.799359135	meanmale
TRINITY_DN114469_c0_g1_i3	1	male	4.323038982	meanmale
TRINITY_DN114469_c0_g2_i1	1	male	4.911323811	meanmale
TRINITY_DN114496_c0_g1_i1	1	male	2.317221403	meanmale
TRINITY_DN114532_c0_g1_i3	1	male	1.768222956	meanmale
TRINITY_DN114534_c0_g1_i2	1	male	0.673250292	meanmale
TRINITY_DN114548_c0_g1_i2	1	male	0.720386769	meanmale
TRINITY_DN114549_c0_g1_i2	1	male	2.975310028	meanmale
TRINITY_DN114576_c0_g1_i1	1	male	8.752044566	meanmale
TRINITY_DN114599_c0_g1_i2	1	male	1.829641367	meanmale
TRINITY_DN114606_c0_g2_i1	1	male	2.327661545	meanmale
TRINITY_DN114631_c0_g1_i1	1	male	3.257483551	meanmale
TRINITY_DN114634_c0_g1_i1	1	male	3.54620783	meanmale
TRINITY_DN114637_c0_g1_i1	1	male	0.971086519	meanmale
TRINITY_DN114644_c0_g2_i1	3	male	0.354713718	meanmale
TRINITY_DN114671_c0_g1_i1	1	male	0.048739417	meanmale
TRINITY_DN114680_c0_g1_i1	1	male	1.704598449	meanmale
TRINITY_DN114687_c1_g1_i1	1	male	3.114200565	meanmale
TRINITY_DN114694_c0_g2_i3	3	male	6.562229542	meanmale
TRINITY_DN114709_c0_g1_i1	3	male	2.375270011	meanmale
TRINITY_DN114715_c1_g1_i2	1	male	3.278499404	meanmale
TRINITY_DN114765_c0_g1_i1	1	male	1.993507559	meanmale
TRINITY_DN114818_c0_g1_i1	5	male	-0.470707731	meanmale
TRINITY_DN114819_c0_g1_i3	5	male	3.895529087	meanmale
TRINITY_DN114821_c0_g1_i1	1	male	5.097472199	meanmale
TRINITY_DN114824_c0_g1_i2	3	male	6.027084429	meanmale
TRINITY_DN114841_c0_g1_i1	1	male	0.568856656	meanmale
TRINITY_DN114848_c0_g1_i2	1	male	4.24821172	meanmale
TRINITY_DN114862_c0_g1_i1	5	male	1.589419206	meanmale
TRINITY_DN114897_c0_g1_i1	1	male	3.026846935	meanmale
TRINITY_DN114915_c0_g1_i3	3	male	7.352728087	meanmale
TRINITY_DN114927_c0_g2_i3	1	male	-1.175000816	meanmale
TRINITY_DN114996_c0_g2_i1	1	male	-0.185246094	meanmale
TRINITY_DN115005_c0_g1_i2	1	male	5.446712801	meanmale
TRINITY_DN115006_c1_g1_i1	1	male	3.641651883	meanmale
TRINITY_DN115021_c0_g1_i1	1	male	3.506618185	meanmale
TRINITY_DN115041_c0_g1_i2	1	male	6.36709392	meanmale
TRINITY_DN115044_c0_g1_i1	1	male	0.707505316	meanmale
TRINITY_DN115069_c0_g2_i1	1	male	-0.368761228	meanmale
TRINITY_DN115092_c4_g3_i1	1	male	2.37499197	meanmale
TRINITY_DN115109_c2_g1_i1	5	male	3.143575615	meanmale
TRINITY_DN115114_c1_g1_i1	1	male	1.963175502	meanmale
TRINITY_DN115117_c0_g1_i1	1	male	0.307991631	meanmale
TRINITY_DN115175_c0_g1_i4	5	male	0.306408902	meanmale
TRINITY_DN115177_c0_g3_i1	5	male	4.647861989	meanmale
TRINITY_DN115225_c0_g1_i2	3	male	3.086190131	meanmale
TRINITY_DN115231_c0_g1_i2	1	male	5.875227802	meanmale
TRINITY_DN115251_c0_g1_i2	1	male	2.756906291	meanmale
TRINITY_DN115252_c0_g2_i1	1	male	2.583764864	meanmale
TRINITY_DN115253_c0_g1_i1	7	male	4.252137495	meanmale
TRINITY_DN115257_c0_g1_i2	1	male	3.501041826	meanmale
TRINITY_DN115257_c0_g2_i10	1	male	3.213086904	meanmale
TRINITY_DN115257_c0_g3_i1	1	male	2.3318297	meanmale
TRINITY_DN115284_c0_g1_i1	1	male	3.188801989	meanmale
TRINITY_DN115289_c0_g1_i3	1	male	3.985345459	meanmale
TRINITY_DN115324_c0_g1_i4	1	male	3.994344559	meanmale
TRINITY_DN115328_c0_g1_i1	3	male	2.321366645	meanmale
TRINITY_DN115332_c0_g1_i1	1	male	2.068995893	meanmale
TRINITY_DN115353_c0_g1_i3	1	male	7.568209088	meanmale
TRINITY_DN115366_c0_g1_i1	1	male	2.871046858	meanmale
TRINITY_DN115391_c0_g1_i1	1	male	0.866885938	meanmale
TRINITY_DN115412_c0_g2_i1	1	male	9.408926826	meanmale
TRINITY_DN115419_c0_g1_i1	3	male	1.698481179	meanmale
TRINITY_DN115447_c0_g1_i1	1	male	1.207325771	meanmale
TRINITY_DN115465_c1_g1_i3	1	male	3.670216801	meanmale
TRINITY_DN115472_c0_g1_i9	3	male	5.58203929	meanmale
TRINITY_DN115484_c0_g1_i2	1	male	0.957047532	meanmale
TRINITY_DN115486_c0_g1_i3	1	male	4.298828674	meanmale
TRINITY_DN115508_c0_g1_i1	1	male	3.729710226	meanmale
TRINITY_DN115524_c0_g1_i3	1	male	1.976257808	meanmale
TRINITY_DN115530_c0_g1_i1	1	male	2.671781351	meanmale
TRINITY_DN115562_c0_g2_i2	1	male	0.083990262	meanmale
TRINITY_DN115563_c0_g1_i1	1	male	4.617348762	meanmale
TRINITY_DN115584_c0_g1_i1	1	male	4.954944182	meanmale
TRINITY_DN115590_c0_g1_i2	1	male	0.497987261	meanmale
TRINITY_DN115610_c0_g1_i1	1	male	0.778699341	meanmale
TRINITY_DN115612_c0_g1_i1	1	male	1.953726482	meanmale
TRINITY_DN115612_c0_g2_i2	3	male	1.152230186	meanmale
TRINITY_DN115636_c1_g1_i1	1	male	2.555169927	meanmale
TRINITY_DN115659_c0_g1_i2	1	male	0.764363247	meanmale
TRINITY_DN115660_c1_g1_i1	1	male	1.834509681	meanmale
TRINITY_DN115668_c0_g1_i1	1	male	4.963028038	meanmale
TRINITY_DN115675_c0_g1_i3	1	male	2.865275959	meanmale
TRINITY_DN115690_c0_g1_i1	1	male	0.171858084	meanmale
TRINITY_DN115690_c0_g2_i1	1	male	1.670036584	meanmale
TRINITY_DN115692_c0_g1_i1	1	male	1.499258425	meanmale
TRINITY_DN115712_c1_g1_i1	5	male	7.866174524	meanmale
TRINITY_DN115726_c0_g4_i1	1	male	2.529659448	meanmale
TRINITY_DN115727_c0_g1_i1	1	male	0.068715447	meanmale
TRINITY_DN115759_c0_g1_i1	7	male	6.544034506	meanmale
TRINITY_DN115766_c0_g1_i1	1	male	5.572583189	meanmale
TRINITY_DN115766_c0_g2_i1	1	male	6.709511619	meanmale
TRINITY_DN115771_c0_g1_i1	1	male	2.029256576	meanmale
TRINITY_DN115817_c2_g10_i1	1	male	5.304674368	meanmale
TRINITY_DN115817_c2_g3_i1	1	male	4.114499201	meanmale
TRINITY_DN115819_c0_g2_i5	1	male	2.539244261	meanmale
TRINITY_DN115820_c0_g1_i1	3	male	3.542470122	meanmale
TRINITY_DN115858_c0_g1_i1	1	male	2.673740878	meanmale
TRINITY_DN115881_c0_g2_i1	1	male	0.421517892	meanmale
TRINITY_DN115882_c0_g1_i1	3	male	4.084465864	meanmale
TRINITY_DN115882_c0_g2_i2	1	male	5.019296325	meanmale
TRINITY_DN115925_c0_g1_i3	1	male	2.135313339	meanmale
TRINITY_DN115930_c1_g2_i1	1	male	0.418279693	meanmale
TRINITY_DN115971_c0_g1_i1	1	male	1.928802551	meanmale
TRINITY_DN115974_c0_g3_i1	1	male	-0.148720879	meanmale
TRINITY_DN115996_c0_g1_i1	3	male	3.757150804	meanmale
TRINITY_DN116000_c0_g2_i6	3	male	2.560979717	meanmale
TRINITY_DN116023_c0_g1_i8	1	male	3.069623095	meanmale
TRINITY_DN116035_c0_g1_i2	1	male	1.253223	meanmale
TRINITY_DN116042_c0_g1_i1	1	male	1.05293029	meanmale
TRINITY_DN116046_c1_g1_i2	7	male	2.506461387	meanmale
TRINITY_DN116053_c0_g1_i1	3	male	2.81272483	meanmale
TRINITY_DN116076_c0_g1_i3	5	male	5.066945127	meanmale
TRINITY_DN116118_c0_g3_i2	1	male	2.020326792	meanmale
TRINITY_DN116124_c0_g1_i2	1	male	3.709933296	meanmale
TRINITY_DN116137_c0_g2_i2	1	male	6.800302295	meanmale
TRINITY_DN116139_c0_g1_i1	1	male	2.563931104	meanmale
TRINITY_DN116139_c0_g2_i1	1	male	2.74054713	meanmale
TRINITY_DN116144_c0_g1_i1	1	male	4.255460706	meanmale
TRINITY_DN116149_c0_g1_i2	1	male	4.022522833	meanmale
TRINITY_DN116149_c0_g2_i1	1	male	5.093487517	meanmale
TRINITY_DN116149_c0_g3_i1	1	male	3.677922032	meanmale
TRINITY_DN116154_c0_g1_i1	1	male	1.228477708	meanmale
TRINITY_DN116156_c0_g2_i1	1	male	5.143375017	meanmale
TRINITY_DN116177_c0_g1_i2	1	male	2.316929337	meanmale
TRINITY_DN116200_c1_g3_i1	1	male	1.49503319	meanmale
TRINITY_DN116201_c0_g2_i1	1	male	1.577664644	meanmale
TRINITY_DN116249_c2_g1_i1	1	male	0.217608551	meanmale
TRINITY_DN116261_c1_g1_i2	3	male	5.822824103	meanmale
TRINITY_DN116267_c0_g2_i1	7	male	1.747992281	meanmale
TRINITY_DN116269_c0_g2_i1	5	male	7.572822881	meanmale
TRINITY_DN116269_c0_g3_i1	7	male	2.564272916	meanmale
TRINITY_DN116275_c1_g2_i1	1	male	2.664733508	meanmale
TRINITY_DN116280_c0_g1_i1	1	male	4.35393344	meanmale
TRINITY_DN116299_c0_g1_i2	5	male	2.875025895	meanmale
TRINITY_DN116304_c0_g1_i1	1	male	0.206960166	meanmale
TRINITY_DN116342_c0_g1_i1	3	male	1.456174123	meanmale
TRINITY_DN116342_c0_g2_i1	5	male	1.741976807	meanmale
TRINITY_DN116354_c0_g1_i1	1	male	3.649238772	meanmale
TRINITY_DN116371_c1_g1_i1	1	male	1.813397257	meanmale
TRINITY_DN116374_c0_g1_i2	1	male	5.01328189	meanmale
TRINITY_DN116378_c0_g1_i2	3	male	0.022972642	meanmale
TRINITY_DN116381_c0_g1_i2	1	male	2.494059399	meanmale
TRINITY_DN116393_c0_g1_i2	1	male	3.153374927	meanmale
TRINITY_DN116421_c0_g2_i1	1	male	4.37762755	meanmale
TRINITY_DN116422_c1_g3_i2	1	male	1.828478967	meanmale
TRINITY_DN116442_c0_g3_i1	1	male	0.301084015	meanmale
TRINITY_DN116443_c0_g2_i3	3	male	1.643384686	meanmale
TRINITY_DN116447_c1_g3_i2	1	male	5.152934778	meanmale
TRINITY_DN116454_c0_g1_i2	3	male	2.547455816	meanmale
TRINITY_DN116454_c0_g2_i1	3	male	3.512815132	meanmale
TRINITY_DN116468_c0_g1_i1	1	male	1.998475826	meanmale
TRINITY_DN116469_c0_g1_i2	1	male	3.094114589	meanmale
TRINITY_DN116491_c0_g1_i1	3	male	2.181188897	meanmale
TRINITY_DN116497_c0_g1_i1	1	male	5.276790735	meanmale
TRINITY_DN116517_c0_g1_i3	1	male	4.048625998	meanmale
TRINITY_DN116534_c0_g1_i1	1	male	4.668896435	meanmale
TRINITY_DN116548_c0_g1_i2	1	male	1.792614483	meanmale
TRINITY_DN116599_c0_g2_i1	1	male	0.813695451	meanmale
TRINITY_DN116605_c0_g1_i1	1	male	1.205605828	meanmale
TRINITY_DN116615_c0_g1_i1	1	male	3.711705934	meanmale
TRINITY_DN116636_c0_g2_i1	1	male	1.914228887	meanmale
TRINITY_DN116659_c1_g2_i3	1	male	4.804827212	meanmale
TRINITY_DN116687_c0_g1_i3	1	male	-0.908074081	meanmale
TRINITY_DN116702_c3_g3_i1	3	male	0.448261565	meanmale
TRINITY_DN116707_c0_g1_i1	5	male	0.612561779	meanmale
TRINITY_DN116714_c1_g1_i3	3	male	1.671561558	meanmale
TRINITY_DN116729_c0_g2_i1	3	male	3.961149387	meanmale
TRINITY_DN116738_c0_g1_i1	1	male	2.927313353	meanmale
TRINITY_DN116740_c0_g1_i2	1	male	4.963592777	meanmale
TRINITY_DN116744_c0_g1_i1	3	male	0.572862251	meanmale
TRINITY_DN116761_c0_g1_i4	1	male	3.058188285	meanmale
TRINITY_DN116786_c0_g1_i1	7	male	4.642444154	meanmale
TRINITY_DN116795_c0_g1_i3	1	male	5.945412852	meanmale
TRINITY_DN116801_c0_g1_i1	3	male	2.772586299	meanmale
TRINITY_DN116806_c1_g1_i1	1	male	0.701397553	meanmale
TRINITY_DN116821_c0_g1_i1	3	male	2.050338545	meanmale
TRINITY_DN116835_c0_g1_i1	1	male	7.75765951	meanmale
TRINITY_DN116837_c0_g1_i1	1	male	1.766245779	meanmale
TRINITY_DN116838_c0_g1_i1	5	male	1.606448273	meanmale
TRINITY_DN116841_c0_g2_i3	3	male	0.904178731	meanmale
TRINITY_DN116848_c0_g1_i1	1	male	2.045490766	meanmale
TRINITY_DN116872_c1_g1_i1	3	male	2.495430068	meanmale
TRINITY_DN116884_c0_g1_i2	1	male	2.252427099	meanmale
TRINITY_DN116916_c0_g4_i1	1	male	1.607841184	meanmale
TRINITY_DN116924_c0_g1_i2	1	male	0.740617779	meanmale
TRINITY_DN116928_c0_g1_i2	3	male	5.891073306	meanmale
TRINITY_DN116930_c0_g1_i1	1	male	3.594158174	meanmale
TRINITY_DN116943_c0_g1_i6	3	male	4.807340936	meanmale
TRINITY_DN116950_c0_g1_i1	1	male	2.530191137	meanmale
TRINITY_DN116973_c0_g2_i5	1	male	4.794979696	meanmale
TRINITY_DN116973_c0_g3_i1	1	male	5.281630959	meanmale
TRINITY_DN116980_c0_g2_i1	3	male	2.307039068	meanmale
TRINITY_DN116991_c0_g1_i1	1	male	3.295329179	meanmale
TRINITY_DN116994_c0_g2_i1	3	male	-0.088334957	meanmale
TRINITY_DN117012_c0_g1_i1	3	male	1.425128011	meanmale
TRINITY_DN117016_c0_g3_i3	1	male	3.196149133	meanmale
TRINITY_DN117028_c0_g1_i2	3	male	-0.021629807	meanmale
TRINITY_DN117032_c0_g1_i4	3	male	1.831167124	meanmale
TRINITY_DN117036_c0_g1_i1	1	male	4.240749134	meanmale
TRINITY_DN117046_c0_g1_i3	1	male	0.227633282	meanmale
TRINITY_DN117052_c0_g2_i1	1	male	-0.345027985	meanmale
TRINITY_DN117061_c0_g1_i1	1	male	2.369208508	meanmale
TRINITY_DN117066_c0_g1_i2	1	male	4.199987969	meanmale
TRINITY_DN117073_c0_g1_i1	1	male	4.078181146	meanmale
TRINITY_DN117085_c0_g2_i1	1	male	3.908502162	meanmale
TRINITY_DN117090_c1_g1_i4	1	male	-0.233794439	meanmale
TRINITY_DN117095_c0_g3_i1	1	male	1.122542191	meanmale
TRINITY_DN117122_c0_g1_i4	3	male	2.241523386	meanmale
TRINITY_DN117130_c0_g1_i1	1	male	-0.208689204	meanmale
TRINITY_DN117134_c0_g1_i2	1	male	3.792658916	meanmale
TRINITY_DN117148_c0_g1_i2	1	male	2.111045438	meanmale
TRINITY_DN117149_c0_g2_i1	1	male	0.986732737	meanmale
TRINITY_DN117153_c0_g1_i1	1	male	1.558071487	meanmale
TRINITY_DN117156_c0_g1_i1	1	male	0.352795511	meanmale
TRINITY_DN117163_c0_g1_i5	1	male	6.684717704	meanmale
TRINITY_DN117231_c0_g1_i1	5	male	0.65817806	meanmale
TRINITY_DN117232_c0_g1_i1	1	male	0.375170483	meanmale
TRINITY_DN117247_c0_g1_i1	3	male	6.891823279	meanmale
TRINITY_DN117265_c0_g1_i7	1	male	8.836984717	meanmale
TRINITY_DN117268_c0_g1_i3	3	male	0.792848923	meanmale
TRINITY_DN117279_c0_g1_i4	1	male	4.28416106	meanmale
TRINITY_DN117282_c0_g1_i1	1	male	1.873872662	meanmale
TRINITY_DN117287_c0_g1_i2	1	male	2.356555031	meanmale
TRINITY_DN117288_c0_g1_i1	1	male	2.567139881	meanmale
TRINITY_DN117292_c0_g1_i2	3	male	1.905805477	meanmale
TRINITY_DN117297_c0_g1_i1	1	male	1.423169853	meanmale
TRINITY_DN117326_c0_g1_i4	1	male	5.011057995	meanmale
TRINITY_DN117334_c0_g1_i4	1	male	1.652853257	meanmale
TRINITY_DN117335_c0_g1_i1	1	male	0.326710142	meanmale
TRINITY_DN117342_c0_g1_i2	1	male	1.690382675	meanmale
TRINITY_DN117355_c1_g1_i1	3	male	4.055778553	meanmale
TRINITY_DN117357_c0_g2_i3	1	male	0.147383342	meanmale
TRINITY_DN117359_c0_g1_i4	5	male	5.581439862	meanmale
TRINITY_DN117360_c0_g1_i1	3	male	4.650253007	meanmale
TRINITY_DN117374_c0_g1_i1	3	male	1.308010802	meanmale
TRINITY_DN117375_c0_g1_i1	1	male	1.271131537	meanmale
TRINITY_DN117380_c0_g1_i3	1	male	2.659774091	meanmale
TRINITY_DN117384_c0_g1_i1	3	male	2.121245681	meanmale
TRINITY_DN117389_c1_g1_i1	1	male	2.277209518	meanmale
TRINITY_DN117397_c0_g1_i1	1	male	1.649302907	meanmale
TRINITY_DN117408_c0_g1_i1	1	male	2.209540915	meanmale
TRINITY_DN117408_c1_g1_i5	1	male	2.595754188	meanmale
TRINITY_DN117422_c0_g1_i2	1	male	1.074279384	meanmale
TRINITY_DN117446_c0_g1_i2	1	male	8.558939085	meanmale
TRINITY_DN117453_c0_g2_i4	1	male	1.093062629	meanmale
TRINITY_DN117470_c0_g1_i2	1	male	9.07707998	meanmale
TRINITY_DN117473_c0_g2_i1	1	male	4.473017019	meanmale
TRINITY_DN117482_c0_g1_i1	1	male	1.021208305	meanmale
TRINITY_DN117484_c0_g2_i4	3	male	0.937609932	meanmale
TRINITY_DN117486_c0_g1_i2	3	male	4.333262048	meanmale
TRINITY_DN117486_c0_g6_i2	3	male	4.858747555	meanmale
TRINITY_DN117488_c0_g1_i2	1	male	2.144764039	meanmale
TRINITY_DN117510_c0_g3_i1	7	male	10.0655768	meanmale
TRINITY_DN117514_c0_g1_i1	1	male	2.945448427	meanmale
TRINITY_DN117519_c0_g1_i1	1	male	3.046868582	meanmale
TRINITY_DN117521_c0_g1_i1	7	male	5.880734904	meanmale
TRINITY_DN117528_c0_g3_i1	1	male	3.56305425	meanmale
TRINITY_DN117532_c0_g1_i1	3	male	1.747849666	meanmale
TRINITY_DN117534_c0_g1_i1	1	male	2.468589371	meanmale
TRINITY_DN117542_c0_g1_i2	1	male	5.44178228	meanmale
TRINITY_DN117542_c0_g3_i3	1	male	4.439750708	meanmale
TRINITY_DN117550_c0_g1_i1	5	male	0.635367009	meanmale
TRINITY_DN117558_c0_g1_i1	1	male	1.417012846	meanmale
TRINITY_DN117570_c1_g1_i1	1	male	4.564442606	meanmale
TRINITY_DN117570_c1_g2_i1	1	male	3.725218123	meanmale
TRINITY_DN117574_c0_g3_i1	1	male	3.982028691	meanmale
TRINITY_DN117606_c0_g2_i2	1	male	3.05680037	meanmale
TRINITY_DN117611_c0_g1_i17	1	male	4.623103214	meanmale
TRINITY_DN117628_c2_g9_i1	7	male	2.724419684	meanmale
TRINITY_DN117634_c2_g1_i1	3	male	1.285562922	meanmale
TRINITY_DN117634_c2_g2_i1	3	male	3.713399621	meanmale
TRINITY_DN117635_c0_g1_i2	1	male	5.325065664	meanmale
TRINITY_DN117679_c1_g1_i1	1	male	1.101796279	meanmale
TRINITY_DN117681_c0_g1_i1	1	male	2.63195777	meanmale
TRINITY_DN117685_c0_g1_i1	1	male	2.386492327	meanmale
TRINITY_DN117689_c0_g1_i4	1	male	1.842719298	meanmale
TRINITY_DN117721_c0_g2_i1	1	male	3.066671061	meanmale
TRINITY_DN117748_c0_g2_i1	1	male	1.198055168	meanmale
TRINITY_DN117755_c0_g1_i1	1	male	5.93656665	meanmale
TRINITY_DN117758_c0_g1_i3	5	male	2.591692004	meanmale
TRINITY_DN117770_c1_g1_i1	3	male	1.453242872	meanmale
TRINITY_DN117772_c0_g1_i1	3	male	1.013747227	meanmale
TRINITY_DN117777_c1_g1_i1	1	male	2.296635599	meanmale
TRINITY_DN117781_c0_g1_i2	1	male	1.97700649	meanmale
TRINITY_DN117790_c0_g1_i1	1	male	0.662255944	meanmale
TRINITY_DN117800_c0_g1_i1	1	male	5.280305927	meanmale
TRINITY_DN117809_c0_g1_i2	1	male	4.04530514	meanmale
TRINITY_DN117813_c0_g1_i1	1	male	7.465860307	meanmale
TRINITY_DN117814_c0_g1_i3	1	male	1.855794325	meanmale
TRINITY_DN117827_c0_g1_i4	1	male	2.736057532	meanmale
TRINITY_DN117839_c0_g1_i1	1	male	2.257321213	meanmale
TRINITY_DN117854_c1_g1_i1	1	male	1.24149237	meanmale
TRINITY_DN117870_c0_g4_i1	1	male	7.017178547	meanmale
TRINITY_DN117870_c0_g5_i2	1	male	1.697703324	meanmale
TRINITY_DN117892_c0_g1_i1	1	male	3.348796157	meanmale
TRINITY_DN117903_c0_g1_i2	1	male	5.449113142	meanmale
TRINITY_DN117910_c0_g1_i1	1	male	0.775318042	meanmale
TRINITY_DN117913_c0_g1_i1	1	male	2.487192813	meanmale
TRINITY_DN117916_c0_g1_i3	1	male	1.433450974	meanmale
TRINITY_DN117938_c0_g1_i1	1	male	5.093083499	meanmale
TRINITY_DN117941_c0_g1_i1	1	male	1.718561075	meanmale
TRINITY_DN117948_c0_g2_i3	5	male	2.681046815	meanmale
TRINITY_DN117996_c0_g1_i1	1	male	7.846060403	meanmale
TRINITY_DN118001_c0_g1_i1	1	male	1.425175957	meanmale
TRINITY_DN118025_c0_g1_i3	1	male	0.344426364	meanmale
TRINITY_DN118038_c0_g1_i1	1	male	0.745361438	meanmale
TRINITY_DN118049_c0_g1_i1	3	male	6.23426236	meanmale
TRINITY_DN118065_c0_g1_i1	1	male	3.657952353	meanmale
TRINITY_DN118073_c0_g1_i1	1	male	3.392911867	meanmale
TRINITY_DN118078_c0_g2_i1	1	male	1.100572269	meanmale
TRINITY_DN118091_c0_g1_i1	3	male	0.25730488	meanmale
TRINITY_DN118098_c0_g2_i4	5	male	4.786964331	meanmale
TRINITY_DN118131_c0_g2_i4	1	male	1.074583468	meanmale
TRINITY_DN118134_c0_g6_i7	1	male	2.151515213	meanmale
TRINITY_DN118145_c0_g3_i1	3	male	4.194718733	meanmale
TRINITY_DN118152_c0_g1_i1	7	male	2.150316302	meanmale
TRINITY_DN118178_c0_g1_i1	5	male	4.372078678	meanmale
TRINITY_DN118178_c0_g2_i1	5	male	4.771000508	meanmale
TRINITY_DN118185_c0_g1_i2	1	male	5.618788773	meanmale
TRINITY_DN118199_c1_g1_i1	1	male	2.250491117	meanmale
TRINITY_DN118199_c2_g1_i2	1	male	1.661863969	meanmale
TRINITY_DN118205_c1_g2_i1	1	male	2.353096267	meanmale
TRINITY_DN118205_c2_g1_i6	1	male	2.234340045	meanmale
TRINITY_DN118206_c0_g1_i1	1	male	7.09805453	meanmale
TRINITY_DN118214_c0_g1_i3	3	male	4.701660118	meanmale
TRINITY_DN118217_c0_g1_i1	5	male	6.012804907	meanmale
TRINITY_DN118231_c0_g3_i1	1	male	-0.210917268	meanmale
TRINITY_DN118236_c0_g2_i2	3	male	4.342986445	meanmale
TRINITY_DN118241_c0_g3_i1	1	male	4.017675338	meanmale
TRINITY_DN118256_c0_g1_i1	1	male	3.732533093	meanmale
TRINITY_DN118260_c1_g2_i1	1	male	2.453448384	meanmale
TRINITY_DN118260_c1_g3_i2	1	male	3.387719401	meanmale
TRINITY_DN118262_c0_g1_i1	1	male	2.84340759	meanmale
TRINITY_DN118265_c0_g1_i1	1	male	3.70575758	meanmale
TRINITY_DN118267_c0_g1_i3	5	male	0.693224906	meanmale
TRINITY_DN118280_c0_g1_i2	3	male	0.414885727	meanmale
TRINITY_DN118287_c1_g1_i8	1	male	1.783658053	meanmale
TRINITY_DN118289_c0_g1_i2	1	male	0.020311858	meanmale
TRINITY_DN118296_c0_g2_i2	1	male	9.363443287	meanmale
TRINITY_DN118299_c0_g1_i1	3	male	9.717383745	meanmale
TRINITY_DN118305_c0_g1_i1	7	male	1.474320114	meanmale
TRINITY_DN118308_c1_g1_i2	1	male	2.444259141	meanmale
TRINITY_DN118312_c2_g1_i1	1	male	3.256981919	meanmale
TRINITY_DN118315_c0_g2_i1	1	male	2.52744153	meanmale
TRINITY_DN118323_c0_g1_i3	1	male	-0.483047565	meanmale
TRINITY_DN118330_c0_g1_i1	3	male	4.787524871	meanmale
TRINITY_DN118333_c0_g1_i2	1	male	0.199677478	meanmale
TRINITY_DN118342_c0_g1_i1	3	male	3.287091072	meanmale
TRINITY_DN118357_c0_g2_i2	3	male	0.369480158	meanmale
TRINITY_DN118376_c0_g1_i1	1	male	1.943585618	meanmale
TRINITY_DN118404_c1_g1_i1	1	male	2.070916174	meanmale
TRINITY_DN118411_c0_g1_i21	3	male	2.35993379	meanmale
TRINITY_DN118437_c0_g1_i1	3	male	3.526002403	meanmale
TRINITY_DN118438_c0_g1_i1	1	male	-0.982196125	meanmale
TRINITY_DN118452_c0_g1_i2	1	male	9.635657862	meanmale
TRINITY_DN118456_c0_g3_i1	1	male	3.512439103	meanmale
TRINITY_DN118472_c0_g1_i1	1	male	6.252582849	meanmale
TRINITY_DN118476_c0_g1_i2	1	male	1.805939456	meanmale
TRINITY_DN118477_c1_g1_i1	1	male	3.63119962	meanmale
TRINITY_DN118480_c0_g1_i2	3	male	0.144753606	meanmale
TRINITY_DN118485_c0_g1_i3	3	male	5.028114009	meanmale
TRINITY_DN118493_c0_g1_i1	1	male	2.615134438	meanmale
TRINITY_DN118533_c0_g1_i1	1	male	2.195571225	meanmale
TRINITY_DN118540_c0_g2_i1	7	male	1.183929069	meanmale
TRINITY_DN118544_c1_g1_i1	1	male	1.310645712	meanmale
TRINITY_DN118545_c0_g2_i1	1	male	1.31969305	meanmale
TRINITY_DN118550_c2_g1_i2	1	male	2.624079825	meanmale
TRINITY_DN118551_c2_g2_i2	3	male	4.654457818	meanmale
TRINITY_DN118559_c0_g1_i1	3	male	0.895822198	meanmale
TRINITY_DN118559_c0_g2_i1	3	male	1.24834038	meanmale
TRINITY_DN118595_c0_g2_i1	1	male	-0.905030364	meanmale
