gid	sex	bias
1.760872102	meanfemale	unbias
24.73001427	meanfemale	unbias
5.044064591	meanfemale	unbias
5.325731216	meanfemale	unbias
-2.794713476	meanfemale	unbias
-6.147126778	meanfemale	unbias
-11.88621314	meanfemale	unbias
12.62150863	meanfemale	unbias
10.65790095	meanfemale	unbias
16.98799622	meanfemale	unbias
13.19107772	meanfemale	unbias
-2.28694899	meanfemale	unbias
15.05320529	meanfemale	unbias
28.28420198	meanfemale	unbias
10.5488374	meanfemale	unbias
15.8268075	meanfemale	unbias
27.11467927	meanfemale	unbias
19.27064768	meanfemale	unbias
33.77956636	meanfemale	unbias
21.06722341	meanfemale	unbias
20.00041842	meanfemale	unbias
15.19468748	meanfemale	unbias
-1.852660243	meanfemale	unbias
18.40192194	meanfemale	unbias
15.0931172	meanfemale	unbias
14.36772877	meanfemale	unbias
5.595249169	meanfemale	unbias
28.95085193	meanfemale	unbias
-0.081000918	meanfemale	unbias
-2.941082735	meanfemale	unbias
-4.681890266	meanfemale	unbias
0.07163192	meanfemale	unbias
13.21469715	meanfemale	unbias
2.122390006	meanfemale	unbias
2.389821829	meanfemale	unbias
16.12336128	meanfemale	unbias
24.40373037	meanfemale	unbias
25.85260789	meanfemale	unbias
22.21036094	meanfemale	unbias
6.463502943	meanfemale	unbias
6.889648192	meanfemale	unbias
32.84557581	meanfemale	unbias
9.32794799	meanfemale	unbias
5.364852548	meanfemale	unbias
11.80657377	meanfemale	unbias
12.76251705	meanfemale	unbias
17.11168623	meanfemale	unbias
40.39129124	meanfemale	unbias
6.982918993	meanfemale	unbias
9.99880209	meanfemale	unbias
28.16804931	meanfemale	unbias
-2.736475484	meanfemale	unbias
18.25547524	meanfemale	unbias
31.23277385	meanfemale	unbias
4.216641554	meanfemale	unbias
-4.173352923	meanfemale	unbias
49.6311209	meanfemale	unbias
6.138951214	meanfemale	unbias
0.003454908	meanfemale	unbias
32.74331649	meanfemale	unbias
16.98568859	meanfemale	unbias
35.10874793	meanfemale	unbias
-3.219270839	meanfemale	unbias
21.10829628	meanfemale	unbias
18.01626983	meanfemale	unbias
33.03313928	meanfemale	unbias
10.32652769	meanfemale	unbias
22.74025601	meanfemale	unbias
19.93861857	meanfemale	unbias
9.802202608	meanfemale	unbias
36.09284236	meanfemale	unbias
22.0641289	meanfemale	unbias
24.22481205	meanfemale	unbias
10.04022611	meanfemale	unbias
9.853461082	meanfemale	unbias
22.73228674	meanfemale	unbias
31.9892616	meanfemale	unbias
25.2866921	meanfemale	unbias
24.23964978	meanfemale	unbias
32.71334495	meanfemale	unbias
4.691422704	meanfemale	unbias
13.34501519	meanfemale	unbias
17.18736436	meanfemale	unbias
17.52811745	meanfemale	unbias
8.643126904	meanfemale	unbias
28.13896305	meanfemale	unbias
15.98191666	meanfemale	unbias
20.8180908	meanfemale	unbias
19.25558247	meanfemale	unbias
29.06115049	meanfemale	unbias
6.963044079	meanfemale	unbias
7.604989009	meanfemale	unbias
30.80319882	meanfemale	unbias
15.52152036	meanfemale	unbias
-8.238070878	meanfemale	unbias
-1.308366813	meanfemale	unbias
16.19878425	meanfemale	unbias
4.14476376	meanfemale	unbias
-1.168126831	meanfemale	unbias
16.20475719	meanfemale	unbias
26.29763967	meanfemale	unbias
34.46659127	meanfemale	unbias
14.84613718	meanfemale	unbias
9.979891834	meanfemale	unbias
1.115631118	meanfemale	unbias
27.33552701	meanfemale	unbias
30.77770433	meanfemale	unbias
32.80689659	meanfemale	unbias
1.465785123	meanfemale	unbias
9.489025202	meanfemale	unbias
4.502558408	meanfemale	unbias
18.78872414	meanfemale	unbias
28.27900481	meanfemale	unbias
5.129613927	meanfemale	unbias
11.60374482	meanfemale	unbias
0.283900953	meanfemale	unbias
6.712283608	meanfemale	unbias
18.74049633	meanfemale	unbias
9.78575851	meanfemale	unbias
14.90753374	meanfemale	unbias
29.19262778	meanfemale	unbias
28.2981366	meanfemale	unbias
1.96008894	meanfemale	unbias
-7.788207272	meanfemale	unbias
28.38632738	meanfemale	unbias
29.85583108	meanfemale	unbias
15.57492502	meanfemale	unbias
19.67745566	meanfemale	unbias
-0.866084416	meanfemale	unbias
12.41898882	meanfemale	unbias
20.83464522	meanfemale	unbias
6.50934973	meanfemale	unbias
22.54490843	meanfemale	unbias
-3.173798751	meanfemale	unbias
26.36896776	meanfemale	unbias
1.14658285	meanfemale	unbias
4.899741391	meanfemale	unbias
27.98634752	meanfemale	unbias
-0.80219162	meanfemale	unbias
4.993938005	meanfemale	unbias
12.05393422	meanfemale	unbias
12.49656846	meanfemale	unbias
4.761430882	meanfemale	unbias
26.17632669	meanfemale	unbias
5.507588006	meanfemale	unbias
3.182311579	meanfemale	unbias
-1.451250407	meanfemale	unbias
14.15286532	meanfemale	unbias
5.538662661	meanfemale	unbias
15.06139839	meanfemale	unbias
NA?	meanfemale	unbias
-0.036902817	meanfemale	unbias
11.57707064	meanfemale	unbias
21.08692556	meanfemale	unbias
10.92451114	meanfemale	unbias
0.748820808	meanfemale	unbias
19.45094658	meanfemale	unbias
41.42275708	meanfemale	unbias
NA?	meanfemale	unbias
10.76909466	meanfemale	unbias
19.74642024	meanfemale	unbias
NA?	meanfemale	unbias
26.50624824	meanfemale	unbias
33.87726913	meanfemale	unbias
5.788147905	meanfemale	unbias
38.32371863	meanfemale	unbias
15.6775892	meanfemale	unbias
36.09647139	meanfemale	unbias
10.19484429	meanfemale	unbias
22.70965502	meanfemale	unbias
4.767514366	meanfemale	unbias
23.27632369	meanfemale	unbias
-1.307028225	meanfemale	unbias
9.0722917	meanfemale	unbias
9.433378679	meanfemale	unbias
6.339679217	meanfemale	unbias
17.54272937	meanfemale	unbias
7.644939942	meanfemale	unbias
14.30801527	meanfemale	unbias
7.497812371	meanfemale	unbias
14.73403766	meanfemale	unbias
14.6374132	meanfemale	unbias
2.306331515	meanfemale	unbias
24.20371352	meanfemale	unbias
37.74555566	meanfemale	unbias
41.95043617	meanfemale	unbias
32.2126796	meanfemale	unbias
35.03290555	meanfemale	unbias
9.981732072	meanfemale	unbias
34.86429567	meanfemale	unbias
15.35922754	meanfemale	unbias
NA?	meanfemale	unbias
-1.626472705	meanfemale	unbias
NA?	meanfemale	unbias
32.31513598	meanfemale	unbias
22.06045735	meanfemale	unbias
28.76424694	meanfemale	unbias
5.000647512	meanfemale	unbias
30.9131873	meanfemale	unbias
24.72218055	meanfemale	unbias
19.49498309	meanfemale	unbias
10.3750631	meanfemale	unbias
16.95809063	meanfemale	unbias
6.030080244	meanfemale	unbias
4.032299999	meanfemale	unbias
22.85011502	meanfemale	unbias
21.40902021	meanfemale	unbias
3.960492074	meanfemale	unbias
38.4195028	meanfemale	unbias
31.72505522	meanfemale	unbias
9.23116301	meanfemale	unbias
24.94062861	meanfemale	unbias
25.10111948	meanfemale	unbias
2.013029294	meanfemale	unbias
31.02408653	meanfemale	unbias
21.06009086	meanfemale	unbias
11.70645442	meanfemale	unbias
9.045140901	meanfemale	unbias
33.84440998	meanfemale	unbias
6.695710391	meanfemale	unbias
21.48853485	meanfemale	unbias
3.804695433	meanfemale	unbias
-12.14227263	meanfemale	unbias
24.24331182	meanfemale	unbias
10.42068529	meanfemale	unbias
19.3620688	meanfemale	unbias
-3.421372505	meanfemale	unbias
0.124031453	meanfemale	unbias
1.284410646	meanfemale	unbias
31.79614113	meanfemale	unbias
-0.7578077	meanfemale	unbias
24.94112238	meanfemale	unbias
4.019244788	meanfemale	unbias
6.217249825	meanfemale	unbias
29.87676894	meanfemale	unbias
2.241725422	meanfemale	unbias
36.91053753	meanfemale	unbias
3.349759597	meanfemale	unbias
2.34913993	meanfemale	unbias
23.67057382	meanfemale	unbias
12.42981485	meanfemale	unbias
20.2451534	meanfemale	unbias
24.55371496	meanfemale	unbias
24.98227725	meanfemale	unbias
1.809628761	meanfemale	unbias
17.62008202	meanfemale	unbias
12.26187572	meanfemale	unbias
11.02845616	meanfemale	unbias
20.7498948	meanfemale	unbias
0.563269593	meanfemale	unbias
35.40858243	meanfemale	unbias
4.696639307	meanfemale	unbias
12.71387734	meanfemale	unbias
7.659436742	meanfemale	unbias
9.158026667	meanfemale	unbias
29.56936316	meanfemale	unbias
26.11988164	meanfemale	unbias
21.54319857	meanfemale	unbias
23.87288254	meanfemale	unbias
14.51039137	meanfemale	unbias
6.333184677	meanfemale	unbias
-0.700039838	meanfemale	unbias
11.71061531	meanfemale	unbias
16.90958348	meanfemale	unbias
24.19611394	meanfemale	unbias
35.75776639	meanfemale	unbias
8.428658754	meanfemale	unbias
21.25239465	meanfemale	unbias
8.986439891	meanfemale	unbias
7.261893044	meanfemale	unbias
19.25570013	meanfemale	unbias
3.269211928	meanfemale	unbias
28.27403983	meanfemale	unbias
7.928676696	meanfemale	unbias
31.30128534	meanfemale	unbias
2.358273588	meanfemale	unbias
13.70197663	meanfemale	unbias
11.53819277	meanfemale	unbias
6.019320466	meanfemale	unbias
8.704389004	meanfemale	unbias
19.40243378	meanfemale	unbias
20.27021537	meanfemale	unbias
3.188043536	meanfemale	unbias
1.254299894	meanfemale	unbias
5.115993157	meanfemale	unbias
NA?	meanfemale	unbias
NA?	meanfemale	unbias
11.03864275	meanfemale	unbias
5.215077899	meanfemale	unbias
7.38174058	meanfemale	unbias
-5.356278415	meanfemale	unbias
3.305829771	meanfemale	unbias
-2.673499407	meanfemale	unbias
18.78336288	meanfemale	unbias
14.68883926	meanfemale	unbias
13.84504839	meanfemale	unbias
-1.230509966	meanfemale	unbias
17.79313064	meanfemale	unbias
21.67945683	meanfemale	unbias
6.531857061	meanfemale	unbias
13.23218269	meanfemale	unbias
22.87911849	meanfemale	unbias
22.76037683	meanfemale	unbias
6.64036001	meanfemale	unbias
2.251801654	meanfemale	unbias
-2.47810333	meanfemale	unbias
9.394505759	meanfemale	unbias
14.27945193	meanfemale	unbias
34.84739818	meanfemale	unbias
22.03380701	meanfemale	unbias
10.08967958	meanfemale	unbias
14.9624484	meanfemale	unbias
18.40738381	meanfemale	unbias
11.53566178	meanfemale	unbias
23.99210338	meanfemale	unbias
21.55483913	meanfemale	unbias
20.50703862	meanfemale	unbias
-6.024867007	meanfemale	unbias
6.028863427	meanfemale	unbias
10.65471793	meanfemale	unbias
1.763849654	meanfemale	unbias
11.12426825	meanfemale	unbias
7.720191998	meanfemale	unbias
12.32191511	meanfemale	unbias
6.417271619	meanfemale	unbias
8.714287641	meanfemale	unbias
23.31536199	meanfemale	unbias
15.93834913	meanfemale	unbias
19.69201103	meanfemale	unbias
17.26868473	meanfemale	unbias
-1.354640692	meanfemale	unbias
2.773549815	meanfemale	unbias
-6.217689954	meanfemale	unbias
14.07898127	meanfemale	unbias
34.44909778	meanfemale	unbias
23.7264206	meanfemale	unbias
13.59932028	meanfemale	unbias
30.07636684	meanfemale	unbias
0.287671454	meanfemale	unbias
4.367763977	meanfemale	unbias
8.618105453	meanfemale	unbias
2.570368991	meanfemale	unbias
8.749855673	meanfemale	unbias
8.060374186	meanfemale	unbias
14.22216494	meanfemale	unbias
-0.095538977	meanfemale	unbias
18.03483484	meanfemale	unbias
15.89062994	meanfemale	unbias
17.94621062	meanfemale	unbias
20.63908289	meanfemale	unbias
23.63056733	meanfemale	unbias
36.61404137	meanfemale	unbias
5.063076226	meanfemale	unbias
36.47575273	meanfemale	unbias
24.64432372	meanfemale	unbias
22.37209332	meanfemale	unbias
12.44981335	meanfemale	unbias
14.41324404	meanfemale	unbias
9.872391916	meanfemale	unbias
10.50986828	meanfemale	unbias
29.27841241	meanfemale	unbias
29.47267001	meanfemale	unbias
4.871584455	meanfemale	unbias
18.04142948	meanfemale	unbias
-9.896648262	meanfemale	unbias
13.78554047	meanfemale	unbias
24.48915736	meanfemale	unbias
27.96741854	meanfemale	unbias
6.040938286	meanfemale	unbias
3.528807827	meanfemale	unbias
25.21731565	meanfemale	unbias
42.36137821	meanfemale	unbias
28.43119681	meanfemale	unbias
29.08067138	meanfemale	unbias
-5.269549108	meanfemale	unbias
23.47224203	meanfemale	unbias
32.86629611	meanfemale	unbias
13.51829612	meanfemale	unbias
14.30798805	meanfemale	unbias
9.705536948	meanfemale	unbias
24.03367031	meanfemale	unbias
34.52498871	meanfemale	unbias
19.74912485	meanfemale	unbias
25.93597967	meanfemale	unbias
27.39597321	meanfemale	unbias
15.86397615	meanfemale	unbias
24.32860686	meanfemale	unbias
0.521554745	meanfemale	unbias
-0.063810543	meanfemale	unbias
4.098999623	meanfemale	unbias
8.003878995	meanfemale	unbias
4.116987214	meanfemale	unbias
-0.8991097	meanfemale	unbias
5.885306987	meanfemale	unbias
40.90871943	meanfemale	unbias
23.35962474	meanfemale	unbias
21.51833774	meanfemale	unbias
19.97120251	meanfemale	unbias
27.60415261	meanfemale	unbias
8.835269617	meanfemale	unbias
19.49801932	meanfemale	unbias
11.9743689	meanfemale	unbias
24.61016555	meanfemale	unbias
20.41272409	meanfemale	unbias
24.84743474	meanfemale	unbias
2.072411777	meanfemale	unbias
29.13904203	meanfemale	unbias
23.20055024	meanfemale	unbias
29.63568026	meanfemale	unbias
11.75060821	meanfemale	unbias
13.85862256	meanfemale	unbias
18.96982709	meanfemale	unbias
0.996267386	meanfemale	unbias
-1.589317686	meanfemale	unbias
2.347287559	meanfemale	unbias
3.26926336	meanfemale	unbias
16.72268973	meanfemale	unbias
-2.698331665	meanfemale	unbias
-6.010034563	meanfemale	unbias
4.071931378	meanfemale	unbias
1.593432281	meanfemale	unbias
18.33983463	meanfemale	unbias
5.24822404	meanfemale	unbias
0.504489623	meanfemale	unbias
-10.13247445	meanfemale	unbias
19.92238867	meanfemale	unbias
6.536500941	meanfemale	unbias
-2.951317249	meanfemale	unbias
16.77743582	meanfemale	unbias
29.79683058	meanfemale	unbias
10.92557997	meanfemale	unbias
1.709077998	meanfemale	unbias
11.55561101	meanfemale	unbias
27.44338771	meanfemale	unbias
20.98963022	meanfemale	unbias
25.70317163	meanfemale	unbias
21.23217994	meanfemale	unbias
4.510432475	meanfemale	unbias
21.26503723	meanfemale	unbias
11.29474902	meanfemale	unbias
8.256730505	meanfemale	unbias
-2.871085032	meanfemale	unbias
13.61482708	meanfemale	unbias
NA?	meanfemale	unbias
32.17206467	meanfemale	unbias
33.4779277	meanfemale	unbias
12.18973588	meanfemale	unbias
32.76915263	meanfemale	unbias
22.95505598	meanfemale	unbias
8.323368508	meanfemale	unbias
10.86491379	meanfemale	unbias
5.81610552	meanfemale	unbias
-1.252260157	meanfemale	unbias
34.80158904	meanfemale	unbias
17.87962242	meanfemale	unbias
-0.503418632	meanfemale	unbias
4.783116489	meanfemale	unbias
14.98774695	meanfemale	unbias
20.62392832	meanfemale	unbias
-2.319227674	meanfemale	unbias
31.3108247	meanfemale	unbias
29.43088166	meanfemale	unbias
15.94408589	meanfemale	unbias
-0.440528367	meanfemale	unbias
23.78778754	meanfemale	unbias
14.21547033	meanfemale	unbias
25.53998831	meanfemale	unbias
18.06310294	meanfemale	unbias
-4.403185686	meanfemale	unbias
8.38795968	meanfemale	unbias
14.23111304	meanfemale	unbias
32.04185768	meanfemale	unbias
-0.454547144	meanfemale	unbias
11.98722339	meanfemale	unbias
28.40580441	meanfemale	unbias
26.41636621	meanfemale	unbias
-3.906170193	meanfemale	unbias
6.242458372	meanfemale	unbias
14.50148655	meanfemale	unbias
20.7205181	meanfemale	unbias
26.28920778	meanfemale	unbias
14.14899646	meanfemale	unbias
12.66836494	meanfemale	unbias
8.572543356	meanfemale	unbias
30.02937703	meanfemale	unbias
5.866929904	meanfemale	unbias
16.40776973	meanfemale	unbias
21.66213301	meanfemale	unbias
22.8070655	meanfemale	unbias
7.159405971	meanfemale	unbias
10.47017021	meanfemale	unbias
14.49026867	meanfemale	unbias
17.62516287	meanfemale	unbias
7.983137932	meanfemale	unbias
22.20732784	meanfemale	unbias
13.58786974	meanfemale	unbias
13.87272405	meanfemale	unbias
1.282532478	meanfemale	unbias
NA?	meanfemale	unbias
-1.037166697	meanfemale	unbias
20.07207056	meanfemale	unbias
28.16386128	meanfemale	unbias
5.048928826	meanfemale	unbias
18.82303822	meanfemale	unbias
5.181327969	meanfemale	unbias
13.06518414	meanfemale	unbias
24.45583723	meanfemale	unbias
16.45160257	meanfemale	unbias
-2.79758016	meanfemale	unbias
14.62241536	meanfemale	unbias
36.17375914	meanfemale	unbias
22.57687443	meanfemale	unbias
8.578987561	meanfemale	unbias
34.7808001	meanfemale	unbias
5.993263649	meanfemale	unbias
22.52054739	meanfemale	unbias
12.47382166	meanfemale	unbias
24.05993457	meanfemale	unbias
1.272204506	meanfemale	unbias
17.91664752	meanfemale	unbias
13.45678047	meanfemale	unbias
31.77293813	meanfemale	unbias
21.3511452	meanfemale	unbias
-5.405395661	meanfemale	unbias
8.884695965	meanfemale	unbias
4.287823851	meanfemale	unbias
29.16584123	meanfemale	unbias
9.034504828	meanfemale	unbias
25.68988359	meanfemale	unbias
13.60475179	meanfemale	unbias
18.56167589	meanfemale	unbias
19.54345044	meanfemale	unbias
17.30016094	meanfemale	unbias
3.355846719	meanfemale	unbias
12.07389045	meanfemale	unbias
6.815175036	meanfemale	unbias
8.282023752	meanfemale	unbias
10.42613421	meanfemale	unbias
2.758091526	meanfemale	unbias
23.8050739	meanfemale	unbias
26.87405488	meanfemale	unbias
13.69519184	meanfemale	unbias
24.41905946	meanfemale	unbias
6.220978248	meanfemale	unbias
22.64701549	meanfemale	unbias
24.88189627	meanfemale	unbias
14.16034283	meanfemale	unbias
3.235602125	meanfemale	unbias
3.472731427	meanfemale	unbias
8.393552636	meanfemale	unbias
15.82794199	meanfemale	unbias
18.23588179	meanfemale	unbias
-2.227680441	meanfemale	unbias
18.26759779	meanfemale	unbias
3.459219705	meanfemale	unbias
0.701248244	meanfemale	unbias
17.7313988	meanfemale	unbias
7.065588299	meanfemale	unbias
6.476954327	meanfemale	unbias
5.504756283	meanfemale	unbias
17.64204415	meanfemale	unbias
4.378116411	meanfemale	unbias
-4.007381958	meanfemale	unbias
11.25606983	meanfemale	unbias
13.94586799	meanfemale	unbias
5.741373069	meanfemale	unbias
32.45974558	meanfemale	unbias
21.93566422	meanfemale	unbias
20.42082758	meanfemale	unbias
18.07720985	meanfemale	unbias
3.222211362	meanfemale	unbias
29.69474004	meanfemale	unbias
37.76793009	meanfemale	unbias
27.67734558	meanfemale	unbias
19.62584585	meanfemale	unbias
-3.068520924	meanfemale	unbias
24.0196831	meanfemale	unbias
2.964298742	meanfemale	unbias
-1.512435328	meanfemale	unbias
NA?	meanfemale	unbias
-3.261600086	meanfemale	unbias
4.111701828	meanfemale	unbias
13.45981933	meanfemale	unbias
5.618869334	meanfemale	unbias
9.918118196	meanfemale	unbias
31.20468108	meanfemale	unbias
45.80034003	meanfemale	unbias
8.625562527	meanfemale	unbias
12.68528444	meanfemale	unbias
9.378215166	meanfemale	unbias
25.27176508	meanfemale	unbias
14.75242248	meanfemale	unbias
10.61674796	meanfemale	unbias
31.95357388	meanfemale	unbias
36.22698846	meanfemale	unbias
18.59371788	meanfemale	unbias
18.85474321	meanfemale	unbias
45.10482552	meanfemale	unbias
36.83314522	meanfemale	unbias
14.83184783	meanfemale	unbias
8.443131532	meanfemale	unbias
8.668343399	meanfemale	unbias
10.59945593	meanfemale	unbias
31.37936237	meanfemale	unbias
34.84995747	meanfemale	unbias
-2.435130045	meanfemale	unbias
20.54923587	meanfemale	unbias
16.1288749	meanfemale	unbias
29.24901029	meanfemale	unbias
-8.07565185	meanfemale	unbias
24.79719825	meanfemale	unbias
5.015648264	meanfemale	unbias
28.58341677	meanfemale	unbias
5.181628831	meanfemale	unbias
-2.316400435	meanfemale	unbias
8.886640681	meanfemale	unbias
-2.713802199	meanfemale	unbias
38.05005235	meanfemale	unbias
5.455415195	meanfemale	unbias
11.02166549	meanfemale	unbias
3.83732116	meanfemale	unbias
12.82483866	meanfemale	unbias
29.39714645	meanfemale	unbias
19.6668467	meanfemale	unbias
19.61073254	meanfemale	unbias
3.437530419	meanfemale	unbias
-3.760254886	meanfemale	unbias
23.70069384	meanfemale	unbias
20.02869222	meanfemale	unbias
2.311356767	meanfemale	unbias
26.04599971	meanfemale	unbias
12.79776342	meanfemale	unbias
1.775859652	meanfemale	unbias
1.512794985	meanfemale	unbias
18.19078306	meanfemale	unbias
8.118904791	meanfemale	unbias
9.614317684	meanfemale	unbias
2.154279348	meanfemale	unbias
14.61669319	meanfemale	unbias
11.76862119	meanfemale	unbias
10.88740433	meanfemale	unbias
17.14886627	meanfemale	unbias
6.843029996	meanfemale	unbias
8.145020363	meanfemale	unbias
4.806119044	meanfemale	unbias
0.734378344	meanfemale	unbias
-6.538671372	meanfemale	unbias
2.690595093	meanfemale	unbias
12.4875949	meanfemale	unbias
12.23807604	meanfemale	unbias
24.87426587	meanfemale	unbias
10.75221471	meanfemale	unbias
5.149585923	meanfemale	unbias
1.671823105	meanfemale	unbias
29.42401245	meanfemale	unbias
33.75060555	meanfemale	unbias
8.662400425	meanfemale	unbias
13.63235829	meanfemale	unbias
10.79566502	meanfemale	unbias
19.51343499	meanfemale	unbias
35.91611651	meanfemale	unbias
-7.406173692	meanfemale	unbias
0.351092837	meanfemale	unbias
-4.470674769	meanfemale	unbias
1.416058047	meanfemale	unbias
23.99101092	meanfemale	unbias
2.628797843	meanfemale	unbias
7.449151256	meanfemale	unbias
15.13899569	meanfemale	unbias
24.87821113	meanfemale	unbias
23.40820138	meanfemale	unbias
25.4046449	meanfemale	unbias
8.322039783	meanfemale	unbias
14.09257718	meanfemale	unbias
2.303585457	meanfemale	unbias
9.173422375	meanfemale	unbias
18.78868899	meanfemale	unbias
20.65317898	meanfemale	unbias
34.20186651	meanfemale	unbias
25.52470921	meanfemale	unbias
11.14217954	meanfemale	unbias
25.83463365	meanfemale	unbias
16.73217758	meanfemale	unbias
38.03427622	meanfemale	unbias
5.898119786	meanfemale	unbias
-4.425392671	meanfemale	unbias
40.07837022	meanfemale	unbias
5.04538834	meanfemale	unbias
14.29386143	meanfemale	unbias
8.686314507	meanfemale	unbias
6.968439714	meanfemale	unbias
32.05290028	meanfemale	unbias
12.23642024	meanfemale	unbias
40.52778745	meanfemale	unbias
24.32530793	meanfemale	unbias
-5.009518272	meanfemale	unbias
30.46931693	meanfemale	unbias
37.20071092	meanfemale	unbias
28.26008857	meanfemale	unbias
6.512941791	meanfemale	unbias
19.87128029	meanfemale	unbias
26.42146774	meanfemale	unbias
7.110017031	meanfemale	unbias
18.88944309	meanfemale	unbias
-1.83032428	meanfemale	unbias
8.30801697	meanfemale	unbias
15.40104404	meanfemale	unbias
29.30998119	meanfemale	unbias
2.143008975	meanfemale	unbias
4.384885264	meanfemale	unbias
13.50798116	meanfemale	unbias
13.4010496	meanfemale	unbias
-4.816143644	meanfemale	unbias
1.793131144	meanfemale	unbias
NA?	meanfemale	unbias
28.82844388	meanfemale	unbias
-8.364290561	meanfemale	unbias
13.80203752	meanfemale	unbias
27.1428896	meanfemale	unbias
-5.903263826	meanfemale	unbias
15.06967203	meanfemale	unbias
35.48334459	meanfemale	unbias
7.943796355	meanfemale	unbias
32.72275696	meanfemale	unbias
13.82420981	meanfemale	unbias
19.2946933	meanfemale	unbias
11.28546868	meanfemale	unbias
29.1683018	meanfemale	unbias
34.55927371	meanfemale	unbias
3.829248624	meanfemale	unbias
4.087692163	meanfemale	unbias
21.99696735	meanfemale	unbias
26.12494841	meanfemale	unbias
4.97578435	meanfemale	unbias
-1.089817515	meanfemale	unbias
23.5846485	meanfemale	unbias
31.15281327	meanfemale	unbias
5.506769219	meanfemale	unbias
20.17315059	meanfemale	unbias
31.80917436	meanfemale	unbias
NA?	meanfemale	unbias
14.08918896	meanfemale	unbias
6.972067341	meanfemale	unbias
-0.176429614	meanfemale	unbias
5.260102478	meanfemale	unbias
16.50789487	meanfemale	unbias
19.64835948	meanfemale	unbias
22.29652998	meanfemale	unbias
12.73113005	meanfemale	unbias
14.66142443	meanfemale	unbias
6.078572892	meanfemale	unbias
4.297446963	meanfemale	unbias
14.64534111	meanfemale	unbias
3.090868517	meanfemale	unbias
5.563691167	meanfemale	unbias
4.613242561	meanfemale	unbias
14.19811924	meanfemale	unbias
43.2612814	meanfemale	unbias
26.36967185	meanfemale	unbias
5.668601132	meanfemale	unbias
17.07309364	meanfemale	unbias
13.02479142	meanfemale	unbias
25.75503357	meanfemale	unbias
20.41910228	meanfemale	unbias
-2.686807736	meanfemale	unbias
1.56154363	meanfemale	unbias
18.16584951	meanfemale	unbias
39.60216437	meanfemale	unbias
27.95044312	meanfemale	unbias
10.47090726	meanfemale	unbias
18.4854567	meanfemale	unbias
5.088473618	meanfemale	unbias
2.414393941	meanfemale	unbias
6.245048061	meanfemale	unbias
-5.579052831	meanfemale	unbias
26.50227243	meanfemale	unbias
17.1643797	meanfemale	unbias
16.7725963	meanfemale	unbias
2.877191112	meanfemale	unbias
28.9380089	meanfemale	unbias
-4.382478083	meanfemale	unbias
5.216515501	meanfemale	unbias
6.41915887	meanfemale	unbias
26.11155393	meanfemale	unbias
13.18462004	meanfemale	unbias
1.6350645	meanfemale	unbias
13.44338748	meanfemale	unbias
22.4101027	meanfemale	unbias
15.63381142	meanfemale	unbias
30.65455465	meanfemale	unbias
13.99806029	meanfemale	unbias
35.68517766	meanfemale	unbias
10.77445556	meanfemale	unbias
7.698423149	meanfemale	unbias
1.456046217	meanfemale	unbias
12.25142578	meanfemale	unbias
23.88867973	meanfemale	unbias
20.61707786	meanfemale	unbias
6.793302781	meanfemale	unbias
13.93906353	meanfemale	unbias
8.707522157	meanfemale	unbias
26.50577518	meanfemale	unbias
37.46298244	meanfemale	unbias
20.39029342	meanfemale	unbias
37.74630077	meanfemale	unbias
-3.440358335	meanfemale	unbias
9.764427611	meanfemale	unbias
26.50133418	meanfemale	unbias
22.42326854	meanfemale	unbias
17.54173082	meanfemale	unbias
38.77623592	meanfemale	unbias
0.901217145	meanfemale	unbias
13.4136752	meanfemale	unbias
-3.232337559	meanfemale	unbias
10.38448702	meanfemale	unbias
11.57722261	meanfemale	unbias
21.09363167	meanfemale	unbias
3.409328857	meanfemale	unbias
23.345702	meanfemale	unbias
26.99341938	meanfemale	unbias
10.95738447	meanfemale	unbias
4.311183308	meanfemale	unbias
28.56065958	meanfemale	unbias
11.28336668	meanfemale	unbias
26.26503592	meanfemale	unbias
-4.061554259	meanfemale	unbias
40.87814048	meanfemale	unbias
4.145568857	meanfemale	unbias
9.946603187	meanfemale	unbias
11.64278985	meanfemale	unbias
15.09253076	meanfemale	unbias
8.757614038	meanfemale	unbias
21.10527935	meanfemale	unbias
17.33690785	meanfemale	unbias
17.59446799	meanfemale	unbias
5.394212698	meanfemale	unbias
33.9966972	meanfemale	unbias
4.60939558	meanfemale	unbias
0.175780559	meanfemale	unbias
20.55531052	meanfemale	unbias
30.02333008	meanfemale	unbias
2.498836886	meanfemale	unbias
-4.041459955	meanfemale	unbias
7.15756535	meanfemale	unbias
38.16055558	meanfemale	unbias
-0.964590301	meanfemale	unbias
12.91719596	meanfemale	unbias
26.16204351	meanfemale	unbias
14.93369662	meanfemale	unbias
32.5773478	meanfemale	unbias
11.57533518	meanfemale	unbias
27.76876972	meanfemale	unbias
12.14418963	meanfemale	unbias
12.2936524	meanfemale	unbias
40.48550782	meanfemale	unbias
6.735336551	meanfemale	unbias
-2.935645798	meanfemale	unbias
18.45571196	meanfemale	unbias
25.77589174	meanfemale	unbias
17.12780924	meanfemale	unbias
28.22969342	meanfemale	unbias
34.42926507	meanfemale	unbias
20.79073187	meanfemale	unbias
16.08486944	meanfemale	unbias
20.03841517	meanfemale	unbias
26.15163052	meanfemale	unbias
6.949066266	meanfemale	unbias
11.31452394	meanfemale	unbias
-12.17125801	meanfemale	unbias
NA?	meanfemale	unbias
