gid	sex	bias
2.7516001	meanmale	unbias
4.351254576	meanmale	unbias
2.782343794	meanmale	unbias
3.348054169	meanmale	unbias
8.872740011	meanmale	unbias
3.727732585	meanmale	unbias
3.891457589	meanmale	unbias
-0.202144958	meanmale	unbias
0.387255774	meanmale	unbias
6.043950245	meanmale	unbias
3.408041685	meanmale	unbias
3.187811351	meanmale	unbias
0.744962025	meanmale	unbias
5.660272912	meanmale	unbias
-0.556187239	meanmale	unbias
6.379907982	meanmale	unbias
7.545138592	meanmale	unbias
4.496899926	meanmale	unbias
4.50684832	meanmale	unbias
5.119076772	meanmale	unbias
5.569067885	meanmale	unbias
5.461468915	meanmale	unbias
3.756172335	meanmale	unbias
3.057691245	meanmale	unbias
6.266318341	meanmale	unbias
5.454221118	meanmale	unbias
3.83760987	meanmale	unbias
3.453663623	meanmale	unbias
2.416869686	meanmale	unbias
7.24204701	meanmale	unbias
4.678683345	meanmale	unbias
3.825501979	meanmale	unbias
-1.154711861	meanmale	unbias
0.51040963	meanmale	unbias
1.461928298	meanmale	unbias
2.150928468	meanmale	unbias
3.75340295	meanmale	unbias
6.018111383	meanmale	unbias
5.959060759	meanmale	unbias
3.483803108	meanmale	unbias
1.957875064	meanmale	unbias
2.933766382	meanmale	unbias
NA?	meanmale	unbias
2.95215857	meanmale	unbias
2.654373497	meanmale	unbias
0.774688381	meanmale	unbias
2.301534824	meanmale	unbias
4.292402941	meanmale	unbias
3.001349814	meanmale	unbias
0.446734124	meanmale	unbias
3.022952461	meanmale	unbias
1.2563098	meanmale	unbias
2.752238781	meanmale	unbias
3.20400992	meanmale	unbias
2.216882968	meanmale	unbias
0.661789934	meanmale	unbias
2.357950119	meanmale	unbias
2.623993778	meanmale	unbias
3.208100202	meanmale	unbias
3.634924734	meanmale	unbias
1.309214431	meanmale	unbias
2.869004957	meanmale	unbias
1.445835546	meanmale	unbias
6.046176866	meanmale	unbias
2.77694717	meanmale	unbias
2.893582822	meanmale	unbias
5.87616309	meanmale	unbias
6.640763807	meanmale	unbias
0.260855736	meanmale	unbias
1.613094905	meanmale	unbias
2.343689402	meanmale	unbias
3.500038021	meanmale	unbias
1.683258912	meanmale	unbias
1.720265053	meanmale	unbias
0.58094246	meanmale	unbias
3.020934395	meanmale	unbias
3.262487025	meanmale	unbias
6.323795194	meanmale	unbias
3.411908086	meanmale	unbias
4.497962806	meanmale	unbias
7.80315201	meanmale	unbias
1.887304234	meanmale	unbias
0.69288297	meanmale	unbias
0.728519947	meanmale	unbias
2.973261605	meanmale	unbias
2.763517433	meanmale	unbias
1.193397697	meanmale	unbias
7.187357805	meanmale	unbias
2.043723469	meanmale	unbias
1.436864239	meanmale	unbias
2.064025149	meanmale	unbias
7.871629137	meanmale	unbias
4.452481674	meanmale	unbias
1.910234735	meanmale	unbias
1.893534466	meanmale	unbias
3.650136878	meanmale	unbias
2.68073209	meanmale	unbias
6.133848843	meanmale	unbias
-0.110944519	meanmale	unbias
4.638469323	meanmale	unbias
1.62393139	meanmale	unbias
3.531765981	meanmale	unbias
3.203194711	meanmale	unbias
1.811197418	meanmale	unbias
1.704702739	meanmale	unbias
1.238367906	meanmale	unbias
1.946940535	meanmale	unbias
2.806355517	meanmale	unbias
3.946726352	meanmale	unbias
2.45404754	meanmale	unbias
-1.562140652	meanmale	unbias
-0.397382839	meanmale	unbias
4.823279527	meanmale	unbias
1.574591572	meanmale	unbias
-0.344281997	meanmale	unbias
4.856954808	meanmale	unbias
3.765570836	meanmale	unbias
2.575030397	meanmale	unbias
2.537642072	meanmale	unbias
3.906618307	meanmale	unbias
-2.078597207	meanmale	unbias
5.966438241	meanmale	unbias
1.241511462	meanmale	unbias
4.783681076	meanmale	unbias
0.710958838	meanmale	unbias
3.056696048	meanmale	unbias
2.226402577	meanmale	unbias
2.511521434	meanmale	unbias
-0.063133561	meanmale	unbias
4.981943705	meanmale	unbias
3.670098896	meanmale	unbias
3.394068803	meanmale	unbias
5.181487201	meanmale	unbias
2.397814512	meanmale	unbias
2.391634071	meanmale	unbias
1.744787894	meanmale	unbias
5.711642627	meanmale	unbias
2.358920028	meanmale	unbias
3.595752098	meanmale	unbias
0.544838944	meanmale	unbias
4.785960982	meanmale	unbias
-0.022460068	meanmale	unbias
0.945353832	meanmale	unbias
2.411446047	meanmale	unbias
3.988496311	meanmale	unbias
4.528624504	meanmale	unbias
0.202943686	meanmale	unbias
1.983288251	meanmale	unbias
3.603732115	meanmale	unbias
-0.448966978	meanmale	unbias
2.521259024	meanmale	unbias
2.264647789	meanmale	unbias
2.01476129	meanmale	unbias
1.810447682	meanmale	unbias
0.626264353	meanmale	unbias
0.690535879	meanmale	unbias
1.950682004	meanmale	unbias
2.045107323	meanmale	unbias
4.774710809	meanmale	unbias
4.824048383	meanmale	unbias
0.707850931	meanmale	unbias
4.296576224	meanmale	unbias
2.848900999	meanmale	unbias
2.025658339	meanmale	unbias
2.7410852	meanmale	unbias
-1.278747828	meanmale	unbias
9.637097911	meanmale	unbias
1.306522836	meanmale	unbias
2.422009659	meanmale	unbias
2.121919398	meanmale	unbias
2.910887746	meanmale	unbias
5.095979853	meanmale	unbias
3.807999764	meanmale	unbias
1.330365729	meanmale	unbias
1.371624036	meanmale	unbias
1.389884556	meanmale	unbias
-0.304756169	meanmale	unbias
7.316308454	meanmale	unbias
5.112676591	meanmale	unbias
3.075666698	meanmale	unbias
0.655287925	meanmale	unbias
3.809967466	meanmale	unbias
5.32713331	meanmale	unbias
4.188160818	meanmale	unbias
-0.13906109	meanmale	unbias
5.738085998	meanmale	unbias
1.352710419	meanmale	unbias
2.488963902	meanmale	unbias
5.814592871	meanmale	unbias
0.814386047	meanmale	unbias
2.307917361	meanmale	unbias
3.624632643	meanmale	unbias
1.790810078	meanmale	unbias
6.50351017	meanmale	unbias
4.73976499	meanmale	unbias
2.132451778	meanmale	unbias
5.8418077	meanmale	unbias
2.250380688	meanmale	unbias
4.32743546	meanmale	unbias
3.399391008	meanmale	unbias
2.10503479	meanmale	unbias
0.73206399	meanmale	unbias
3.139004138	meanmale	unbias
0.251230176	meanmale	unbias
0.21725878	meanmale	unbias
3.262676362	meanmale	unbias
2.141303729	meanmale	unbias
2.457414169	meanmale	unbias
2.18439208	meanmale	unbias
0.654324267	meanmale	unbias
0.696944054	meanmale	unbias
3.196360133	meanmale	unbias
2.878910059	meanmale	unbias
4.067484204	meanmale	unbias
5.70673564	meanmale	unbias
1.047592387	meanmale	unbias
2.844662871	meanmale	unbias
1.613580636	meanmale	unbias
-1.233845327	meanmale	unbias
4.490720206	meanmale	unbias
5.573677872	meanmale	unbias
-0.31229611	meanmale	unbias
0.176186232	meanmale	unbias
2.369517755	meanmale	unbias
1.337853877	meanmale	unbias
6.748206552	meanmale	unbias
1.230569432	meanmale	unbias
5.03983138	meanmale	unbias
2.22985445	meanmale	unbias
3.737054699	meanmale	unbias
5.545624335	meanmale	unbias
5.641209993	meanmale	unbias
-0.661065367	meanmale	unbias
4.252051889	meanmale	unbias
1.509345694	meanmale	unbias
NA?	meanmale	unbias
6.130339988	meanmale	unbias
0.366915514	meanmale	unbias
-1.267446913	meanmale	unbias
6.389879943	meanmale	unbias
3.008379143	meanmale	unbias
4.239647581	meanmale	unbias
4.577894921	meanmale	unbias
4.397169437	meanmale	unbias
4.698292092	meanmale	unbias
4.206265715	meanmale	unbias
5.894345746	meanmale	unbias
2.313865369	meanmale	unbias
6.975172138	meanmale	unbias
2.264133086	meanmale	unbias
3.886331196	meanmale	unbias
0.994047677	meanmale	unbias
1.322423868	meanmale	unbias
-0.442296491	meanmale	unbias
2.122928919	meanmale	unbias
NA?	meanmale	unbias
3.733349153	meanmale	unbias
1.00783554	meanmale	unbias
1.93609088	meanmale	unbias
1.364442379	meanmale	unbias
4.88815482	meanmale	unbias
5.975068055	meanmale	unbias
0.846956243	meanmale	unbias
3.90889983	meanmale	unbias
3.301195365	meanmale	unbias
1.250394661	meanmale	unbias
3.871659691	meanmale	unbias
1.582311563	meanmale	unbias
1.31058823	meanmale	unbias
3.334464509	meanmale	unbias
2.876425819	meanmale	unbias
-0.028518075	meanmale	unbias
0.642186146	meanmale	unbias
4.342001561	meanmale	unbias
1.10604987	meanmale	unbias
2.273250529	meanmale	unbias
1.634224903	meanmale	unbias
1.503650093	meanmale	unbias
2.381729275	meanmale	unbias
1.844966795	meanmale	unbias
5.230277477	meanmale	unbias
5.159926285	meanmale	unbias
2.799261036	meanmale	unbias
3.287845042	meanmale	unbias
3.504338728	meanmale	unbias
-1.279459757	meanmale	unbias
1.01340364	meanmale	unbias
4.689922532	meanmale	unbias
3.798918118	meanmale	unbias
3.471447915	meanmale	unbias
2.136472893	meanmale	unbias
5.704156401	meanmale	unbias
3.748364594	meanmale	unbias
2.343389004	meanmale	unbias
3.421049798	meanmale	unbias
2.661107642	meanmale	unbias
-1.674497861	meanmale	unbias
2.538113323	meanmale	unbias
6.255728166	meanmale	unbias
4.77559936	meanmale	unbias
1.9548896	meanmale	unbias
7.224510718	meanmale	unbias
-0.017900008	meanmale	unbias
3.884971917	meanmale	unbias
3.096893954	meanmale	unbias
3.127957132	meanmale	unbias
-0.168887519	meanmale	unbias
0.62354	meanmale	unbias
2.378180638	meanmale	unbias
0.550219134	meanmale	unbias
2.386955029	meanmale	unbias
0.439596852	meanmale	unbias
5.023022028	meanmale	unbias
0.658995323	meanmale	unbias
-0.07851011	meanmale	unbias
-1.364895691	meanmale	unbias
5.735322863	meanmale	unbias
1.045703891	meanmale	unbias
-0.805704519	meanmale	unbias
3.58129742	meanmale	unbias
2.184781205	meanmale	unbias
5.578847109	meanmale	unbias
5.607612752	meanmale	unbias
5.121028951	meanmale	unbias
4.382944881	meanmale	unbias
6.42696469	meanmale	unbias
2.723127856	meanmale	unbias
2.208671146	meanmale	unbias
4.435772505	meanmale	unbias
0.202841325	meanmale	unbias
2.406698569	meanmale	unbias
2.071547042	meanmale	unbias
3.989212128	meanmale	unbias
8.017823648	meanmale	unbias
2.622759817	meanmale	unbias
5.17242872	meanmale	unbias
2.237996715	meanmale	unbias
5.180791711	meanmale	unbias
1.670981921	meanmale	unbias
6.361316388	meanmale	unbias
4.874692852	meanmale	unbias
3.573579824	meanmale	unbias
9.365661912	meanmale	unbias
2.318856205	meanmale	unbias
3.091943462	meanmale	unbias
6.798155639	meanmale	unbias
-0.382890874	meanmale	unbias
0.529045182	meanmale	unbias
3.078000372	meanmale	unbias
2.165073324	meanmale	unbias
4.169930518	meanmale	unbias
4.274570916	meanmale	unbias
2.096716708	meanmale	unbias
1.671421514	meanmale	unbias
4.667213589	meanmale	unbias
3.43125229	meanmale	unbias
2.389173851	meanmale	unbias
3.079478328	meanmale	unbias
0.472083037	meanmale	unbias
1.885853942	meanmale	unbias
-0.13440161	meanmale	unbias
-0.535910394	meanmale	unbias
5.366861429	meanmale	unbias
2.075169881	meanmale	unbias
4.848312641	meanmale	unbias
-1.434725996	meanmale	unbias
7.23503121	meanmale	unbias
-1.130436894	meanmale	unbias
2.367248073	meanmale	unbias
7.050369753	meanmale	unbias
2.724571789	meanmale	unbias
3.919804461	meanmale	unbias
5.106846942	meanmale	unbias
2.620591634	meanmale	unbias
7.507613104	meanmale	unbias
0.150906098	meanmale	unbias
5.138392415	meanmale	unbias
-0.351761381	meanmale	unbias
5.460055453	meanmale	unbias
2.561332565	meanmale	unbias
-0.366959088	meanmale	unbias
3.132590852	meanmale	unbias
4.973390997	meanmale	unbias
0.992481612	meanmale	unbias
-0.202461533	meanmale	unbias
4.459998474	meanmale	unbias
3.07106235	meanmale	unbias
6.005288449	meanmale	unbias
1.918757629	meanmale	unbias
0.87423651	meanmale	unbias
3.91188004	meanmale	unbias
3.541361998	meanmale	unbias
4.557061498	meanmale	unbias
2.916737012	meanmale	unbias
3.400073719	meanmale	unbias
5.952825592	meanmale	unbias
1.877670249	meanmale	unbias
NA?	meanmale	unbias
1.130210054	meanmale	unbias
-0.018548308	meanmale	unbias
5.015761394	meanmale	unbias
0.367765215	meanmale	unbias
3.777543698	meanmale	unbias
0.912265678	meanmale	unbias
1.054252535	meanmale	unbias
4.867918471	meanmale	unbias
1.436458527	meanmale	unbias
5.176373705	meanmale	unbias
3.553421932	meanmale	unbias
4.300560157	meanmale	unbias
6.024916963	meanmale	unbias
6.18731353	meanmale	unbias
3.547755478	meanmale	unbias
5.105957257	meanmale	unbias
4.706284611	meanmale	unbias
4.88106497	meanmale	unbias
2.013889383	meanmale	unbias
3.94793833	meanmale	unbias
6.188556799	meanmale	unbias
2.615520443	meanmale	unbias
4.640166275	meanmale	unbias
3.998553399	meanmale	unbias
0.36353735	meanmale	unbias
5.573849724	meanmale	unbias
1.488230149	meanmale	unbias
0.685589887	meanmale	unbias
-1.899021395	meanmale	unbias
3.283427923	meanmale	unbias
3.550505853	meanmale	unbias
0.985086291	meanmale	unbias
1.339545521	meanmale	unbias
0.253544355	meanmale	unbias
2.682766026	meanmale	unbias
5.384044601	meanmale	unbias
5.19048803	meanmale	unbias
4.343696622	meanmale	unbias
3.233232296	meanmale	unbias
4.813054503	meanmale	unbias
3.21482722	meanmale	unbias
4.259792574	meanmale	unbias
2.766229589	meanmale	unbias
2.582675696	meanmale	unbias
4.286070349	meanmale	unbias
-2.151053002	meanmale	unbias
5.364125344	meanmale	unbias
4.016043816	meanmale	unbias
3.241916519	meanmale	unbias
1.856495145	meanmale	unbias
3.111360624	meanmale	unbias
5.189058505	meanmale	unbias
6.196736698	meanmale	unbias
6.005372591	meanmale	unbias
-0.128790666	meanmale	unbias
-1.208243641	meanmale	unbias
6.079940793	meanmale	unbias
2.738735265	meanmale	unbias
5.672334395	meanmale	unbias
2.046032188	meanmale	unbias
2.861060079	meanmale	unbias
1.364153026	meanmale	unbias
2.357839415	meanmale	unbias
2.016709262	meanmale	unbias
2.10636831	meanmale	unbias
3.209555268	meanmale	unbias
2.740144654	meanmale	unbias
1.25520116	meanmale	unbias
6.541810217	meanmale	unbias
8.882620691	meanmale	unbias
0.288522645	meanmale	unbias
2.647219739	meanmale	unbias
3.560892184	meanmale	unbias
3.742535945	meanmale	unbias
2.517076601	meanmale	unbias
4.098867361	meanmale	unbias
4.946350973	meanmale	unbias
0.981304445	meanmale	unbias
5.620937097	meanmale	unbias
4.297709186	meanmale	unbias
3.801490957	meanmale	unbias
1.476132145	meanmale	unbias
5.922935922	meanmale	unbias
0.998726042	meanmale	unbias
4.565525276	meanmale	unbias
0.847835902	meanmale	unbias
3.108767491	meanmale	unbias
5.312559786	meanmale	unbias
5.082721231	meanmale	unbias
NA?	meanmale	unbias
4.77197669	meanmale	unbias
5.903694141	meanmale	unbias
3.671276025	meanmale	unbias
3.632503458	meanmale	unbias
-0.022662155	meanmale	unbias
2.73888188	meanmale	unbias
3.265972987	meanmale	unbias
3.13838681	meanmale	unbias
1.494609551	meanmale	unbias
0.875739939	meanmale	unbias
-1.270021365	meanmale	unbias
0.59494059	meanmale	unbias
0.234325963	meanmale	unbias
-0.339743738	meanmale	unbias
2.97186031	meanmale	unbias
0.87872485	meanmale	unbias
1.899911347	meanmale	unbias
2.169535992	meanmale	unbias
3.770901578	meanmale	unbias
3.580486245	meanmale	unbias
0.274132699	meanmale	unbias
5.627858825	meanmale	unbias
-0.3363974	meanmale	unbias
4.505623042	meanmale	unbias
3.215407251	meanmale	unbias
2.70052553	meanmale	unbias
0.982039591	meanmale	unbias
6.389479137	meanmale	unbias
7.29110165	meanmale	unbias
9.344724094	meanmale	unbias
2.007499929	meanmale	unbias
2.359593458	meanmale	unbias
1.753323737	meanmale	unbias
4.156576918	meanmale	unbias
-0.014481343	meanmale	unbias
2.23752008	meanmale	unbias
3.298568827	meanmale	unbias
3.267488347	meanmale	unbias
0.25996012	meanmale	unbias
3.965151615	meanmale	unbias
1.017696462	meanmale	unbias
0.955654438	meanmale	unbias
2.291429365	meanmale	unbias
3.169581269	meanmale	unbias
1.369212848	meanmale	unbias
3.329307932	meanmale	unbias
3.977633039	meanmale	unbias
1.185690745	meanmale	unbias
3.420803604	meanmale	unbias
4.672116694	meanmale	unbias
5.027005822	meanmale	unbias
4.547019698	meanmale	unbias
-0.453332576	meanmale	unbias
0.176491335	meanmale	unbias
4.761955482	meanmale	unbias
4.602949907	meanmale	unbias
3.393919051	meanmale	unbias
4.209555687	meanmale	unbias
NA?	meanmale	unbias
4.791897326	meanmale	unbias
1.360342116	meanmale	unbias
6.989218609	meanmale	unbias
5.930576891	meanmale	unbias
4.592667497	meanmale	unbias
0.954078323	meanmale	unbias
1.382074675	meanmale	unbias
4.128857635	meanmale	unbias
0.269060961	meanmale	unbias
1.490181757	meanmale	unbias
2.200769119	meanmale	unbias
1.022745862	meanmale	unbias
3.178537711	meanmale	unbias
5.562885359	meanmale	unbias
2.168342334	meanmale	unbias
0.669108539	meanmale	unbias
2.781519307	meanmale	unbias
1.12197379	meanmale	unbias
1.959061868	meanmale	unbias
2.783202879	meanmale	unbias
1.442021919	meanmale	unbias
3.844331589	meanmale	unbias
2.04130237	meanmale	unbias
3.324444836	meanmale	unbias
3.132293028	meanmale	unbias
2.513676136	meanmale	unbias
1.061056641	meanmale	unbias
3.933615088	meanmale	unbias
0.193346884	meanmale	unbias
0.358275512	meanmale	unbias
5.393922343	meanmale	unbias
8.468604466	meanmale	unbias
3.307758958	meanmale	unbias
6.368195517	meanmale	unbias
6.747741014	meanmale	unbias
3.397402776	meanmale	unbias
3.746034854	meanmale	unbias
6.781149282	meanmale	unbias
6.615698547	meanmale	unbias
2.944214139	meanmale	unbias
6.272935067	meanmale	unbias
4.242096628	meanmale	unbias
4.893423051	meanmale	unbias
3.294337373	meanmale	unbias
2.379757505	meanmale	unbias
8.284009743	meanmale	unbias
2.456129063	meanmale	unbias
1.71032787	meanmale	unbias
0.839453247	meanmale	unbias
2.390170539	meanmale	unbias
3.576284068	meanmale	unbias
3.379126632	meanmale	unbias
0.452458577	meanmale	unbias
3.420914523	meanmale	unbias
3.546365579	meanmale	unbias
5.991606174	meanmale	unbias
-0.173083909	meanmale	unbias
5.826060157	meanmale	unbias
3.006610652	meanmale	unbias
3.59316907	meanmale	unbias
-0.639006604	meanmale	unbias
5.398832161	meanmale	unbias
4.431106693	meanmale	unbias
1.683079327	meanmale	unbias
2.247438797	meanmale	unbias
4.617927417	meanmale	unbias
0.723026831	meanmale	unbias
1.272964341	meanmale	unbias
-0.795097191	meanmale	unbias
-1.073202238	meanmale	unbias
3.461617031	meanmale	unbias
1.140176602	meanmale	unbias
7.427022104	meanmale	unbias
5.774731799	meanmale	unbias
-0.608762488	meanmale	unbias
3.736073633	meanmale	unbias
5.895097714	meanmale	unbias
6.423965522	meanmale	unbias
7.568468738	meanmale	unbias
3.214720722	meanmale	unbias
4.253393572	meanmale	unbias
2.211932617	meanmale	unbias
1.174844813	meanmale	unbias
5.871813132	meanmale	unbias
NA?	meanmale	unbias
0.968679682	meanmale	unbias
3.153932101	meanmale	unbias
1.645473577	meanmale	unbias
1.991402872	meanmale	unbias
3.504175401	meanmale	unbias
4.555027337	meanmale	unbias
7.143674536	meanmale	unbias
-0.499357111	meanmale	unbias
3.009977042	meanmale	unbias
3.36407507	meanmale	unbias
4.719443131	meanmale	unbias
4.109391609	meanmale	unbias
1.641044179	meanmale	unbias
-0.781778677	meanmale	unbias
5.879161871	meanmale	unbias
5.468838431	meanmale	unbias
4.837007597	meanmale	unbias
1.304724444	meanmale	unbias
1.482890422	meanmale	unbias
0.503817057	meanmale	unbias
0.687576367	meanmale	unbias
3.061671874	meanmale	unbias
3.415571873	meanmale	unbias
1.629235161	meanmale	unbias
1.151076289	meanmale	unbias
0.106608861	meanmale	unbias
1.828819521	meanmale	unbias
5.320225144	meanmale	unbias
5.070616058	meanmale	unbias
3.551220764	meanmale	unbias
5.761951339	meanmale	unbias
-0.144367605	meanmale	unbias
0.253909721	meanmale	unbias
9.483695147	meanmale	unbias
0.834386222	meanmale	unbias
2.364767738	meanmale	unbias
6.448710159	meanmale	unbias
6.255079724	meanmale	unbias
2.482609902	meanmale	unbias
2.702711916	meanmale	unbias
2.806093922	meanmale	unbias
7.598740636	meanmale	unbias
0.786491869	meanmale	unbias
5.539986001	meanmale	unbias
2.944984942	meanmale	unbias
6.064202717	meanmale	unbias
3.097370691	meanmale	unbias
3.312650878	meanmale	unbias
3.324051235	meanmale	unbias
1.429622689	meanmale	unbias
0.377077978	meanmale	unbias
2.541946867	meanmale	unbias
0.701705572	meanmale	unbias
4.812274457	meanmale	unbias
2.252978231	meanmale	unbias
4.114125823	meanmale	unbias
1.916251813	meanmale	unbias
0.675327543	meanmale	unbias
5.681323741	meanmale	unbias
1.164908977	meanmale	unbias
3.098495686	meanmale	unbias
1.880795788	meanmale	unbias
4.691174155	meanmale	unbias
4.544752525	meanmale	unbias
3.688162937	meanmale	unbias
3.419013473	meanmale	unbias
-0.539090462	meanmale	unbias
6.954280294	meanmale	unbias
3.799170172	meanmale	unbias
4.235296836	meanmale	unbias
6.299001241	meanmale	unbias
1.286770343	meanmale	unbias
0.627335431	meanmale	unbias
1.326562911	meanmale	unbias
1.649333841	meanmale	unbias
4.898329901	meanmale	unbias
4.056601134	meanmale	unbias
3.08784011	meanmale	unbias
1.953349756	meanmale	unbias
0.51467476	meanmale	unbias
2.959998059	meanmale	unbias
7.871191233	meanmale	unbias
6.770722618	meanmale	unbias
1.319233322	meanmale	unbias
4.019023778	meanmale	unbias
3.854034427	meanmale	unbias
3.769526275	meanmale	unbias
4.112048139	meanmale	unbias
3.48197696	meanmale	unbias
6.571938577	meanmale	unbias
3.02789167	meanmale	unbias
5.282133873	meanmale	unbias
4.605662929	meanmale	unbias
2.741889428	meanmale	unbias
3.602591693	meanmale	unbias
3.49084397	meanmale	unbias
7.443921619	meanmale	unbias
1.205886069	meanmale	unbias
1.071382627	meanmale	unbias
0.218797357	meanmale	unbias
2.790297749	meanmale	unbias
-0.520553352	meanmale	unbias
2.869206928	meanmale	unbias
1.302712631	meanmale	unbias
2.900762526	meanmale	unbias
3.58009735	meanmale	unbias
4.440884729	meanmale	unbias
-0.002626249	meanmale	unbias
1.543897164	meanmale	unbias
2.773967342	meanmale	unbias
4.25093597	meanmale	unbias
3.487695632	meanmale	unbias
1.487954796	meanmale	unbias
1.374906055	meanmale	unbias
1.738298741	meanmale	unbias
0.196227926	meanmale	unbias
2.179576468	meanmale	unbias
6.255128038	meanmale	unbias
2.919649023	meanmale	unbias
4.389142344	meanmale	unbias
2.79226114	meanmale	unbias
0.600108896	meanmale	unbias
6.166969657	meanmale	unbias
-0.241877844	meanmale	unbias
1.489328073	meanmale	unbias
5.179544137	meanmale	unbias
1.766995212	meanmale	unbias
2.428856958	meanmale	unbias
0.959210018	meanmale	unbias
2.736055908	meanmale	unbias
3.20994732	meanmale	unbias
4.948786049	meanmale	unbias
1.59468446	meanmale	unbias
3.015088239	meanmale	unbias
1.140686475	meanmale	unbias
1.761031474	meanmale	unbias
1.505469582	meanmale	unbias
0.610442623	meanmale	unbias
5.26105517	meanmale	unbias
7.452703731	meanmale	unbias
3.135071099	meanmale	unbias
1.102786672	meanmale	unbias
2.837069483	meanmale	unbias
6.079438398	meanmale	unbias
2.417655988	meanmale	unbias
4.835577956	meanmale	unbias
2.214943261	meanmale	unbias
3.262599253	meanmale	unbias
1.830125946	meanmale	unbias
4.842240151	meanmale	unbias
4.686437784	meanmale	unbias
9.815859678	meanmale	unbias
2.256954348	meanmale	unbias
0.928035443	meanmale	unbias
1.522127812	meanmale	unbias
1.140756851	meanmale	unbias
1.292222653	meanmale	unbias
-0.988165236	meanmale	unbias
4.028264915	meanmale	unbias
1.192942173	meanmale	unbias
3.06101683	meanmale	unbias
5.752934968	meanmale	unbias
7.029558776	meanmale	unbias
4.174732286	meanmale	unbias
4.860966009	meanmale	unbias
2.983698163	meanmale	unbias
1.86684539	meanmale	unbias
1.852302233	meanmale	unbias
0.352222963	meanmale	unbias
-0.039749285	meanmale	unbias
1.397099357	meanmale	unbias
2.320935972	meanmale	unbias
1.782251374	meanmale	unbias
4.190955677	meanmale	unbias
4.40749543	meanmale	unbias
0.949332194	meanmale	unbias
0.543381871	meanmale	unbias
2.171274619	meanmale	unbias
0.408037819	meanmale	unbias
2.743628623	meanmale	unbias
2.810923206	meanmale	unbias
3.297198335	meanmale	unbias
2.197967182	meanmale	unbias
6.299170046	meanmale	unbias
2.398198898	meanmale	unbias
1.784224414	meanmale	unbias
-0.463904574	meanmale	unbias
-0.937422914	meanmale	unbias
5.85694741	meanmale	unbias
3.345222026	meanmale	unbias
4.587828023	meanmale	unbias
-0.126546738	meanmale	unbias
5.816330483	meanmale	unbias
0.058507031	meanmale	unbias
4.785524127	meanmale	unbias
4.101547922	meanmale	unbias
5.077874671	meanmale	unbias
2.275800399	meanmale	unbias
2.431414615	meanmale	unbias
-0.399221463	meanmale	unbias
2.51580744	meanmale	unbias
-0.227454785	meanmale	unbias
2.431636105	meanmale	unbias
2.011328547	meanmale	unbias
1.393389323	meanmale	unbias
1.449742048	meanmale	unbias
0.410764976	meanmale	unbias
3.114897557	meanmale	unbias
-0.528448106	meanmale	unbias
1.905293498	meanmale	unbias
4.184614536	meanmale	unbias
3.251887676	meanmale	unbias
4.102875738	meanmale	unbias
3.502524434	meanmale	unbias
1.761229783	meanmale	unbias
1.554076586	meanmale	unbias
0.47093853	meanmale	unbias
NA?	meanmale	unbias
2.236407186	meanmale	unbias
1.502785426	meanmale	unbias
7.994807964	meanmale	unbias
4.89278115	meanmale	unbias
5.329386921	meanmale	unbias
1.778291855	meanmale	unbias
4.728600376	meanmale	unbias
3.258814455	meanmale	unbias
1.683972439	meanmale	unbias
1.120034198	meanmale	unbias
-1.457601202	meanmale	unbias
2.498787893	meanmale	unbias
1.43583786	meanmale	unbias
4.444901623	meanmale	unbias
4.726825075	meanmale	unbias
1.515930742	meanmale	unbias
-2.879473906	meanmale	unbias
2.667683801	meanmale	unbias
7.521951661	meanmale	unbias
2.402800879	meanmale	unbias
1.433061737	meanmale	unbias
5.120579633	meanmale	unbias
3.020694608	meanmale	unbias
3.098954666	meanmale	unbias
-0.595187666	meanmale	unbias
5.564797497	meanmale	unbias
2.410677991	meanmale	unbias
2.905997908	meanmale	unbias
4.401080423	meanmale	unbias
2.799221084	meanmale	unbias
4.174964169	meanmale	unbias
-0.646551594	meanmale	unbias
5.683603532	meanmale	unbias
6.56929926	meanmale	unbias
5.3526898	meanmale	unbias
0.064988565	meanmale	unbias
-0.560058756	meanmale	unbias
1.103279838	meanmale	unbias
4.267700225	meanmale	unbias
3.863215752	meanmale	unbias
0.913788159	meanmale	unbias
7.98481262	meanmale	unbias
0.945169443	meanmale	unbias
1.479370435	meanmale	unbias
1.622002576	meanmale	unbias
4.012609264	meanmale	unbias
-1.260681559	meanmale	unbias
0.988378677	meanmale	unbias
4.964001921	meanmale	unbias
-0.60260982	meanmale	unbias
3.799830132	meanmale	unbias
0.016654284	meanmale	unbias
6.423700674	meanmale	unbias
-0.001629286	meanmale	unbias
2.629993865	meanmale	unbias
2.900427677	meanmale	unbias
4.648836828	meanmale	unbias
2.213237881	meanmale	unbias
1.543389068	meanmale	unbias
2.839542101	meanmale	unbias
-0.321558947	meanmale	unbias
1.861783589	meanmale	unbias
3.776865632	meanmale	unbias
2.199246772	meanmale	unbias
3.401415871	meanmale	unbias
6.319287683	meanmale	unbias
NA?	meanmale	unbias
NA?	meanmale	unbias
5.121070544	meanmale	unbias
4.775588399	meanmale	unbias
2.974635294	meanmale	unbias
7.390022083	meanmale	unbias
4.008033924	meanmale	unbias
1.994128168	meanmale	unbias
2.604225296	meanmale	unbias
7.078646607	meanmale	unbias
4.03217489	meanmale	unbias
-0.013569082	meanmale	unbias
3.588640442	meanmale	unbias
