Log2RPKM	sex	bias
0.362877977	meanmale	female
3.297318709	meanmale	female
-0.343912096	meanmale	female
4.326891343	meanmale	female
3.995072952	meanmale	female
NA	meanmale	female
-1.804736547	meanmale	female
-0.523139196	meanmale	female
3.201546225	meanmale	female
NA	meanmale	female
1.203594828	meanmale	female
4.629434758	meanmale	female
3.51209892	meanmale	female
4.299285933	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
5.331403377	meanmale	female
-0.95809934	meanmale	female
-0.967649235	meanmale	female
0.364852763	meanmale	female
4.461268826	meanmale	female
-4.322871333	meanmale	female
-0.262326829	meanmale	female
NA	meanmale	female
NA	meanmale	female
-1.367764019	meanmale	female
5.409016172	meanmale	female
NA	meanmale	female
1.90723985	meanmale	female
NA	meanmale	female
NA	meanmale	female
1.454903116	meanmale	female
4.097945796	meanmale	female
-0.804132942	meanmale	female
NA	meanmale	female
2.816952313	meanmale	female
NA	meanmale	female
2.073391917	meanmale	female
0.917608752	meanmale	female
-0.433540615	meanmale	female
NA	meanmale	female
0.594919075	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
-0.831253234	meanmale	female
NA	meanmale	female
4.851862593	meanmale	female
NA	meanmale	female
-1.273417889	meanmale	female
4.933061962	meanmale	female
NA	meanmale	female
-2.331065691	meanmale	female
-1.707143233	meanmale	female
NA	meanmale	female
-1.66580272	meanmale	female
1.769195739	meanmale	female
-0.347811071	meanmale	female
0.424937678	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
3.313021892	meanmale	female
5.011316661	meanmale	female
NA	meanmale	female
NA	meanmale	female
-3.013443598	meanmale	female
NA	meanmale	female
-0.019310587	meanmale	female
NA	meanmale	female
1.866683335	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
4.411862507	meanmale	female
-3.453275498	meanmale	female
-0.197863695	meanmale	female
NA	meanmale	female
1.088933122	meanmale	female
0.667379951	meanmale	female
NA	meanmale	female
-0.704996001	meanmale	female
3.798741464	meanmale	female
NA	meanmale	female
-0.113606017	meanmale	female
NA	meanmale	female
5.704729481	meanmale	female
0.460613527	meanmale	female
-0.250832145	meanmale	female
-0.766083828	meanmale	female
1.522138879	meanmale	female
2.852044006	meanmale	female
-2.79533259	meanmale	female
0.253635709	meanmale	female
NA	meanmale	female
1.283546462	meanmale	female
1.868897644	meanmale	female
2.611780169	meanmale	female
0.459956374	meanmale	female
0.431796057	meanmale	female
4.318680973	meanmale	female
NA	meanmale	female
-1.356079948	meanmale	female
NA	meanmale	female
1.600885402	meanmale	female
4.358979886	meanmale	female
3.93832807	meanmale	female
-2.452632042	meanmale	female
1.317302482	meanmale	female
4.837486967	meanmale	female
-0.701607575	meanmale	female
4.661239632	meanmale	female
-1.540731441	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.754916405	meanmale	female
4.85001749	meanmale	female
-0.812198608	meanmale	female
4.644242013	meanmale	female
NA	meanmale	female
2.836349775	meanmale	female
4.782205293	meanmale	female
-1.121441861	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.800696552	meanmale	female
-2.404986452	meanmale	female
0.836292214	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.147091701	meanmale	female
0.635695472	meanmale	female
4.277130833	meanmale	female
-2.503923832	meanmale	female
NA	meanmale	female
-0.827748219	meanmale	female
NA	meanmale	female
NA	meanmale	female
1.46301354	meanmale	female
0.644109543	meanmale	female
0.618746813	meanmale	female
5.407149783	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
4.121108424	meanmale	female
NA	meanmale	female
1.183963633	meanmale	female
1.983529782	meanmale	female
-2.108055073	meanmale	female
2.946462256	meanmale	female
NA	meanmale	female
NA	meanmale	female
3.331284506	meanmale	female
3.271166423	meanmale	female
4.280893224	meanmale	female
3.464820845	meanmale	female
-2.171457752	meanmale	female
1.007493316	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.262715881	meanmale	female
NA	meanmale	female
3.602741784	meanmale	female
-0.094785716	meanmale	female
-1.067504045	meanmale	female
-0.864397874	meanmale	female
4.363638864	meanmale	female
2.963145731	meanmale	female
NA	meanmale	female
4.561015322	meanmale	female
3.143728519	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.76092246	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.091362248	meanmale	female
-0.552878182	meanmale	female
NA	meanmale	female
0.020106093	meanmale	female
-0.534772308	meanmale	female
3.390416267	meanmale	female
1.571757346	meanmale	female
0.677556913	meanmale	female
1.952469275	meanmale	female
-1.00172041	meanmale	female
0.996962344	meanmale	female
5.862881446	meanmale	female
2.07987968	meanfemale	female
1.709526698	meanfemale	female
-0.190526033	meanfemale	female
1.629424509	meanfemale	female
2.039602392	meanfemale	female
2.04391667	meanfemale	female
1.826479606	meanfemale	female
1.220262112	meanfemale	female
2.139084706	meanfemale	female
0.726631945	meanfemale	female
6.862300187	meanfemale	female
3.300310884	meanfemale	female
2.849365662	meanfemale	female
0.209316707	meanfemale	female
4.665573748	meanfemale	female
3.82744982	meanfemale	female
5.578731737	meanfemale	female
1.693583753	meanfemale	female
10.28087516	meanfemale	female
1.558476803	meanfemale	female
3.817481043	meanfemale	female
NA	meanfemale	female
1.302119393	meanfemale	female
0.075036014	meanfemale	female
1.193805024	meanfemale	female
1.720779481	meanfemale	female
2.508989522	meanfemale	female
6.830319933	meanfemale	female
2.234401149	meanfemale	female
0.008885919	meanfemale	female
5.591820728	meanfemale	female
0.327792342	meanfemale	female
7.135414514	meanfemale	female
0.577839602	meanfemale	female
6.814448809	meanfemale	female
0.616735444	meanfemale	female
5.962445311	meanfemale	female
5.4907458	meanfemale	female
2.61670543	meanfemale	female
2.332454311	meanfemale	female
1.863560476	meanfemale	female
7.66450513	meanfemale	female
3.006400327	meanfemale	female
7.066745756	meanfemale	female
4.196295814	meanfemale	female
7.423725912	meanfemale	female
1.588379456	meanfemale	female
1.031786802	meanfemale	female
4.139028293	meanfemale	female
3.408990319	meanfemale	female
1.364181831	meanfemale	female
3.611184004	meanfemale	female
8.760397599	meanfemale	female
7.48390336	meanfemale	female
NA	meanfemale	female
2.12293619	meanfemale	female
1.800653761	meanfemale	female
2.30845698	meanfemale	female
NA	meanfemale	female
1.819005061	meanfemale	female
6.733145552	meanfemale	female
2.3302318	meanfemale	female
1.42389516	meanfemale	female
1.125315592	meanfemale	female
4.003711333	meanfemale	female
5.091485702	meanfemale	female
6.277978319	meanfemale	female
4.807051531	meanfemale	female
4.365984387	meanfemale	female
5.900228832	meanfemale	female
5.630642674	meanfemale	female
5.435997833	meanfemale	female
3.025318781	meanfemale	female
5.851257105	meanfemale	female
NA	meanfemale	female
-0.116927331	meanfemale	female
4.043391345	meanfemale	female
0.801440131	meanfemale	female
NA	meanfemale	female
3.156741174	meanfemale	female
5.052247976	meanfemale	female
8.644671453	meanfemale	female
2.219253743	meanfemale	female
4.525339733	meanfemale	female
1.913384152	meanfemale	female
3.796894113	meanfemale	female
8.254258953	meanfemale	female
5.716385477	meanfemale	female
6.592931118	meanfemale	female
5.317613102	meanfemale	female
2.810241099	meanfemale	female
1.049007173	meanfemale	female
4.652550545	meanfemale	female
1.163662881	meanfemale	female
1.707972513	meanfemale	female
5.586104862	meanfemale	female
4.512712822	meanfemale	female
4.289186511	meanfemale	female
2.656211277	meanfemale	female
4.115656359	meanfemale	female
0.682305426	meanfemale	female
1.195121676	meanfemale	female
4.250821652	meanfemale	female
1.707957946	meanfemale	female
5.899142545	meanfemale	female
NA	meanfemale	female
-0.107855099	meanfemale	female
5.842495477	meanfemale	female
NA	meanfemale	female
5.559718392	meanfemale	female
1.237152395	meanfemale	female
2.003622256	meanfemale	female
-0.510971331	meanfemale	female
5.726073495	meanfemale	female
2.38429196	meanfemale	female
7.30853985	meanfemale	female
3.883744962	meanfemale	female
8.897326522	meanfemale	female
3.744639633	meanfemale	female
4.575818945	meanfemale	female
2.251872589	meanfemale	female
7.236529142	meanfemale	female
7.794956787	meanfemale	female
9.649322217	meanfemale	female
0.677331423	meanfemale	female
3.043963471	meanfemale	female
4.569931126	meanfemale	female
5.078851296	meanfemale	female
6.503624906	meanfemale	female
2.304794834	meanfemale	female
4.759663367	meanfemale	female
2.159067303	meanfemale	female
5.605901406	meanfemale	female
7.473912696	meanfemale	female
0.977586753	meanfemale	female
7.650002716	meanfemale	female
5.498152298	meanfemale	female
6.395562536	meanfemale	female
5.071674549	meanfemale	female
NA	meanfemale	female
3.90261051	meanfemale	female
-0.130400353	meanfemale	female
6.020175101	meanfemale	female
4.994631886	meanfemale	female
NA	meanfemale	female
1.447064718	meanfemale	female
1.654877521	meanfemale	female
4.429372134	meanfemale	female
2.692749668	meanfemale	female
1.508042554	meanfemale	female
8.633466642	meanfemale	female
7.336219511	meanfemale	female
2.280755084	meanfemale	female
3.923194643	meanfemale	female
4.005662698	meanfemale	female
-0.517140644	meanfemale	female
3.002825293	meanfemale	female
3.613257795	meanfemale	female
5.208180427	meanfemale	female
0.41939011	meanfemale	female
3.421049547	meanfemale	female
0.13707014	meanfemale	female
1.67067107	meanfemale	female
1.694933104	meanfemale	female
4.743239292	meanfemale	female
5.154621274	meanfemale	female
1.966921346	meanfemale	female
NA	meanfemale	female
1.408000985	meanfemale	female
3.707387164	meanfemale	female
4.382831574	meanfemale	female
2.261750469	meanfemale	female
5.184858793	meanfemale	female
-0.217077656	meanfemale	female
3.881211848	meanfemale	female
7.181889912	meanfemale	female
NA	meanfemale	female
6.680619609	meanfemale	female
0.519300304	meanfemale	female
4.745635269	meanfemale	female
6.839595736	meanfemale	female
5.001591617	meanfemale	female
1.483872394	meanfemale	female
2.156889164	meanfemale	female
6.590900184	meanfemale	female
5.794327977	meanfemale	female
0.906356797	meanfemale	female
5.271941844	meanfemale	female
1.414931801	meanfemale	female
2.312654884	meanfemale	female
9.123232783	meanfemale	female
0.548291543	meanfemale	female
0.053520191	meanfemale	female
2.139049969	meanfemale	female
7.314876253	meanfemale	female
4.832031656	meanfemale	female
5.396064548	meanfemale	female
1.849648753	meanfemale	female
7.644733334	meanfemale	female
5.939842277	meanfemale	female
6.885783661	meanfemale	female
5.769059043	meanfemale	female
2.412359975	meanfemale	female
4.133738525	meanfemale	female
3.029130158	meanfemale	female
1.178095709	meanfemale	female
3.782073327	meanfemale	female
3.322981348	meanfemale	female
3.060480088	meanfemale	female
4.465580119	meanfemale	female
2.464683412	meanfemale	female
1.020160101	meanfemale	female
3.09401558	meanfemale	female
6.310493689	meanfemale	female
1.654977151	meanfemale	female
0.824948435	meanfemale	female
3.821522663	meanfemale	female
3.725639873	meanfemale	female
3.18322399	meanfemale	female
3.782135905	meanfemale	female
6.826064718	meanfemale	female
3.465475021	meanfemale	female
1.564259809	meanfemale	female
1.809967428	meanfemale	female
7.653647521	meanfemale	female
1.391041862	meanfemale	female
1.015572003	meanfemale	female
NA	meanfemale	female
5.066557708	meanfemale	female
3.389353556	meanfemale	female
4.878098726	meanfemale	female
NA	meanfemale	female
7.61291923	meanfemale	female
5.533997588	meanfemale	female
5.9258613	meanfemale	female
6.67973921	meanfemale	female
2.028896736	meanfemale	female
1.146744225	meanfemale	female
4.748612445	meanfemale	female
7.44314883	meanfemale	female
9.864825168	meanfemale	female
6.459063426	meanfemale	female
8.059593804	meanfemale	female
4.279810624	meanfemale	female
0.010311628	meanfemale	female
7.631782181	meanfemale	female
0.823156611	meanfemale	female
0.793484836	meanfemale	female
6.712669384	meanfemale	female
3.980387272	meanfemale	female
1.097392496	meanfemale	female
4.355669978	meanfemale	female
3.507667937	meanfemale	female
0.498266786	meanfemale	female
8.268294074	meanfemale	female
6.889873559	meanfemale	female
6.148593292	meanfemale	female
-2.35175154	meanfemale	female
4.627963647	meanfemale	female
6.67077631	meanfemale	female
7.533613299	meanfemale	female
1.178221942	meanfemale	female
3.44065014	meanfemale	female
NA	meanfemale	female
4.647888207	meanfemale	female
5.820788884	meanfemale	female
3.602102013	meanfemale	female
0.997774464	meanfemale	female
NA	meanfemale	female
1.481597824	meanfemale	female
8.610943734	meanfemale	female
6.972838717	meanfemale	female
4.707028049	meanfemale	female
1.529825513	meanfemale	female
-1.429627433	meanfemale	female
8.315578625	meanfemale	female
7.248582365	meanfemale	female
0.654082194	meanfemale	female
0.746345171	meanfemale	female
6.303847686	meanfemale	female
0.79139287	meanfemale	female
6.739624828	meanfemale	female
0.656962258	meanfemale	female
0.180904579	meanfemale	female
0.518917492	meanfemale	female
0.387017311	meanfemale	female
6.595463833	meanfemale	female
0.776792403	meanfemale	female
1.342948282	meanfemale	female
3.06450184	meanfemale	female
2.164445991	meanfemale	female
4.493401438	meanfemale	female
5.367333556	meanfemale	female
6.63100268	meanfemale	female
6.31329701	meanfemale	female
5.483889125	meanfemale	female
1.744086525	meanfemale	female
-0.03688294	meanfemale	female
2.930736892	meanfemale	female
7.21505731	meanfemale	female
1.981251145	meanfemale	female
5.29763869	meanfemale	female
2.992822617	meanfemale	female
-0.199731619	meanfemale	female
3.821780395	meanfemale	female
3.74728232	meanfemale	female
0.389021754	meanfemale	female
1.206822133	meanfemale	female
6.030408807	meanfemale	female
2.562095563	meanfemale	female
6.081553974	meanfemale	female
5.221738418	meanfemale	female
4.934165958	meanfemale	female
5.482821	meanfemale	female
1.185038286	meanfemale	female
5.824492978	meanfemale	female
3.321114132	meanfemale	female
5.249151682	meanfemale	female
2.896999994	meanfemale	female
0.993388416	meanfemale	female
8.858254733	meanfemale	female
3.808008705	meanfemale	female
1.665047232	meanfemale	female
4.417963256	meanfemale	female
1.053202221	meanfemale	female
4.0463233	meanfemale	female
3.874818542	meanfemale	female
7.217639548	meanfemale	female
6.873618295	meanfemale	female
1.385918048	meanfemale	female
6.259402615	meanfemale	female
2.322149526	meanfemale	female
7.43061704	meanfemale	female
6.631756603	meanfemale	female
6.034985938	meanfemale	female
8.000254448	meanfemale	female
0.333415978	meanfemale	female
5.904621799	meanfemale	female
5.572646704	meanfemale	female
5.242848608	meanfemale	female
-0.588053761	meanfemale	female
4.734399593	meanfemale	female
6.346364965	meanfemale	female
2.013918195	meanfemale	female
2.46796207	meanfemale	female
5.706270536	meanfemale	female
-0.060019438	meanfemale	female
4.924139737	meanfemale	female
3.430542649	meanfemale	female
2.064169665	meanfemale	female
4.508143104	meanfemale	female
1.125214086	meanfemale	female
1.081698084	meanfemale	female
4.48961303	meanfemale	female
8.24915154	meanfemale	female
7.895370536	meanfemale	female
4.397583607	meanfemale	female
6.453853792	meanfemale	female
7.307045962	meanfemale	female
5.042532799	meanfemale	female
3.598709092	meanfemale	female
7.170288245	meanfemale	female
7.364547337	meanfemale	female
1.165939962	meanfemale	female
1.972573885	meanfemale	female
5.211463684	meanfemale	female
7.051554134	meanfemale	female
3.2685218	meanfemale	female
7.602482873	meanfemale	female
3.139354429	meanfemale	female
5.166891307	meanfemale	female
-0.355247573	meanfemale	female
8.362323273	meanfemale	female
3.80776152	meanfemale	female
3.866464742	meanfemale	female
5.687307076	meanfemale	female
3.957103749	meanfemale	female
1.246933996	meanfemale	female
4.493276746	meanfemale	female
3.526581395	meanfemale	female
6.533952199	meanfemale	female
2.89638968	meanfemale	female
1.806347178	meanfemale	female
3.811108642	meanfemale	female
0.618590037	meanfemale	female
1.581337011	meanfemale	female
NA	meanfemale	female
6.264128197	meanfemale	female
NA	meanfemale	female
5.317988193	meanfemale	female
4.90936613	meanfemale	female
NA	meanfemale	female
5.227192857	meanfemale	female
1.733796828	meanfemale	female
5.4219241	meanfemale	female
-0.256909728	meanfemale	female
3.764426436	meanfemale	female
5.830181321	meanfemale	female
1.600962769	meanfemale	female
2.67893575	meanfemale	female
3.927615093	meanfemale	female
3.906433357	meanfemale	female
1.575807603	meanfemale	female
6.806702148	meanfemale	female
NA	meanfemale	female
4.343247825	meanfemale	female
1.175519727	meanfemale	female
5.281661208	meanfemale	female
3.503290633	meanfemale	female
-0.464930861	meanfemale	female
4.087684996	meanfemale	female
1.61114076	meanfemale	female
2.50369864	meanfemale	female
3.626896234	meanfemale	female
3.576090533	meanfemale	female
4.390891248	meanfemale	female
2.598915203	meanfemale	female
1.50683182	meanfemale	female
0.534786586	meanfemale	female
8.192803748	meanfemale	female
3.694130043	meanfemale	female
1.525744815	meanfemale	female
1.358595065	meanfemale	female
2.198360392	meanfemale	female
3.13698395	meanfemale	female
-0.199880472	meanfemale	female
0.899470296	meanfemale	female
2.678950381	meanfemale	female
4.543413248	meanfemale	female
4.480015746	meanfemale	female
3.071835478	meanfemale	female
3.67191336	meanfemale	female
2.310793665	meanfemale	female
6.324431918	meanfemale	female
3.414523033	meanfemale	female
6.855854632	meanfemale	female
7.989588196	meanfemale	female
5.409817416	meanfemale	female
6.011166482	meanfemale	female
3.901687705	meanfemale	female
2.572052329	meanfemale	female
7.784124715	meanfemale	female
3.387712323	meanfemale	female
11.42370182	meanfemale	female
6.178518375	meanfemale	female
3.730152367	meanfemale	female
1.212517505	meanfemale	female
7.502575834	meanfemale	female
-0.88134887	meanfemale	female
7.354873294	meanfemale	female
5.808211562	meanfemale	female
3.989441524	meanfemale	female
0.979299834	meanfemale	female
1.719824565	meanfemale	female
0.95459429	meanfemale	female
2.639155964	meanfemale	female
4.688305464	meanfemale	female
2.121430354	meanfemale	female
6.496368388	meanfemale	female
5.06304962	meanfemale	female
3.405314323	meanfemale	female
7.63424442	meanfemale	female
NA	meanfemale	female
6.413007579	meanfemale	female
7.04825871	meanfemale	female
3.739148684	meanfemale	female
2.228004944	meanfemale	female
2.011552913	meanfemale	female
5.728065183	meanfemale	female
-0.088136068	meanfemale	female
4.599554741	meanfemale	female
5.04197123	meanfemale	female
4.699825871	meanfemale	female
5.245781842	meanfemale	female
4.554131317	meanfemale	female
1.500120993	meanfemale	female
4.896227293	meanfemale	female
0.379707139	meanfemale	female
6.227534043	meanfemale	female
4.838910947	meanfemale	female
3.915597328	meanfemale	female
7.089456824	meanfemale	female
7.014671138	meanfemale	female
6.32613685	meanfemale	female
1.675196708	meanfemale	female
5.664296406	meanfemale	female
4.618579804	meanfemale	female
1.583836385	meanfemale	female
2.587810119	meanfemale	female
6.808481963	meanfemale	female
-1.269264915	meanfemale	female
0.177871636	meanfemale	female
2.216703083	meanfemale	female
1.501704763	meanfemale	female
6.041370325	meanfemale	female
3.365766801	meanfemale	female
6.440742405	meanfemale	female
5.285791398	meanfemale	female
0.802228893	meanfemale	female
0.131325939	meanfemale	female
5.638240806	meanfemale	female
8.068944614	meanfemale	female
-0.021583752	meanfemale	female
1.780065657	meanfemale	female
0.252168963	meanfemale	female
5.643515147	meanfemale	female
1.789209095	meanfemale	female
2.341520105	meanfemale	female
4.335615015	meanfemale	female
3.277955339	meanfemale	female
5.176120633	meanfemale	female
2.6379952	meanfemale	female
2.600040127	meanfemale	female
0.827154273	meanfemale	female
6.827143203	meanfemale	female
7.667338294	meanfemale	female
4.237931883	meanfemale	female
1.314259636	meanfemale	female
5.540792351	meanfemale	female
2.862257631	meanfemale	female
4.363881062	meanfemale	female
7.844826272	meanfemale	female
0.127007141	meanfemale	female
2.317723043	meanfemale	female
0.527946333	meanfemale	female
4.338113448	meanfemale	female
NA	meanfemale	female
2.370521351	meanfemale	female
0.217000251	meanfemale	female
4.112493524	meanfemale	female
7.043755685	meanfemale	female
7.306867143	meanfemale	female
0.986983889	meanfemale	female
3.790653385	meanfemale	female
4.706363235	meanfemale	female
3.539316663	meanfemale	female
3.829695949	meanfemale	female
5.318855238	meanfemale	female
3.402104065	meanfemale	female
0.380029044	meanfemale	female
4.794321526	meanfemale	female
6.644990195	meanfemale	female
5.388734303	meanfemale	female
3.357661283	meanfemale	female
1.518491866	meanfemale	female
5.588092166	meanfemale	female
7.533085553	meanfemale	female
3.388394587	meanfemale	female
1.610759622	meanfemale	female
5.081787742	meanfemale	female
3.850662357	meanfemale	female
7.719791458	meanfemale	female
0.300643178	meanfemale	female
NA	meanfemale	female
1.450955269	meanfemale	female
-0.676477838	meanfemale	female
3.311460833	meanfemale	female
3.730062336	meanfemale	female
4.762152114	meanfemale	female
4.998360808	meanfemale	female
6.320411155	meanfemale	female
4.331092723	meanfemale	female
7.126605716	meanfemale	female
5.814508714	meanfemale	female
1.792494832	meanfemale	female
4.123063183	meanfemale	female
2.532862016	meanfemale	female
7.192136876	meanfemale	female
5.828560529	meanfemale	female
5.525256946	meanfemale	female
NA	meanfemale	female
5.244372929	meanfemale	female
1.051153946	meanfemale	female
4.062659163	meanfemale	female
NA	meanfemale	female
2.023914726	meanfemale	female
1.525720405	meanfemale	female
2.263991638	meanfemale	female
4.849237733	meanfemale	female
2.099720367	meanfemale	female
1.551572486	meanfemale	female
5.08841504	meanfemale	female
4.357535988	meanfemale	female
3.020343867	meanfemale	female
1.897298394	meanfemale	female
5.909077332	meanfemale	female
6.434349375	meanfemale	female
2.550734792	meanfemale	female
2.563863711	meanfemale	female
5.968592428	meanfemale	female
4.262917633	meanfemale	female
0.488164714	meanfemale	female
0.642524498	meanfemale	female
6.368855152	meanfemale	female
2.977894888	meanfemale	female
6.610285339	meanfemale	female
4.01601652	meanfemale	female
1.279316101	meanfemale	female
5.725141121	meanfemale	female
6.14204824	meanfemale	female
3.071705969	meanfemale	female
2.271168426	meanfemale	female
4.401731168	meanfemale	female
5.30541189	meanfemale	female
4.752150909	meanfemale	female
6.639702262	meanfemale	female
2.900194376	meanfemale	female
2.814952066	meanfemale	female
2.763902636	meanfemale	female
3.251038723	meanfemale	female
5.452407993	meanfemale	female
5.525754263	meanfemale	female
7.414206183	meanfemale	female
7.08797053	meanfemale	female
5.862382992	meanfemale	female
3.582252368	meanfemale	female
4.81833903	meanfemale	female
6.657008265	meanfemale	female
-0.252269279	meanfemale	female
5.329438302	meanfemale	female
4.324994841	meanfemale	female
2.456851412	meanfemale	female
1.421990478	meanfemale	female
6.869124458	meanfemale	female
5.458156633	meanfemale	female
2.323623478	meanfemale	female
2.325772562	meanfemale	female
5.201895448	meanfemale	female
1.791796878	meanfemale	female
2.589539305	meanfemale	female
6.247092703	meanfemale	female
1.974347009	meanfemale	female
8.422802567	meanfemale	female
1.007060087	meanfemale	female
6.987532772	meanfemale	female
0.651969094	meanfemale	female
3.397538016	meanfemale	female
1.893948871	meanfemale	female
8.157776869	meanfemale	female
2.241995665	meanfemale	female
5.446669216	meanfemale	female
2.518233256	meanfemale	female
6.862589522	meanfemale	female
0.622337411	meanfemale	female
0.602335908	meanfemale	female
4.564721179	meanfemale	female
6.91371617	meanfemale	female
6.078852672	meanfemale	female
7.379233543	meanfemale	female
0.721942702	meanfemale	female
3.846395767	meanfemale	female
5.166154302	meanfemale	female
3.50624765	meanfemale	female
5.857243216	meanfemale	female
0.475438018	meanfemale	female
4.745599297	meanfemale	female
5.430793265	meanfemale	female
6.012562554	meanfemale	female
2.970651052	meanfemale	female
4.43430581	meanfemale	female
4.221778243	meanfemale	female
NA	meanfemale	female
5.59092042	meanfemale	female
6.745439915	meanfemale	female
2.513910741	meanfemale	female
4.94724595	meanfemale	female
-0.426413167	meanfemale	female
5.886055692	meanfemale	female
7.576934997	meanfemale	female
7.189787465	meanfemale	female
5.867543593	meanfemale	female
-1.238316132	meanfemale	female
0.731685006	meanfemale	female
7.418947888	meanfemale	female
4.125454081	meanfemale	female
1.284348272	meanfemale	female
4.807918637	meanfemale	female
1.872048712	meanfemale	female
5.932168737	meanfemale	female
7.268718001	meanfemale	female
2.984633361	meanfemale	female
6.749303346	meanfemale	female
6.291225658	meanfemale	female
4.992179073	meanfemale	female
1.935832406	meanfemale	female
0.700754661	meanfemale	female
3.35213075	meanfemale	female
7.782635761	meanfemale	female
3.401938623	meanfemale	female
2.640971625	meanfemale	female
1.447203487	meanfemale	female
7.171123549	meanfemale	female
3.941980459	meanfemale	female
1.934010943	meanfemale	female
3.992040147	meanfemale	female
6.423420108	meanfemale	female
3.797219029	meanfemale	female
3.005170668	meanfemale	female
6.298750621	meanfemale	female
4.966890174	meanfemale	female
7.865718473	meanfemale	female
7.097932495	meanfemale	female
7.098143058	meanfemale	female
5.963896422	meanfemale	female
3.136662361	meanfemale	female
NA	meanfemale	female
5.527643073	meanfemale	female
5.822240611	meanfemale	female
3.69159688	meanfemale	female
2.378408004	meanfemale	female
4.2415559	meanfemale	female
6.189549435	meanfemale	female
3.799231609	meanfemale	female
0.757930514	meanfemale	female
2.593734721	meanfemale	female
4.489673888	meanfemale	female
7.565432453	meanfemale	female
5.926095671	meanfemale	female
2.857579896	meanfemale	female
NA	meanfemale	female
1.360365979	meanfemale	female
2.98645671	meanfemale	female
0.830918241	meanfemale	female
4.84649513	meanfemale	female
7.020059178	meanfemale	female
3.195503564	meanfemale	female
1.188673496	meanfemale	female
6.50963955	meanfemale	female
5.71958518	meanfemale	female
7.477015155	meanfemale	female
1.819188805	meanfemale	female
3.007053347	meanfemale	female
2.110707946	meanfemale	female
5.688467351	meanfemale	female
3.679805867	meanfemale	female
2.529399469	meanfemale	female
-0.339448295	meanfemale	female
0.470075831	meanfemale	female
7.967467402	meanfemale	female
5.982954616	meanfemale	female
3.138552523	meanfemale	female
5.265802162	meanfemale	female
3.830857837	meanfemale	female
NA	meanfemale	female
0.782429897	meanfemale	female
1.660968117	meanfemale	female
4.717198989	meanfemale	female
3.044166913	meanfemale	female
2.203220022	meanfemale	female
5.365934393	meanfemale	female
0.230122529	meanfemale	female
-0.032884389	meanfemale	female
5.755969278	meanfemale	female
5.191537038	meanfemale	female
7.736071427	meanfemale	female
5.762143789	meanfemale	female
-0.0287279	meanfemale	female
4.311443909	meanfemale	female
6.620308629	meanfemale	female
NA	meanfemale	female
3.383472983	meanfemale	female
6.611252832	meanfemale	female
4.894014637	meanfemale	female
2.38039647	meanfemale	female
5.84159853	meanfemale	female
3.86086016	meanfemale	female
7.165061641	meanfemale	female
0.910119734	meanfemale	female
6.349282724	meanfemale	female
5.605070227	meanfemale	female
4.638305871	meanfemale	female
1.361477984	meanfemale	female
5.552169351	meanfemale	female
5.972894833	meanfemale	female
1.111960348	meanfemale	female
8.865600471	meanfemale	female
5.81781959	meanfemale	female
9.259275957	meanfemale	female
8.294270846	meanfemale	female
6.276001154	meanfemale	female
1.049064194	meanfemale	female
3.484362992	meanfemale	female
6.301929366	meanfemale	female
1.426843563	meanfemale	female
4.401717774	meanfemale	female
2.842828664	meanfemale	female
6.366359554	meanfemale	female
5.880653267	meanfemale	female
2.706479474	meanfemale	female
4.766866015	meanfemale	female
5.098355429	meanfemale	female
0.937031493	meanfemale	female
4.535904115	meanfemale	female
6.013170172	meanfemale	female
0.728735378	meanfemale	female
9.658624051	meanfemale	female
4.310815973	meanfemale	female
6.140175128	meanfemale	female
3.665335678	meanfemale	female
5.313455442	meanfemale	female
7.124210369	meanfemale	female
2.291072425	meanfemale	female
4.934889497	meanfemale	female
6.16756631	meanfemale	female
5.43013646	meanfemale	female
4.607196379	meanfemale	female
3.226031151	meanfemale	female
NA	meanfemale	female
1.224431638	meanfemale	female
4.641129404	meanfemale	female
5.309599578	meanfemale	female
3.650526786	meanfemale	female
2.628221151	meanfemale	female
-0.699846767	meanfemale	female
6.89785333	meanfemale	female
5.149728473	meanfemale	female
4.108756545	meanfemale	female
6.721674379	meanfemale	female
3.590218761	meanfemale	female
2.904740578	meanfemale	female
6.569951766	meanfemale	female
8.667325808	meanfemale	female
4.962498877	meanfemale	female
3.702903887	meanfemale	female
3.170396883	meanfemale	female
5.495237385	meanfemale	female
5.896591605	meanfemale	female
6.016542142	meanfemale	female
5.127518588	meanfemale	female
3.430322099	meanfemale	female
3.515351129	meanfemale	female
