gid	sex	log2RPKM	cutoff
TRINITY_DN124936_c2_g1_i2	meanfemale	1.136451648	FC1
TRINITY_DN68190_c0_g1_i1	meanfemale	4.84391182	FC1
TRINITY_DN127298_c8_g2_i1	meanfemale	4.110719532	FC1
TRINITY_DN119041_c0_g1_i1	meanfemale	3.427836101	FC1
TRINITY_DN125363_c4_g4_i4	meanfemale	3.80979089	FC1
TRINITY_DN108791_c0_g1_i1	meanfemale	2.608649558	FC1
TRINITY_DN120402_c0_g1_i4	meanfemale	4.348805996	FC1
TRINITY_DN134029_c0_g1_i3	meanfemale	5.217043293	FC1
TRINITY_DN135358_c5_g1_i1	meanfemale	3.353428535	FC1
TRINITY_DN131325_c0_g1_i1	meanfemale	3.874487352	FC1
TRINITY_DN131673_c2_g5_i2	meanfemale	3.764859664	FC1
TRINITY_DN135360_c8_g1_i2	meanfemale	3.760010141	FC1
TRINITY_DN119060_c0_g1_i4	meanfemale	4.380374438	FC1
TRINITY_DN127132_c1_g2_i2	meanfemale	-0.049497018	FC1
TRINITY_DN112465_c0_g1_i1	meanfemale	4.295560388	FC1
TRINITY_DN131889_c0_g5_i8	meanfemale	6.899947916	FC1
TRINITY_DN121288_c0_g1_i1	meanfemale	2.895463776	FC1
TRINITY_DN123106_c0_g3_i8	meanfemale	2.662825181	FC1
TRINITY_DN128858_c0_g1_i1	meanfemale	4.685034372	FC1
TRINITY_DN120437_c2_g1_i2	meanfemale	2.265492127	FC1
TRINITY_DN116621_c0_g1_i2	meanfemale	5.420606378	FC1
TRINITY_DN18737_c0_g1_i1	meanfemale	2.939416372	FC1
TRINITY_DN119035_c0_g1_i2	meanfemale	6.265536065	FC1
TRINITY_DN130129_c0_g1_i4	meanfemale	4.730709224	FC1
TRINITY_DN123801_c0_g1_i3	meanfemale	1.396462962	FC1
TRINITY_DN116899_c0_g1_i3	meanfemale	4.581635796	FC1
TRINITY_DN135961_c4_g1_i1	meanfemale	6.139559788	FC1
TRINITY_DN130769_c3_g1_i2	meanfemale	5.01660922	FC1
TRINITY_DN121478_c6_g1_i1	meanfemale	3.272650019	FC1
TRINITY_DN133212_c3_g2_i3	meanfemale	3.339134096	FC1
TRINITY_DN127015_c0_g2_i1	meanfemale	2.443388188	FC1
TRINITY_DN115491_c0_g2_i5	meanfemale	0.675034963	FC1
TRINITY_DN125814_c0_g3_i3	meanfemale	3.375374876	FC1
TRINITY_DN134743_c0_g2_i1	meanfemale	3.014395564	FC1
TRINITY_DN133368_c1_g2_i1	meanfemale	4.512698402	FC1
TRINITY_DN132125_c1_g2_i1	meanfemale	3.02267568	FC1
TRINITY_DN117602_c0_g4_i1	meanfemale	2.215526238	FC1
TRINITY_DN97036_c0_g2_i1	meanfemale	4.728549152	FC1
TRINITY_DN132228_c1_g9_i1	meanfemale	2.880279875	FC1
TRINITY_DN108732_c0_g1_i1	meanfemale	5.588244054	FC1
TRINITY_DN94143_c0_g2_i1	meanfemale	1.767814751	FC1
TRINITY_DN116529_c1_g1_i1	meanfemale	4.135604171	FC1
TRINITY_DN127737_c0_g1_i1	meanfemale	0.542166174	FC1
TRINITY_DN134918_c2_g2_i1	meanfemale	1.405586877	FC1
TRINITY_DN126555_c5_g4_i3	meanfemale	3.286262615	FC1
TRINITY_DN129431_c4_g2_i2	meanfemale	3.220755223	FC1
TRINITY_DN135439_c2_g1_i3	meanfemale	4.489600722	FC1
TRINITY_DN135781_c3_g1_i2	meanfemale	3.772264516	FC1
TRINITY_DN99989_c0_g2_i2	meanfemale	6.183668657	FC1
TRINITY_DN126897_c0_g2_i1	meanfemale	4.156831918	FC1
TRINITY_DN121889_c0_g2_i1	meanfemale	3.202593613	FC1
TRINITY_DN123675_c0_g1_i1	meanfemale	3.881660243	FC1
TRINITY_DN96602_c0_g1_i1	meanfemale	5.835118724	FC1
TRINITY_DN129884_c4_g1_i1	meanfemale	3.12037502	FC1
TRINITY_DN133109_c3_g1_i1	meanfemale	2.558556868	FC1
TRINITY_DN127313_c0_g2_i1	meanfemale	7.76970213	FC1
TRINITY_DN125687_c4_g2_i3	meanfemale	2.063293553	FC1
TRINITY_DN126239_c1_g1_i2	meanfemale	0.467149211	FC1
TRINITY_DN135989_c2_g1_i1	meanfemale	2.935551922	FC1
TRINITY_DN123367_c1_g1_i4	meanfemale	3.884192566	FC1
TRINITY_DN134982_c7_g1_i1	meanfemale	0.312151419	FC1
TRINITY_DN109430_c0_g5_i1	meanfemale	3.158165268	FC1
TRINITY_DN122399_c0_g1_i2	meanfemale	4.440586117	FC1
TRINITY_DN134949_c2_g1_i1	meanfemale	3.815587945	FC1
TRINITY_DN116438_c0_g2_i3	meanfemale	2.504852	FC1
TRINITY_DN109625_c0_g1_i3	meanfemale	5.563359573	FC1
TRINITY_DN121556_c12_g4_i1	meanfemale	1.74834866	FC1
TRINITY_DN121893_c1_g1_i1	meanfemale	3.853380999	FC1
TRINITY_DN124094_c0_g1_i1	meanfemale	1.941037128	FC1
TRINITY_DN119040_c0_g1_i1	meanfemale	4.352274782	FC1
TRINITY_DN131806_c3_g2_i1	meanfemale	3.252848278	FC1
TRINITY_DN104812_c0_g1_i2	meanfemale	3.689563296	FC1
TRINITY_DN131711_c1_g1_i3	meanfemale	4.034404017	FC1
TRINITY_DN112790_c0_g1_i1	meanfemale	3.045773606	FC1
TRINITY_DN124069_c0_g1_i1	meanfemale	1.604864754	FC1
TRINITY_DN131191_c4_g2_i6	meanfemale	1.408684275	FC1
TRINITY_DN67822_c0_g1_i2	meanfemale	4.02608988	FC1
TRINITY_DN114332_c0_g1_i1	meanfemale	4.755864843	FC1
TRINITY_DN117979_c0_g1_i1	meanfemale	1.081742556	FC1
TRINITY_DN125469_c1_g4_i2	meanfemale	5.535835453	FC1
TRINITY_DN98050_c0_g1_i1	meanfemale	2.709516855	FC1
TRINITY_DN135766_c1_g5_i3	meanfemale	4.802287641	FC1
TRINITY_DN124247_c2_g3_i1	meanfemale	4.524663959	FC1
TRINITY_DN128346_c0_g1_i2	meanfemale	-1.093619901	FC1
TRINITY_DN132613_c2_g1_i6	meanfemale	-0.271191606	FC1
TRINITY_DN128951_c3_g3_i6	meanfemale	5.622017142	FC1
TRINITY_DN129001_c0_g2_i2	meanfemale	1.116671564	FC1
TRINITY_DN133400_c0_g2_i3	meanfemale	2.555524689	FC1
TRINITY_DN113439_c0_g1_i1	meanfemale	3.600345442	FC1
TRINITY_DN135692_c2_g2_i2	meanfemale	2.999717502	FC1
TRINITY_DN134675_c5_g5_i2	meanfemale	4.63567837	FC1
TRINITY_DN129818_c0_g1_i1	meanfemale	3.447159403	FC1
TRINITY_DN130437_c2_g7_i4	meanfemale	4.227743924	FC1
TRINITY_DN128362_c0_g3_i3	meanfemale	3.608292353	FC1
TRINITY_DN123457_c1_g1_i1	meanfemale	1.359319645	FC1
TRINITY_DN126532_c2_g2_i1	meanfemale	3.514923354	FC1
TRINITY_DN125231_c0_g6_i1	meanfemale	4.600632124	FC1
TRINITY_DN115189_c0_g1_i2	meanfemale	3.303140735	FC1
TRINITY_DN125859_c1_g9_i4	meanfemale	2.879398415	FC1
TRINITY_DN129687_c0_g1_i3	meanfemale	3.882762656	FC1
TRINITY_DN128145_c0_g1_i3	meanfemale	2.50404757	FC1
TRINITY_DN126319_c1_g1_i2	meanfemale	2.862970025	FC1
TRINITY_DN116561_c0_g1_i1	meanfemale	1.938427597	FC1
TRINITY_DN69092_c0_g1_i1	meanfemale	3.820751166	FC1
TRINITY_DN128755_c0_g2_i5	meanfemale	3.455417292	FC1
TRINITY_DN125622_c2_g1_i1	meanfemale	2.517959712	FC1
TRINITY_DN124911_c0_g2_i4	meanfemale	4.256601953	FC1
TRINITY_DN126133_c2_g1_i1	meanfemale	3.346626074	FC1
TRINITY_DN135351_c2_g1_i2	meanfemale	1.623314945	FC1
TRINITY_DN127727_c1_g2_i3	meanfemale	1.771426154	FC1
TRINITY_DN134740_c0_g1_i1	meanfemale	3.434212322	FC1
TRINITY_DN134925_c0_g2_i5	meanfemale	5.375962755	FC1
TRINITY_DN127634_c2_g2_i1	meanfemale	4.993495238	FC1
TRINITY_DN129987_c0_g1_i1	meanfemale	1.971486086	FC1
TRINITY_DN118525_c2_g1_i1	meanfemale	3.192415906	FC1
TRINITY_DN104835_c0_g1_i2	meanfemale	6.544498989	FC1
TRINITY_DN127623_c0_g5_i2	meanfemale	3.456875191	FC1
TRINITY_DN114442_c0_g4_i1	meanfemale	2.801276445	FC1
TRINITY_DN126551_c0_g2_i5	meanfemale	5.590038669	FC1
TRINITY_DN117572_c0_g1_i1	meanfemale	5.232036946	FC1
TRINITY_DN125987_c0_g1_i2	meanfemale	4.021691839	FC1
TRINITY_DN116290_c0_g1_i1	meanfemale	5.023936902	FC1
TRINITY_DN116680_c1_g2_i1	meanfemale	5.618105976	FC1
TRINITY_DN115432_c0_g1_i1	meanfemale	2.459164154	FC1
TRINITY_DN126696_c2_g1_i1	meanfemale	4.631329633	FC1
TRINITY_DN109983_c0_g1_i2	meanfemale	4.623486112	FC1
TRINITY_DN117002_c0_g1_i1	meanfemale	3.612443212	FC1
TRINITY_DN127631_c0_g1_i3	meanfemale	4.179124594	FC1
TRINITY_DN131111_c0_g2_i2	meanfemale	4.226486074	FC1
TRINITY_DN128023_c4_g1_i1	meanfemale	3.72793812	FC1
TRINITY_DN63296_c0_g2_i1	meanfemale	5.712449069	FC1
TRINITY_DN126330_c1_g2_i1	meanfemale	4.938240203	FC1
TRINITY_DN134292_c9_g4_i1	meanfemale	5.196299379	FC1
TRINITY_DN84260_c0_g2_i1	meanfemale	0.991442526	FC1
TRINITY_DN117937_c0_g1_i1	meanfemale	5.507526711	FC1
TRINITY_DN114904_c0_g1_i7	meanfemale	2.824209721	FC1
TRINITY_DN116270_c0_g1_i1	meanfemale	2.532157389	FC1
TRINITY_DN136470_c8_g8_i1	meanfemale	5.55202029	FC1
TRINITY_DN121981_c0_g1_i2	meanfemale	3.834619083	FC1
TRINITY_DN110384_c0_g1_i1	meanfemale	2.348646152	FC1
TRINITY_DN119739_c0_g1_i1	meanfemale	3.369922363	FC1
TRINITY_DN119941_c0_g1_i2	meanfemale	3.909228547	FC1
TRINITY_DN125667_c9_g1_i1	meanfemale	2.926409319	FC1
TRINITY_DN134438_c0_g1_i3	meanfemale	0.006636822	FC1
TRINITY_DN135412_c2_g3_i1	meanfemale	5.060006463	FC1
TRINITY_DN129575_c2_g1_i5	meanfemale	3.345470859	FC1
TRINITY_DN129618_c0_g1_i1	meanfemale	2.83705739	FC1
TRINITY_DN126653_c0_g2_i1	meanfemale	2.741648191	FC1
TRINITY_DN129061_c0_g2_i1	meanfemale	7.509687367	FC1
TRINITY_DN130863_c1_g4_i2	meanfemale	0.10597447	FC1
TRINITY_DN134252_c0_g1_i1	meanfemale	4.292256977	FC1
TRINITY_DN103812_c0_g1_i2	meanfemale	5.129455974	FC1
TRINITY_DN122218_c0_g2_i1	meanfemale	5.992345585	FC1
TRINITY_DN117716_c0_g2_i1	meanfemale	3.997039086	FC1
TRINITY_DN120289_c0_g1_i2	meanfemale	1.468977328	FC1
TRINITY_DN130084_c0_g2_i2	meanfemale	0.205545322	FC1
TRINITY_DN109332_c0_g1_i1	meanfemale	4.549141148	FC1
TRINITY_DN127706_c0_g1_i2	meanfemale	3.348740816	FC1
TRINITY_DN114768_c0_g1_i1	meanfemale	3.200013965	FC1
TRINITY_DN57905_c0_g1_i1	meanfemale	2.955409669	FC1
TRINITY_DN135384_c3_g1_i1	meanfemale	1.661279685	FC1
TRINITY_DN136232_c1_g2_i1	meanfemale	3.571429884	FC1
TRINITY_DN119509_c1_g3_i5	meanfemale	4.663889946	FC1
TRINITY_DN130504_c1_g4_i4	meanfemale	3.712596492	FC1
TRINITY_DN125122_c0_g1_i3	meanfemale	4.00086648	FC1
TRINITY_DN127932_c0_g1_i2	meanfemale	4.929373719	FC1
TRINITY_DN123361_c0_g1_i1	meanfemale	4.279688084	FC1
TRINITY_DN122229_c0_g1_i1	meanfemale	5.818035252	FC1
TRINITY_DN123628_c0_g2_i3	meanfemale	4.248979616	FC1
TRINITY_DN133992_c10_g1_i2	meanfemale	3.119971071	FC1
TRINITY_DN127631_c2_g1_i1	meanfemale	3.026016012	FC1
TRINITY_DN125980_c1_g1_i1	meanfemale	4.057536918	FC1
TRINITY_DN124180_c0_g4_i1	meanfemale	2.639671127	FC1
TRINITY_DN132851_c3_g3_i1	meanfemale	4.776537668	FC1
TRINITY_DN90201_c0_g1_i1	meanfemale	1.875312263	FC1
TRINITY_DN151167_c0_g2_i1	meanfemale	2.311163134	FC1
TRINITY_DN118536_c0_g2_i1	meanfemale	3.058800047	FC1
TRINITY_DN125574_c0_g1_i3	meanfemale	4.047720082	FC1
TRINITY_DN128264_c2_g3_i1	meanfemale	4.169356429	FC1
TRINITY_DN129314_c5_g1_i1	meanfemale	3.257633577	FC1
TRINITY_DN124761_c0_g1_i1	meanfemale	5.608832534	FC1
TRINITY_DN130956_c0_g2_i1	meanfemale	3.570496342	FC1
TRINITY_DN131844_c0_g1_i2	meanfemale	3.401456697	FC1
TRINITY_DN132885_c0_g3_i1	meanfemale	4.671254149	FC1
TRINITY_DN121680_c0_g1_i1	meanfemale	-1.296098471	FC1
TRINITY_DN124365_c0_g1_i1	meanfemale	1.846009827	FC1
TRINITY_DN128113_c3_g3_i1	meanfemale	2.493416884	FC1
TRINITY_DN126616_c6_g6_i2	meanfemale	4.815037656	FC1
TRINITY_DN132014_c1_g4_i2	meanfemale	2.212456418	FC1
TRINITY_DN120766_c0_g2_i1	meanfemale	5.758036535	FC1
TRINITY_DN128634_c0_g1_i1	meanfemale	5.345263109	FC1
TRINITY_DN130522_c1_g2_i1	meanfemale	4.094919299	FC1
TRINITY_DN119526_c0_g1_i4	meanfemale	3.710825263	FC1
TRINITY_DN124621_c1_g2_i1	meanfemale	4.349995516	FC1
TRINITY_DN127037_c0_g1_i1	meanfemale	3.215272193	FC1
TRINITY_DN132185_c3_g10_i3	meanfemale	5.063529748	FC1
TRINITY_DN129107_c0_g1_i2	meanfemale	3.434874056	FC1
TRINITY_DN130338_c8_g2_i4	meanfemale	5.494078276	FC1
TRINITY_DN101457_c0_g1_i1	meanfemale	4.771122978	FC1
TRINITY_DN134650_c0_g1_i4	meanfemale	2.993629363	FC1
TRINITY_DN109944_c0_g1_i1	meanfemale	3.35555538	FC1
TRINITY_DN125376_c0_g7_i3	meanfemale	3.109023332	FC1
TRINITY_DN132569_c4_g2_i1	meanfemale	2.558719311	FC1
TRINITY_DN122131_c0_g1_i1	meanfemale	3.57115394	FC1
TRINITY_DN133574_c0_g2_i1	meanfemale	4.881142139	FC1
TRINITY_DN115670_c0_g3_i2	meanfemale	3.234944155	FC1
TRINITY_DN129036_c2_g2_i4	meanfemale	7.078594881	FC1
TRINITY_DN105215_c0_g1_i1	meanfemale	4.406848472	FC1
TRINITY_DN80346_c0_g3_i1	meanfemale	3.798812324	FC1
TRINITY_DN126164_c0_g1_i1	meanfemale	5.15735471	FC1
TRINITY_DN128092_c2_g1_i2	meanfemale	2.929082838	FC1
TRINITY_DN101042_c0_g2_i1	meanfemale	2.623924457	FC1
TRINITY_DN128458_c2_g2_i1	meanfemale	2.594123742	FC1
TRINITY_DN119153_c0_g1_i11	meanfemale	6.794232491	FC1
TRINITY_DN131624_c0_g1_i4	meanfemale	2.449879644	FC1
TRINITY_DN117846_c0_g1_i1	meanfemale	3.314827425	FC1
TRINITY_DN122895_c0_g1_i2	meanfemale	1.311784051	FC1
TRINITY_DN130592_c2_g2_i4	meanfemale	4.395139033	FC1
TRINITY_DN120770_c0_g2_i1	meanfemale	3.451777564	FC1
TRINITY_DN126104_c1_g2_i1	meanfemale	-1.036476574	FC1
TRINITY_DN118590_c0_g1_i1	meanfemale	3.806025185	FC1
TRINITY_DN129165_c3_g1_i1	meanfemale	5.775710179	FC1
TRINITY_DN131685_c1_g2_i2	meanfemale	4.359280673	FC1
TRINITY_DN132739_c0_g2_i4	meanfemale	2.418880513	FC1
TRINITY_DN133340_c0_g4_i3	meanfemale	3.760319092	FC1
TRINITY_DN117893_c0_g3_i3	meanfemale	4.761726301	FC1
TRINITY_DN122611_c2_g3_i4	meanfemale	5.745226471	FC1
TRINITY_DN126404_c2_g16_i1	meanfemale	1.447687377	FC1
TRINITY_DN132667_c0_g6_i1	meanfemale	4.013124093	FC1
TRINITY_DN135138_c0_g2_i1	meanfemale	1.252283047	FC1
TRINITY_DN129719_c1_g1_i2	meanfemale	5.007951526	FC1
TRINITY_DN129440_c9_g2_i2	meanfemale	3.179031824	FC1
TRINITY_DN122146_c0_g4_i1	meanfemale	4.005901861	FC1
TRINITY_DN134192_c7_g1_i1	meanfemale	4.689204453	FC1
TRINITY_DN133394_c6_g1_i2	meanfemale	4.917157999	FC1
TRINITY_DN130406_c0_g1_i1	meanfemale	3.63578516	FC1
TRINITY_DN120216_c0_g1_i1	meanfemale	3.0696929	FC1
TRINITY_DN122299_c8_g1_i8	meanfemale	4.163419648	FC1
TRINITY_DN134963_c2_g9_i1	meanfemale	1.158499687	FC1
TRINITY_DN131666_c2_g1_i1	meanfemale	3.190405643	FC1
TRINITY_DN109491_c0_g2_i1	meanfemale	6.178699232	FC1
TRINITY_DN132431_c2_g2_i1	meanfemale	1.995537577	FC1
TRINITY_DN109880_c0_g1_i1	meanfemale	4.501533923	FC1
TRINITY_DN128960_c2_g2_i7	meanfemale	1.853337239	FC1
TRINITY_DN114797_c0_g1_i1	meanfemale	-0.312207483	FC1
TRINITY_DN131402_c3_g2_i1	meanfemale	2.038977607	FC1
TRINITY_DN109936_c0_g2_i1	meanfemale	5.24639231	FC1
TRINITY_DN119931_c0_g1_i1	meanfemale	5.457841894	FC1
TRINITY_DN120161_c0_g2_i9	meanfemale	4.736731366	FC1
TRINITY_DN108316_c0_g1_i1	meanfemale	4.779929057	FC1
TRINITY_DN132554_c1_g3_i1	meanfemale	1.162740345	FC1
TRINITY_DN132141_c1_g1_i2	meanfemale	4.640006432	FC1
TRINITY_DN116963_c0_g1_i1	meanfemale	4.551804226	FC1
TRINITY_DN125343_c0_g8_i1	meanfemale	4.476978587	FC1
TRINITY_DN135444_c3_g1_i3	meanfemale	3.632665801	FC1
TRINITY_DN124186_c1_g1_i1	meanfemale	4.404351628	FC1
TRINITY_DN129835_c3_g1_i1	meanfemale	4.845051832	FC1
TRINITY_DN121623_c0_g1_i1	meanfemale	2.867523115	FC1
TRINITY_DN116651_c0_g1_i3	meanfemale	4.200059962	FC1
TRINITY_DN126452_c0_g3_i2	meanfemale	3.255858815	FC1
TRINITY_DN130794_c4_g10_i1	meanfemale	5.097852929	FC1
TRINITY_DN132324_c0_g1_i2	meanfemale	4.238119316	FC1
TRINITY_DN124831_c8_g3_i6	meanfemale	6.152475468	FC1
TRINITY_DN131202_c3_g1_i1	meanfemale	3.317188761	FC1
TRINITY_DN127683_c0_g4_i1	meanfemale	6.133578882	FC1
TRINITY_DN130703_c0_g1_i1	meanfemale	3.575295139	FC1
TRINITY_DN134394_c0_g1_i2	meanfemale	3.176566822	FC1
TRINITY_DN124176_c0_g2_i1	meanfemale	4.279250841	FC1
TRINITY_DN105941_c0_g1_i1	meanfemale	3.980756981	FC1
TRINITY_DN130114_c0_g2_i3	meanfemale	2.15958788	FC1
TRINITY_DN135811_c0_g1_i3	meanfemale	3.45927829	FC1
TRINITY_DN133747_c1_g1_i3	meanfemale	0.84699603	FC1
TRINITY_DN125295_c0_g1_i1	meanfemale	4.143292618	FC1
TRINITY_DN126111_c0_g1_i3	meanfemale	3.308704812	FC1
TRINITY_DN132698_c0_g5_i15	meanfemale	6.208993626	FC1
TRINITY_DN130979_c3_g1_i7	meanfemale	4.941512618	FC1
TRINITY_DN124941_c0_g1_i1	meanfemale	3.068171256	FC1
TRINITY_DN131286_c1_g2_i1	meanfemale	5.98857177	FC1
TRINITY_DN127605_c4_g3_i1	meanfemale	1.263413475	FC1
TRINITY_DN111615_c0_g1_i2	meanfemale	3.283371047	FC1
TRINITY_DN118317_c0_g2_i2	meanfemale	3.213888431	FC1
TRINITY_DN123160_c3_g1_i1	meanfemale	2.545829593	FC1
TRINITY_DN132727_c1_g2_i3	meanfemale	2.716337651	FC1
TRINITY_DN135566_c1_g1_i3	meanfemale	0.634724224	FC1
TRINITY_DN124943_c1_g1_i1	meanfemale	2.519911885	FC1
TRINITY_DN121416_c0_g1_i2	meanfemale	3.174134855	FC1
TRINITY_DN133703_c1_g5_i6	meanfemale	4.602860788	FC1
TRINITY_DN120556_c0_g1_i2	meanfemale	4.647989163	FC1
TRINITY_DN126404_c3_g2_i1	meanfemale	4.866260365	FC1
TRINITY_DN73171_c0_g1_i1	meanfemale	4.999453871	FC1
TRINITY_DN135302_c2_g2_i7	meanfemale	7.606390645	FC1
TRINITY_DN122887_c4_g3_i2	meanfemale	3.630985815	FC1
TRINITY_DN126051_c1_g4_i2	meanfemale	5.302893703	FC1
TRINITY_DN126650_c1_g1_i2	meanfemale	3.304691766	FC1
TRINITY_DN110967_c0_g1_i1	meanfemale	2.283764566	FC1
TRINITY_DN118925_c0_g1_i1	meanfemale	3.547628922	FC1
TRINITY_DN93370_c0_g1_i1	meanfemale	3.629816002	FC1
TRINITY_DN134910_c0_g2_i3	meanfemale	6.017760144	FC1
TRINITY_DN119274_c0_g1_i1	meanfemale	3.702782231	FC1
TRINITY_DN133653_c0_g2_i3	meanfemale	3.780517178	FC1
TRINITY_DN127686_c0_g1_i3	meanfemale	4.154503902	FC1
TRINITY_DN135536_c0_g5_i3	meanfemale	2.089595823	FC1
TRINITY_DN132340_c5_g3_i1	meanfemale	2.825576191	FC1
TRINITY_DN127741_c4_g1_i3	meanfemale	2.386253936	FC1
TRINITY_DN126982_c2_g1_i1	meanfemale	1.869071064	FC1
TRINITY_DN123149_c0_g1_i2	meanfemale	3.579862207	FC1
TRINITY_DN112397_c0_g1_i1	meanfemale	0.593508203	FC1
TRINITY_DN118933_c2_g2_i1	meanfemale	5.451299936	FC1
TRINITY_DN130814_c0_g1_i4	meanfemale	0.677189904	FC1
TRINITY_DN120727_c0_g2_i1	meanfemale	4.328691929	FC1
TRINITY_DN111223_c0_g1_i1	meanfemale	5.628577885	FC1
TRINITY_DN131685_c4_g1_i1	meanfemale	3.646976968	FC1
TRINITY_DN110778_c0_g1_i1	meanfemale	3.962408427	FC1
TRINITY_DN127351_c3_g3_i1	meanfemale	3.857147613	FC1
TRINITY_DN126452_c0_g2_i3	meanfemale	3.730188757	FC1
TRINITY_DN120563_c1_g2_i1	meanfemale	6.003820628	FC1
TRINITY_DN128096_c4_g2_i2	meanfemale	3.090726344	FC1
TRINITY_DN134164_c0_g15_i1	meanfemale	1.523601866	FC1
TRINITY_DN122200_c2_g4_i2	meanfemale	3.272022351	FC1
TRINITY_DN117706_c0_g2_i2	meanfemale	3.436505361	FC1
TRINITY_DN45056_c0_g2_i1	meanfemale	3.567043888	FC1
TRINITY_DN120148_c0_g1_i3	meanfemale	4.567835365	FC1
TRINITY_DN117581_c0_g1_i3	meanfemale	3.398967723	FC1
TRINITY_DN133945_c1_g4_i1	meanfemale	3.085624075	FC1
TRINITY_DN107694_c0_g1_i2	meanfemale	2.652953894	FC1
TRINITY_DN125186_c3_g1_i6	meanfemale	3.321093173	FC1
TRINITY_DN134157_c2_g1_i1	meanfemale	2.976535745	FC1
TRINITY_DN123627_c0_g1_i1	meanfemale	-0.745215225	FC1
TRINITY_DN78309_c0_g2_i1	meanfemale	1.841216403	FC1
TRINITY_DN209718_c0_g1_i1	meanfemale	7.700271962	FC1
TRINITY_DN123962_c0_g1_i1	meanfemale	3.518599785	FC1
TRINITY_DN124351_c0_g1_i8	meanfemale	4.715392179	FC1
TRINITY_DN115378_c1_g1_i1	meanfemale	0.539536499	FC1
TRINITY_DN121222_c0_g1_i2	meanfemale	3.44916334	FC1
TRINITY_DN119403_c0_g1_i1	meanfemale	4.701445606	FC1
TRINITY_DN107012_c1_g2_i1	meanfemale	3.237374011	FC1
TRINITY_DN134866_c2_g2_i5	meanfemale	8.651895861	FC1
TRINITY_DN126472_c2_g9_i2	meanfemale	5.646005645	FC1
TRINITY_DN86565_c0_g1_i1	meanfemale	3.759342719	FC1
TRINITY_DN122519_c0_g2_i4	meanfemale	2.95173783	FC1
TRINITY_DN122374_c1_g5_i1	meanfemale	4.747315588	FC1
TRINITY_DN109844_c0_g2_i1	meanfemale	3.998713733	FC1
TRINITY_DN133288_c0_g4_i1	meanfemale	1.742185981	FC1
TRINITY_DN132477_c3_g1_i9	meanfemale	2.771848812	FC1
TRINITY_DN134334_c0_g1_i2	meanfemale	1.967166008	FC1
TRINITY_DN112473_c1_g2_i2	meanfemale	3.292854977	FC1
TRINITY_DN129420_c0_g1_i2	meanfemale	5.486564435	FC1
TRINITY_DN129178_c2_g1_i1	meanfemale	4.94416387	FC1
TRINITY_DN129227_c0_g5_i2	meanfemale	3.246393363	FC1
TRINITY_DN116005_c0_g1_i2	meanfemale	4.809687829	FC1
TRINITY_DN124855_c0_g3_i1	meanfemale	4.325719128	FC1
TRINITY_DN115288_c0_g1_i1	meanfemale	4.695058706	FC1
TRINITY_DN120407_c0_g2_i1	meanfemale	4.946600998	FC1
TRINITY_DN134449_c4_g1_i1	meanfemale	2.643456898	FC1
TRINITY_DN131819_c1_g4_i2	meanfemale	2.688803631	FC1
TRINITY_DN134491_c1_g1_i1	meanfemale	4.71763579	FC1
TRINITY_DN122217_c0_g1_i1	meanfemale	3.718881774	FC1
TRINITY_DN120445_c0_g1_i1	meanfemale	3.719981913	FC1
TRINITY_DN125389_c0_g3_i1	meanfemale	-0.165392545	FC1
TRINITY_DN123985_c1_g1_i1	meanfemale	1.35893921	FC1
TRINITY_DN125563_c5_g2_i1	meanfemale	2.679222657	FC1
TRINITY_DN114649_c0_g1_i2	meanfemale	5.890620133	FC1
TRINITY_DN105472_c0_g3_i2	meanfemale	4.347347761	FC1
TRINITY_DN131081_c2_g5_i2	meanfemale	4.509985041	FC1
TRINITY_DN128072_c3_g6_i3	meanfemale	4.53114643	FC1
TRINITY_DN120417_c0_g1_i2	meanfemale	5.901954961	FC1
TRINITY_DN110993_c0_g1_i2	meanfemale	4.100169413	FC1
TRINITY_DN135909_c0_g1_i1	meanfemale	3.620966729	FC1
TRINITY_DN119257_c0_g1_i1	meanfemale	6.240559664	FC1
TRINITY_DN122591_c2_g4_i1	meanfemale	4.106641819	FC1
TRINITY_DN134741_c2_g3_i1	meanfemale	3.923781262	FC1
TRINITY_DN135958_c0_g1_i1	meanfemale	4.50819634	FC1
TRINITY_DN126318_c8_g2_i4	meanfemale	4.20517783	FC1
TRINITY_DN116732_c0_g1_i1	meanfemale	4.353524213	FC1
TRINITY_DN114119_c0_g1_i1	meanfemale	5.794235538	FC1
TRINITY_DN165014_c0_g1_i1	meanfemale	5.737098501	FC1
TRINITY_DN117724_c0_g1_i1	meanfemale	4.827878222	FC1
TRINITY_DN131631_c5_g3_i1	meanfemale	1.63664731	FC1
TRINITY_DN125443_c0_g1_i1	meanfemale	4.342690396	FC1
TRINITY_DN86639_c0_g1_i1	meanfemale	0.724447668	FC1
TRINITY_DN128172_c3_g1_i1	meanfemale	4.084949617	FC1
TRINITY_DN119970_c1_g2_i1	meanfemale	-0.509659904	FC1
TRINITY_DN125585_c0_g1_i3	meanfemale	3.907462377	FC1
TRINITY_DN118958_c0_g1_i1	meanfemale	3.44627296	FC1
TRINITY_DN77366_c0_g1_i1	meanfemale	3.120125142	FC1
TRINITY_DN122562_c0_g1_i2	meanfemale	1.942604254	FC1
TRINITY_DN135715_c0_g5_i1	meanfemale	-0.20642824	FC1
TRINITY_DN119055_c0_g2_i1	meanfemale	6.738461358	FC1
