gid	sex	log2RPKM	cutoff
TRINITY_DN128054_c5_g1_i1	meanmale	1.895473803	FC1
TRINITY_DN98865_c0_g3_i1	meanmale	-0.083394061	FC1
TRINITY_DN110622_c0_g1_i1	meanmale	3.169134234	FC1
TRINITY_DN133747_c3_g1_i1	meanmale	3.145678804	FC1
TRINITY_DN114776_c0_g1_i3	meanmale	1.854333295	FC1
TRINITY_DN133209_c1_g2_i1	meanmale	1.050451546	FC1
TRINITY_DN110801_c0_g2_i1	meanmale	1.379491118	FC1
TRINITY_DN116581_c0_g1_i1	meanmale	5.338580368	FC1
TRINITY_DN130570_c8_g1_i2	meanmale	1.419617658	FC1
TRINITY_DN130176_c7_g4_i2	meanmale	5.005591714	FC1
TRINITY_DN124708_c2_g1_i1	meanmale	5.655415167	FC1
TRINITY_DN134491_c2_g1_i1	meanmale	0.750310768	FC1
TRINITY_DN136525_c2_g1_i1	meanmale	2.855625596	FC1
TRINITY_DN124247_c2_g2_i1	meanmale	3.471184166	FC1
TRINITY_DN117639_c0_g2_i1	meanmale	0.561710241	FC1
TRINITY_DN133703_c1_g4_i3	meanmale	3.161776012	FC1
TRINITY_DN113341_c0_g1_i2	meanmale	3.043245968	FC1
TRINITY_DN125707_c0_g1_i1	meanmale	3.20152063	FC1
TRINITY_DN92997_c0_g1_i1	meanmale	3.836237168	FC1
TRINITY_DN133873_c1_g1_i2	meanmale	-0.340438344	FC1
TRINITY_DN113530_c0_g1_i1	meanmale	2.660398961	FC1
TRINITY_DN116684_c0_g2_i1	meanmale	-0.070698826	FC1
TRINITY_DN127805_c6_g1_i1	meanmale	6.093646531	FC1
TRINITY_DN135645_c0_g1_i1	meanmale	1.928020981	FC1
TRINITY_DN122146_c0_g6_i1	meanmale	1.034949841	FC1
TRINITY_DN136257_c1_g4_i6	meanmale	1.708127093	FC1
TRINITY_DN130930_c1_g1_i1	meanmale	3.098534957	FC1
TRINITY_DN124416_c2_g1_i1	meanmale	3.869652791	FC1
TRINITY_DN121090_c0_g1_i1	meanmale	-2.367862347	FC1
TRINITY_DN133494_c5_g6_i3	meanmale	3.972089279	FC1
TRINITY_DN120272_c0_g3_i2	meanmale	1.876308605	FC1
TRINITY_DN126605_c1_g1_i1	meanmale	-1.688489465	FC1
TRINITY_DN126761_c0_g1_i1	meanmale	3.6028287	FC1
TRINITY_DN134913_c0_g3_i1	meanmale	1.013042908	FC1
TRINITY_DN135397_c0_g2_i3	meanmale	-0.874791004	FC1
TRINITY_DN126817_c3_g2_i3	meanmale	2.557279448	FC1
TRINITY_DN126357_c1_g2_i4	meanmale	2.32028563	FC1
TRINITY_DN121367_c0_g2_i1	meanmale	3.307337643	FC1
TRINITY_DN126202_c1_g1_i2	meanmale	1.94048281	FC1
TRINITY_DN131142_c0_g4_i1	meanmale	1.282540023	FC1
TRINITY_DN128037_c0_g2_i4	meanmale	3.128870689	FC1
TRINITY_DN125944_c4_g3_i8	meanmale	0.97579721	FC1
TRINITY_DN125659_c0_g1_i1	meanmale	1.691929675	FC1
TRINITY_DN135710_c0_g1_i2	meanmale	2.31679485	FC1
TRINITY_DN114951_c0_g1_i3	meanmale	2.494106928	FC1
TRINITY_DN123167_c6_g2_i4	meanmale	0.127355848	FC1
TRINITY_DN124339_c5_g2_i2	meanmale	1.920576582	FC1
TRINITY_DN125320_c1_g5_i1	meanmale	1.434936613	FC1
TRINITY_DN132717_c3_g1_i4	meanmale	-0.271425587	FC1
TRINITY_DN135357_c1_g1_i2	meanmale	2.629159845	FC1
TRINITY_DN122717_c0_g1_i1	meanmale	1.791348778	FC1
TRINITY_DN126314_c2_g1_i2	meanmale	1.406154524	FC1
TRINITY_DN121481_c0_g2_i1	meanmale	-1.533493427	FC1
TRINITY_DN135036_c1_g4_i1	meanmale	0.514459162	FC1
TRINITY_DN133136_c6_g2_i1	meanmale	0.645945285	FC1
TRINITY_DN119637_c0_g1_i1	meanmale	-0.27588489	FC1
TRINITY_DN128731_c4_g1_i1	meanmale	3.121286615	FC1
TRINITY_DN126027_c6_g2_i1	meanmale	1.935804949	FC1
TRINITY_DN100856_c0_g1_i1	meanmale	2.360081847	FC1
TRINITY_DN134047_c0_g3_i1	meanmale	1.147192162	FC1
TRINITY_DN129172_c0_g2_i2	meanmale	1.777237162	FC1
TRINITY_DN121881_c0_g1_i1	meanmale	3.169723944	FC1
TRINITY_DN125033_c0_g2_i2	meanmale	2.973297881	FC1
TRINITY_DN114661_c0_g1_i2	meanmale	2.451394896	FC1
TRINITY_DN132803_c2_g1_i12	meanmale	2.799074748	FC1
TRINITY_DN130762_c4_g2_i2	meanmale	2.206252893	FC1
TRINITY_DN124098_c0_g1_i2	meanmale	2.113497908	FC1
TRINITY_DN115010_c0_g4_i2	meanmale	3.500364455	FC1
TRINITY_DN127197_c12_g3_i1	meanmale	2.833969364	FC1
TRINITY_DN115365_c0_g1_i1	meanmale	2.53534247	FC1
TRINITY_DN121805_c0_g1_i2	meanmale	3.160118889	FC1
TRINITY_DN125337_c3_g1_i1	meanmale	3.749751809	FC1
TRINITY_DN130766_c0_g1_i1	meanmale	-0.383722309	FC1
TRINITY_DN125218_c0_g1_i2	meanmale	0.542625382	FC1
TRINITY_DN27210_c0_g2_i1	meanmale	4.040252462	FC1
TRINITY_DN119962_c0_g1_i5	meanmale	0.159355895	FC1
TRINITY_DN130505_c1_g1_i3	meanmale	1.723049594	FC1
TRINITY_DN118995_c0_g1_i2	meanmale	3.042151871	FC1
TRINITY_DN124031_c2_g6_i1	meanmale	0.001556023	FC1
TRINITY_DN134491_c2_g3_i1	meanmale	1.425741628	FC1
TRINITY_DN132876_c2_g4_i1	meanmale	5.992353689	FC1
TRINITY_DN130966_c6_g4_i1	meanmale	4.660190088	FC1
TRINITY_DN123658_c4_g2_i1	meanmale	1.788413454	FC1
TRINITY_DN107727_c0_g1_i1	meanmale	3.653531081	FC1
TRINITY_DN126563_c2_g1_i1	meanmale	0.164557646	FC1
TRINITY_DN133152_c0_g2_i1	meanmale	1.844681766	FC1
TRINITY_DN124534_c3_g3_i1	meanmale	-0.199146996	FC1
TRINITY_DN102272_c0_g1_i1	meanmale	2.482055012	FC1
TRINITY_DN3392_c0_g1_i1	meanmale	2.872995975	FC1
TRINITY_DN125212_c0_g1_i7	meanmale	1.096837129	FC1
TRINITY_DN127635_c1_g1_i2	meanmale	2.945363557	FC1
TRINITY_DN130368_c5_g2_i1	meanmale	1.967294758	FC1
TRINITY_DN127810_c6_g3_i2	meanmale	0.129198348	FC1
TRINITY_DN119433_c0_g1_i1	meanmale	3.531428652	FC1
TRINITY_DN125792_c1_g2_i4	meanmale	3.174447345	FC1
TRINITY_DN132287_c0_g1_i1	meanmale	2.926747429	FC1
TRINITY_DN131289_c0_g1_i1	meanmale	2.829965521	FC1
TRINITY_DN118862_c0_g1_i1	meanmale	1.360394727	FC1
TRINITY_DN120650_c0_g1_i1	meanmale	2.587511254	FC1
TRINITY_DN128932_c0_g1_i1	meanmale	2.536165179	FC1
TRINITY_DN128999_c1_g2_i3	meanmale	1.502857886	FC1
TRINITY_DN123408_c0_g1_i6	meanmale	2.175152847	FC1
TRINITY_DN67995_c0_g1_i1	meanmale	5.543466066	FC1
TRINITY_DN121160_c1_g2_i1	meanmale	5.015857132	FC1
TRINITY_DN121726_c0_g1_i1	meanmale	2.716411361	FC1
TRINITY_DN115461_c0_g1_i2	meanmale	5.374774422	FC1
TRINITY_DN131392_c0_g1_i2	meanmale	0.46004502	FC1
TRINITY_DN123299_c0_g1_i4	meanmale	2.378835518	FC1
TRINITY_DN116754_c0_g4_i2	meanmale	2.666430855	FC1
TRINITY_DN104751_c0_g1_i2	meanmale	2.956841707	FC1
TRINITY_DN132943_c0_g6_i1	meanmale	-0.581732415	FC1
TRINITY_DN119047_c0_g1_i1	meanmale	3.478336261	FC1
TRINITY_DN127856_c7_g1_i1	meanmale	0.925652134	FC1
TRINITY_DN132525_c0_g1_i2	meanmale	-1.104433816	FC1
TRINITY_DN118922_c2_g1_i8	meanmale	2.334520116	FC1
TRINITY_DN131034_c4_g1_i1	meanmale	1.104163264	FC1
TRINITY_DN130098_c0_g1_i16	meanmale	-0.04015422	FC1
TRINITY_DN135310_c4_g1_i3	meanmale	2.312899137	FC1
TRINITY_DN127059_c1_g4_i2	meanmale	3.710523004	FC1
TRINITY_DN135348_c0_g1_i1	meanmale	2.105613561	FC1
TRINITY_DN124459_c0_g1_i1	meanmale	2.792468041	FC1
TRINITY_DN101087_c0_g1_i1	meanmale	3.304238071	FC1
TRINITY_DN128686_c3_g1_i1	meanmale	5.036354724	FC1
TRINITY_DN115520_c0_g1_i2	meanmale	2.670757614	FC1
TRINITY_DN129335_c9_g1_i1	meanmale	2.803002918	FC1
TRINITY_DN124832_c11_g3_i2	meanmale	2.963727253	FC1
TRINITY_DN126692_c6_g4_i1	meanmale	3.536466268	FC1
TRINITY_DN179676_c0_g1_i1	meanmale	4.310914274	FC1
TRINITY_DN116854_c0_g1_i3	meanmale	2.948110238	FC1
TRINITY_DN115215_c1_g2_i1	meanmale	2.716863669	FC1
TRINITY_DN132552_c1_g1_i4	meanmale	0.533841037	FC1
TRINITY_DN125705_c0_g3_i1	meanmale	0.015160074	FC1
TRINITY_DN127092_c0_g1_i5	meanmale	0.352852087	FC1
TRINITY_DN130112_c8_g1_i3	meanmale	2.990919934	FC1
TRINITY_DN111014_c0_g1_i2	meanmale	3.020087979	FC1
TRINITY_DN125877_c0_g1_i2	meanmale	3.664222752	FC1
TRINITY_DN130053_c1_g1_i6	meanmale	1.520947062	FC1
TRINITY_DN128483_c5_g2_i2	meanmale	3.75655526	FC1
TRINITY_DN130545_c1_g7_i1	meanmale	1.430673519	FC1
TRINITY_DN136213_c2_g2_i1	meanmale	1.773000908	FC1
TRINITY_DN112749_c0_g3_i7	meanmale	2.869309781	FC1
TRINITY_DN132350_c1_g1_i1	meanmale	0.932893321	FC1
TRINITY_DN134234_c4_g2_i1	meanmale	1.342383382	FC1
TRINITY_DN127988_c3_g3_i1	meanmale	3.645331115	FC1
TRINITY_DN132278_c0_g1_i3	meanmale	5.936874454	FC1
TRINITY_DN133159_c0_g1_i1	meanmale	1.564394681	FC1
TRINITY_DN132762_c3_g1_i5	meanmale	1.224508431	FC1
TRINITY_DN117619_c0_g1_i1	meanmale	3.687508617	FC1
TRINITY_DN84774_c0_g1_i1	meanmale	1.8943262	FC1
TRINITY_DN121288_c0_g2_i2	meanmale	1.91793096	FC1
TRINITY_DN129797_c1_g3_i1	meanmale	1.67480201	FC1
TRINITY_DN120707_c0_g1_i4	meanmale	2.56154136	FC1
TRINITY_DN134491_c2_g2_i1	meanmale	-0.37599907	FC1
TRINITY_DN116746_c0_g1_i1	meanmale	5.001661524	FC1
TRINITY_DN119778_c1_g2_i2	meanmale	2.650988872	FC1
TRINITY_DN119521_c1_g1_i5	meanmale	1.859477179	FC1
TRINITY_DN121197_c0_g1_i2	meanmale	2.723323389	FC1
TRINITY_DN128751_c0_g2_i1	meanmale	4.81745734	FC1
TRINITY_DN118258_c0_g1_i2	meanmale	1.980898759	FC1
TRINITY_DN127238_c1_g1_i1	meanmale	3.99424896	FC1
TRINITY_DN110298_c0_g3_i1	meanmale	4.159950162	FC1
TRINITY_DN118194_c0_g1_i3	meanmale	2.69728928	FC1
TRINITY_DN122213_c2_g5_i1	meanmale	2.275873133	FC1
TRINITY_DN113434_c0_g1_i1	meanmale	2.707808521	FC1
TRINITY_DN135816_c2_g2_i1	meanmale	1.939168112	FC1
TRINITY_DN125277_c0_g1_i1	meanmale	2.316792614	FC1
TRINITY_DN124474_c0_g2_i2	meanmale	2.135021985	FC1
TRINITY_DN128579_c0_g1_i4	meanmale	3.15538935	FC1
TRINITY_DN122000_c1_g3_i2	meanmale	1.101194779	FC1
TRINITY_DN127028_c1_g1_i1	meanmale	0.704833078	FC1
TRINITY_DN122242_c0_g1_i1	meanmale	1.987291547	FC1
TRINITY_DN126639_c0_g1_i1	meanmale	2.142574128	FC1
TRINITY_DN110879_c0_g1_i2	meanmale	1.572655925	FC1
TRINITY_DN131911_c1_g1_i1	meanmale	3.241892626	FC1
TRINITY_DN121112_c0_g1_i1	meanmale	3.815128734	FC1
TRINITY_DN130024_c2_g3_i1	meanmale	2.895254691	FC1
TRINITY_DN123019_c0_g2_i4	meanmale	3.230657462	FC1
TRINITY_DN125330_c7_g6_i2	meanmale	2.949303438	FC1
TRINITY_DN207920_c0_g1_i1	meanmale	1.506371234	FC1
TRINITY_DN115323_c1_g1_i1	meanmale	3.115626126	FC1
TRINITY_DN122985_c0_g1_i4	meanmale	3.16551274	FC1
TRINITY_DN132606_c3_g1_i3	meanmale	1.165615075	FC1
TRINITY_DN133713_c0_g2_i2	meanmale	2.140419918	FC1
TRINITY_DN135816_c2_g1_i1	meanmale	3.267767819	FC1
TRINITY_DN135378_c2_g13_i2	meanmale	0.498942498	FC1
TRINITY_DN135615_c0_g1_i2	meanmale	2.601821884	FC1
TRINITY_DN110622_c0_g2_i1	meanmale	3.170790493	FC1
TRINITY_DN184690_c0_g1_i1	meanmale	3.253263558	FC1
TRINITY_DN129577_c7_g5_i1	meanmale	2.514423175	FC1
TRINITY_DN125641_c0_g1_i1	meanmale	2.686286854	FC1
TRINITY_DN115135_c0_g2_i1	meanmale	0.665825951	FC1
TRINITY_DN72469_c0_g2_i1	meanmale	4.961741088	FC1
TRINITY_DN130090_c8_g4_i5	meanmale	1.159127518	FC1
TRINITY_DN120692_c0_g1_i2	meanmale	3.275174743	FC1
TRINITY_DN124832_c9_g3_i2	meanmale	4.04762594	FC1
TRINITY_DN129167_c6_g1_i1	meanmale	1.590035325	FC1
TRINITY_DN132043_c0_g1_i2	meanmale	0.70718	FC1
TRINITY_DN134091_c4_g1_i1	meanmale	1.491349226	FC1
TRINITY_DN124646_c0_g1_i1	meanmale	1.04859051	FC1
TRINITY_DN18341_c0_g1_i1	meanmale	1.013262608	FC1
TRINITY_DN126540_c1_g4_i1	meanmale	1.595141753	FC1
TRINITY_DN135001_c1_g4_i3	meanmale	0.674456172	FC1
TRINITY_DN135780_c1_g1_i6	meanmale	2.627436967	FC1
TRINITY_DN124015_c2_g3_i1	meanmale	2.368855024	FC1
TRINITY_DN134370_c0_g1_i6	meanmale	0.703733203	FC1
TRINITY_DN129577_c7_g3_i1	meanmale	1.646476137	FC1
TRINITY_DN127522_c1_g6_i2	meanmale	4.36245391	FC1
TRINITY_DN122990_c0_g4_i2	meanmale	1.9606025	FC1
TRINITY_DN179317_c0_g1_i1	meanmale	2.419572333	FC1
TRINITY_DN130781_c6_g1_i1	meanmale	0.131537399	FC1
TRINITY_DN122221_c0_g2_i1	meanmale	1.579447598	FC1
TRINITY_DN132255_c5_g2_i1	meanmale	1.356962819	FC1
TRINITY_DN135793_c1_g1_i5	meanmale	4.026205961	FC1
TRINITY_DN113022_c0_g5_i1	meanmale	3.561412597	FC1
TRINITY_DN117253_c1_g2_i3	meanmale	2.783834445	FC1
TRINITY_DN135645_c1_g2_i1	meanmale	1.032136111	FC1
TRINITY_DN127335_c2_g3_i2	meanmale	3.04419916	FC1
TRINITY_DN135299_c1_g3_i1	meanmale	3.123749016	FC1
TRINITY_DN132392_c0_g1_i1	meanmale	0.36139059	FC1
TRINITY_DN100034_c0_g1_i1	meanmale	3.685253091	FC1
TRINITY_DN43901_c0_g2_i1	meanmale	3.817874032	FC1
TRINITY_DN128880_c4_g1_i2	meanmale	1.617043596	FC1
TRINITY_DN134829_c5_g1_i1	meanmale	1.288260848	FC1
TRINITY_DN131152_c2_g1_i2	meanmale	3.90694277	FC1
TRINITY_DN127209_c2_g4_i3	meanmale	0.980850552	FC1
TRINITY_DN125723_c1_g1_i5	meanmale	2.755264209	FC1
TRINITY_DN131831_c0_g3_i2	meanmale	3.599953801	FC1
TRINITY_DN125707_c1_g1_i1	meanmale	3.606985917	FC1
TRINITY_DN134259_c10_g2_i3	meanmale	2.43351144	FC1
TRINITY_DN126073_c0_g4_i10	meanmale	3.318695469	FC1
TRINITY_DN124691_c2_g2_i5	meanmale	3.671754889	FC1
TRINITY_DN131080_c0_g1_i2	meanmale	2.35725358	FC1
TRINITY_DN123899_c0_g1_i2	meanmale	0.856901124	FC1
TRINITY_DN130596_c3_g3_i1	meanmale	3.092248148	FC1
TRINITY_DN111511_c0_g1_i1	meanmale	0.013801937	FC1
TRINITY_DN129974_c1_g1_i1	meanmale	-0.878192636	FC1
TRINITY_DN127611_c0_g3_i1	meanmale	3.050992397	FC1
TRINITY_DN133851_c2_g1_i1	meanmale	4.621417408	FC1
TRINITY_DN120361_c0_g2_i1	meanmale	1.588190123	FC1
TRINITY_DN119935_c0_g1_i3	meanmale	3.145550569	FC1
TRINITY_DN125349_c2_g3_i3	meanmale	3.152856336	FC1
TRINITY_DN119417_c0_g1_i1	meanmale	2.712036081	FC1
TRINITY_DN134024_c1_g2_i1	meanmale	0.8929384	FC1
TRINITY_DN127311_c0_g1_i1	meanmale	2.860246147	FC1
TRINITY_DN126363_c6_g1_i1	meanmale	2.196284674	FC1
TRINITY_DN122083_c0_g2_i2	meanmale	1.971040883	FC1
TRINITY_DN118651_c0_g1_i1	meanmale	4.570219794	FC1
TRINITY_DN122379_c0_g2_i1	meanmale	3.277186754	FC1
TRINITY_DN131911_c1_g2_i2	meanmale	3.688515229	FC1
TRINITY_DN123133_c0_g1_i1	meanmale	2.44913163	FC1
TRINITY_DN125626_c0_g1_i1	meanmale	1.844576693	FC1
TRINITY_DN125330_c7_g1_i1	meanmale	3.905940342	FC1
TRINITY_DN132334_c4_g6_i1	meanmale	1.671869785	FC1
TRINITY_DN134992_c0_g1_i1	meanmale	3.303670823	FC1
TRINITY_DN91963_c0_g1_i2	meanmale	2.651056327	FC1
TRINITY_DN107702_c1_g1_i2	meanmale	3.323161941	FC1
TRINITY_DN127693_c2_g2_i1	meanmale	0.731231858	FC1
TRINITY_DN125794_c0_g2_i2	meanmale	1.610355085	FC1
TRINITY_DN119780_c1_g3_i5	meanmale	3.297598375	FC1
TRINITY_DN121278_c0_g1_i1	meanmale	1.078120313	FC1
TRINITY_DN121514_c8_g3_i1	meanmale	1.406625842	FC1
TRINITY_DN122501_c0_g1_i2	meanmale	1.398858121	FC1
TRINITY_DN134581_c1_g1_i1	meanmale	0.554503465	FC1
TRINITY_DN123664_c0_g1_i1	meanmale	-0.984079024	FC1
TRINITY_DN115822_c1_g2_i2	meanmale	-0.801483108	FC1
TRINITY_DN126222_c0_g1_i1	meanmale	1.573278212	FC1
TRINITY_DN107936_c0_g1_i2	meanmale	4.865929432	FC1
TRINITY_DN127009_c1_g1_i3	meanmale	0.561679421	FC1
TRINITY_DN123516_c0_g3_i4	meanmale	2.661040006	FC1
TRINITY_DN124241_c0_g2_i2	meanmale	4.46205723	FC1
TRINITY_DN123521_c1_g1_i2	meanmale	-0.57492485	FC1
TRINITY_DN127844_c2_g1_i2	meanmale	3.898418188	FC1
TRINITY_DN126117_c0_g5_i1	meanmale	2.518626709	FC1
TRINITY_DN128652_c2_g1_i3	meanmale	3.11998221	FC1
TRINITY_DN120400_c0_g1_i2	meanmale	3.160881907	FC1
TRINITY_DN110622_c0_g3_i4	meanmale	2.744520031	FC1
TRINITY_DN124855_c0_g9_i1	meanmale	2.110668167	FC1
TRINITY_DN127214_c0_g2_i1	meanmale	1.860908197	FC1
TRINITY_DN126953_c1_g4_i1	meanmale	2.265394061	FC1
TRINITY_DN135012_c0_g2_i1	meanmale	2.761610071	FC1
TRINITY_DN134491_c2_g4_i1	meanmale	0.749099163	FC1
TRINITY_DN133484_c4_g1_i1	meanmale	2.873469985	FC1
TRINITY_DN118904_c0_g1_i1	meanmale	0.391421613	FC1
TRINITY_DN134092_c1_g3_i3	meanmale	1.793267322	FC1
TRINITY_DN127024_c2_g3_i1	meanmale	1.779434726	FC1
TRINITY_DN133338_c1_g1_i1	meanmale	3.012703397	FC1
TRINITY_DN119886_c0_g2_i5	meanmale	2.737743349	FC1
TRINITY_DN134864_c1_g1_i1	meanmale	2.615565638	FC1
TRINITY_DN134992_c0_g2_i5	meanmale	5.037401219	FC1
TRINITY_DN133134_c3_g1_i3	meanmale	2.522069844	FC1
TRINITY_DN114162_c0_g2_i5	meanmale	1.963783261	FC1
TRINITY_DN126667_c5_g1_i1	meanmale	-0.181411721	FC1
TRINITY_DN132544_c0_g2_i1	meanmale	3.541503083	FC1
TRINITY_DN136615_c4_g4_i1	meanmale	4.345353872	FC1
TRINITY_DN122851_c0_g2_i1	meanmale	1.899359127	FC1
TRINITY_DN133531_c8_g13_i6	meanmale	4.644642056	FC1
TRINITY_DN132145_c0_g3_i20	meanmale	-0.364729255	FC1
TRINITY_DN126737_c1_g8_i8	meanmale	3.826791819	FC1
TRINITY_DN129105_c1_g1_i2	meanmale	-0.20820876	FC1
TRINITY_DN133032_c0_g2_i1	meanmale	1.490012543	FC1
TRINITY_DN125256_c0_g1_i1	meanmale	0.796944077	FC1
TRINITY_DN122190_c1_g1_i1	meanmale	1.790637863	FC1
TRINITY_DN135998_c1_g3_i1	meanmale	0.513600544	FC1
TRINITY_DN122956_c3_g1_i1	meanmale	2.09753228	FC1
TRINITY_DN120623_c0_g1_i1	meanmale	1.921895026	FC1
TRINITY_DN126082_c1_g3_i1	meanmale	2.348829577	FC1
TRINITY_DN114697_c0_g1_i1	meanmale	1.450528583	FC1
TRINITY_DN126945_c0_g1_i2	meanmale	3.23815405	FC1
TRINITY_DN134788_c3_g1_i3	meanmale	2.227706197	FC1
TRINITY_DN125062_c0_g1_i2	meanmale	1.893026926	FC1
TRINITY_DN127054_c1_g1_i10	meanmale	2.388691464	FC1
TRINITY_DN135360_c8_g3_i3	meanmale	0.677517749	FC1
TRINITY_DN114868_c0_g1_i1	meanmale	4.133860846	FC1
TRINITY_DN123204_c5_g4_i1	meanmale	1.457865382	FC1
TRINITY_DN129022_c6_g4_i1	meanmale	2.18932226	FC1
TRINITY_DN108436_c0_g1_i2	meanmale	3.071861994	FC1
TRINITY_DN125913_c3_g1_i2	meanmale	3.736348865	FC1
TRINITY_DN122476_c2_g2_i3	meanmale	4.171154627	FC1
TRINITY_DN123859_c0_g1_i3	meanmale	3.346394478	FC1
TRINITY_DN96170_c0_g2_i2	meanmale	2.681920448	FC1
TRINITY_DN127246_c0_g5_i3	meanmale	1.541693135	FC1
TRINITY_DN99652_c0_g1_i3	meanmale	3.78954886	FC1
TRINITY_DN132317_c2_g4_i4	meanmale	3.64122592	FC1
TRINITY_DN123612_c2_g1_i1	meanmale	2.739342557	FC1
TRINITY_DN120763_c0_g1_i1	meanmale	3.659100814	FC1
TRINITY_DN128626_c2_g3_i7	meanmale	0.42608254	FC1
TRINITY_DN118968_c0_g1_i1	meanmale	2.755990798	FC1
TRINITY_DN129860_c0_g3_i1	meanmale	3.610699268	FC1
TRINITY_DN123201_c0_g1_i2	meanmale	3.439810449	FC1
TRINITY_DN128951_c3_g4_i7	meanmale	1.534306972	FC1
TRINITY_DN83093_c0_g1_i1	meanmale	0.967236665	FC1
TRINITY_DN120236_c2_g1_i2	meanmale	3.227038206	FC1
TRINITY_DN115041_c0_g1_i2	meanmale	3.260481577	FC1
TRINITY_DN113238_c0_g3_i1	meanmale	2.523715849	FC1
TRINITY_DN133244_c2_g1_i3	meanmale	2.106193846	FC1
TRINITY_DN100376_c0_g1_i1	meanmale	1.85117654	FC1
TRINITY_DN103549_c0_g1_i1	meanmale	4.96295522	FC1
TRINITY_DN123597_c3_g1_i3	meanmale	1.126756608	FC1
TRINITY_DN132865_c2_g4_i12	meanmale	2.362797251	FC1
TRINITY_DN122130_c0_g1_i3	meanmale	7.183168354	FC1
TRINITY_DN115075_c0_g1_i1	meanmale	2.795699138	FC1
TRINITY_DN110996_c0_g1_i1	meanmale	1.611634256	FC1
TRINITY_DN111377_c0_g1_i1	meanmale	-1.899985906	FC1
TRINITY_DN131905_c3_g3_i7	meanmale	1.563400848	FC1
TRINITY_DN129503_c1_g1_i2	meanmale	1.70514237	FC1
TRINITY_DN120954_c2_g6_i2	meanmale	3.512866462	FC1
TRINITY_DN129929_c2_g2_i1	meanmale	1.313906881	FC1
TRINITY_DN129441_c7_g1_i3	meanmale	0.954200059	FC1
TRINITY_DN122654_c5_g1_i3	meanmale	0.266343109	FC1
TRINITY_DN129765_c1_g6_i4	meanmale	3.775392153	FC1
TRINITY_DN125212_c1_g3_i1	meanmale	1.817684015	FC1
TRINITY_DN123691_c0_g1_i2	meanmale	2.719842486	FC1
TRINITY_DN127006_c0_g1_i2	meanmale	2.401429882	FC1
TRINITY_DN136301_c4_g11_i2	meanmale	1.104684811	FC1
TRINITY_DN134088_c4_g4_i1	meanmale	4.740622506	FC1
TRINITY_DN124490_c6_g4_i1	meanmale	2.921371108	FC1
TRINITY_DN116406_c0_g1_i8	meanmale	4.72012419	FC1
TRINITY_DN133099_c1_g3_i1	meanmale	0.450792098	FC1
TRINITY_DN128450_c0_g1_i7	meanmale	-0.912123051	FC1
TRINITY_DN125559_c2_g1_i3	meanmale	3.45817821	FC1
TRINITY_DN119088_c0_g4_i2	meanmale	4.588892298	FC1
TRINITY_DN125517_c0_g1_i5	meanmale	0.555935639	FC1
TRINITY_DN125454_c2_g2_i1	meanmale	1.74284607	FC1
TRINITY_DN123779_c0_g3_i1	meanmale	2.822068786	FC1
TRINITY_DN120911_c2_g1_i2	meanmale	2.406796263	FC1
TRINITY_DN115381_c0_g1_i1	meanmale	3.515643344	FC1
TRINITY_DN131853_c5_g8_i2	meanmale	2.126358164	FC1
TRINITY_DN122142_c0_g2_i2	meanmale	0.287161819	FC1
TRINITY_DN129524_c0_g1_i5	meanmale	2.495914422	FC1
TRINITY_DN134123_c0_g6_i4	meanmale	4.648226364	FC1
TRINITY_DN115152_c0_g2_i1	meanmale	0.872543689	FC1
TRINITY_DN124765_c5_g3_i1	meanmale	2.079006845	FC1
TRINITY_DN124509_c0_g1_i1	meanmale	-0.978961068	FC1
TRINITY_DN125875_c1_g3_i1	meanmale	1.366831853	FC1
TRINITY_DN123619_c0_g1_i5	meanmale	3.029245264	FC1
TRINITY_DN114917_c0_g1_i2	meanmale	0.382737753	FC1
TRINITY_DN125805_c0_g1_i2	meanmale	3.13475385	FC1
TRINITY_DN123204_c6_g1_i3	meanmale	4.015879884	FC1
TRINITY_DN133289_c0_g3_i10	meanmale	3.12158407	FC1
TRINITY_DN133490_c0_g3_i3	meanmale	-1.71703106	FC1
TRINITY_DN118755_c0_g1_i1	meanmale	3.047083728	FC1
TRINITY_DN130305_c0_g1_i1	meanmale	1.239001518	FC1
TRINITY_DN129480_c0_g2_i9	meanmale	1.43724898	FC1
TRINITY_DN117785_c0_g2_i1	meanmale	3.077656158	FC1
TRINITY_DN121033_c0_g1_i1	meanmale	4.003330665	FC1
TRINITY_DN124017_c2_g2_i1	meanmale	2.322031582	FC1
TRINITY_DN123763_c0_g1_i1	meanmale	3.146842282	FC1
TRINITY_DN135788_c4_g1_i1	meanmale	1.403082238	FC1
TRINITY_DN127163_c0_g4_i1	meanmale	3.226459292	FC1
TRINITY_DN115134_c0_g1_i1	meanmale	0.570667349	FC1
TRINITY_DN129782_c5_g1_i2	meanmale	-0.527714859	FC1
TRINITY_DN132581_c0_g1_i5	meanmale	1.837663534	FC1
TRINITY_DN129638_c0_g1_i3	meanmale	2.507020942	FC1
TRINITY_DN134807_c6_g7_i1	meanmale	2.019096679	FC1
TRINITY_DN122603_c0_g1_i1	meanmale	2.091331685	FC1
TRINITY_DN131863_c0_g1_i1	meanmale	2.370998777	FC1
TRINITY_DN128730_c4_g1_i1	meanmale	1.956653052	FC1
TRINITY_DN130866_c2_g2_i1	meanmale	2.279908473	FC1
