gid	tau	tissue	stage
TRINITY_DN131922_c2_g1_i3	0.613611551	G23_mmean	G23
TRINITY_DN125923_c0_g2_i2	0.216648733	G23_fmean	G23
TRINITY_DN118709_c0_g1_i3	0.684286733	Brain_fmean	G23
TRINITY_DN130925_c4_g1_i2	0.562872089	Brain_mmean	G23
TRINITY_DN123612_c1_g1_i5	0.152238642	G23_fmean	G23
TRINITY_DN133162_c0_g1_i3	0.668462781	Brain_fmean	G23
TRINITY_DN118022_c0_g1_i1	0.444203772	G23_mmean	G23
TRINITY_DN135430_c5_g7_i2	0.597153504	Testis_mean	G23
TRINITY_DN134383_c0_g2_i1	0.077190335	Testis_mean	G23
TRINITY_DN130631_c0_g1_i1	0.127793768	G46_F_mean	G23
TRINITY_DN121320_c0_g1_i1	0.224379734	Liver_mmean	G23
TRINITY_DN126849_c4_g1_i2	0.293942009	G27_fmean	G23
TRINITY_DN130318_c0_g1_i1	0.339873216	G23_fmean	G23
TRINITY_DN128487_c0_g1_i2	0.230057052	Brain_mmean	G23
TRINITY_DN127665_c2_g1_i2	0.254641558	Brain_mmean	G23
TRINITY_DN126413_c0_g2_i1	0.201021133	G23_mmean	G23
TRINITY_DN133394_c6_g1_i2	0.520421831	Brain_mmean	G23
TRINITY_DN125794_c0_g2_i2	0.571417231	Ovary_mean	G23
TRINITY_DN134891_c1_g1_i2	0.318184975	Ovary_mean	G23
TRINITY_DN133583_c0_g1_i3	0.174364379	G23_mmean	G23
TRINITY_DN134001_c2_g2_i1	0.169357761	Brain_mmean	G23
TRINITY_DN123703_c1_g1_i1	0.208457222	Ovary_mean	G23
TRINITY_DN133276_c0_g2_i3	0.379309207	Brain_mmean	G23
TRINITY_DN130512_c3_g3_i1	0.297068411	Brain_fmean	G23
TRINITY_DN106447_c0_g1_i1	0.24221479	Ovary_mean	G23
TRINITY_DN136348_c3_g2_i4	0.531291926	Ovary_mean	G23
TRINITY_DN125374_c0_g1_i2	0.364749942	G23_fmean	G23
TRINITY_DN127150_c4_g6_i2	0.448301387	Ovary_mean	G23
TRINITY_DN129592_c2_g1_i2	0.325334019	Ovary_mean	G23
TRINITY_DN127027_c3_g1_i1	0.561601413	Brain_mmean	G23
TRINITY_DN121590_c0_g1_i1	0.102754881	Brain_mmean	G23
TRINITY_DN133263_c0_g1_i1	0.336165194	Ovary_mean	G23
TRINITY_DN133034_c0_g8_i2	0.270046972	G46_M_mean	G23
TRINITY_DN129897_c11_g2_i2	0.57435459	G23_mmean	G23
TRINITY_DN111683_c1_g1_i1	0.166761362	G23_fmean	G23
TRINITY_DN129431_c3_g2_i3	0.358252404	Ovary_mean	G23
TRINITY_DN118978_c0_g1_i1	0.340701951	Ovary_mean	G23
TRINITY_DN134510_c3_g1_i1	0.186641022	Ovary_mean	G23
TRINITY_DN136246_c2_g1_i1	0.579547592	G31_fmean	G23
TRINITY_DN121384_c0_g1_i7	0.181511391	Ovary_mean	G23
TRINITY_DN105472_c0_g3_i2	0.300659375	Ovary_mean	G23
TRINITY_DN131566_c3_g19_i1	0.352268667	Ovary_mean	G23
TRINITY_DN121191_c0_g1_i3	0.459938711	Brain_mmean	G23
TRINITY_DN129754_c0_g2_i2	0.446806752	Ovary_mean	G23
TRINITY_DN123371_c1_g1_i1	0.319918989	G31_fmean	G23
TRINITY_DN136394_c9_g1_i1	0.209860782	G43_M_mean	G23
TRINITY_DN119773_c0_g1_i1	0.418717627	G23_mmean	G23
TRINITY_DN121817_c0_g1_i2	0.41087205	G23_fmean	G23
TRINITY_DN131443_c1_g1_i2	0.466758	Ovary_mean	G23
TRINITY_DN136381_c0_g3_i4	0.576943963	Ovary_mean	G23
TRINITY_DN133161_c1_g1_i12	0.323513117	G23_fmean	G23
TRINITY_DN95674_c0_g1_i2	0.46942322	G46_M_mean	G23
TRINITY_DN131035_c0_g3_i2	0.401866908	Liver_fmean	G23
TRINITY_DN123745_c0_g1_i2	0.158834143	Brain_fmean	G23
TRINITY_DN132334_c4_g5_i1	0.405571253	G23_mmean	G23
TRINITY_DN133600_c2_g1_i2	0.349355584	Brain_mmean	G23
TRINITY_DN134876_c3_g1_i3	0.36433818	Brain_mmean	G23
TRINITY_DN122909_c5_g4_i5	0.166407805	G23_mmean	G23
TRINITY_DN122746_c3_g1_i3	0.351191484	Testis_mean	G23
TRINITY_DN115261_c0_g1_i1	0.479075851	Ovary_mean	G23
TRINITY_DN129454_c4_g4_i2	0.357969834	Brain_mmean	G23
TRINITY_DN133540_c1_g1_i2	0.220329257	G43_M_mean	G23
TRINITY_DN128948_c4_g4_i1	0.181277101	G23_fmean	G23
TRINITY_DN63296_c0_g2_i1	0.326494959	Testis_mean	G23
TRINITY_DN125251_c3_g5_i1	0.279753339	G23_mmean	G23
TRINITY_DN120746_c0_g3_i1	0.147349377	Ovary_mean	G23
TRINITY_DN119736_c0_g1_i3	0.365481585	Ovary_mean	G23
TRINITY_DN128419_c0_g2_i2	0.398097352	Ovary_mean	G23
TRINITY_DN132365_c2_g1_i2	0.191127381	G43_M_mean	G23
TRINITY_DN118313_c2_g8_i1	0.170065155	G43_M_mean	G23
TRINITY_DN123189_c2_g7_i4	0.431177879	Ovary_mean	G23
TRINITY_DN127620_c0_g1_i1	0.587839238	Brain_mmean	G23
TRINITY_DN133357_c2_g6_i5	0.54082569	G46_M_mean	G23
TRINITY_DN136406_c5_g2_i1	0.287656355	Brain_mmean	G23
TRINITY_DN128802_c2_g1_i1	0.340927959	Ovary_mean	G23
TRINITY_DN135577_c6_g6_i1	0.15738259	G31_mmean	G23
TRINITY_DN132129_c1_g1_i1	0.110264191	G46_M_mean	G23
TRINITY_DN125769_c0_g1_i1	0.232238548	G23_mmean	G23
TRINITY_DN128368_c0_g1_i1	0.335955737	Ovary_mean	G23
TRINITY_DN133497_c2_g1_i1	0.252873792	Ovary_mean	G23
TRINITY_DN132814_c0_g1_i5	0.485515147	Brain_fmean	G23
TRINITY_DN131583_c4_g2_i3	0.074910218	Testis_mean	G23
TRINITY_DN121101_c0_g1_i4	0.264627721	G23_mmean	G23
TRINITY_DN134416_c7_g5_i2	0.140727864	Brain_mmean	G23
TRINITY_DN131885_c2_g6_i1	0.428988341	Ovary_mean	G23
TRINITY_DN130247_c4_g3_i3	0.269138202	G23_mmean	G23
TRINITY_DN131469_c12_g1_i1	0.215936155	Brain_mmean	G23
TRINITY_DN129670_c3_g2_i2	0.276264808	G23_mmean	G23
TRINITY_DN134164_c0_g3_i1	0.331151152	Ovary_mean	G23
TRINITY_DN125463_c5_g2_i5	0.214636234	G27_fmean	G23
TRINITY_DN209603_c0_g1_i1	0.489751796	Ovary_mean	G23
TRINITY_DN126652_c0_g1_i1	0.154788202	G27_mmean	G23
TRINITY_DN127949_c1_g1_i8	0.201976451	Brain_mmean	G23
TRINITY_DN125720_c2_g3_i3	0.422360454	Ovary_mean	G23
TRINITY_DN128172_c3_g5_i1	0.19879761	Brain_mmean	G23
TRINITY_DN124459_c0_g1_i1	0.470711365	Ovary_mean	G23
TRINITY_DN123842_c8_g2_i6	0.455989435	Ovary_mean	G23
TRINITY_DN88313_c0_g2_i1	0.643219993	G31_fmean	G23
TRINITY_DN126849_c6_g1_i4	0.316250443	Ovary_mean	G23
TRINITY_DN135790_c25_g1_i1	0.175614311	G23_fmean	G23
TRINITY_DN125381_c8_g4_i2	0.393424705	Brain_fmean	G23
TRINITY_DN129573_c0_g1_i2	0.177499158	Brain_fmean	G23
TRINITY_DN121762_c0_g1_i2	0.204392234	Brain_mmean	G23
TRINITY_DN123378_c6_g4_i9	0.348440268	Brain_fmean	G23
TRINITY_DN130514_c4_g4_i1	0.384178524	Ovary_mean	G23
TRINITY_DN120516_c0_g1_i1	0.383807673	G23_mmean	G23
TRINITY_DN113644_c0_g1_i2	0.268149793	Brain_mmean	G23
TRINITY_DN124987_c0_g1_i1	0.197933417	Brain_mmean	G23
TRINITY_DN136311_c2_g2_i1	0.065833599	G23_fmean	G23
TRINITY_DN121780_c0_g2_i1	0.248965794	Brain_mmean	G23
TRINITY_DN124331_c1_g6_i5	0.346303972	Brain_fmean	G23
TRINITY_DN131988_c1_g3_i1	0.250519475	G23_fmean	G23
TRINITY_DN129042_c6_g1_i1	0.215667979	Brain_fmean	G23
TRINITY_DN132588_c3_g1_i1	0.199340219	G23_mmean	G23
TRINITY_DN132352_c0_g1_i2	0.291303436	Ovary_mean	G23
TRINITY_DN120566_c0_g1_i2	0.128507817	Brain_fmean	G23
TRINITY_DN135753_c0_g2_i4	0.380050408	G43_M_mean	G23
TRINITY_DN128254_c2_g2_i1	0.474731707	G23_mmean	G23
TRINITY_DN111548_c0_g1_i3	0.268108288	Ovary_mean	G23
TRINITY_DN131807_c5_g2_i2	0.183737361	G23_mmean	G23
TRINITY_DN124394_c3_g1_i1	0.348311218	Brain_fmean	G23
TRINITY_DN122644_c2_g2_i1	0.383851829	Ovary_mean	G23
TRINITY_DN126797_c0_g2_i1	0.311621639	Liver_fmean	G23
TRINITY_DN128848_c3_g1_i2	0.172051715	Ovary_mean	G23
TRINITY_DN119988_c0_g1_i3	0.218410623	Ovary_mean	G23
TRINITY_DN136647_c2_g1_i3	0.440940068	Liver_mmean	G23
TRINITY_DN117871_c0_g1_i1	0.365580456	Ovary_mean	G23
TRINITY_DN153555_c0_g1_i1	0.330842601	G23_fmean	G23
TRINITY_DN121893_c0_g1_i6	0.272519969	Brain_mmean	G23
TRINITY_DN131803_c1_g1_i1	0.196787948	Ovary_mean	G23
TRINITY_DN125463_c2_g1_i1	0.239401989	G23_fmean	G23
TRINITY_DN131265_c3_g7_i2	0.635047332	G23_fmean	G23
TRINITY_DN117731_c0_g1_i1	0.45037286	Ovary_mean	G23
TRINITY_DN134165_c3_g2_i1	0.469644768	Ovary_mean	G23
TRINITY_DN130338_c8_g2_i4	0.328151425	Ovary_mean	G23
TRINITY_DN127039_c0_g3_i7	0.52840988	G27_mmean	G23
TRINITY_DN119418_c0_g1_i1	0.360189708	Ovary_mean	G23
TRINITY_DN118039_c0_g1_i2	0.259680263	Brain_fmean	G23
TRINITY_DN117090_c1_g1_i4	0.494550967	Brain_mmean	G23
TRINITY_DN123055_c7_g1_i4	0.116072425	Ovary_mean	G23
TRINITY_DN123723_c1_g1_i1	0.205543625	Ovary_mean	G23
TRINITY_DN130170_c2_g2_i2	0.372986008	Testis_mean	G23
TRINITY_DN120578_c0_g1_i1	0.578823084	G27_mmean	G23
TRINITY_DN133717_c1_g5_i4	0.374634569	Ovary_mean	G23
TRINITY_DN121773_c0_g1_i2	0.311875562	G23_fmean	G23
TRINITY_DN134666_c4_g1_i1	0.156173051	G23_mmean	G23
TRINITY_DN125552_c1_g2_i2	0.433556469	G46_M_mean	G23
TRINITY_DN135175_c4_g2_i5	0.354795451	Brain_fmean	G23
TRINITY_DN135537_c0_g1_i1	0.36774154	Testis_mean	G23
TRINITY_DN127520_c0_g3_i7	0.239237076	Liver_fmean	G23
TRINITY_DN126301_c0_g1_i2	0.334821269	Ovary_mean	G23
TRINITY_DN111591_c0_g2_i2	0.56806391	G27_mmean	G23
TRINITY_DN116210_c0_g1_i1	0.490549934	Ovary_mean	G23
TRINITY_DN125942_c2_g3_i6	0.18679618	G23_fmean	G23
TRINITY_DN118596_c0_g1_i3	0.160094371	G23_fmean	G23
TRINITY_DN130789_c3_g1_i1	0.186003424	G23_mmean	G23
TRINITY_DN127879_c2_g4_i2	0.411118469	Brain_mmean	G23
TRINITY_DN82810_c0_g2_i1	0.512475933	Brain_mmean	G23
TRINITY_DN105324_c0_g1_i5	0.046417742	G23_fmean	G23
TRINITY_DN126675_c0_g1_i5	0.086860743	G27_fmean	G23
TRINITY_DN129264_c1_g1_i1	0.057067786	Testis_mean	G23
TRINITY_DN136618_c14_g1_i1	0.275823758	Brain_mmean	G23
TRINITY_DN135999_c2_g7_i2	0.544955694	Ovary_mean	G23
TRINITY_DN134095_c1_g9_i10	0.302100425	Ovary_mean	G23
TRINITY_DN117328_c0_g1_i1	0.627247059	Brain_mmean	G23
TRINITY_DN129045_c0_g1_i1	0.35722482	Brain_mmean	G23
TRINITY_DN129020_c1_g4_i2	0.337773993	G31_mmean	G23
TRINITY_DN133596_c0_g2_i1	0.403896478	Liver_fmean	G23
TRINITY_DN46317_c0_g1_i1	0.190334788	Brain_mmean	G23
TRINITY_DN128224_c1_g1_i2	0.30934164	Ovary_mean	G23
TRINITY_DN115253_c0_g1_i1	0.552489184	Brain_mmean	G23
TRINITY_DN128724_c0_g1_i3	0.092753177	Brain_fmean	G23
TRINITY_DN114238_c0_g1_i2	0.146138041	Testis_mean	G23
TRINITY_DN133808_c0_g1_i2	0.177287707	Brain_fmean	G23
TRINITY_DN115296_c1_g3_i1	0.23949951	Liver_fmean	G23
TRINITY_DN131756_c3_g2_i1	0.213287896	G23_fmean	G23
TRINITY_DN136650_c8_g2_i1	0.28036071	G43_M_mean	G23
TRINITY_DN127334_c5_g2_i1	0.377589327	Ovary_mean	G23
TRINITY_DN125986_c0_g1_i2	0.333651734	Brain_mmean	G23
TRINITY_DN127352_c0_g1_i1	0.330397617	Ovary_mean	G23
TRINITY_DN125501_c0_g1_i1	0.186582063	G27_mmean	G23
TRINITY_DN125899_c5_g1_i2	0.461745025	Ovary_mean	G23
TRINITY_DN128422_c6_g7_i4	0.246662931	G23_fmean	G23
TRINITY_DN135912_c4_g3_i1	0.206627382	Testis_mean	G23
TRINITY_DN112790_c0_g1_i1	0.471715614	Testis_mean	G23
TRINITY_DN135439_c2_g1_i3	0.391584512	Ovary_mean	G23
TRINITY_DN117298_c0_g1_i1	0.176394349	Ovary_mean	G23
TRINITY_DN126407_c4_g1_i1	0.46976156	Ovary_mean	G23
TRINITY_DN119766_c0_g1_i1	0.268450899	Ovary_mean	G23
TRINITY_DN129790_c0_g1_i6	0.317476808	Ovary_mean	G23
TRINITY_DN116311_c0_g1_i1	0.338370885	Ovary_mean	G23
TRINITY_DN127087_c0_g1_i1	0.246849094	Brain_mmean	G23
TRINITY_DN117635_c0_g1_i2	0.252891004	Brain_fmean	G23
TRINITY_DN128378_c1_g1_i4	0.254642032	Brain_mmean	G23
TRINITY_DN121711_c0_g1_i2	0.318816631	Ovary_mean	G23
TRINITY_DN130671_c3_g2_i4	0.547774678	Brain_mmean	G23
TRINITY_DN113724_c0_g1_i1	0.202826262	Ovary_mean	G23
TRINITY_DN136201_c7_g1_i2	0.210670588	Ovary_mean	G23
TRINITY_DN126036_c6_g4_i2	0.072674613	G27_fmean	G23
TRINITY_DN130053_c2_g1_i8	0.417878165	Brain_mmean	G23
TRINITY_DN134750_c8_g6_i3	0.158432808	G23_mmean	G23
TRINITY_DN130953_c3_g3_i1	0.270375002	Ovary_mean	G23
TRINITY_DN129425_c1_g1_i1	0.146547011	G43_F_mean	G23
TRINITY_DN129499_c0_g1_i2	0.640365069	Ovary_mean	G23
TRINITY_DN123039_c0_g1_i1	0.196058718	G23_mmean	G23
TRINITY_DN120808_c0_g1_i3	0.610994432	Brain_mmean	G23
TRINITY_DN119100_c0_g1_i2	0.506751596	Ovary_mean	G23
TRINITY_DN125335_c6_g1_i7	0.64766903	G27_mmean	G23
TRINITY_DN119097_c0_g1_i1	0.345361525	Brain_mmean	G23
TRINITY_DN118995_c0_g1_i2	0.418298034	Ovary_mean	G23
TRINITY_DN124715_c0_g1_i2	0.345474168	Ovary_mean	G23
TRINITY_DN113259_c0_g1_i1	0.234941757	Ovary_mean	G23
TRINITY_DN124346_c12_g4_i4	0.133019537	Brain_mmean	G23
TRINITY_DN132393_c0_g2_i3	0.28762733	Brain_fmean	G23
TRINITY_DN135854_c3_g3_i3	0.386720094	G27_mmean	G23
TRINITY_DN121119_c0_g1_i1	0.403957083	Brain_mmean	G23
TRINITY_DN126721_c3_g5_i2	0.605358733	G23_mmean	G23
TRINITY_DN121188_c0_g1_i1	0.213282631	Ovary_mean	G23
TRINITY_DN132725_c0_g1_i1	0.326180937	Liver_mmean	G23
TRINITY_DN125667_c9_g1_i1	0.607158079	Ovary_mean	G23
TRINITY_DN126192_c3_g2_i13	0.294772392	Ovary_mean	G23
TRINITY_DN124436_c6_g1_i1	0.122066268	Brain_fmean	G23
TRINITY_DN122034_c0_g3_i2	0.502966073	Ovary_mean	G23
TRINITY_DN133994_c4_g2_i1	0.149008093	G43_M_mean	G23
TRINITY_DN127324_c1_g1_i1	0.377817693	Ovary_mean	G23
TRINITY_DN132687_c4_g1_i1	0.275272155	G27_mmean	G23
TRINITY_DN134393_c11_g3_i1	0.268547633	G23_mmean	G23
TRINITY_DN128525_c0_g1_i1	0.242177497	G43_F_mean	G23
TRINITY_DN164861_c0_g1_i1	0.33934624	Ovary_mean	G23
TRINITY_DN128065_c4_g6_i1	0.210409208	G27_mmean	G23
TRINITY_DN120904_c0_g2_i3	0.172535228	G23_fmean	G23
TRINITY_DN125895_c0_g1_i2	0.518016959	Ovary_mean	G23
TRINITY_DN135450_c0_g1_i9	0.333546775	Ovary_mean	G23
TRINITY_DN129919_c0_g2_i13	0.143018344	Ovary_mean	G23
TRINITY_DN129540_c3_g1_i3	0.150583251	Brain_mmean	G23
TRINITY_DN118583_c0_g1_i2	0.150343732	Liver_fmean	G23
TRINITY_DN124678_c1_g4_i3	0.350059041	Brain_mmean	G23
TRINITY_DN136012_c1_g1_i5	0.685622481	Brain_fmean	G23
TRINITY_DN114684_c0_g1_i1	0.406177418	Ovary_mean	G23
TRINITY_DN136615_c4_g4_i1	0.379776833	Ovary_mean	G23
TRINITY_DN132924_c0_g3_i1	0.674714146	G31_mmean	G23
TRINITY_DN127861_c1_g3_i1	0.205775087	Testis_mean	G23
TRINITY_DN72771_c0_g2_i1	0.199179489	Ovary_mean	G23
TRINITY_DN125284_c3_g3_i1	0.237652112	Ovary_mean	G23
TRINITY_DN115566_c0_g1_i1	0.283555572	G43_M_mean	G23
TRINITY_DN126282_c7_g1_i3	0.332571028	Brain_fmean	G23
TRINITY_DN118049_c0_g1_i1	0.443590789	Brain_mmean	G23
TRINITY_DN129099_c3_g4_i5	0.268958092	Brain_mmean	G23
TRINITY_DN128913_c0_g2_i1	0.390514423	Ovary_mean	G23
TRINITY_DN127250_c1_g4_i1	0.496204667	G43_F_mean	G23
TRINITY_DN132199_c4_g14_i1	0.154116672	Brain_fmean	G23
TRINITY_DN134377_c4_g1_i5	0.208224505	Ovary_mean	G23
TRINITY_DN111747_c0_g1_i1	0.297215127	Ovary_mean	G23
TRINITY_DN128768_c3_g1_i4	0.355139081	Liver_mmean	G23
TRINITY_DN126370_c0_g1_i2	0.348482979	Brain_mmean	G23
TRINITY_DN127734_c0_g1_i3	0.09341619	Brain_mmean	G23
TRINITY_DN132825_c3_g1_i6	0.298750025	Ovary_mean	G23
TRINITY_DN130511_c0_g2_i2	0.615880769	Ovary_mean	G23
TRINITY_DN101833_c0_g1_i1	0.394024284	Ovary_mean	G23
TRINITY_DN121416_c0_g1_i2	0.470982388	Ovary_mean	G23
TRINITY_DN119650_c0_g2_i1	0.106643344	Brain_fmean	G23
TRINITY_DN120161_c0_g2_i9	0.400093203	Ovary_mean	G23
TRINITY_DN136026_c0_g1_i9	0.59797883	G46_F_mean	G23
TRINITY_DN120622_c0_g1_i1	0.361639797	Ovary_mean	G23
TRINITY_DN118673_c0_g1_i1	0.463891773	Ovary_mean	G23
TRINITY_DN127722_c0_g1_i2	0.355014851	Ovary_mean	G23
TRINITY_DN124385_c4_g1_i3	0.206146321	G23_fmean	G23
TRINITY_DN126501_c5_g3_i1	0.274350435	Ovary_mean	G23
TRINITY_DN125568_c2_g2_i1	0.156304341	Ovary_mean	G23
TRINITY_DN129006_c2_g1_i4	0.377117782	G46_M_mean	G23
TRINITY_DN129245_c0_g1_i1	0.331106536	G43_M_mean	G23
TRINITY_DN133014_c5_g1_i1	0.254898252	Brain_mmean	G23
TRINITY_DN116944_c0_g1_i1	0.26605954	Ovary_mean	G23
TRINITY_DN136525_c2_g3_i2	0.358279444	Brain_fmean	G23
TRINITY_DN118707_c0_g1_i1	0.135615192	G46_M_mean	G23
TRINITY_DN128730_c4_g1_i1	0.483188477	Ovary_mean	G23
TRINITY_DN119636_c0_g1_i2	0.493027544	G27_mmean	G23
TRINITY_DN131625_c5_g6_i1	0.399367147	Brain_mmean	G23
TRINITY_DN107774_c0_g1_i2	0.233174819	Ovary_mean	G23
TRINITY_DN123263_c0_g1_i4	0.394100615	Ovary_mean	G23
TRINITY_DN130794_c4_g10_i1	0.365038332	Ovary_mean	G23
TRINITY_DN193423_c0_g1_i1	0.206772824	Ovary_mean	G23
TRINITY_DN128763_c4_g1_i2	0.161423551	Testis_mean	G23
TRINITY_DN125256_c2_g1_i2	0.166235119	G23_mmean	G23
TRINITY_DN134752_c5_g2_i1	0.56615326	G27_fmean	G23
TRINITY_DN115242_c0_g1_i2	0.533301037	Ovary_mean	G23
TRINITY_DN124238_c0_g1_i1	0.530320745	Ovary_mean	G23
TRINITY_DN130764_c2_g2_i4	0.642619932	Brain_mmean	G23
TRINITY_DN124186_c1_g1_i1	0.370214502	Ovary_mean	G23
TRINITY_DN129004_c0_g3_i2	0.346531244	Liver_fmean	G23
TRINITY_DN130721_c1_g2_i1	0.087720693	Testis_mean	G23
TRINITY_DN122624_c3_g1_i1	0.388837762	Ovary_mean	G23
TRINITY_DN113447_c0_g1_i1	0.38635984	Ovary_mean	G23
TRINITY_DN128119_c1_g1_i2	0.07542341	Testis_mean	G23
TRINITY_DN131266_c3_g3_i1	0.19825808	Brain_mmean	G23
TRINITY_DN129690_c6_g3_i2	0.393729944	Ovary_mean	G23
TRINITY_DN133140_c4_g1_i1	0.268589487	G23_fmean	G23
TRINITY_DN130165_c1_g2_i6	0.413029247	G31_mmean	G23
TRINITY_DN123675_c0_g1_i1	0.357022375	Ovary_mean	G23
TRINITY_DN132949_c1_g1_i1	0.249393036	Brain_fmean	G23
TRINITY_DN119803_c0_g1_i2	0.069563838	Ovary_mean	G23
TRINITY_DN116031_c0_g1_i1	0.302121364	G43_M_mean	G23
TRINITY_DN128059_c4_g1_i3	0.680555824	G23_mmean	G23
TRINITY_DN112007_c0_g1_i2	0.495348491	G23_mmean	G23
TRINITY_DN119040_c0_g1_i1	0.39824007	Ovary_mean	G23
TRINITY_DN129162_c3_g2_i1	0.271448227	Ovary_mean	G23
TRINITY_DN128734_c3_g2_i3	0.178229424	G23_fmean	G23
TRINITY_DN130575_c0_g2_i1	0.365605247	G23_fmean	G23
TRINITY_DN125394_c4_g8_i1	0.257136279	G23_mmean	G23
TRINITY_DN118804_c0_g3_i3	0.588164896	Ovary_mean	G23
TRINITY_DN134771_c1_g1_i1	0.237632485	Ovary_mean	G23
TRINITY_DN131595_c1_g3_i5	0.145963895	Testis_mean	G23
TRINITY_DN135221_c0_g1_i1	0.57543846	Ovary_mean	G23
TRINITY_DN122474_c1_g1_i11	0.341685671	Ovary_mean	G23
TRINITY_DN119641_c2_g1_i1	0.456013202	Ovary_mean	G23
TRINITY_DN130852_c0_g1_i1	0.276573186	Testis_mean	G23
TRINITY_DN122749_c0_g1_i3	0.406667823	Ovary_mean	G23
TRINITY_DN117689_c0_g1_i4	0.496410528	Brain_mmean	G23
TRINITY_DN124959_c2_g4_i7	0.286704912	Ovary_mean	G23
TRINITY_DN132618_c0_g1_i4	0.184764875	Brain_mmean	G23
TRINITY_DN127575_c4_g3_i2	0.193975117	G23_mmean	G23
TRINITY_DN25753_c0_g2_i1	0.279570237	G27_mmean	G23
TRINITY_DN135280_c4_g2_i1	0.465261533	Ovary_mean	G23
TRINITY_DN130007_c1_g1_i1	0.460596121	G23_mmean	G23
TRINITY_DN118939_c0_g1_i1	0.266686547	Ovary_mean	G23
TRINITY_DN72469_c0_g2_i1	0.2360508	Ovary_mean	G23
TRINITY_DN117519_c0_g1_i1	0.396216294	Brain_mmean	G23
TRINITY_DN136710_c24_g2_i1	0.233705713	Brain_mmean	G23
TRINITY_DN126031_c3_g1_i1	0.614758482	Ovary_mean	G23
TRINITY_DN115800_c0_g2_i1	0.148670107	G23_mmean	G23
TRINITY_DN153995_c0_g1_i1	0.1870733	Testis_mean	G23
TRINITY_DN127550_c4_g2_i5	0.375695897	Ovary_mean	G23
TRINITY_DN135514_c1_g1_i3	0.19249591	Ovary_mean	G23
TRINITY_DN125102_c0_g2_i1	0.368974465	Ovary_mean	G23
TRINITY_DN2377_c0_g1_i1	0.111657903	Testis_mean	G23
TRINITY_DN122603_c0_g1_i1	0.544468235	Ovary_mean	G23
TRINITY_DN125530_c0_g1_i1	0.60798567	G23_mmean	G23
TRINITY_DN133684_c0_g2_i4	0.729293664	G23_fmean	G23
TRINITY_DN106231_c0_g2_i2	0.11198695	G23_fmean	G23
TRINITY_DN121943_c0_g1_i2	0.432925982	Ovary_mean	G23
TRINITY_DN76735_c0_g1_i1	0.434424449	G43_F_mean	G23
TRINITY_DN128042_c2_g1_i1	0.532933548	Ovary_mean	G23
TRINITY_DN122480_c0_g2_i2	0.194587229	Ovary_mean	G23
TRINITY_DN99366_c0_g1_i1	0.734334941	Ovary_mean	G23
TRINITY_DN122191_c0_g1_i2	0.277617628	Ovary_mean	G23
TRINITY_DN134151_c4_g1_i3	0.274229332	Brain_fmean	G23
TRINITY_DN134966_c0_g2_i2	0.559216129	Ovary_mean	G23
TRINITY_DN127818_c1_g2_i1	0.152166539	Brain_mmean	G23
TRINITY_DN119488_c0_g1_i1	0.179958686	G23_fmean	G23
TRINITY_DN134521_c1_g11_i1	0.317530019	Liver_fmean	G23
TRINITY_DN122050_c0_g1_i3	0.481415096	G43_M_mean	G23
TRINITY_DN133763_c3_g1_i3	0.247302943	G23_mmean	G23
TRINITY_DN123166_c4_g4_i2	0.277653953	G23_mmean	G23
TRINITY_DN121367_c0_g2_i1	0.37329402	Ovary_mean	G23
TRINITY_DN131300_c5_g1_i1	0.378113031	Ovary_mean	G23
TRINITY_DN127025_c4_g1_i1	0.393160331	Ovary_mean	G23
TRINITY_DN121941_c0_g2_i2	0.414108668	G43_M_mean	G23
TRINITY_DN128032_c4_g1_i3	0.398257881	Ovary_mean	G23
TRINITY_DN136580_c0_g1_i1	0.73087818	G27_mmean	G23
TRINITY_DN124606_c0_g4_i1	0.486920385	G46_M_mean	G23
TRINITY_DN6308_c0_g2_i1	0.388220813	Brain_mmean	G23
TRINITY_DN123628_c0_g2_i3	0.367310306	Ovary_mean	G23
TRINITY_DN134019_c0_g1_i4	0.376699638	Testis_mean	G23
TRINITY_DN128922_c3_g8_i1	0.295354654	Brain_fmean	G23
TRINITY_DN123012_c1_g2_i1	0.388015216	Ovary_mean	G23
TRINITY_DN120550_c0_g2_i1	0.602520668	Brain_fmean	G23
TRINITY_DN130536_c4_g3_i2	0.302662211	Ovary_mean	G23
TRINITY_DN124792_c0_g2_i1	0.312526854	G23_fmean	G23
TRINITY_DN129073_c0_g2_i3	0.62254566	Brain_mmean	G23
TRINITY_DN115615_c0_g1_i1	0.474085415	Ovary_mean	G23
TRINITY_DN130647_c0_g3_i6	0.292963876	Ovary_mean	G23
TRINITY_DN120525_c1_g1_i6	0.738908791	G23_mmean	G23
TRINITY_DN134788_c3_g1_i3	0.434242485	Ovary_mean	G23
TRINITY_DN123976_c0_g1_i1	0.173326606	G23_fmean	G23
TRINITY_DN130830_c1_g1_i2	0.246471178	Testis_mean	G23
TRINITY_DN127630_c2_g3_i1	0.574724153	Ovary_mean	G23
TRINITY_DN118997_c0_g1_i2	0.224890766	G23_mmean	G23
TRINITY_DN131423_c0_g2_i6	0.217620052	Ovary_mean	G23
TRINITY_DN134264_c3_g2_i1	0.226273354	G23_fmean	G23
TRINITY_DN131253_c3_g1_i2	0.205824136	G23_fmean	G23
TRINITY_DN131907_c0_g25_i6	0.73548349	G31_fmean	G23
