ID	Tissue_specific_index	Tissue_name
TRINITY_DN132849_c1_g1_i1	0.981206007	Ovary_mean
TRINITY_DN75489_c0_g2_i1	0.981194636	Brain_mmean
TRINITY_DN78386_c0_g1_i1	0.981167223	G46_F_mean
TRINITY_DN123526_c0_g8_i1	0.981110233	Ovary_mean
TRINITY_DN98967_c0_g2_i1	0.981099027	Brain_fmean
TRINITY_DN72831_c0_g1_i1	0.981086853	Ovary_mean
TRINITY_DN106049_c0_g2_i2	0.981079202	Testis_mean
TRINITY_DN147393_c0_g1_i1	0.981023148	Brain_mmean
TRINITY_DN78225_c0_g1_i1	0.98086474	Brain_mmean
TRINITY_DN116678_c0_g4_i1	0.980779567	G46_M_mean
TRINITY_DN88614_c0_g1_i1	0.980765251	Ovary_mean
TRINITY_DN108908_c1_g1_i1	0.98075467	Brain_fmean
TRINITY_DN77636_c0_g1_i1	0.980746956	Liver_mmean
TRINITY_DN96625_c0_g2_i1	0.980713011	Brain_fmean
TRINITY_DN127805_c5_g1_i2	0.980677655	Ovary_mean
TRINITY_DN126963_c1_g5_i1	0.980676292	Brain_fmean
TRINITY_DN67039_c0_g3_i1	0.980570183	Brain_fmean
TRINITY_DN137022_c0_g1_i1	0.980521249	Ovary_mean
TRINITY_DN63687_c0_g1_i1	0.980486181	Ovary_mean
TRINITY_DN105037_c0_g1_i1	0.980455148	G43_M_mean
TRINITY_DN215817_c0_g1_i1	0.980410084	Brain_fmean
TRINITY_DN101611_c0_g2_i1	0.980398902	Brain_fmean
TRINITY_DN110536_c0_g1_i1	0.980382233	Brain_mmean
TRINITY_DN122006_c0_g1_i1	0.980354799	Brain_fmean
TRINITY_DN123147_c0_g1_i1	0.98034214	Ovary_mean
TRINITY_DN64345_c0_g1_i1	0.980299032	Ovary_mean
TRINITY_DN198217_c0_g1_i1	0.980284327	Brain_fmean
TRINITY_DN76864_c0_g2_i1	0.980260261	Brain_mmean
TRINITY_DN157838_c0_g1_i1	0.980257421	Brain_fmean
TRINITY_DN103037_c0_g2_i1	0.980159039	G46_F_mean
TRINITY_DN121611_c0_g3_i1	0.980116323	Liver_mmean
TRINITY_DN79752_c0_g2_i1	0.980030773	Liver_mmean
TRINITY_DN210796_c0_g1_i1	0.979971135	Ovary_mean
TRINITY_DN114379_c0_g1_i1	0.979968562	Testis_mean
TRINITY_DN127213_c4_g1_i1	0.979963618	Ovary_mean
TRINITY_DN105790_c0_g3_i1	0.97990774	Brain_mmean
TRINITY_DN185468_c0_g1_i1	0.979881115	Liver_fmean
TRINITY_DN98734_c0_g1_i1	0.97985783	Brain_fmean
TRINITY_DN199816_c0_g1_i1	0.979835749	Ovary_mean
TRINITY_DN80722_c0_g1_i1	0.979773071	Liver_mmean
TRINITY_DN96211_c0_g2_i1	0.979750786	Ovary_mean
TRINITY_DN94165_c0_g2_i1	0.979663703	Brain_fmean
TRINITY_DN106791_c0_g1_i1	0.979630017	Brain_mmean
TRINITY_DN94540_c0_g1_i1	0.979603134	Brain_fmean
TRINITY_DN88338_c0_g2_i1	0.979587202	Liver_fmean
TRINITY_DN196068_c0_g1_i1	0.979503557	G31_fmean
TRINITY_DN179288_c0_g1_i1	0.979478326	Brain_mmean
TRINITY_DN194689_c0_g1_i1	0.979457565	Ovary_mean
TRINITY_DN66734_c0_g1_i1	0.979401952	Brain_mmean
TRINITY_DN168102_c0_g1_i1	0.979390277	Ovary_mean
TRINITY_DN16292_c0_g1_i1	0.97937937	Ovary_mean
TRINITY_DN105082_c0_g1_i1	0.979367755	Ovary_mean
TRINITY_DN122658_c0_g1_i4	0.979277994	Ovary_mean
TRINITY_DN94215_c0_g3_i1	0.979215956	Brain_fmean
TRINITY_DN58081_c0_g2_i1	0.97921371	Brain_mmean
TRINITY_DN9188_c0_g1_i1	0.979178538	Ovary_mean
TRINITY_DN22652_c0_g1_i1	0.979161001	Brain_mmean
TRINITY_DN91035_c0_g3_i1	0.979135761	Ovary_mean
TRINITY_DN176416_c0_g1_i1	0.979119741	Ovary_mean
TRINITY_DN137007_c0_g1_i1	0.97908365	Ovary_mean
TRINITY_DN45107_c0_g1_i1	0.979057858	Ovary_mean
TRINITY_DN129291_c3_g4_i1	0.978980343	Ovary_mean
TRINITY_DN134242_c3_g2_i1	0.978967397	Testis_mean
TRINITY_DN193527_c0_g1_i1	0.978936621	Ovary_mean
TRINITY_DN188560_c0_g1_i1	0.978929278	Testis_mean
TRINITY_DN27358_c0_g2_i1	0.978926171	Brain_fmean
TRINITY_DN135465_c2_g3_i1	0.978923779	Brain_fmean
TRINITY_DN134467_c0_g1_i1	0.978896532	Brain_fmean
TRINITY_DN175633_c0_g1_i1	0.978891885	Ovary_mean
TRINITY_DN134164_c0_g4_i1	0.978809606	Ovary_mean
TRINITY_DN13184_c0_g1_i1	0.978804977	G46_M_mean
TRINITY_DN50369_c0_g1_i1	0.978724598	Ovary_mean
TRINITY_DN101369_c0_g1_i1	0.97872422	Ovary_mean
TRINITY_DN106717_c0_g1_i2	0.978660095	Ovary_mean
TRINITY_DN185778_c0_g1_i1	0.978478698	Brain_fmean
TRINITY_DN52348_c0_g1_i1	0.978478408	Ovary_mean
TRINITY_DN46131_c0_g1_i1	0.978469736	Liver_fmean
TRINITY_DN122619_c0_g2_i1	0.978456166	Brain_fmean
TRINITY_DN122068_c1_g3_i4	0.978453744	Testis_mean
TRINITY_DN98358_c0_g1_i1	0.978381613	Brain_mmean
TRINITY_DN1858_c0_g1_i1	0.97831464	Brain_fmean
TRINITY_DN89568_c0_g2_i1	0.978129507	Brain_fmean
TRINITY_DN109372_c0_g2_i1	0.978109956	Brain_mmean
TRINITY_DN98334_c0_g1_i1	0.978101842	Ovary_mean
TRINITY_DN69359_c0_g1_i1	0.978052655	Ovary_mean
TRINITY_DN38042_c0_g2_i1	0.978028369	Ovary_mean
TRINITY_DN114878_c0_g2_i2	0.977951116	Brain_mmean
TRINITY_DN80173_c0_g1_i1	0.977828892	G46_M_mean
TRINITY_DN155618_c0_g1_i1	0.97779466	Ovary_mean
TRINITY_DN135982_c2_g7_i1	0.977777028	Liver_mmean
TRINITY_DN44156_c0_g1_i1	0.977769897	Brain_mmean
TRINITY_DN74375_c0_g1_i3	0.977764209	Ovary_mean
TRINITY_DN49229_c0_g1_i1	0.977726256	Brain_fmean
TRINITY_DN122453_c4_g6_i1	0.977719806	Ovary_mean
TRINITY_DN34345_c0_g1_i1	0.977709833	Ovary_mean
TRINITY_DN98869_c0_g2_i1	0.977708263	Ovary_mean
TRINITY_DN128332_c0_g2_i1	0.977696607	Brain_fmean
TRINITY_DN41619_c0_g1_i1	0.9776198	Ovary_mean
TRINITY_DN134744_c1_g3_i1	0.977589694	Brain_fmean
TRINITY_DN94165_c0_g1_i1	0.977538677	Brain_mmean
TRINITY_DN119534_c0_g2_i1	0.977498587	Ovary_mean
TRINITY_DN198609_c0_g3_i1	0.977464463	Ovary_mean
TRINITY_DN63852_c0_g1_i1	0.977391108	Brain_fmean
TRINITY_DN3641_c0_g1_i1	0.977386504	G46_F_mean
TRINITY_DN97494_c0_g3_i1	0.977382594	Ovary_mean
TRINITY_DN35950_c0_g1_i1	0.977305469	Brain_fmean
TRINITY_DN148416_c0_g1_i1	0.977257406	Brain_fmean
TRINITY_DN60919_c0_g2_i1	0.977190409	Brain_fmean
TRINITY_DN135584_c0_g3_i2	0.977181251	Ovary_mean
TRINITY_DN63411_c0_g2_i1	0.977179264	Liver_fmean
TRINITY_DN130274_c0_g2_i1	0.977145762	Brain_mmean
TRINITY_DN132724_c1_g8_i1	0.977128776	G31_mmean
TRINITY_DN37335_c0_g1_i1	0.977114286	Brain_fmean
TRINITY_DN118761_c0_g1_i1	0.977100165	Testis_mean
TRINITY_DN47649_c0_g1_i1	0.977088733	Brain_fmean
TRINITY_DN3585_c0_g1_i1	0.9770312	Brain_fmean
TRINITY_DN101346_c0_g3_i1	0.976986358	Brain_fmean
TRINITY_DN76293_c0_g2_i1	0.976966208	Liver_mmean
TRINITY_DN94154_c0_g2_i1	0.976938738	Brain_fmean
TRINITY_DN212173_c0_g1_i1	0.976886746	Brain_fmean
TRINITY_DN197762_c0_g1_i1	0.976872264	Brain_fmean
TRINITY_DN133334_c7_g1_i1	0.976839992	Brain_fmean
TRINITY_DN143995_c0_g1_i1	0.976834588	Testis_mean
TRINITY_DN69129_c0_g3_i1	0.976833736	Ovary_mean
TRINITY_DN124708_c2_g2_i1	0.976779331	Ovary_mean
TRINITY_DN82441_c0_g3_i1	0.97676279	Brain_mmean
TRINITY_DN80482_c0_g1_i2	0.976738564	Brain_fmean
TRINITY_DN134436_c0_g2_i1	0.976719764	Ovary_mean
TRINITY_DN110915_c0_g1_i1	0.976640575	Ovary_mean
TRINITY_DN69144_c0_g1_i1	0.976618373	Brain_fmean
TRINITY_DN31648_c0_g2_i1	0.976579517	Liver_fmean
TRINITY_DN56626_c0_g1_i1	0.97657879	Liver_fmean
TRINITY_DN210486_c0_g1_i1	0.976577604	Ovary_mean
TRINITY_DN43487_c0_g1_i1	0.976561843	Liver_fmean
TRINITY_DN25398_c0_g1_i1	0.976457426	Ovary_mean
TRINITY_DN64170_c0_g1_i1	0.976337328	Ovary_mean
TRINITY_DN24251_c0_g1_i1	0.976301851	G46_F_mean
TRINITY_DN131426_c0_g1_i1	0.9762868	Ovary_mean
TRINITY_DN4486_c0_g1_i1	0.976281817	Ovary_mean
TRINITY_DN103397_c0_g1_i1	0.976265401	Liver_fmean
TRINITY_DN129912_c3_g5_i1	0.976263147	Brain_fmean
TRINITY_DN159966_c0_g1_i1	0.976255377	Ovary_mean
TRINITY_DN91852_c0_g1_i1	0.976178717	Ovary_mean
TRINITY_DN170749_c0_g1_i1	0.976147692	Ovary_mean
TRINITY_DN196967_c0_g1_i1	0.976097964	Brain_fmean
TRINITY_DN191959_c0_g1_i1	0.976057661	Brain_mmean
TRINITY_DN102197_c0_g2_i1	0.975975241	Brain_mmean
TRINITY_DN150639_c0_g1_i1	0.97597065	Testis_mean
TRINITY_DN46790_c0_g1_i1	0.975905262	Brain_mmean
TRINITY_DN88340_c1_g1_i1	0.975755798	Brain_fmean
TRINITY_DN100323_c0_g3_i1	0.975749154	Ovary_mean
TRINITY_DN59524_c0_g1_i1	0.975743392	G27_mmean
TRINITY_DN109452_c1_g1_i1	0.975689123	Brain_mmean
TRINITY_DN130987_c1_g3_i1	0.975674729	Ovary_mean
TRINITY_DN120962_c4_g3_i1	0.97564311	Ovary_mean
TRINITY_DN132176_c6_g7_i1	0.975636328	Brain_fmean
TRINITY_DN90918_c0_g1_i1	0.975597995	Ovary_mean
TRINITY_DN118155_c0_g1_i1	0.975563441	Ovary_mean
TRINITY_DN78940_c0_g1_i1	0.975489216	Ovary_mean
TRINITY_DN104965_c0_g2_i1	0.975473921	Ovary_mean
TRINITY_DN207816_c0_g1_i1	0.975455631	Brain_fmean
TRINITY_DN75275_c0_g1_i1	0.975432225	Brain_mmean
TRINITY_DN133888_c1_g5_i1	0.975416823	Brain_fmean
TRINITY_DN68581_c0_g2_i1	0.975322519	G43_M_mean
TRINITY_DN197050_c0_g2_i1	0.97527937	Brain_fmean
TRINITY_DN170456_c0_g1_i1	0.975258347	Ovary_mean
TRINITY_DN61741_c0_g2_i1	0.975252391	Testis_mean
TRINITY_DN84260_c0_g1_i1	0.975242871	Ovary_mean
TRINITY_DN132641_c0_g2_i1	0.975238983	Ovary_mean
TRINITY_DN62313_c0_g1_i1	0.975134951	Brain_fmean
TRINITY_DN139425_c0_g1_i1	0.975128812	Ovary_mean
TRINITY_DN78224_c0_g1_i1	0.975125138	Ovary_mean
TRINITY_DN28195_c0_g1_i1	0.975117455	Ovary_mean
TRINITY_DN168080_c0_g1_i1	0.975114815	Ovary_mean
TRINITY_DN98709_c0_g1_i1	0.975097206	Ovary_mean
TRINITY_DN90684_c0_g2_i1	0.975074627	Ovary_mean
TRINITY_DN135594_c6_g1_i1	0.975023749	G23_fmean
TRINITY_DN51556_c0_g1_i1	0.974990087	Brain_fmean
TRINITY_DN85089_c1_g1_i1	0.974959591	Brain_fmean
TRINITY_DN99285_c0_g2_i1	0.974933676	Brain_mmean
TRINITY_DN60445_c0_g1_i1	0.97477254	Brain_fmean
TRINITY_DN133151_c4_g4_i1	0.974757615	Ovary_mean
TRINITY_DN123636_c0_g1_i1	0.974681924	Ovary_mean
TRINITY_DN92503_c0_g1_i1	0.974669881	Brain_fmean
TRINITY_DN47034_c0_g1_i1	0.974666611	Ovary_mean
TRINITY_DN48486_c0_g1_i1	0.974656576	Ovary_mean
TRINITY_DN45687_c0_g1_i1	0.974619954	Ovary_mean
TRINITY_DN142102_c0_g1_i1	0.974541679	Brain_fmean
TRINITY_DN143056_c0_g1_i1	0.974525212	Brain_fmean
TRINITY_DN174193_c0_g1_i1	0.974473726	Ovary_mean
TRINITY_DN43897_c0_g1_i1	0.97444089	Brain_fmean
TRINITY_DN135087_c10_g6_i1	0.974436769	G46_M_mean
TRINITY_DN124816_c2_g2_i1	0.97441488	Brain_fmean
TRINITY_DN10259_c0_g1_i1	0.974405895	Ovary_mean
TRINITY_DN44236_c0_g1_i1	0.974360324	Brain_mmean
TRINITY_DN21540_c0_g2_i1	0.974339112	Liver_mmean
TRINITY_DN148484_c0_g1_i1	0.974301008	Ovary_mean
TRINITY_DN84140_c0_g1_i1	0.974299371	G46_M_mean
TRINITY_DN196759_c0_g1_i1	0.974262042	G27_mmean
TRINITY_DN178169_c0_g1_i1	0.974201598	Ovary_mean
TRINITY_DN85373_c0_g3_i1	0.974167645	Brain_fmean
TRINITY_DN25658_c0_g1_i1	0.974045572	Brain_fmean
TRINITY_DN120068_c0_g2_i1	0.974002469	Testis_mean
TRINITY_DN121834_c1_g1_i1	0.973993347	Ovary_mean
TRINITY_DN172811_c0_g1_i1	0.973944269	Ovary_mean
TRINITY_DN128838_c4_g1_i1	0.973942029	Ovary_mean
TRINITY_DN16988_c0_g2_i1	0.973932415	Brain_mmean
TRINITY_DN203496_c0_g1_i1	0.97392286	Brain_mmean
TRINITY_DN147371_c0_g1_i1	0.973897821	Brain_fmean
TRINITY_DN156708_c0_g1_i1	0.97386791	Brain_fmean
TRINITY_DN132314_c2_g8_i1	0.973865565	Brain_fmean
TRINITY_DN79436_c0_g2_i1	0.973859556	Brain_fmean
TRINITY_DN157973_c0_g1_i1	0.973853879	Ovary_mean
TRINITY_DN109913_c0_g2_i1	0.973842515	Ovary_mean
TRINITY_DN110684_c0_g1_i2	0.973839973	Ovary_mean
TRINITY_DN128868_c0_g3_i1	0.973744266	Ovary_mean
TRINITY_DN126588_c4_g11_i1	0.97374083	Brain_fmean
TRINITY_DN194548_c0_g1_i1	0.973700379	Ovary_mean
TRINITY_DN48282_c0_g1_i1	0.973687761	Ovary_mean
TRINITY_DN68445_c0_g1_i1	0.973665835	Brain_fmean
TRINITY_DN122619_c0_g1_i2	0.973636786	Brain_fmean
TRINITY_DN124534_c3_g2_i1	0.973606956	Ovary_mean
TRINITY_DN170793_c0_g1_i1	0.973599822	Testis_mean
TRINITY_DN122194_c5_g12_i1	0.973596675	Brain_mmean
TRINITY_DN157149_c0_g1_i1	0.973589377	Brain_fmean
TRINITY_DN9131_c0_g1_i1	0.973585365	Ovary_mean
TRINITY_DN100360_c0_g1_i1	0.973546028	Brain_fmean
TRINITY_DN93345_c0_g1_i1	0.973539087	Brain_fmean
TRINITY_DN128639_c1_g14_i1	0.973515345	Brain_fmean
TRINITY_DN202968_c0_g1_i1	0.973514414	Ovary_mean
TRINITY_DN209994_c0_g1_i1	0.973495502	Brain_fmean
TRINITY_DN128174_c1_g3_i1	0.973457554	Brain_fmean
TRINITY_DN120835_c1_g3_i1	0.973435808	Brain_fmean
TRINITY_DN197407_c0_g1_i1	0.973434606	G46_M_mean
TRINITY_DN160937_c0_g1_i1	0.973424878	Ovary_mean
TRINITY_DN149203_c0_g1_i1	0.973414959	Brain_fmean
TRINITY_DN130816_c5_g2_i1	0.973412838	Brain_fmean
TRINITY_DN111189_c0_g2_i1	0.973402237	Liver_fmean
TRINITY_DN94172_c0_g2_i1	0.973388786	Brain_mmean
TRINITY_DN157958_c0_g1_i1	0.973380149	Ovary_mean
TRINITY_DN22009_c0_g1_i1	0.973375918	Brain_mmean
TRINITY_DN152314_c0_g1_i1	0.973359131	Ovary_mean
TRINITY_DN8026_c0_g1_i1	0.97334582	Brain_mmean
TRINITY_DN154814_c0_g1_i1	0.973339738	Brain_fmean
TRINITY_DN69475_c0_g1_i1	0.973257123	Testis_mean
TRINITY_DN112432_c0_g1_i1	0.97319007	Brain_mmean
TRINITY_DN123398_c4_g3_i2	0.973162485	Brain_fmean
TRINITY_DN170237_c0_g1_i1	0.973046457	Brain_fmean
TRINITY_DN170450_c0_g2_i1	0.973037442	Brain_mmean
TRINITY_DN103037_c0_g1_i1	0.973035129	G46_F_mean
TRINITY_DN96380_c0_g2_i1	0.973015888	Liver_fmean
TRINITY_DN167783_c0_g1_i1	0.973003955	Ovary_mean
TRINITY_DN153248_c0_g1_i1	0.972967406	Brain_mmean
TRINITY_DN196239_c0_g1_i1	0.97293222	Ovary_mean
TRINITY_DN104814_c0_g2_i1	0.972893374	G43_F_mean
TRINITY_DN123649_c3_g2_i1	0.972875413	Brain_mmean
TRINITY_DN209327_c0_g1_i1	0.972865184	Brain_fmean
TRINITY_DN97228_c0_g1_i1	0.972848315	Ovary_mean
TRINITY_DN79657_c0_g2_i1	0.972845473	Brain_fmean
TRINITY_DN90522_c0_g1_i1	0.97281554	Brain_fmean
TRINITY_DN55700_c0_g1_i1	0.972801246	Brain_fmean
TRINITY_DN211915_c0_g1_i1	0.972800339	Liver_fmean
TRINITY_DN73586_c0_g2_i1	0.972791236	Ovary_mean
TRINITY_DN114429_c0_g4_i1	0.97276527	G46_M_mean
TRINITY_DN137073_c0_g1_i1	0.972764586	Brain_mmean
TRINITY_DN90220_c0_g1_i1	0.972693178	Brain_fmean
TRINITY_DN169368_c0_g1_i1	0.97267673	Liver_fmean
TRINITY_DN124921_c5_g1_i1	0.972628125	Ovary_mean
TRINITY_DN187762_c0_g1_i1	0.972579973	Brain_mmean
TRINITY_DN165304_c0_g1_i1	0.972538743	Brain_fmean
TRINITY_DN114443_c0_g1_i1	0.972535831	Ovary_mean
TRINITY_DN93006_c0_g2_i1	0.972532674	Ovary_mean
TRINITY_DN16494_c0_g1_i1	0.972488582	Brain_fmean
TRINITY_DN179282_c0_g1_i1	0.972442238	Liver_fmean
TRINITY_DN68885_c0_g2_i1	0.972406236	Liver_mmean
TRINITY_DN47031_c0_g1_i1	0.972366745	Brain_mmean
TRINITY_DN65961_c0_g1_i1	0.972354782	Ovary_mean
TRINITY_DN118928_c0_g2_i1	0.972354587	Brain_mmean
TRINITY_DN37716_c0_g1_i1	0.972354063	Ovary_mean
TRINITY_DN149020_c0_g1_i1	0.972343555	Brain_fmean
TRINITY_DN162463_c0_g1_i1	0.972331887	Brain_fmean
TRINITY_DN193705_c0_g1_i1	0.97229036	Ovary_mean
TRINITY_DN127583_c4_g7_i1	0.972265199	Brain_fmean
TRINITY_DN128172_c0_g1_i1	0.972244034	Brain_mmean
TRINITY_DN49077_c0_g1_i1	0.97221993	Ovary_mean
TRINITY_DN103001_c0_g1_i1	0.972172789	Brain_fmean
TRINITY_DN123870_c1_g4_i1	0.97209553	Brain_fmean
TRINITY_DN57785_c0_g1_i1	0.972081156	Brain_mmean
TRINITY_DN89965_c0_g1_i1	0.972041691	Ovary_mean
TRINITY_DN13564_c0_g2_i1	0.972000142	G46_M_mean
TRINITY_DN143021_c0_g1_i1	0.971985909	Ovary_mean
TRINITY_DN125386_c2_g1_i1	0.971967681	Brain_fmean
TRINITY_DN47080_c0_g1_i1	0.971900596	Brain_mmean
TRINITY_DN152516_c0_g1_i1	0.97186751	Brain_fmean
TRINITY_DN38815_c0_g1_i1	0.971844489	Brain_fmean
TRINITY_DN114530_c0_g7_i1	0.97184326	Ovary_mean
TRINITY_DN170209_c0_g1_i1	0.97183809	Ovary_mean
TRINITY_DN144806_c0_g1_i1	0.971816305	G46_M_mean
TRINITY_DN183401_c0_g1_i1	0.971808755	Ovary_mean
TRINITY_DN201085_c0_g1_i1	0.971802915	Liver_fmean
TRINITY_DN62079_c0_g1_i1	0.971771774	Liver_fmean
TRINITY_DN123870_c1_g2_i2	0.97175733	Brain_fmean
TRINITY_DN69321_c0_g2_i1	0.971663684	Liver_mmean
TRINITY_DN123188_c6_g6_i1	0.971656145	Ovary_mean
TRINITY_DN124655_c3_g3_i1	0.971645823	Liver_fmean
TRINITY_DN93263_c0_g3_i1	0.971634833	Ovary_mean
TRINITY_DN124234_c1_g1_i2	0.971632794	Ovary_mean
TRINITY_DN105736_c0_g1_i1	0.971622947	Brain_mmean
TRINITY_DN103233_c0_g1_i1	0.971599187	Ovary_mean
TRINITY_DN128692_c3_g2_i1	0.971542479	Ovary_mean
TRINITY_DN93237_c0_g1_i1	0.971530372	Ovary_mean
TRINITY_DN94185_c0_g1_i1	0.971512802	Ovary_mean
TRINITY_DN212918_c0_g1_i1	0.971501094	Ovary_mean
TRINITY_DN197803_c0_g1_i1	0.97149524	Ovary_mean
TRINITY_DN90918_c0_g3_i1	0.971457167	Ovary_mean
TRINITY_DN173603_c0_g1_i1	0.971453864	Ovary_mean
TRINITY_DN175442_c0_g1_i1	0.971379253	Ovary_mean
TRINITY_DN143838_c0_g1_i1	0.97136767	Ovary_mean
TRINITY_DN105019_c0_g1_i1	0.971363735	Ovary_mean
TRINITY_DN24828_c0_g1_i1	0.971342691	Brain_mmean
TRINITY_DN129237_c3_g2_i1	0.971303772	G23_mmean
TRINITY_DN40082_c0_g1_i1	0.971255969	Brain_fmean
TRINITY_DN129438_c4_g4_i1	0.971251207	Ovary_mean
TRINITY_DN124362_c0_g5_i1	0.971247717	Ovary_mean
TRINITY_DN88493_c0_g3_i1	0.971235979	Ovary_mean
TRINITY_DN18661_c0_g1_i1	0.971188286	Ovary_mean
TRINITY_DN67039_c0_g1_i1	0.971173013	Brain_mmean
TRINITY_DN100705_c0_g3_i1	0.971139636	Ovary_mean
TRINITY_DN168191_c0_g1_i1	0.971102733	Ovary_mean
TRINITY_DN97512_c0_g6_i1	0.971070636	Brain_mmean
TRINITY_DN127163_c0_g2_i1	0.971016808	Ovary_mean
TRINITY_DN95673_c0_g1_i1	0.971004329	Brain_mmean
TRINITY_DN124954_c5_g1_i1	0.970983061	Ovary_mean
TRINITY_DN100358_c0_g2_i1	0.97097217	Ovary_mean
TRINITY_DN174511_c0_g1_i1	0.970953851	Brain_mmean
TRINITY_DN99285_c0_g3_i1	0.97093098	Brain_mmean
TRINITY_DN60527_c0_g1_i1	0.970801687	Ovary_mean
TRINITY_DN135963_c3_g7_i1	0.970760375	Liver_fmean
TRINITY_DN108200_c0_g1_i1	0.97075465	Brain_fmean
TRINITY_DN48908_c0_g1_i1	0.970672941	Brain_fmean
TRINITY_DN4197_c0_g1_i1	0.970646859	Ovary_mean
TRINITY_DN211945_c0_g1_i1	0.970623386	Testis_mean
TRINITY_DN44770_c0_g1_i1	0.970609421	Brain_fmean
TRINITY_DN211980_c0_g1_i1	0.970607809	Ovary_mean
TRINITY_DN56310_c0_g2_i1	0.970502661	Brain_mmean
TRINITY_DN126963_c1_g6_i1	0.970492335	Brain_fmean
TRINITY_DN77456_c0_g1_i1	0.970450517	G46_M_mean
TRINITY_DN5033_c0_g1_i1	0.970439886	Ovary_mean
TRINITY_DN103318_c0_g1_i1	0.970407235	Ovary_mean
TRINITY_DN156578_c0_g1_i1	0.970390797	Brain_fmean
TRINITY_DN76822_c0_g2_i1	0.970375244	G46_M_mean
TRINITY_DN106049_c0_g1_i2	0.970327643	Testis_mean
TRINITY_DN135334_c1_g1_i2	0.970251182	Ovary_mean
TRINITY_DN105624_c0_g1_i1	0.970237183	Ovary_mean
TRINITY_DN210408_c0_g1_i1	0.97022338	Brain_fmean
TRINITY_DN145802_c0_g1_i1	0.970214663	Ovary_mean
TRINITY_DN129633_c8_g4_i1	0.970210573	Ovary_mean
TRINITY_DN151768_c0_g1_i1	0.97018423	Ovary_mean
TRINITY_DN118928_c0_g4_i1	0.970160575	Brain_fmean
TRINITY_DN47546_c0_g1_i1	0.970153227	Ovary_mean
TRINITY_DN101511_c0_g2_i1	0.970131243	Brain_mmean
TRINITY_DN130928_c1_g2_i1	0.970094394	Brain_fmean
TRINITY_DN109452_c0_g1_i1	0.970090781	Brain_mmean
TRINITY_DN6127_c0_g1_i1	0.970015171	Liver_fmean
TRINITY_DN148886_c0_g1_i1	0.97001041	Testis_mean
TRINITY_DN135914_c0_g2_i1	0.96999127	Ovary_mean
TRINITY_DN39217_c0_g1_i1	0.969927661	Brain_fmean
TRINITY_DN88340_c0_g1_i1	0.969894337	Brain_mmean
TRINITY_DN72478_c0_g2_i1	0.969883491	Brain_fmean
TRINITY_DN82630_c0_g2_i1	0.969835574	G46_F_mean
TRINITY_DN118559_c0_g1_i1	0.96982172	Testis_mean
TRINITY_DN103318_c0_g2_i1	0.969817249	Ovary_mean
TRINITY_DN74250_c0_g1_i1	0.969804035	Brain_mmean
TRINITY_DN123155_c2_g2_i1	0.969782293	Brain_mmean
TRINITY_DN119392_c0_g2_i1	0.969769972	Brain_fmean
TRINITY_DN129844_c2_g6_i1	0.969720548	Brain_fmean
TRINITY_DN55713_c0_g1_i1	0.969707478	Ovary_mean
TRINITY_DN114530_c0_g5_i1	0.969636941	Ovary_mean
TRINITY_DN199614_c0_g1_i1	0.969624998	Brain_mmean
TRINITY_DN51800_c0_g1_i1	0.969612291	G43_F_mean
TRINITY_DN126418_c2_g7_i1	0.969608107	Liver_mmean
TRINITY_DN45270_c0_g1_i1	0.969604613	Testis_mean
TRINITY_DN102987_c0_g1_i1	0.969536948	G31_mmean
TRINITY_DN31318_c0_g1_i1	0.969502962	Brain_mmean
TRINITY_DN171664_c0_g1_i1	0.969458012	Ovary_mean
TRINITY_DN152447_c0_g1_i1	0.969444186	Ovary_mean
TRINITY_DN56355_c0_g2_i1	0.969359561	Ovary_mean
TRINITY_DN67848_c0_g1_i1	0.969343781	Brain_fmean
TRINITY_DN4692_c0_g2_i1	0.969309697	Ovary_mean
TRINITY_DN68223_c0_g1_i1	0.969300552	Testis_mean
TRINITY_DN133661_c0_g3_i1	0.969297826	Testis_mean
TRINITY_DN115294_c0_g1_i4	0.969278445	Ovary_mean
TRINITY_DN109913_c0_g1_i1	0.969270664	Ovary_mean
TRINITY_DN124680_c0_g1_i1	0.96925792	Ovary_mean
TRINITY_DN198929_c0_g1_i1	0.96922954	Ovary_mean
TRINITY_DN28045_c0_g1_i1	0.969195462	Brain_mmean
TRINITY_DN18814_c0_g1_i1	0.969039004	Ovary_mean
TRINITY_DN102153_c0_g1_i1	0.96902501	Brain_fmean
TRINITY_DN95156_c0_g1_i1	0.969019744	Ovary_mean
TRINITY_DN25643_c0_g1_i1	0.969016481	Ovary_mean
TRINITY_DN76785_c0_g2_i1	0.969013756	Liver_fmean
TRINITY_DN48710_c0_g1_i1	0.96899761	Ovary_mean
TRINITY_DN80633_c0_g1_i1	0.968950459	G46_F_mean
TRINITY_DN106508_c0_g4_i1	0.968932603	Brain_mmean
TRINITY_DN20271_c0_g1_i1	0.96888251	Ovary_mean
TRINITY_DN87282_c0_g1_i1	0.968877201	G46_F_mean
TRINITY_DN207769_c0_g1_i1	0.968811658	Brain_fmean
TRINITY_DN94051_c0_g1_i1	0.968769753	Ovary_mean
TRINITY_DN152590_c0_g1_i1	0.968751123	Brain_fmean
TRINITY_DN85792_c0_g2_i1	0.968730401	Brain_fmean
TRINITY_DN173639_c0_g1_i1	0.968671854	Ovary_mean
