gid	tau	tissue	stage	perc
TRINITY_DN120415_c0_g1_i1	0.327973599	Ovary_mean	G27	top10
TRINITY_DN125573_c0_g1_i1	0.707923177	G27_mmean	G27	top10
TRINITY_DN116835_c0_g1_i1	0.217891768	Testis_mean	G27	top10
TRINITY_DN131327_c3_g5_i1	0.44367306	Brain_fmean	G27	top10
TRINITY_DN122048_c0_g2_i2	0.208232797	G23_mmean	G27	top10
TRINITY_DN133320_c2_g1_i1	0.291790773	Testis_mean	G27	top10
TRINITY_DN134383_c0_g1_i1	0.090411159	Testis_mean	G27	top10
TRINITY_DN123623_c0_g2_i1	0.241472956	Ovary_mean	G27	top10
TRINITY_DN123200_c0_g3_i1	0.70374321	G27_mmean	G27	top10
TRINITY_DN131184_c1_g2_i2	0.113196386	Ovary_mean	G27	top10
TRINITY_DN128253_c0_g1_i4	0.258225344	Testis_mean	G27	top10
TRINITY_DN122698_c3_g2_i1	0.217079177	Brain_fmean	G27	top10
TRINITY_DN134932_c0_g1_i3	0.306832067	Ovary_mean	G27	top10
TRINITY_DN125344_c2_g1_i11	0.102557437	G23_fmean	G27	top10
TRINITY_DN124266_c1_g1_i2	0.443643006	Liver_fmean	G27	top10
TRINITY_DN130487_c13_g1_i2	0.180936438	Brain_mmean	G27	top10
TRINITY_DN133355_c0_g1_i1	0.33699222	G43_M_mean	G27	top10
TRINITY_DN123354_c0_g1_i1	0.609866088	G27_mmean	G27	top10
TRINITY_DN116224_c0_g1_i1	0.16114214	Testis_mean	G27	top10
TRINITY_DN128465_c0_g5_i9	0.205699366	G46_M_mean	G27	top10
TRINITY_DN135433_c1_g3_i3	0.195210523	G23_fmean	G27	top10
TRINITY_DN134478_c8_g1_i7	0.335188845	Brain_mmean	G27	top10
TRINITY_DN122880_c0_g1_i3	0.51270686	Ovary_mean	G27	top10
TRINITY_DN115011_c0_g1_i6	0.142527191	Ovary_mean	G27	top10
TRINITY_DN103812_c0_g1_i2	0.295271723	G46_F_mean	G27	top10
TRINITY_DN134299_c0_g1_i2	0.2351096	G23_fmean	G27	top10
TRINITY_DN119635_c0_g1_i3	0.190146398	Testis_mean	G27	top10
TRINITY_DN86108_c0_g1_i1	0.566937806	Liver_mmean	G27	top10
TRINITY_DN130830_c3_g1_i1	0.3022877	Brain_mmean	G27	top10
TRINITY_DN133900_c1_g3_i3	0.584375208	Liver_mmean	G27	top10
TRINITY_DN123285_c0_g2_i2	0.572477121	Brain_mmean	G27	top10
TRINITY_DN134428_c0_g2_i1	0.520285284	Liver_fmean	G27	top10
TRINITY_DN125727_c0_g1_i1	0.474106912	Ovary_mean	G27	top10
TRINITY_DN122613_c1_g1_i3	0.305273293	Brain_mmean	G27	top10
TRINITY_DN127865_c0_g1_i3	0.118088556	G43_M_mean	G27	top10
TRINITY_DN132776_c2_g1_i1	0.303178693	Ovary_mean	G27	top10
TRINITY_DN127025_c5_g1_i1	0.244266952	Ovary_mean	G27	top10
TRINITY_DN127316_c0_g4_i2	0.400959889	G46_M_mean	G27	top10
TRINITY_DN126985_c0_g1_i5	0.107383228	G23_fmean	G27	top10
TRINITY_DN123621_c0_g3_i1	0.190048249	Ovary_mean	G27	top10
TRINITY_DN114120_c0_g1_i1	0.147495375	Ovary_mean	G27	top10
TRINITY_DN119647_c0_g2_i1	0.568527112	G27_mmean	G27	top10
TRINITY_DN120902_c0_g1_i1	0.289728906	Ovary_mean	G27	top10
TRINITY_DN124157_c4_g3_i1	0.31487509	Ovary_mean	G27	top10
TRINITY_DN131068_c1_g7_i3	0.340408806	Ovary_mean	G27	top10
TRINITY_DN133055_c0_g4_i2	0.368920608	Brain_mmean	G27	top10
TRINITY_DN131466_c7_g2_i1	0.535448164	Brain_mmean	G27	top10
TRINITY_DN132067_c0_g1_i6	0.276349271	G27_fmean	G27	top10
TRINITY_DN132295_c1_g2_i5	0.329893677	Brain_fmean	G27	top10
TRINITY_DN135099_c3_g1_i1	0.156788951	Brain_mmean	G27	top10
TRINITY_DN114178_c0_g1_i2	0.228079196	G43_F_mean	G27	top10
TRINITY_DN134071_c2_g2_i1	0.065079124	Testis_mean	G27	top10
TRINITY_DN132956_c5_g1_i3	0.306368327	Ovary_mean	G27	top10
TRINITY_DN124501_c1_g4_i1	0.677927161	G23_mmean	G27	top10
TRINITY_DN131621_c5_g2_i1	0.363889144	Brain_mmean	G27	top10
TRINITY_DN116874_c0_g1_i1	0.144282008	G23_mmean	G27	top10
TRINITY_DN116937_c0_g3_i2	0.218706948	Brain_mmean	G27	top10
TRINITY_DN130958_c0_g2_i4	0.243770578	Ovary_mean	G27	top10
TRINITY_DN126049_c0_g4_i12	0.139925185	G43_M_mean	G27	top10
TRINITY_DN128821_c4_g2_i3	0.132610517	G43_M_mean	G27	top10
TRINITY_DN123024_c0_g2_i1	0.096909754	Testis_mean	G27	top10
TRINITY_DN129533_c4_g2_i3	0.787826406	G31_fmean	G27	top10
TRINITY_DN121826_c2_g14_i2	0.258158786	Brain_mmean	G27	top10
TRINITY_DN135778_c12_g1_i1	0.114933941	G43_F_mean	G27	top10
TRINITY_DN126666_c0_g3_i2	0.386955535	G27_mmean	G27	top10
TRINITY_DN121440_c0_g1_i3	0.159070196	G23_mmean	G27	top10
TRINITY_DN130467_c5_g3_i1	0.388351713	Liver_mmean	G27	top10
TRINITY_DN116745_c0_g1_i1	0.090255634	G27_fmean	G27	top10
TRINITY_DN67991_c0_g3_i1	0.304077985	G46_F_mean	G27	top10
TRINITY_DN127460_c3_g2_i1	0.136996814	Brain_mmean	G27	top10
TRINITY_DN128626_c1_g1_i3	0.35112295	Ovary_mean	G27	top10
TRINITY_DN109500_c0_g1_i1	0.168483933	G23_mmean	G27	top10
TRINITY_DN130813_c0_g2_i3	0.223738553	Brain_mmean	G27	top10
TRINITY_DN119260_c0_g1_i2	0.270502858	G27_mmean	G27	top10
TRINITY_DN124782_c0_g4_i1	0.174759312	G23_mmean	G27	top10
TRINITY_DN129898_c0_g1_i1	0.407371361	G43_F_mean	G27	top10
TRINITY_DN134349_c4_g7_i1	0.053908934	Testis_mean	G27	top10
TRINITY_DN124637_c0_g1_i2	0.127030296	Brain_mmean	G27	top10
TRINITY_DN119156_c0_g1_i2	0.060196585	G23_mmean	G27	top10
TRINITY_DN131947_c7_g4_i1	0.05957562	Testis_mean	G27	top10
TRINITY_DN126623_c3_g2_i1	0.214236543	G23_fmean	G27	top10
TRINITY_DN127370_c1_g7_i1	0.505389807	Liver_fmean	G27	top10
TRINITY_DN121033_c0_g1_i1	0.285064248	Ovary_mean	G27	top10
TRINITY_DN135065_c0_g1_i7	0.449502892	G27_mmean	G27	top10
TRINITY_DN130589_c4_g4_i5	0.144903242	Brain_mmean	G27	top10
TRINITY_DN127505_c1_g6_i1	0.26422482	Testis_mean	G27	top10
TRINITY_DN132203_c0_g1_i1	0.249126612	Brain_mmean	G27	top10
TRINITY_DN125723_c1_g4_i2	0.156484949	Ovary_mean	G27	top10
TRINITY_DN128585_c8_g2_i1	0.189633711	G31_mmean	G27	top10
TRINITY_DN130716_c0_g3_i1	0.469383025	G43_F_mean	G27	top10
TRINITY_DN113992_c0_g1_i1	0.13053051	Brain_fmean	G27	top10
TRINITY_DN128320_c1_g2_i2	0.300601293	Ovary_mean	G27	top10
TRINITY_DN133219_c0_g3_i1	0.181743367	Testis_mean	G27	top10
TRINITY_DN119782_c3_g1_i1	0.458572474	Brain_mmean	G27	top10
TRINITY_DN111891_c0_g1_i4	0.453316807	G27_fmean	G27	top10
TRINITY_DN134366_c2_g3_i4	0.211904728	Testis_mean	G27	top10
TRINITY_DN128689_c0_g1_i4	0.269753922	Ovary_mean	G27	top10
TRINITY_DN119268_c0_g2_i1	0.106381513	G27_fmean	G27	top10
TRINITY_DN123315_c0_g1_i2	0.262445756	G23_fmean	G27	top10
TRINITY_DN123343_c0_g2_i1	0.172110882	Ovary_mean	G27	top10
TRINITY_DN127374_c0_g1_i1	0.19014044	G23_fmean	G27	top10
TRINITY_DN103502_c0_g1_i1	0.47997309	G43_F_mean	G27	top10
TRINITY_DN123932_c1_g3_i2	0.715810013	G27_fmean	G27	top10
TRINITY_DN133769_c11_g6_i1	0.188979954	G27_mmean	G27	top10
TRINITY_DN129157_c0_g2_i1	0.535761783	G27_mmean	G27	top10
TRINITY_DN134797_c0_g1_i7	0.257900045	Brain_mmean	G27	top10
TRINITY_DN131028_c0_g1_i1	0.220445094	Ovary_mean	G27	top10
TRINITY_DN132392_c3_g2_i2	0.18534963	G43_F_mean	G27	top10
TRINITY_DN121118_c0_g3_i6	0.38317472	G23_fmean	G27	top10
TRINITY_DN108865_c0_g2_i1	0.063591648	Ovary_mean	G27	top10
TRINITY_DN133816_c1_g1_i1	0.201885557	Testis_mean	G27	top10
TRINITY_DN133991_c3_g2_i2	0.132981846	G27_mmean	G27	top10
TRINITY_DN126925_c1_g1_i1	0.372303954	G43_M_mean	G27	top10
TRINITY_DN115979_c0_g3_i5	0.135342643	Brain_fmean	G27	top10
TRINITY_DN129797_c0_g1_i1	0.094535921	G43_F_mean	G27	top10
TRINITY_DN131197_c1_g2_i3	0.200631424	Ovary_mean	G27	top10
TRINITY_DN127643_c0_g1_i5	0.17413106	Ovary_mean	G27	top10
TRINITY_DN120483_c0_g1_i3	0.232648595	Testis_mean	G27	top10
TRINITY_DN136242_c3_g2_i6	0.329450687	Ovary_mean	G27	top10
TRINITY_DN125330_c7_g1_i1	0.213689806	Ovary_mean	G27	top10
TRINITY_DN131844_c1_g3_i2	0.414039677	G43_M_mean	G27	top10
TRINITY_DN108116_c0_g2_i2	0.496052093	G23_mmean	G27	top10
TRINITY_DN124856_c0_g1_i2	0.312824122	Ovary_mean	G27	top10
TRINITY_DN68698_c0_g2_i1	0.33504198	G23_fmean	G27	top10
TRINITY_DN136421_c0_g1_i2	0.296761916	G27_fmean	G27	top10
TRINITY_DN126258_c0_g1_i1	0.174484752	G43_M_mean	G27	top10
TRINITY_DN121072_c0_g2_i1	0.179099933	Testis_mean	G27	top10
TRINITY_DN129178_c2_g1_i1	0.473472525	Ovary_mean	G27	top10
TRINITY_DN126805_c0_g2_i1	0.368817455	Testis_mean	G27	top10
TRINITY_DN119771_c0_g1_i1	0.72952108	G27_mmean	G27	top10
TRINITY_DN133462_c5_g1_i4	0.240892513	Brain_mmean	G27	top10
TRINITY_DN117770_c1_g1_i1	0.285066001	G23_mmean	G27	top10
TRINITY_DN111833_c0_g1_i3	0.149274427	G27_fmean	G27	top10
TRINITY_DN116522_c0_g2_i1	0.180862762	G23_fmean	G27	top10
TRINITY_DN132543_c1_g7_i1	0.361902592	Testis_mean	G27	top10
TRINITY_DN92149_c0_g1_i1	0.27686139	Ovary_mean	G27	top10
TRINITY_DN133677_c1_g1_i1	0.70670723	G27_mmean	G27	top10
TRINITY_DN120607_c1_g1_i3	0.575216759	G31_fmean	G27	top10
TRINITY_DN123059_c0_g3_i4	0.508436836	G43_M_mean	G27	top10
TRINITY_DN125603_c0_g3_i1	0.141888806	G23_fmean	G27	top10
TRINITY_DN133558_c1_g1_i2	0.249852788	G23_fmean	G27	top10
TRINITY_DN130145_c4_g10_i2	0.212228876	Ovary_mean	G27	top10
TRINITY_DN132144_c7_g6_i2	0.045070277	Testis_mean	G27	top10
TRINITY_DN121233_c0_g3_i1	0.177010843	Ovary_mean	G27	top10
TRINITY_DN103615_c0_g1_i1	0.181753769	G27_fmean	G27	top10
TRINITY_DN124241_c0_g2_i2	0.326813254	Ovary_mean	G27	top10
TRINITY_DN123329_c0_g1_i2	0.250588606	Ovary_mean	G27	top10
TRINITY_DN131645_c7_g1_i3	0.497478517	G27_fmean	G27	top10
TRINITY_DN135589_c1_g1_i6	0.049450921	Testis_mean	G27	top10
TRINITY_DN117861_c0_g2_i2	0.711841836	G23_fmean	G27	top10
TRINITY_DN107785_c0_g1_i2	0.286893203	G27_fmean	G27	top10
TRINITY_DN126666_c0_g2_i1	0.199669154	G27_fmean	G27	top10
TRINITY_DN135993_c0_g2_i6	0.273929074	Brain_fmean	G27	top10
TRINITY_DN133063_c0_g1_i3	0.127608565	G43_M_mean	G27	top10
TRINITY_DN128589_c6_g1_i1	0.147803235	Liver_fmean	G27	top10
TRINITY_DN118510_c0_g1_i3	0.09954662	G27_fmean	G27	top10
TRINITY_DN132849_c0_g1_i1	0.202858894	Testis_mean	G27	top10
TRINITY_DN124466_c0_g1_i4	0.157147889	Brain_fmean	G27	top10
TRINITY_DN135193_c1_g2_i2	0.425626289	G43_M_mean	G27	top10
TRINITY_DN116014_c0_g2_i3	0.093195929	Ovary_mean	G27	top10
TRINITY_DN123193_c0_g2_i5	0.311356085	Ovary_mean	G27	top10
TRINITY_DN124776_c0_g4_i2	0.170706865	G23_mmean	G27	top10
TRINITY_DN123300_c0_g1_i1	0.782905818	G27_mmean	G27	top10
TRINITY_DN133876_c2_g9_i3	0.067921302	Testis_mean	G27	top10
TRINITY_DN135979_c0_g4_i1	0.13303232	Testis_mean	G27	top10
TRINITY_DN118218_c0_g1_i1	0.430902206	G27_mmean	G27	top10
TRINITY_DN120723_c0_g2_i1	0.481641263	G31_fmean	G27	top10
TRINITY_DN121925_c0_g1_i1	0.245695152	Brain_fmean	G27	top10
TRINITY_DN118687_c0_g1_i2	0.710973072	G27_fmean	G27	top10
TRINITY_DN133633_c4_g1_i9	0.306736778	Testis_mean	G27	top10
TRINITY_DN125561_c2_g6_i1	0.272351485	Brain_mmean	G27	top10
TRINITY_DN95747_c0_g2_i1	0.209146608	Ovary_mean	G27	top10
TRINITY_DN129656_c4_g1_i3	0.394205084	G23_mmean	G27	top10
TRINITY_DN128688_c5_g1_i6	0.132022856	G46_F_mean	G27	top10
TRINITY_DN121818_c2_g2_i4	0.417431025	G31_mmean	G27	top10
TRINITY_DN120026_c0_g2_i2	0.194867832	Ovary_mean	G27	top10
TRINITY_DN133220_c4_g2_i1	0.541876711	G27_mmean	G27	top10
TRINITY_DN128155_c0_g1_i2	0.308109289	Ovary_mean	G27	top10
TRINITY_DN123352_c3_g1_i8	0.216116913	Ovary_mean	G27	top10
TRINITY_DN110132_c0_g2_i1	0.234173396	Ovary_mean	G27	top10
TRINITY_DN124683_c3_g3_i3	0.29973717	Ovary_mean	G27	top10
TRINITY_DN122021_c0_g1_i1	0.490095165	G31_fmean	G27	top10
TRINITY_DN133933_c5_g7_i2	0.458317661	Brain_fmean	G27	top10
TRINITY_DN123845_c2_g1_i2	0.24098965	Liver_mmean	G27	top10
TRINITY_DN132317_c2_g4_i4	0.245263699	Brain_fmean	G27	top10
TRINITY_DN126892_c0_g2_i3	0.236697338	Testis_mean	G27	top10
TRINITY_DN124430_c0_g3_i2	0.092917674	G46_F_mean	G27	top10
TRINITY_DN130278_c0_g3_i4	0.562994697	G27_mmean	G27	top10
TRINITY_DN84461_c0_g1_i1	0.34544307	Brain_mmean	G27	top10
TRINITY_DN119552_c0_g1_i1	0.313403077	Ovary_mean	G27	top10
TRINITY_DN129673_c1_g4_i5	0.324480951	G23_fmean	G27	top10
TRINITY_DN114734_c0_g2_i1	0.199559384	G27_fmean	G27	top10
TRINITY_DN136186_c1_g1_i9	0.435877787	G27_fmean	G27	top10
TRINITY_DN124385_c5_g1_i3	0.102260133	Brain_mmean	G27	top10
TRINITY_DN125129_c1_g1_i1	0.306275433	Brain_fmean	G27	top10
TRINITY_DN125494_c4_g1_i1	0.36520598	G27_fmean	G27	top10
TRINITY_DN121781_c0_g1_i1	0.209774811	Ovary_mean	G27	top10
TRINITY_DN128891_c2_g3_i1	0.23174165	Brain_fmean	G27	top10
TRINITY_DN135254_c1_g2_i5	0.53977442	G27_mmean	G27	top10
TRINITY_DN103567_c0_g1_i1	0.209787303	Ovary_mean	G27	top10
TRINITY_DN135463_c0_g2_i4	0.358242209	Ovary_mean	G27	top10
TRINITY_DN125795_c0_g1_i6	0.147093742	G23_fmean	G27	top10
TRINITY_DN99877_c0_g1_i1	0.094401233	G27_fmean	G27	top10
TRINITY_DN121777_c0_g3_i3	0.200903743	Brain_mmean	G27	top10
TRINITY_DN126492_c5_g1_i3	0.192048258	G43_F_mean	G27	top10
TRINITY_DN9040_c0_g2_i1	0.128007879	G23_fmean	G27	top10
TRINITY_DN117893_c0_g3_i3	0.324340359	Testis_mean	G27	top10
TRINITY_DN121505_c1_g3_i1	0.469642188	Ovary_mean	G27	top10
TRINITY_DN119782_c3_g3_i1	0.196830592	Brain_mmean	G27	top10
TRINITY_DN134872_c2_g1_i1	0.24247232	G27_mmean	G27	top10
TRINITY_DN111111_c0_g1_i1	0.410303573	Liver_fmean	G27	top10
TRINITY_DN118801_c0_g1_i2	0.097978909	G27_fmean	G27	top10
TRINITY_DN108182_c0_g2_i1	0.520516384	Brain_fmean	G27	top10
TRINITY_DN128948_c4_g3_i3	0.111816422	G23_mmean	G27	top10
TRINITY_DN125806_c6_g2_i1	0.460034227	Brain_fmean	G27	top10
TRINITY_DN114618_c0_g1_i5	0.090768624	Ovary_mean	G27	top10
TRINITY_DN131828_c1_g2_i3	0.416811121	Liver_mmean	G27	top10
TRINITY_DN134827_c1_g8_i1	0.110106063	Testis_mean	G27	top10
TRINITY_DN120444_c1_g1_i1	0.197085544	Brain_mmean	G27	top10
TRINITY_DN70684_c0_g1_i1	0.243899	Testis_mean	G27	top10
TRINITY_DN132508_c1_g1_i4	0.635285906	G27_fmean	G27	top10
TRINITY_DN90903_c1_g1_i1	0.678705425	G27_fmean	G27	top10
TRINITY_DN132241_c1_g2_i1	0.325242926	G43_F_mean	G27	top10
TRINITY_DN131219_c2_g2_i1	0.116123332	Ovary_mean	G27	top10
TRINITY_DN132731_c1_g1_i2	0.208745197	Ovary_mean	G27	top10
TRINITY_DN122502_c0_g1_i1	0.104494186	G43_M_mean	G27	top10
TRINITY_DN117885_c0_g1_i3	0.525950557	Liver_fmean	G27	top10
TRINITY_DN117578_c0_g1_i1	0.348444854	G27_mmean	G27	top10
TRINITY_DN133911_c4_g5_i3	0.539691061	G43_M_mean	G27	top10
TRINITY_DN116261_c1_g1_i2	0.186080519	G27_fmean	G27	top10
TRINITY_DN136468_c2_g2_i2	0.578294552	G27_fmean	G27	top10
TRINITY_DN121053_c0_g2_i1	0.14910228	Brain_mmean	G27	top10
TRINITY_DN115247_c0_g2_i1	0.124964921	G23_fmean	G27	top10
TRINITY_DN134748_c9_g1_i2	0.16584256	G46_M_mean	G27	top10
TRINITY_DN133981_c1_g3_i3	0.367659168	G43_F_mean	G27	top10
TRINITY_DN119455_c0_g1_i1	0.184380624	Brain_mmean	G27	top10
TRINITY_DN127832_c3_g1_i1	0.131569391	Testis_mean	G27	top10
TRINITY_DN130950_c1_g1_i4	0.110220237	G27_fmean	G27	top10
TRINITY_DN126537_c4_g3_i1	0.19865143	Brain_fmean	G27	top10
TRINITY_DN122124_c0_g1_i2	0.253774825	G23_fmean	G27	top10
TRINITY_DN135728_c6_g1_i1	0.373241445	G27_mmean	G27	top10
TRINITY_DN117673_c0_g3_i3	0.202506947	G27_mmean	G27	top10
TRINITY_DN126529_c0_g3_i2	0.152059423	G23_mmean	G27	top10
TRINITY_DN119577_c0_g1_i2	0.647355528	G27_mmean	G27	top10
TRINITY_DN125031_c0_g1_i1	0.187599726	Ovary_mean	G27	top10
TRINITY_DN110587_c0_g1_i1	0.120283759	Brain_fmean	G27	top10
TRINITY_DN136439_c1_g4_i1	0.188499088	Brain_fmean	G27	top10
TRINITY_DN130967_c1_g1_i1	0.167530245	Brain_mmean	G27	top10
TRINITY_DN124694_c2_g12_i2	0.295306055	Ovary_mean	G27	top10
TRINITY_DN120411_c0_g1_i3	0.276215792	Ovary_mean	G27	top10
TRINITY_DN130412_c6_g1_i1	0.188728702	Ovary_mean	G27	top10
TRINITY_DN128158_c2_g1_i3	0.133594582	G23_mmean	G27	top10
TRINITY_DN118393_c0_g1_i3	0.488528333	G27_mmean	G27	top10
TRINITY_DN131082_c0_g1_i5	0.424386718	G43_M_mean	G27	top10
TRINITY_DN122665_c0_g1_i1	0.124807245	G23_fmean	G27	top10
TRINITY_DN131596_c0_g6_i1	0.172270835	G23_fmean	G27	top10
TRINITY_DN119725_c0_g2_i1	0.560983819	Brain_mmean	G27	top10
TRINITY_DN123145_c1_g2_i1	0.125156403	G23_fmean	G27	top10
TRINITY_DN132560_c1_g7_i1	0.624578066	G23_mmean	G27	top10
TRINITY_DN126116_c3_g2_i2	0.383953037	G43_F_mean	G27	top10
TRINITY_DN120972_c0_g1_i1	0.259504563	G23_fmean	G27	top10
TRINITY_DN128158_c2_g2_i3	0.272319891	Brain_mmean	G27	top10
TRINITY_DN125191_c6_g1_i4	0.203112708	G23_fmean	G27	top10
TRINITY_DN133899_c4_g3_i4	0.062884301	Testis_mean	G27	top10
TRINITY_DN125891_c2_g7_i2	0.398928948	G27_mmean	G27	top10
TRINITY_DN129827_c4_g3_i1	0.37423762	Ovary_mean	G27	top10
TRINITY_DN121102_c2_g1_i1	0.692378426	G31_fmean	G27	top10
TRINITY_DN110448_c0_g2_i1	0.469954318	G27_fmean	G27	top10
TRINITY_DN111568_c0_g1_i1	0.184555611	Ovary_mean	G27	top10
TRINITY_DN134258_c1_g1_i5	0.328814264	Testis_mean	G27	top10
TRINITY_DN130416_c1_g1_i1	0.280696065	Brain_mmean	G27	top10
TRINITY_DN117578_c0_g2_i1	0.243785285	Ovary_mean	G27	top10
TRINITY_DN120861_c0_g3_i1	0.342665443	Brain_fmean	G27	top10
TRINITY_DN133791_c4_g6_i1	0.487182041	Brain_fmean	G27	top10
TRINITY_DN135326_c0_g10_i1	0.142123171	G23_mmean	G27	top10
TRINITY_DN119831_c1_g1_i3	0.577203502	Brain_fmean	G27	top10
TRINITY_DN115048_c0_g1_i2	0.182035179	Ovary_mean	G27	top10
TRINITY_DN125258_c0_g1_i1	0.243899966	Brain_fmean	G27	top10
TRINITY_DN127758_c1_g1_i2	0.386921246	G46_M_mean	G27	top10
TRINITY_DN131307_c0_g1_i1	0.204591135	Testis_mean	G27	top10
TRINITY_DN123758_c9_g5_i1	0.197513276	G23_fmean	G27	top10
TRINITY_DN125544_c4_g1_i9	0.207424481	Brain_fmean	G27	top10
TRINITY_DN135337_c5_g4_i2	0.074405371	G27_fmean	G27	top10
TRINITY_DN134199_c6_g2_i2	0.17448184	G43_M_mean	G27	top10
TRINITY_DN134707_c0_g6_i1	0.077134639	Testis_mean	G27	top10
TRINITY_DN116959_c0_g6_i1	0.131006185	Brain_fmean	G27	top10
TRINITY_DN130034_c2_g4_i1	0.532659567	Liver_mmean	G27	top10
TRINITY_DN135228_c1_g1_i1	0.465147693	G31_fmean	G27	top10
TRINITY_DN126646_c2_g1_i1	0.214055529	G23_mmean	G27	top10
TRINITY_DN129669_c1_g4_i1	0.217596906	Brain_mmean	G27	top10
TRINITY_DN130548_c0_g1_i10	0.189732772	Brain_mmean	G27	top10
TRINITY_DN110970_c0_g1_i2	0.324137275	Liver_fmean	G27	top10
TRINITY_DN119534_c0_g3_i1	0.094143887	G23_mmean	G27	top10
TRINITY_DN121485_c0_g1_i1	0.361881618	Ovary_mean	G27	top10
TRINITY_DN135948_c0_g1_i3	0.244015689	Ovary_mean	G27	top10
TRINITY_DN129350_c3_g1_i4	0.423917414	Liver_mmean	G27	top10
TRINITY_DN129813_c1_g8_i1	0.197930496	G23_mmean	G27	top10
TRINITY_DN136194_c0_g3_i1	0.599751803	Brain_fmean	G27	top10
TRINITY_DN67779_c0_g1_i1	0.40261924	G43_M_mean	G27	top10
TRINITY_DN122962_c1_g2_i1	0.497955177	Liver_fmean	G27	top10
TRINITY_DN134961_c2_g5_i1	0.204631349	Ovary_mean	G27	top10
TRINITY_DN122574_c0_g1_i1	0.155546146	G23_fmean	G27	top10
TRINITY_DN95726_c0_g2_i1	0.209675127	Ovary_mean	G27	top10
TRINITY_DN122247_c0_g3_i8	0.251171223	G43_F_mean	G27	top10
TRINITY_DN133904_c0_g1_i14	0.279795771	Brain_fmean	G27	top10
TRINITY_DN133347_c4_g2_i1	0.250294364	G46_F_mean	G27	top10
TRINITY_DN124157_c3_g1_i2	0.050079593	G23_mmean	G27	top10
TRINITY_DN130567_c6_g3_i1	0.273520433	Ovary_mean	G27	top10
TRINITY_DN122218_c0_g2_i1	0.329548532	Ovary_mean	G27	top10
TRINITY_DN118109_c0_g1_i1	0.686911669	G27_mmean	G27	top10
TRINITY_DN123041_c6_g1_i2	0.109433765	Brain_mmean	G27	top10
TRINITY_DN125891_c2_g4_i1	0.256849247	Ovary_mean	G27	top10
TRINITY_DN134076_c1_g3_i1	0.220699683	G23_fmean	G27	top10
TRINITY_DN128260_c1_g5_i6	0.290961056	G46_M_mean	G27	top10
TRINITY_DN101758_c0_g1_i1	0.098486839	G27_fmean	G27	top10
TRINITY_DN136349_c3_g1_i2	0.06773826	Brain_mmean	G27	top10
TRINITY_DN118139_c0_g1_i2	0.398710475	Ovary_mean	G27	top10
TRINITY_DN130292_c0_g2_i5	0.06518208	G23_mmean	G27	top10
TRINITY_DN128476_c2_g2_i3	0.232808319	Ovary_mean	G27	top10
TRINITY_DN120418_c0_g1_i1	0.158299562	G23_fmean	G27	top10
TRINITY_DN121201_c0_g1_i1	0.267474459	G23_mmean	G27	top10
TRINITY_DN130021_c0_g5_i1	0.203610603	Liver_fmean	G27	top10
TRINITY_DN108726_c0_g1_i1	0.135177663	G23_mmean	G27	top10
TRINITY_DN116333_c0_g1_i1	0.109184274	Testis_mean	G27	top10
TRINITY_DN133541_c1_g1_i4	0.180920882	Liver_fmean	G27	top10
TRINITY_DN111384_c0_g1_i1	0.25754287	G23_fmean	G27	top10
TRINITY_DN123119_c7_g8_i1	0.365347133	G31_fmean	G27	top10
TRINITY_DN132597_c4_g2_i2	0.12821015	Testis_mean	G27	top10
TRINITY_DN120756_c0_g1_i2	0.121993416	Ovary_mean	G27	top10
TRINITY_DN129630_c3_g1_i1	0.348707285	Ovary_mean	G27	top10
TRINITY_DN135613_c6_g1_i1	0.107021889	Brain_mmean	G27	top10
TRINITY_DN125969_c3_g1_i1	0.305797444	G23_fmean	G27	top10
TRINITY_DN128660_c0_g1_i3	0.229810409	Brain_mmean	G27	top10
TRINITY_DN116729_c0_g2_i1	0.426597223	Brain_mmean	G27	top10
TRINITY_DN126201_c3_g1_i4	0.356417831	Ovary_mean	G27	top10
TRINITY_DN128644_c0_g1_i6	0.446845882	G43_F_mean	G27	top10
TRINITY_DN103549_c0_g1_i1	0.312515837	Ovary_mean	G27	top10
TRINITY_DN124674_c1_g1_i1	0.248013099	Liver_mmean	G27	top10
TRINITY_DN126220_c4_g2_i9	0.310742013	G23_fmean	G27	top10
TRINITY_DN127073_c0_g3_i1	0.191888692	G31_mmean	G27	top10
TRINITY_DN134192_c8_g1_i3	0.19993173	Brain_fmean	G27	top10
TRINITY_DN119062_c0_g1_i1	0.121139182	Liver_fmean	G27	top10
TRINITY_DN133715_c2_g2_i3	0.246497083	Ovary_mean	G27	top10
TRINITY_DN122896_c0_g1_i2	0.250508375	G27_fmean	G27	top10
TRINITY_DN126614_c2_g2_i1	0.104143245	G43_M_mean	G27	top10
TRINITY_DN134774_c1_g2_i2	0.36828807	Liver_fmean	G27	top10
TRINITY_DN103912_c0_g1_i1	0.439036413	Brain_mmean	G27	top10
TRINITY_DN113732_c1_g1_i1	0.116560124	G23_mmean	G27	top10
TRINITY_DN110193_c0_g1_i1	0.530211292	G27_fmean	G27	top10
TRINITY_DN121039_c2_g4_i15	0.301729946	Ovary_mean	G27	top10
TRINITY_DN133772_c1_g1_i4	0.249763622	G23_fmean	G27	top10
TRINITY_DN132934_c0_g1_i2	0.256801575	G43_M_mean	G27	top10
TRINITY_DN134451_c0_g1_i4	0.431594393	Brain_fmean	G27	top10
