gene	logFC	FDR
1	TRINITY_DN93335_c0_g2_i1	0.50539596844671	0.999954850406767
2	TRINITY_DN44213_c0_g1_i1	-1.18482061917095	0.999954850406767
3	TRINITY_DN132807_c1_g1_i7	0.813548983188431	0.999954850406767
4	TRINITY_DN134872_c1_g1_i1	-0.0429466601359533	0.999954850406767
5	TRINITY_DN134157_c2_g1_i1	-0.112824126169023	0.999954850406767
6	TRINITY_DN49255_c0_g1_i1	0.59042820815339	0.999954850406767
7	TRINITY_DN27210_c0_g1_i1	-0.367005581210082	0.999954850406767
8	TRINITY_DN82945_c0_g1_i1	-0.117919171667232	0.999954850406767
9	TRINITY_DN50464_c0_g1_i1	0.42165902628597	0.999954850406767
10	TRINITY_DN23687_c0_g1_i1	-0.0216178206616068	0.999954850406767
11	TRINITY_DN99547_c0_g1_i3	0.45251032739441	0.999954850406767
12	TRINITY_DN13860_c0_g1_i1	0.228978465683404	0.999954850406767
13	TRINITY_DN109417_c0_g1_i2	-0.0119679831984004	0.999954850406767
14	TRINITY_DN116374_c0_g1_i2	-0.0867705019763828	0.999954850406767
15	TRINITY_DN137338_c0_g1_i1	-0.0361078733605182	0.999954850406767
16	TRINITY_DN130734_c4_g1_i2	-0.0179492438575738	0.999954850406767
17	TRINITY_DN129468_c0_g2_i1	0.2359330202666	0.999954850406767
18	TRINITY_DN96535_c0_g2_i1	0.0134749319333956	0.999954850406767
19	TRINITY_DN21687_c0_g2_i1	-0.0764040203216571	0.999954850406767
20	TRINITY_DN118043_c0_g3_i1	0.2930335114109	0.999954850406767
21	TRINITY_DN190001_c0_g1_i1	-0.266086598141495	0.999954850406767
22	TRINITY_DN127257_c3_g1_i5	-0.421818396071388	0.999954850406767
23	TRINITY_DN68105_c0_g1_i1	-0.10440157448006	0.999954850406767
24	TRINITY_DN45169_c0_g2_i1	-0.373468262966343	0.999954850406767
25	TRINITY_DN79365_c0_g3_i1	0.425317388033688	0.999954850406767
26	TRINITY_DN97604_c0_g1_i1	-0.0537426898014291	0.999954850406767
27	TRINITY_DN118911_c0_g2_i1	-0.819081585910508	0.999954850406767
28	TRINITY_DN130788_c7_g2_i1	-0.068266589872866	0.999954850406767
29	TRINITY_DN74628_c0_g2_i1	0.50755040059734	0.999954850406767
30	TRINITY_DN38356_c0_g2_i1	0.374864784433173	0.999954850406767
31	TRINITY_DN129439_c5_g1_i1	-0.482447505030316	0.999954850406767
32	TRINITY_DN47649_c0_g1_i1	-0.237385073643512	0.999954850406767
33	TRINITY_DN15901_c0_g2_i1	-0.873421674297	0.999954850406767
34	TRINITY_DN127250_c1_g1_i3	0.524469854530236	0.999954850406767
35	TRINITY_DN89785_c0_g1_i1	0.168466349166495	0.999954850406767
36	TRINITY_DN87953_c0_g1_i1	-0.098459584591474	0.999954850406767
37	TRINITY_DN88993_c0_g2_i1	0.260220688989584	0.999954850406767
38	TRINITY_DN70613_c0_g1_i1	0.965895561270422	0.999954850406767
39	TRINITY_DN60894_c0_g1_i1	0.576931704468886	0.999954850406767
40	TRINITY_DN99718_c0_g1_i4	-0.806975047977298	0.999954850406767
41	TRINITY_DN86003_c0_g1_i1	-0.112268355627142	0.999954850406767
42	TRINITY_DN134508_c7_g1_i2	-0.206551841430835	0.999954850406767
43	TRINITY_DN109422_c0_g1_i1	0.140932487415398	0.999954850406767
44	TRINITY_DN83872_c0_g2_i1	0.147106333839272	0.999954850406767
45	TRINITY_DN134558_c0_g3_i3	0.222393484416368	0.999954850406767
46	TRINITY_DN132883_c2_g3_i1	0.102724196373454	0.999954850406767
47	TRINITY_DN132863_c1_g1_i1	0.227354989443288	0.999954850406767
48	TRINITY_DN133797_c1_g2_i2	-0.00974136411033716	0.999954850406767
49	TRINITY_DN139629_c0_g1_i1	-0.0717129941609475	0.999954850406767
50	TRINITY_DN49525_c0_g2_i1	-0.409637352279309	0.999954850406767
51	TRINITY_DN89034_c0_g2_i1	-0.0983311318597999	0.999954850406767
52	TRINITY_DN67326_c0_g2_i1	-0.810349686448529	0.999954850406767
53	TRINITY_DN134848_c3_g3_i1	-0.0883332737633608	0.999954850406767
54	TRINITY_DN132874_c0_g1_i1	-0.0442868477452804	0.999954850406767
55	TRINITY_DN134898_c1_g7_i3	1.64552990194228	0.999954850406767
56	TRINITY_DN84278_c0_g3_i1	-0.257826085824987	0.999954850406767
57	TRINITY_DN133020_c2_g2_i3	0.0714162780086924	0.999954850406767
58	TRINITY_DN132826_c1_g1_i2	-0.239367247678223	0.999954850406767
59	TRINITY_DN133789_c3_g1_i3	0.621310326973935	0.999954850406767
60	TRINITY_DN132872_c5_g3_i5	-0.129810720447926	0.999954850406767
61	TRINITY_DN134882_c0_g1_i1	0.0887553118372012	0.999954850406767
62	TRINITY_DN132690_c4_g1_i1	0.0311509054647954	0.999954850406767
63	TRINITY_DN133750_c2_g2_i4	-0.0666940485425257	0.999954850406767
64	TRINITY_DN95526_c0_g1_i1	-0.123267675011705	0.999954850406767
65	TRINITY_DN98819_c0_g1_i1	0.59962315220029	0.999954850406767
66	TRINITY_DN109468_c0_g1_i1	-0.321096510363987	0.999954850406767
67	TRINITY_DN132623_c1_g1_i1	-0.230394479311965	0.999954850406767
68	TRINITY_DN25091_c0_g1_i1	-0.621681452771953	0.999954850406767
69	TRINITY_DN95815_c0_g1_i1	-0.386179307926225	0.999954850406767
70	TRINITY_DN84501_c0_g1_i1	-0.102115518449118	0.999954850406767
71	TRINITY_DN93184_c0_g1_i1	-0.022880081173563	0.999954850406767
